movie_id,movie_name,genre,description
tt10872600,Spider-Man: No Way Home,action,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."
tt1462764,Indiana Jones and the Dial of Destiny,action,The plot is unknown at this time.
tt10366206,John Wick: Chapter 4,action,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
tt0172495,Gladiator,action,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
tt4154796,Avengers: Endgame,action,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
tt22769820,Legion of Super-Heroes,action,"Kara, devastated by the loss of Krypton, struggles to adjust to her new life on Earth. Superman mentors her. Meanwhile, she must contend with a mysterious group called the Dark Circle who searches for a powerful weapon held in the Academy's vault."
tt12261776,65,action,An astronaut crash lands on a mysterious planet only to discover he's not alone.
tt13614388,Little Dixie,action,"Doc facilitates a fragile truce between the Governor and Cartel, trading prosecutorial leniency for finance. With no more truce, Doc is left to fend for himself and protect the one untainted thing in his life: his daughter, Little Dixie."
tt15600222,An Action Hero,action,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding."
tt10298840,Strange World,action,The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.
tt2911666,John Wick,action,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.
tt8367814,The Gentlemen,action,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
tt1856101,Blade Runner 2049,action,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
tt5433138,F9: The Fast Saga,action,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.
tt12003946,Violent Night,action,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas)."
tt10242388,Last Seen Alive,action,Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.
tt7888964,Nobody,action,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss."
tt0133093,The Matrix,action,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
tt1649418,The Gray Man,action,"When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins."
tt6791350,Guardians of the Galaxy Vol. 3,action,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful."
tt0082971,Raiders of the Lost Ark,action,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers."
tt0116629,Independence Day,action,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive."
tt0446029,Scott Pilgrim vs. the World,action,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart."
tt0232500,The Fast and the Furious,action,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
tt3291150,The Expendables 4,action,The Expendables will square up against: an arms dealer who commands the might of a massive private army.
tt0115624,Barb Wire,action,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life."
tt2382320,No Time to Die,action,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology."
tt1464335,Uncharted,action,"\"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor \"\"Sully\"\" Sullivan to recover a fortune amassed by Ferdinand Magellan"
tt6723592,Tenet,action,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time."
tt10151854,Shazam! Fury of the Gods,action,"\"The film continues the story of teenage Billy Batson who, upon reciting the magic word \"\"SHAZAM!\"\" is transformed into his adult Super Hero alter ego"
tt0113277,Heat,action,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.
tt6334354,The Suicide Squad,action,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese."
tt0120616,The Mummy,action,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love."
tt5013056,Dunkirk,action,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
tt0107290,Jurassic Park,action,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
tt4649466,Kingsman: The Golden Circle,action,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy."
tt0096446,Willow,action,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.
tt0478970,Ant-Man,action,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world."
tt1631867,Edge of Tomorrow,action,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
tt0167260,The Lord of the Rings: The Return of the King,action,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
tt13320622,The Lost City,action,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.
tt15239678,Dune: Part Two,action,"A boy becomes the Messiah of nomads on a desert planet that has giant worms that protect a commodity called Spice. Spice changes people into travelers, mystics and madmen. What price will he pay to become the new ruler of their universe?"
tt1951264,The Hunger Games: Catching Fire,action,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.
tt6654210,Infinite,action,A man discovers that his hallucinations are actually visions from past lives.
tt1950186,Ford v Ferrari,action,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
tt6856242,The King's Man,action,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions."
tt9419884,Doctor Strange in the Multiverse of Madness,action,"Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others."
tt13223398,Beast,action,A father and his two teenage daughters find themselves hunted by a massive rogue lion intent on proving that the Savanna has but one apex predator.
tt9032400,Eternals,action,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations."
tt2015381,Guardians of the Galaxy,action,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
tt0110413,Léon: The Professional,action,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
tt11866324,Prey,action,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth."
tt1392190,Mad Max: Fury Road,action,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max."
tt1618434,Murder Mystery,action,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire."
tt0098206,Road House,action,A tough bouncer is hired to tame a dirty bar.
tt6264654,Free Guy,action,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game."
tt13131232,Mission Majnu,action,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan."
tt0076759,Star Wars,action,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
tt2935622,The School for Good and Evil,action,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.
tt8579674,1917,action,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
tt0113189,GoldenEye,action,"\"Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as \"\"GoldenEye\"\" and James Bond has to stop them from using it.\""
tt3397884,Sicario,action,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
tt1386697,Suicide Squad,action,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.
tt0364569,Oldboy,action,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
tt4154756,Avengers: Infinity War,action,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
tt5090568,Transformers: Rise of the Beasts,action,Plot unknown. Reportedly based on the 'Transformers' spinoff 'Beast Wars' which feature robots that transform into robotic animals.
tt0116367,From Dusk Till Dawn,action,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results."
tt7126948,Wonder Woman 1984,action,"Diana must contend with a work colleague, and with a businessman whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing."
tt5463162,Deadpool 2,action,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
tt15255288,Murder Mystery 2,action,"Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja, is kidnapped at his own lavish wedding."
tt2802144,Kingsman: The Secret Service,action,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,action,"\"Blacksmith Will Turner teams up with eccentric pirate \"\"Captain\"\" Jack Sparrow to save his love"
tt14714980,Poker Face,action,"A tech billionaire hosts a high-stakes poker game between friends, but the evening takes a turn when long-held secrets are revealed, an elaborate revenge plot unfolds, and thieves break in."
tt5095030,Ant-Man and the Wasp,action,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past."
tt10545296,The Hunger Games: The Ballad of Songbirds and Snakes,action,Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.
tt6146586,John Wick: Chapter 3 - Parabellum,action,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere."
tt0167261,The Lord of the Rings: The Two Towers,action,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
tt0097576,Indiana Jones and the Last Crusade,action,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers."
tt0780504,Drive,action,"A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver,"
tt0083658,Blade Runner,action,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
tt1345836,The Dark Knight Rises,action,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane."
tt4912910,Mission: Impossible - Fallout,action,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
tt1469304,Baywatch,action,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay."
tt3748528,Rogue One: A Star Wars Story,action,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
tt0088247,The Terminator,action,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation."
tt0103064,Terminator 2: Judgment Day,action,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her 10-year old son John from an even more advanced and powerful cyborg."
tt0111503,True Lies,action,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States."
tt8883486,Medieval,action,"The story of fifteenth century Czech icon and warlord Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire."
tt1638355,The Man from U.N.C.L.E.,action,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
tt11083552,Wrath of Man,action,A cold and mysterious character working at a cash truck company responsible for moving a lot of money around Los Angeles each week.
tt9362722,Spider-Man: Across the Spider-Verse,action,"Miles Morales catapults across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero."
tt4633694,Spider-Man: Into the Spider-Verse,action,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."
tt1677720,Ready Player One,action,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world."
tt0373889,Harry Potter and the Order of the Phoenix,action,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
tt2873282,Red Sparrow,action,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations."
tt0145487,Spider-Man,action,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy."
tt14641788,Enola Holmes 2,action,"Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and Sherlock himself - to unravel."
tt0090605,Aliens,action,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators."
tt2713180,Fury,action,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945."
tt4425200,John Wick: Chapter 2,action,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life."
tt9224104,The Meg 2: The Trench,action,Plot unknown. Sequel to the 2018 film 'The Meg'.
tt9603212,Mission: Impossible - Dead Reckoning - Part One,action,Seventh entry in the long-running Mission: Impossible series.
tt0119116,The Fifth Element,action,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
tt12361974,Zack Snyder's Justice League,action,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
tt1483013,Oblivion,action,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.
tt0381061,Casino Royale,action,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
tt12530246,Emancipation,action,A runaway slave forges through the swamps of Louisiana on a tortuous journey to escape plantation owners that nearly killed him.
tt3890160,Baby Driver,action,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
tt0319262,The Day After Tomorrow,action,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age."
tt4998632,Ambulance,action,Two robbers steal an ambulance after their heist goes awry.
tt1431045,Deadpool,action,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
tt0407304,War of the Worlds,action,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.
tt9218128,Gladiator 2,action,Plot unknown. Sequel to Ridley Scott's 'Gladiator'.
tt0770828,Man of Steel,action,An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.
tt0458339,Captain America: The First Avenger,action,"\"Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a \"\"Super-Soldier serum\"\". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.\""
tt15163652,Thunivu,action,A mysterious mastermind - Daredevil and his team forms a plan and commits bank heist to find the corporate looted people's money.
tt11315808,Joker: Folie à Deux,action,Plot unknown. Sequel to the 2019 film 'Joker.'
tt3315342,Logan,action,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
tt1488606,Triple Frontier,action,"Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences."
tt5834426,Moonfall,action,A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.
tt0448115,Shazam!,action,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.
tt0087469,Indiana Jones and the Temple of Doom,action,"In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace."
tt0416449,300,action,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
tt0472043,Apocalypto,action,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression."
tt10838180,The Matrix Resurrections,action,"Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more."
tt7798634,Ready or Not,action,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
tt2527338,Star Wars: The Rise Of Skywalker,action,"In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come."
tt22352848,Jung_E,action,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary."
tt9663764,Aquaman and the Lost Kingdom,action,Plot unknown. Sequel to the 2018 film 'Aquaman.'
tt0372784,Batman Begins,action,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
tt0417741,Harry Potter and the Half-Blood Prince,action,"\"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as \"\"the property of the Half-Blood Prince\"\" and begins to learn more about Lord Voldemort's dark past.\""
tt0455944,The Equalizer,action,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.
tt5315210,Lou,action,"A storm rages. A young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts."
tt4244994,The Last Duel,action,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.
tt5688068,Above Suspicion,action,The true-crime story leading to the first-ever conviction of an F.B.I. Agent for murder.
tt0117500,The Rock,action,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco."
tt0093870,RoboCop,action,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
tt1232829,21 Jump Street,action,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
tt3480822,Black Widow,action,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.
tt9376612,Shang-Chi and the Legend of the Ten Rings,action,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization."
tt0266697,Kill Bill: Vol. 1,action,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
tt8593824,The Old Way,action,"An old gunslinger and his daughter must face the consequences of his past, when the son of a man he murdered years ago arrives to take his revenge."
tt1663202,The Revenant,action,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
tt0062512,You Only Live Twice,action,"James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States."
tt1840309,Divergent,action,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late."
tt0120915,Star Wars: Episode I - The Phantom Menace,action,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory."
tt3076658,Creed,action,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
tt21361444,Avengers: Secret Wars,action,Plot under wraps.
tt0424095,Flushed Away,action,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life."
tt0848228,The Avengers,action,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
tt0418279,Transformers,action,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
tt11116912,Troll,action,"Deep in the Dovre mountain, something gigantic wakes up after a thousand years in captivity. The creature destroys everything in its path and quickly approaches Oslo."
tt0368891,National Treasure,action,A historian races to find the legendary Templar Treasure before a team of mercenaries.
