movie_id,movie_name,genre,description
tt15789492,Infiesto,thriller,"Two detectives are called to a small mining town in the Asturian mountains where a young woman who had been left for dead for months has suddenly appeared, leaving the detectives to question what dark forces are at work."
tt10304142,Amsterdam,thriller,"In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history."
tt1877830,The Batman,thriller,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement."
tt21448540,Baby Ruby,thriller,"The tightly scripted world of a vlogger and influencer unravels after she becomes a mother, in noted playwright Bess Wohl's feature debut."
tt9411972,Where the Crawdads Sing,thriller,A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.
tt8946378,Knives Out,thriller,"A detective investigates the death of the patriarch of an eccentric, combative family."
tt15791034,Barbarian,thriller,A woman staying at an Airbnb discovers that the house she has rented is not what it seems.
tt10855768,Missing,thriller,"After her mother goes missing, a young woman tries to find her from home, using tools available to her online."
tt10731256,Don't Worry Darling,thriller,A 1950s housewife living with her husband in a utopian experimental community begins to worry that his glamorous company could be hiding disturbing secrets.
tt7985704,Operation Fortune: Ruse de guerre,thriller,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.
tt10233718,Vadh,thriller,"After their son moves to USA, a middle-class married couple is relentlessly harassed by a loan shark."
tt8041270,Jurassic World: Dominion,thriller,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects."
tt11976532,Vengeance,thriller,A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.
tt15474916,Smile,thriller,"After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity."
tt1392170,The Hunger Games,thriller,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.
tt11138512,The Northman,thriller,A young Viking prince is on a quest to avenge his father's murder.
tt15325794,Fall,thriller,"Best friends Becky and Hunter find themselves at the top of a 2,000-foot radio tower."
tt10954984,Nope,thriller,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.
tt11291274,The Unbearable Weight of Massive Talent,thriller,"In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish)."
tt4873118,The Covenant,thriller,"Follows Sergeant John, who on his last tour of duty in Afghanistan is teamed with local interpreter Ahmed, who risks his own life to carry an injured John across miles of grueling terrain to safety."
tt14121726,Jeepers Creepers: Reborn,thriller,"Forced to travel with her boyfriend, Laine begins to experience premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned - and that she is at the center of it all."
tt11245972,Scream,thriller,"25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past."
tt15829724,The Locksmith,thriller,"A thief fresh out of prison, tries to work his way back into the life of his daughter and ex-fiancé. Determined, he is forced to use the skills he has as a gifted locksmith. Things take a tumultuous turn after an unexpected disappearance."
tt0468569,The Dark Knight,thriller,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice."
tt1375666,Inception,thriller,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster."
tt0947798,Black Swan,thriller,"\"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's \"\"Swan Lake\"\".\""
tt10366206,John Wick: Chapter 4,thriller,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
tt10954652,Old,thriller,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day."
tt8772262,Midsommar,thriller,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.
tt12477480,Decision to Leave,thriller,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.
tt12261776,65,thriller,An astronaut crash lands on a mysterious planet only to discover he's not alone.
tt13614388,Little Dixie,thriller,"Doc facilitates a fragile truce between the Governor and Cartel, trading prosecutorial leniency for finance. With no more truce, Doc is left to fend for himself and protect the one untainted thing in his life: his daughter, Little Dixie."
tt7144666,The Black Phone,thriller,"After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims."
tt15600222,An Action Hero,thriller,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding."
tt3427252,The Boogeyman,thriller,Adaptation of Stephen King's 'The Boogeyman'.
tt5537002,Killers of the Flower Moon,thriller,Members of the Osage tribe in the United States are murdered under mysterious circumstances in the 1920s sparking a major F.B.I. investigation involving J. Edgar Hoover.
tt3155298,Luther: The Fallen Sun,thriller,Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.
tt2911666,John Wick,thriller,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.
tt1856101,Blade Runner 2049,thriller,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
tt7784604,Hereditary,thriller,A grieving family is haunted by tragic and disturbing occurrences.
tt5433138,F9: The Fast Saga,thriller,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.
tt6751668,Parasite,thriller,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
tt12003946,Violent Night,thriller,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas)."
tt10242388,Last Seen Alive,thriller,Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.
tt7888964,Nobody,thriller,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss."
tt1649418,The Gray Man,thriller,"When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins."
tt1392214,Prisoners,thriller,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
tt7286456,Joker,thriller,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.
tt0232500,The Fast and the Furious,thriller,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
tt3291150,The Expendables 4,thriller,The Expendables will square up against: an arms dealer who commands the might of a massive private army.
tt0780536,In Bruges,thriller,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
tt0477348,No Country for Old Men,thriller,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
tt15255876,Emily the Criminal,thriller,"Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences."
tt14824590,On the Line,thriller,"A host takes a call, where an unknown person threatens to kill the showman's entire family on air. To save loved ones, the radio host will have to play a survival game and the only way to win is to find out the identity of the criminal."
tt2382320,No Time to Die,thriller,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology."
tt1130884,Shutter Island,thriller,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane."
tt0114369,Se7en,thriller,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
tt6723592,Tenet,thriller,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time."
tt4595186,Luckiest Girl Alive,thriller,"A woman in New York, who seems to have things under control, is faced with a trauma that makes her life unravel."
tt10151854,Shazam! Fury of the Gods,thriller,"\"The film continues the story of teenage Billy Batson who, upon reciting the magic word \"\"SHAZAM!\"\" is transformed into his adult Super Hero alter ego"
tt4972582,Split,thriller,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.
tt0102926,The Silence of the Lambs,thriller,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
tt14642626,Sick,thriller,"Due to the pandemic, Parker and her best friend decide to quarantine at the family lake house alone - or so they think."
tt2322441,Fifty Shades of Grey,thriller,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."
tt5013056,Dunkirk,thriller,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
tt13358022,The Reading,thriller,"Follows Emma as she writes a book in order to cope with a deadly home invasion and how a new terror will be unleashed, after a reading performed in her home,"
tt0407887,The Departed,thriller,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
tt2267998,Gone Girl,thriller,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
tt0482571,The Prestige,thriller,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
tt14873054,Transfusion,thriller,A former Special Forces operative thrust into the criminal underworld to keep his only son from being taken from him.
tt5052448,Get Out,thriller,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
tt0107290,Jurassic Park,thriller,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
tt4649466,Kingsman: The Golden Circle,thriller,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy."
tt7984734,The Lighthouse,thriller,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.
tt9731682,Crisis,thriller,"Set against the backdrop of the opioid epidemic, stories of an undercover cop, a professor and a grieving mother collide."
tt13841850,Men,thriller,A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.
tt8110652,Bodies Bodies Bodies,thriller,"When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly in this fresh and funny look at backstabbing, fake friends, and one party gone very, very wrong."
tt1951264,The Hunger Games: Catching Fire,thriller,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.
tt6654210,Infinite,thriller,A man discovers that his hallucinations are actually visions from past lives.
tt6856242,The King's Man,thriller,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions."
tt4273800,The Good Nurse,thriller,An infamous caregiver is implicated in the deaths of hundreds of hospital patients.
tt13223398,Beast,thriller,A father and his two teenage daughters find themselves hunted by a massive rogue lion intent on proving that the Savanna has but one apex predator.
tt0290673,Irreversible,thriller,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in an underpass tunnel.
tt11897478,The Stranger,thriller,"Two men who meet on a bus strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true."
tt0110413,Léon: The Professional,thriller,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
tt11866324,Prey,thriller,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth."
tt1392190,Mad Max: Fury Road,thriller,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max."
tt0098206,Road House,thriller,A tough bouncer is hired to tame a dirty bar.
tt3567288,The Visit,thriller,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.
tt12573454,Sharper,thriller,A con artist takes on Manhattan's billionaires.
tt13131232,Mission Majnu,thriller,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan."
tt9639470,Last Night in Soho,thriller,"An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker."
tt0113189,GoldenEye,thriller,"\"Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as \"\"GoldenEye\"\" and James Bond has to stop them from using it.\""
tt1259521,The Cabin in the Woods,thriller,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods."
tt3397884,Sicario,thriller,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
tt10016180,The Little Things,thriller,"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city."
tt15978956,Wifelike,thriller,"When artificial human Meredith is assigned as a companion to grieving widower William, she is designed to behave like his late wife. But in the fight to end AI exploitation, an organization attempts to sabotage her programming."
tt0167404,The Sixth Sense,thriller,"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist."
tt9288822,The Wonder,thriller,"A tale of two strangers who transform each other's lives, a psychological thriller, and a story of love pitted against evil."
tt0364569,Oldboy,thriller,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
tt16174868,Left Behind: Rise of the Antichrist,thriller,"The only light after the world falls into chaos is a charming new leader who rises to the head of the UN, but does he bring hope for a better future? Or is it the end of the world?"
tt0068473,Deliverance,thriller,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
tt0209144,Memento,thriller,A man with short-term memory loss attempts to track down his wife's murderer.
tt12873562,The Invitation,thriller,"A young woman is courted and swept off her feet, only to realize a gothic conspiracy is afoot."
tt9620292,Promising Young Woman,thriller,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
tt3464902,The Lobster,thriller,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods."
tt14114802,The Outfit,thriller,An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.
tt2802144,Kingsman: The Secret Service,thriller,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."
tt14714980,Poker Face,thriller,"A tech billionaire hosts a high-stakes poker game between friends, but the evening takes a turn when long-held secrets are revealed, an elaborate revenge plot unfolds, and thieves break in."
tt0114814,The Usual Suspects,thriller,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
tt0289879,The Butterfly Effect,thriller,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
tt10545296,The Hunger Games: The Ballad of Songbirds and Snakes,thriller,Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.
tt6146586,John Wick: Chapter 3 - Parabellum,thriller,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere."
tt13259610,The Outwaters,thriller,Four travelers encounter menacing phenomena while camping in a remote stretch of the Mojave Desert.
tt0120663,Eyes Wide Shut,thriller,"A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing."
tt0286106,Signs,thriller,"A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come."
tt0083658,Blade Runner,thriller,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
tt4912910,Mission: Impossible - Fallout,thriller,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
tt1273235,A Serbian Film,thriller,"\"An aging porn star agrees to participate in an \"\"art film\"\" in order to make a clean break from the business"
tt0765010,Brothers,thriller,"While on tour in Afghanistan, Sam's copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage."
tt0470752,Ex Machina,thriller,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
tt0111503,True Lies,thriller,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States."
tt11083552,Wrath of Man,thriller,A cold and mysterious character working at a cash truck company responsible for moving a lot of money around Los Angeles each week.
tt0105236,Reservoir Dogs,thriller,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
tt0327056,Mystic River,thriller,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
tt2873282,Red Sparrow,thriller,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations."
tt6722802,Marlowe,thriller,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress."
tt0090605,Aliens,thriller,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators."
tt4425200,John Wick: Chapter 2,thriller,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life."
tt0368447,The Village,thriller,A series of events tests the beliefs of a small isolated countryside village.
tt9224104,The Meg 2: The Trench,thriller,Plot unknown. Sequel to the 2018 film 'The Meg'.
tt9603212,Mission: Impossible - Dead Reckoning - Part One,thriller,Seventh entry in the long-running Mission: Impossible series.
tt1355644,Passengers,thriller,A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.
tt0278435,Enough,thriller,"After running away fails, a terrified woman empowers herself in order to battle her abusive husband."
tt11851548,Orphan: First Kill,thriller,"After orchestrating a brilliant escape from an Estonian psychiatric facility, Esther travels to America by impersonating the missing daughter of a wealthy family."
tt0110005,Heavenly Creatures,thriller,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge."
tt0257044,Road to Perdition,thriller,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
tt0381061,Casino Royale,thriller,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
tt0246578,Donnie Darko,thriller,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
tt12530246,Emancipation,thriller,A runaway slave forges through the swamps of Louisiana on a tortuous journey to escape plantation owners that nearly killed him.
tt0088930,Clue,thriller,"Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up."
tt0319262,The Day After Tomorrow,thriller,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age."
tt4998632,Ambulance,thriller,Two robbers steal an ambulance after their heist goes awry.
tt2131532,Hidden,thriller,A family takes refuge in a bomb shelter to avoid a dangerous outbreak.
tt15163652,Thunivu,thriller,A mysterious mastermind - Daredevil and his team forms a plan and commits bank heist to find the corporate looted people's money.
tt3170832,Room,thriller,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
tt11315808,Joker: Folie à Deux,thriller,Plot unknown. Sequel to the 2019 film 'Joker.'
tt3315342,Logan,thriller,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
tt1488606,Triple Frontier,thriller,"Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences."
tt5715874,The Killing of a Sacred Deer,thriller,"Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister."
tt6823368,Glass,thriller,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities."
tt0472043,Apocalypto,thriller,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression."
tt7798634,Ready or Not,thriller,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
tt4263482,The VVitch: A New-England Folktale,thriller,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
tt3460252,The Hateful Eight,thriller,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
tt4016934,The Handmaiden,thriller,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
tt8633478,Run,thriller,A homeschooled teenager begins to suspect her mother is keeping a dark secret from her.
tt8004664,Come Play,thriller,A monster named Larry manifests itself through smart phones and mobile devices. Feature film version of the 2017 short film.
tt14253846,Speak No Evil,thriller,A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.
tt0455944,The Equalizer,thriller,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.
tt5362988,Wind River,thriller,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.
tt7740496,Nightmare Alley,thriller,A grifter working his way up from low-ranking carnival worker to lauded psychic medium matches wits with a psychologist bent on exposing him.
tt2180339,Deep Water,thriller,A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.
tt5315210,Lou,thriller,"A storm rages. A young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts."
tt0387808,Idiocracy,thriller,"Private Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive."
tt4244994,The Last Duel,thriller,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.
tt6857112,Us,thriller,A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.
tt5688068,Above Suspicion,thriller,The true-crime story leading to the first-ever conviction of an F.B.I. Agent for murder.
tt1615147,Margin Call,thriller,Follows the key people at an investment bank over a 24-hour period during the early stages of the 2008 financial crisis.
tt0117500,The Rock,thriller,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco."
tt0093870,RoboCop,thriller,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
tt0103772,Basic Instinct,thriller,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
tt0266697,Kill Bill: Vol. 1,thriller,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
tt0166924,Mulholland Drive,thriller,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
tt13857556,Candy Land,thriller,"\"A seemingly naive and devout young woman finds her way in the underground world of truck stop sex workers a.k.a. \"\"lot lizards.\"\"\""
tt12004038,Watcher,thriller,"A young American woman moves with her husband to Bucharest, and begins to suspect that a stranger who watches her from the apartment building across the street may be a local serial killer decapitating women."
tt0062512,You Only Live Twice,thriller,"James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States."
tt1670345,Now You See Me,thriller,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
tt0108399,True Romance,thriller,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
tt1441395,Under the Skin,thriller,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery."
tt11116912,Troll,thriller,"Deep in the Dovre mountain, something gigantic wakes up after a thousand years in captivity. The creature destroys everything in its path and quickly approaches Oslo."
tt0368891,National Treasure,thriller,A historian races to find the legendary Templar Treasure before a team of mercenaries.
