movie_id,movie_name,genre,description,director,star
tt12861508,Survive the Game,action,A man's life on his farm is interrupted when a cop and a pair of dangerous criminals show up.,James Cullen Bressack,"Chad Michael Murray, 
Bruce Willis, 
Swen Temmel, 
Michael Sirow"
tt0090627,Amazons,action,"An evil king made a deal with the devil and received a deadly power that will defeat anyone standing in his way. It's up to a fearless warrior to find a magical sword, which's the only weapon that could stop him.",Alejandro Sessa,"Mindi Miller, 
Penelope Reed-Woods, 
Joseph Whipp, 
Danitza Kingsley"
tt1656192,Special Forces,action,A French journalist in Afghanistan is kidnapped by the Taliban.,Stéphane Rybojad,"Diane Kruger, 
Djimon Hounsou, 
Benoît Magimel, 
Denis Ménochet"
tt0179626,15 Minutes,action,A homicide detective and a fire marshal must stop a pair of murderers who commit videotaped crimes to become media darlings.,John Herzfeld,"Robert De Niro, 
Edward Burns, 
Kelsey Grammer, 
Avery Brooks"
tt1480295,Killing Season,action,"Two veterans of the Bosnian War, one American, one Serbian, find their unlikely friendship tested when one of them reveals their true intentions.",Mark Steven Johnson,"Robert De Niro, 
John Travolta, 
Milo Ventimiglia, 
Liz Olin"
tt0096425,Watchers,action,"A boy takes in a stray dog, later discovering that it is an ultra-intelligent runaway being stalked by a dangerous creature from the same genetic research lab.",Jon Hess,"Corey Haim, 
Michael Ironside, 
Christopher Cary, 
Graeme Campbell"
tt13927994,Salaar,action,A gang leader tries to keep a promise made to his dying friend and takes on the other criminal gangs.,Prashanth Neel,"Prabhas, 
Prithviraj Sukumaran, 
Shruti Haasan, 
Jagapathi Babu"
tt1447500,Magadheera,action,"A warrior gets reincarnated 400 years later, after trying to save the princess and the kingdom, who also dies along with him. He then sets back again to fight against all odds and win back his love.",S.S. Rajamouli,"Ram Charan Teja, 
Kajal Aggarwal, 
Dev Gill, 
Srihari"
tt9286908,High Ground,action,"In a bid to save the last of his family, Gutjuk, a young Aboriginal man, teams up with ex-soldier Travis to track down Baywara, the most dangerous warrior in the Territory, his uncle.",Stephen Johnson,"Guruwuk Mununggurr, 
Wakarra Gondarra, 
Mark Garrawurra, 
Neville Namarnyilk"
tt13188064,Let the Wrong One In,action,A young supermarket worker discovers that his older brother is a vampire and must choose whether to help him or slay him.,Conor McMahon,"Karl Rice, 
Eoin Duffy, 
Anthony Head, 
Hilda Fay"
tt14980972,Hard Hit,action,An ordinary family navigates the unpredictable circumstances caused by a mysterious phone call that puts them in a horrific situation.,Changju Kim,"Ji Chang-Wook, 
Haerry Kim, 
Ji-ho Kim, 
Jin Kyung"
tt4433646,Terra Formars,action,"In an attempt to colonize Mars, 21st century scientists seed the planet with algae to absorb sun light and purify the atmosphere, and cockroaches who in turn spread the algae as they feed. ...                See full summary »",Takashi Miike,"Rinko Kikuchi, 
Rila Fukushima, 
Tomohisa Yamashita, 
Hideaki Itô"
tt0102205,Kid,action,A mysterious man returns to his former hometown to take revenge on the locals who murdered his parents when he was a boy.,John Mark Robinson,"C. Thomas Howell, 
Sarah Trigger, 
Brian Austin Green, 
R. Lee Ermey"
tt4575328,2036 Origin Unknown,action,"After a failed mission to Mars, A.I./ARTI is now used for the 2036 mission with a few human supervisors. A monolith of unknown origin is found there. It will have a big effect on Earth.",Hasraf Dulull,"Katee Sackhoff, 
Ray Fearon, 
Julie Cox, 
Steven Cree"
tt1801045,Cowboy Ninja Viking,action,"A government program turns Duncan, a man who suffers from multiple personality disorder, into a super-soldier with the attributes of a cowboy, a ninja, and a Viking.",Michelle MacLaren,"Chris Pratt, 
Priyanka Chopra Jonas"
tt1280558,A Wednesday,action,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,Neeraj Pandey,"Anupam Kher, 
Naseeruddin Shah, 
Veerendra Saxena, 
Mahesh Kanual"
tt13382698,Trigger Point,action,"\"Follows Nicolas Shaw, a retired U.S. special operative who becomes part of an elite \"\"invisible\"\" team that quietly takes out the worst villains around the world.\"",Brad Turner,"Barry Pepper, 
Colm Feore, 
Eve Harlow, 
Carlo Rota"
tt9143996,Hunter,action,"One of the most skilled trackers, Nathaniel Hunter, is employed to hunt down a half-human terror created by a renegade agency that is threatening to wreak havoc on civilization.",Sylvester Stallone,""
tt1182921,Ninja,action,"A westerner named Casey, studying Ninjutsu in Japan, is asked by the Sensei to return to New York to protect the legendary Yoroi Bitsu, an armored chest that contains the weapons of the last Koga Ninja.",Isaac Florentine,"Scott Adkins, 
Tsuyoshi Ihara, 
Mika Hijii, 
Todd Jensen"
tt0092263,A Better Tomorrow,action,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.",John Woo,"Lung Ti, 
Leslie Cheung, 
Chow Yun-Fat, 
Emily Chu"
tt4949290,Cartels,action,"\"A drug lord is captured and held \"\"secretly\"\" by 6 US agents at a hotel in Constanta","Romania. He agreed to testify against others in the drug business. They send lots of armed men to the hotel. Lots of shooting follows.\"",/name/nm0915394/
tt13484872,Stealing Raden Saleh,action,"To save his father, a master forger sets out to steal an invaluable painting with the help of a motley crew of specialists.",Angga Dwimas Sasongko,"Iqbaal Dhiafakhri Ramadhan, 
Angga Yunanda, 
Rachel Amanda, 
Umay Shahab"
tt9646562,Baby Driver 2,action,Plot unknown. Sequel to Edgar Wright's 'Baby Driver'.,Edgar Wright,"Lily James, 
Ansel Elgort"
tt12763920,Deliver Us from Evil,action,"An assassin goes to Thailand in order to solve a kidnapping case linked to him, and finds himself chased by a man whose sibling he killed.",Won-Chan Hong,"Hwang Jung-min, 
Lee Jung-jae, 
Jeong Min Park, 
Darina Boonchu"
tt0085204,BMX Bandits,action,A trio of teen BMX enthusiasts become entangled with a group of bank robbers after discovering their cache of walkie-talkies.,Brian Trenchard-Smith,"David Argue, 
John Ley, 
Nicole Kidman, 
Angelo D'Angelo"
tt5294198,Catfight,action,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,Onur Tukel,"Sandra Oh, 
Anne Heche, 
Alicia Silverstone, 
Amy Hill"
tt2167202,Getaway,action,"To save his kidnapped wife, Brent Magna must drive at the orders of a mysterious man.",Courtney Solomon,"Ethan Hawke, 
Selena Gomez, 
Jon Voight, 
Paul Freeman"
tt5227746,The Unthinkable,action,"Sweden faces a mysterious attack while Alex tries to reunite with his youth love, Anna.",Victor Danell,"Christoffer Nordenrot, 
Lisa Henni, 
Jesper Barkselius, 
Pia Halvorsen"
tt0432637,Krrish,action,"Krishna is forced by circumstances to use his superpowers and become the masked superhero Krrish, before getting drawn towards his lost legacy.",Rakesh Roshan,"Hrithik Roshan, 
Priyanka Chopra Jonas, 
Rekha, 
Naseeruddin Shah"
tt1206546,Spawn,action,The new Spawn movie will be a R-rated supernatural horror film.,Jamie Foxx,""
tt6826438,Parmanu: The Story of Pokhran,action,"Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test, where they face challenges from the American Lacrosse satellite and local spies.",Abhishek Sharma,"John Abraham, 
Boman Irani, 
Diana Penty, 
Anuja Sathe"
tt1071804,Ink,action,"A mysterious creature, known as Ink, steals a child's soul in hopes of using it as a bargaining chip to join the Incubi - the group of supernatural beings responsible for creating nightmares.",Jamin Winans,"Christopher Soren Kelly, 
Quinn Hunchar, 
Jessica Duffy, 
Jennifer Batter"
tt0083064,Sharky's Machine,action,Tom Sharky is demoted to vice after a bust goes terribly wrong. He and his team stumble across a mob murder tied to prostitution and government.,Burt Reynolds,"Burt Reynolds, 
Rachel Ward, 
Vittorio Gassman, 
Brian Keith"
tt0063060,Hellfighters,action,"Divorced Chance Buckman fights international oil rig fires. An injury brings his daughter and to his dismay, she weds Greg, a team member. Chance gets a desk-job, so he and Madelyn remarry, but a Venezuelan oil rig fire reunites them.",Andrew V. McLaglen,"John Wayne, 
Katharine Ross, 
Jim Hutton, 
Vera Miles"
tt3491962,Outlaws and Angels,action,"When outlaws on the lam invade the home of an unsuspecting, seemingly innocent, frontier family to hide out for the night, an unexpected game of cat and mouse ensues, leading to seduction, role reversal, and ultimately, bloody revenge.",JT Mollner,"Frances Fisher, 
Chad Michael Murray, 
Luke Wilson, 
Teri Polo"
tt2350892,Bad Country,action,"In 1980s Louisiana a police detective arrests a contract killer. To be with his wife and newborn, he becomes an informant and assists in taking down the crime ring boss etc. FBI, blood and revenge follows.",Chris Brinker,"Matt Dillon, 
Willem Dafoe, 
Neal McDonough, 
Amy Smart"
tt0086618,Yellowbeard,action,"After serving two decades in prison, Yellowbeard (Graham Chapman) breaks out determined to recover the treasure that he buried so long ago, alongside his son, old crew, and the British Navy.",Mel Damski,"Graham Chapman, 
Peter Boyle, 
Cheech Marin, 
Tommy Chong"
tt0082199,Condorman,action,Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,Charles Jarrott,"Michael Crawford, 
Oliver Reed, 
Barbara Carrera, 
James Hampton"
tt15015460,Scorched Earth,action,"After the apocalypse, all water is radioactive and deadly to drink. In this dystopian world, Gylian goes to extreme lengths to make sure her daughter gets the medication she needs to survive.","Joshua Morrison, 
Jethro Randell","Charlotte Elizzabeth Langley, 
Lee Westwick, 
Neil Sandland, 
Robin Kirwan"
tt8228172,The Furies,action,A woman is kidnapped and finds herself an unwilling participant in a deadly game where women are hunted by masked men.,Tony D'Aquino,"Airlie Dodds, 
Linda Ngo, 
Taylor Ferguson, 
Ebony Vagulans"
tt2572632,Vendetta,action,"Special ops interrogation officer Jimmy Vickers tracks down a gang who slaughtered his parents. With police closing in & his old unit on his trail, he has to to evade capture long enough to complete his gruesome crusade.",Stephen Reynolds,"Danny Dyer, 
Vincent Regan, 
Roxanne McKee, 
Alistair Petrie"
tt0103950,City Hunter,action,"A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",Jing Wong,"Jackie Chan, 
Richard Norton, 
Joey Wang, 
Kumiko Goto"
tt1424310,Chinese Zodiac,action,A man searches the world for a set of mystic artifacts. The twelve bronze heads of the animals from the Chinese zodiac.,Jackie Chan,"Jackie Chan, 
Shu Qi, 
Xingtong Yao, 
Kwon Sang-woo"
tt0314786,The In-Laws,action,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy.",Andrew Fleming,"Albert Brooks, 
Michael Douglas, 
Ryan Reynolds, 
Lindsay Sloane"
tt7087210,Donnybrook,action,"Two men prepare to compete in a legendary bare-knuckle fight where the winner gets a $100,000 prize.",Tim Sutton,"Michael Agee, 
Adam Bartley, 
Jamie Bell, 
Chris Browning"
tt3531202,Pilgrimage,action,"In 13th-century Ireland, a group of monks must escort a sacred relic across a landscape fraught with peril.",Brendan Muldowney,"Tom Holland, 
Richard Armitage, 
Jon Bernthal, 
Nikos Karathanos"
tt0108517,Warlock: The Armageddon,action,An order of Druids train their children to battle an evil Warlock determined to unleash Satan upon the world by bringing a collection of five mystic rune stones together.,Anthony Hickox,"Julian Sands, 
Chris Young, 
Paula Marshall, 
Joanna Pacula"
tt0386005,New Police Story,action,"A hero cop accidentally leads his team into a trap from which he is the only survivor. Drowning his guilt in booze, he is eventually assigned a new younger partner who turns out to have his own secrets.",Benny Chan,"Jackie Chan, 
Nicholas Tse, 
Charlie Yeung, 
Daniel Wu"
tt7451284,Batman Ninja,action,"Batman, along with a number of his allies and adversaries, finds himself transplanted from modern Gotham City to feudal Japan.",Junpei Mizusaki,"Kôichi Yamadera, 
Wataru Takagi, 
Ai Kakuma, 
Rie Kugimiya"
tt1790810,Untitled Pirates of the Caribbean Project,action,Add a Plot,Joachim Rønning,""
tt0923811,Evangelion: 1.0 You Are (Not) Alone,action,The fate of the world is threatened by seemingly monstrous entities known as Angels. NERV is an organisation set up to counter this threat and it is up to young pilots to protect Earth but exactly what are the real motives behind NERV?,"Masayuki, 
Kazuya Tsurumaki, 
Hideaki Anno","Megumi Ogata, 
Megumi Hayashibara, 
Kotono Mitsuishi, 
Yuriko Yamaguchi"
tt1928330,Bad Ass,action,A Vietnam veteran who becomes a local hero after saving a man from attackers on a city bus decides to take action when his best friend is murdered and the police show little interest in solving the crime.,Craig Moss,"Danny Trejo, 
Charles S. Dutton, 
Ron Perlman, 
Patrick Fabian"
tt2016940,Man of Tai Chi,action,A young martial artist's unparalleled Tai Chi skills land him in a highly lucrative underworld fight club.,Keanu Reeves,"Tiger Hu Chen, 
Keanu Reeves, 
Karen Mok, 
Hai Yu"
tt6014472,S.W.A.T.: Under Siege,action,A SWAT compound comes under fire from an international terrorist who relentlessly and violently pursues a mystery man who was apprehended by Seattle SWAT after a raid went horribly wrong.,Tony Giglio,"Sam Jaeger, 
Adrianne Palicki, 
Michael Jai White, 
Kyra Zagorsky"
tt0183869,Taxi 2,action,"Police inspector Emilien and his taxi-driver pal Daniel are back, this time on the tail of a group of Japanese yakuza.",Gérard Krawczyk,"Samy Naceri, 
Frédéric Diefenthal, 
Emma Wiklund, 
Marion Cotillard"
tt16368898,Lights Out,action,"A drifting ex-soldier turns underground fighter with the help of a just released ex-con, pitting him against corrupt cops and hired killers now gunning for him and all those he cares about.",Christian Sesma,"Frank Grillo, 
Jaime King, 
Dermot Mulroney, 
Scott Adkins"
tt0098369,Speed Zone,action,"Despite the police's preemptive strike, the illegal coast-to-coast car race is still on with new drivers. It's a race where fair play, red lights, stop signs, police roadblocks and traffic rules in general have no validity.",Jim Drake,"Peter Boyle, 
Donna Dixon, 
John Candy, 
Matt Frewer"
tt14856980,Atlas,action,"A bleak-sounding future, where an AI soldier has determined that the only way to end war is to end humanity.",Brad Peyton,"Jennifer Lopez, 
Simu Liu, 
Lana Parrilla, 
Sterling K. Brown"
tt0096945,Blind Fury,action,"A blind Vietnam vet, trained as a swordfighter, comes to America and helps to rescue the son of a fellow soldier.",Phillip Noyce,"Rutger Hauer, 
Terry O'Quinn, 
Brandon Call, 
Noble Willingham"
tt0059885,Von Ryan's Express,action,An American POW leads a group of mainly British prisoners to escape from the Germans in WWII.,Mark Robson,"Frank Sinatra, 
Trevor Howard, 
Raffaella Carrà, 
Brad Dexter"
tt0119472,Knockin' on Heaven's Door,action,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",Thomas Jahn,"Til Schweiger, 
Jan Josef Liefers, 
Thierry van Werveke, 
Moritz Bleibtreu"
tt10483152,Unicorn Wars,action,War-hungry teddy bears journey from bootcamp to the psychedelic terrors of the Magic Forest in this darkly beautiful horror animation.,Alberto Vázquez,"Jon Goiri, 
Jaione Insausti, 
Ramón Barea, 
Txema Regalado"
tt0107563,The Meteor Man,action,A high school teacher from a troubled inner city Washington D.C. neighborhood becomes a super-powered hero and takes on the gang that has been terrorizing his streets.,Robert Townsend,"Robert Townsend, 
Marla Gibbs, 
Eddie Griffin, 
Robert Guillaume"
tt10127684,Rogue City,action,"Caught in the cross hairs of police corruption and Marseille's warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",Olivier Marchal,"Lannick Gautry, 
Stanislas Merhar, 
Kaaris, 
David Belle"
tt0076788,Sweeney!,action,"When one of his informants is murdered, Detective Inspector Jack Regan is drawn into a deadly political game. He is soon a marked man and, after being framed, is suspended from duty. This doesn't stop him searching for the truth.",David Wickes,"John Thaw, 
Dennis Waterman, 
Barry Foster, 
Ian Bannen"
tt0109676,Drop Zone,action,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,John Badham,"Wesley Snipes, 
Gary Busey, 
Yancy Butler, 
Michael Jeter"
tt1606384,My Way,action,"In World War II-era Korea, rival runners, one Korean (Jang Dong-gun) and one Japanese (Joe Odagiri), go to war together against the Soviets.",Je-kyu Kang,"Jang Dong-Gun, 
Joe Odagiri, 
Bingbing Fan, 
Kim In-kwon"
tt3312180,The Last Man,action,"Kurt, combat veteran with PTSD and hallucinations, fortifies his home and builds a secret underground shelter due to doomsday like weather changes. He gets a security job to pay for it and his boss' cute daughter for company.",Rodrigo H. Vila,"Hayden Christensen, 
Harvey Keitel, 
Marco Leonardi, 
Liz Solari"
tt6105880,JoJo's Bizarre Adventure: Diamond Is Unbreakable - Chapter 1,action,"A teen gifted with supernatural power discovers the truth behind his cursed and bizarre bloodline, and the evil that lurks within his town.",Takashi Miike,"Kento Yamazaki, 
Ryûnosuke Kamiki, 
Nana Komatsu, 
Masaki Okada"
tt11636880,Attack on Finland,action,"After Finland's Independence Day celebration is interrupted by a terrorist attack on the Presidential Palace and distinguished guests are taken hostage, a security service officer tries to uncover who is trying to destabilize Europe.",Aku Louhimies,"Jasper Pääkkönen, 
Nanna Blondell, 
Sverrir Gudnason, 
Cathy Belton"
tt4651410,Precious Cargo,action,A crime boss tries to make off with loot that belongs to another thief.,Max Adams,"Bruce Willis, 
Mark-Paul Gosselaar, 
Claire Forlani, 
Jenna B. Kelly"
tt0033717,High Sierra,action,"After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.",Raoul Walsh,"Ida Lupino, 
Humphrey Bogart, 
Alan Curtis, 
Arthur Kennedy"
tt13186604,Uglies,action,A world in which a compulsory operation wipes out physical differences and makes everyone pretty.,McG,"Joey King, 
Kelly Gale, 
Chase Stokes, 
Laverne Cox"
tt5595168,Kingsglaive: Final Fantasy XV,action,"King Regis, who oversees the land of Lucis, commands his army of soldiers to protect the kingdom from the Niflheim empire's plans to steal the sacred crystal which gives Lucis its magic and power.",Takeshi Nozue,"Aaron Paul, 
Lena Headey, 
Sean Bean, 
Neil Newbon"
tt9832636,Zombie Traveler,action,A time traveling zombie killer travels through space and time to save the man she loves.,"Lacey Franks, 
Addison Dawn Perry-Franks","Addison Dawn Perry-Franks, 
Lacey Franks, 
Cody Gregory, 
Madison Franks"
tt7167686,Reign of the Supermen,action,"After the death of Superman, several new people present themselves as possible successors.",Sam Liu,"Jerry O'Connell, 
Rebecca Romijn, 
Rainn Wilson, 
Patrick Fabian"
tt0067065,Escape from the Planet of the Apes,action,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race.",Don Taylor,"Roddy McDowall, 
Kim Hunter, 
Bradford Dillman, 
Natalie Trundy"
tt7554632,Girls Guns and Blood,action,A Sexy Grindhouse/Action/Comedy where a little brothel in Texas gets robbed by a gang of thieves. The ladies are not going to take this laying down and track down the thieves and take them out one by one in both sexual and violent ways.,"Thegin German, 
Robert Rowland","Christine Nguyen, 
Britney Amber, 
Kleio Valentien, 
Cody Renee Cameron"
tt12885852,Batman: Soul of the Dragon,action,"In the 1970s, a missing teacher of martial arts is the subject of a quest by his devoted and brilliant but distant students, who include Batman.",Sam Liu,"David Giuntoli, 
Mark Dacascos, 
Kelly Hu, 
Michael Jai White"
tt14623762,Death Valley,action,"Mercenaries with nothing to lose are hired to rescue a bioengineer imprisoned in a cold war bunker. Upon entering the ominous facility, they find themselves in a fight for their lives when ...                See full summary »",Matthew Ninaber,"Jeremy Ninaber, 
Ethan Mitchell, 
Kristen Kaster, 
Matthew Ninaber"
tt7453418,Nekrotronic,action,A man discovers that he is part of a secret sect of magical beings who hunt down and destroy demons in the Internet.,Kiah Roache-Turner,"Ben O'Toole, 
Monica Bellucci, 
Caroline Ford, 
Tess Haubrich"
tt0098471,Three Fugitives,action,"A reformed bank robber is taken hostage by a desperate man during a bank hold up, but is forced to go on the run with his captor when they're both mistakenly thought to be in cahoots.",Francis Veber,"Nick Nolte, 
Martin Short, 
Sarah Rowland Doroff, 
James Earl Jones"
tt2314886,Breakout,action,A pair of criminals try to track down the kids who witnessed them commit a murder in the woods.,Damian Lee,"Brendan Fraser, 
Dominic Purcell, 
Ethan Suplee, 
Holly Deveaux"
tt7529298,Attack,action,Witness the rise of an army soldier as he realizes his destiny and comes to terms to becoming India's first super soldier created to combat terrorists as he fights his inner demons and outer enemies.With lots of action,Lakshya Raj Anand,"John Abraham, 
Rakul Preet Singh, 
Jacqueline Fernandez, 
Prakash Raj"
tt10307440,The Decline,action,A fatal accident at a remote survivalist training camp sends participants into a panic - and sets the stage for a chilling showdown.,Patrice Laliberté,"Guillaume Laurin, 
Marie-Evelyne Lessard, 
Réal Bossé, 
Marc Beaupré"
tt0069336,Sweet Sugar,action,Prostitute Sugar is set up by a corrupt politician. She is convinced of the futility of appealing her case in the courts and signs on to a chain gang run by the notorious Dr. John who ...                See full summary »,Michel Levesque,"Phyllis Davis, 
Ellaraino, 
Timothy Brown, 
Pamela Collins"
tt0086340,Sorceress,action,Sword and sorcery story of the cosmic struggle between white magic and black magic.,Jack Hill,"Leigh Harris, 
Lynette Harris, 
Roberto Nelson, 
David Millbern"
tt25503544,Phantom,action,"An action, spy film set in the backdrop of the Japanese colonial era",Hae-Young Lee,"Sol Kyung-gu, 
Lee Hanee, 
Park So-dam, 
Park Hae-soo"
tt0471041,The Tournament,action,"\"A tournament is watched by dozens of wealthy men betting on which one of the 30 assassins will survive the next 24 hours \"\"kill or die\"\" and claim the USD10",000,Scott Mann
tt0090568,8 Million Ways to Die,action,"A former police detective, still recovering from his alcohol addiction, is seemingly drawn into L.A's criminal underworld after stumbling upon a local drug ring.",Hal Ashby,"Jeff Bridges, 
Rosanna Arquette, 
Alexandra Paul, 
Randy Brooks"
tt11788956,Habit,action,A street-smart party girl gets mixed up in a violent drug deal and finds a possible way out by masquerading as a nun.,Janell Shirtcliff,"Bella Thorne, 
Andreja Pejic, 
Gavin Rossdale, 
Libby Mintz"
tt0093278,Ishtar,action,"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the C.I.A., the Emir of Ishtar, and the rebels trying to overthrow his regime.",Elaine May,"Warren Beatty, 
Dustin Hoffman, 
Isabelle Adjani, 
Charles Grodin"
tt5709188,A-X-L,action,"A.X.L. is a top-secret, robotic dog who develops a special friendship with Miles and will go to any length to protect his new companion.",Oliver Daly,"Alex Neustaedter, 
Becky G, 
Alex MacNicoll, 
Dominic Rains"
tt0118767,Brother,action,"An ex-soldier with a personal honor code enters the family crime business in St. Petersburg, Russia.",Aleksey Balabanov,"Sergey Bodrov, 
Viktor Sukhorukov, 
Svetlana Pismichenko, 
Mariya Zhukova"
tt2044801,Kite,action,"After her cop father is killed, a young woman tracks the murderer down with the help of his ex-partner.",Ralph Ziman,"India Eisley, 
Jaco Muller, 
Annabel Linder, 
Christina Storm"
tt3055402,SuperBob,action,"Robert Kenner is a lonely man looking for love. Today, if he can actually get his boss to give him some time off, he is going on his first date for 6 years. Oh, and he is also the world's only SuperHero.",Jon Drever,"Brett Goldstein, 
Natalia Tena, 
Laura Haddock, 
Ruth Sheen"
tt14045614,Croc! (2022),action,"Deep in the English countryside, Lisa and Charlie prepare for their wedding at a Tudor mansion. But an angry crocodile lies in wait, determined to ruin their big day.",Paul W. Franklin,"Sian Altman, 
Mark Haldor, 
George Nettleton, 
Antonia Whillans"
tt14571464,Air Force: The Movie - Selagi Bernyawa,action,"Zafran, a grounded SUKHOI pilot, fights for the opportunity to save them. Nine of the passengers managed to make their jump before the plane crashes. Back in Malaysia, upon discovery of the news, the air force makes preparation for rescue.","Zulkarnain Azhar, 
Frank See","Aiman Hakim Ridza, 
Adi Putra, 
Nas-t, 
Sara Ali"
tt0069890,Cleopatra Jones,action,"During the 1970s, U.S. Special Agent Cleopatra Jones proves to be an invaluable asset to the local police forces in the war on drugs.",Jack Starrett,"Tamara Dobson, 
Bernie Casey, 
Brenda Sykes, 
Antonio Fargas"
tt1659343,Universal Soldier: Day of Reckoning,action,"John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit.",John Hyams,"Jean-Claude Van Damme, 
Dolph Lundgren, 
Scott Adkins, 
Mariah Bonner"
tt0461703,Skinwalkers,action,"A 12 year old boy and his mother become the targets of two warring werewolf packs, each with different intentions and motives.",James Isaac,"Jason Behr, 
Elias Koteas, 
Rhona Mitra, 
Natassia Malthe"
tt1705952,Tarzan,action,"Tarzan and Jane Porter face a mercenary army dispatched by the evil CEO of Greystoke Energies, a man who took over the company from Tarzan's parents, after they died in a helicopter crash.",Reinhard Klooss,"Kellan Lutz, 
Spencer Locke, 
Les Bubb, 
Joe Cappelletti"
tt11274100,Archenemy,action,"Max Fist claims to be a hero from another dimension who fell through time and space to earth, where he has no powers. No one believes his stories except for a local teen named Hamster.",Adam Egypt Mortimer,"Jessica Allain, 
Mac Brandt, 
Skylan Brooks, 
Kieran Gallagher"
tt0073906,The Wind and the Lion,action,"A Berber chieftain triggers an international incident, drawing the involvement of Theodore Roosevelt, when he kidnaps an American widow and her children in 1900s Morocco.",John Milius,"Sean Connery, 
Candice Bergen, 
Brian Keith, 
John Huston"
tt0114658,Theodore Rex,action,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",Jonathan R. Betuel,"Whoopi Goldberg, 
Armin Mueller-Stahl, 
Juliet Landau, 
Bud Cort"
tt3305308,Trespass Against Us,action,A man looks to find a way to escape the criminal ways of his outlaw family.,Adam Smith,"Michael Fassbender, 
Brendan Gleeson, 
Lyndsey Marshal, 
Georgie Smith"
tt11081050,Enforcement,action,"Jens and Mike, two police officers on routine patrol, find themselves trapped in a maze of buildings when unrest spreads.","Frederik Louis Hviid, 
Anders Ølholm","Jacob Lohmann, 
Simon Sears, 
Tarek Zayat, 
Dulfi Al-Jabouri"
tt10957044,Deadlock,action,An ex-military man working at a Georgia power plant has to spring into action to prevent disaster when a group of rogue soldiers gain control of the plant and take the employees hostage.,Jared Cohn,"Bruce Willis, 
Patrick Muldoon, 
Matthew Marsden, 
Michael DeVorzon"
tt2718440,Moonwalkers,action,"After failing to locate the legendary Stanley Kubrick, an unstable CIA agent must instead team up with a seedy rock band manager to develop the biggest con of all time-staging the moon landing.",Antoine Bardou-Jacquet,"Rupert Grint, 
Ron Perlman, 
Robert Sheehan, 
Stephen Campbell Moore"
tt0245803,Bulletproof Monk,action,"Based on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a secret Nazi organization bent on world domination.",Paul Hunter,"Chow Yun-Fat, 
Seann William Scott, 
Jaime King, 
Karel Roden"
tt5248776,Dragon's Lair: The Movie,action,"Dirk the Daring, a knight who sets out to rescue Princess Daphne from the evil dragon Singe and a wizard named Mordroc.","Don Bluth, 
Gary Goldman",Ryan Reynolds
tt9203190,Skyfire,action,"\"Tianhuo Island is as beautiful as a paradise. It almost makes people forget that it is located in the \"\"Ring of Fire\"\" the world-famous Pacific Rim volcanic belt. The volcano erupted","and the fate of the people in the island was entangled.\"",/name/nm0922346/
tt0768212,The Last Mimzy,action,"Two siblings begin to develop special talents after they find a mysterious box of toys. Soon the kids, their parents, and even their teacher are drawn into a strange new world and find a task ahead of them that is far more important than any of them could imagine!",Robert Shaye,"Joely Richardson, 
Rainn Wilson, 
Timothy Hutton, 
Chris O'Neil"
tt5932368,Vanquish,action,"A mother, Victoria, is trying to put her dark past as a Russian drug courier behind her, but retired cop Damon forces Victoria to do his bidding by holding her daughter hostage.",George Gallo,"Morgan Freeman, 
Ruby Rose, 
Patrick Muldoon, 
Nick Vallelonga"
tt4427800,Walkaway Joe,action,"The story of an unlikely friendship between a young boy searching for his father, and a wandering loner hiding from his past.",Tom Wright,"David Strathairn, 
Jeffrey Dean Morgan, 
Julian Feder, 
Julie Ann Emery"
tt0076584,The Inglorious Bastards,action,"In 1944 France, a group of escaped American military prisoners en route to Switzerland volunteers to steal a German V2 rocket warhead for the Allies.",Enzo G. Castellari,"Bo Svenson, 
Peter Hooten, 
Fred Williamson, 
Michael Pergolani"
