title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Sun Valley Serenade,1941,86,Comedy,7.1,H. Bruce Humberstone,Robert Ellis,Glenn Miller,The Nicholas Brothers,Milton Berle,William B. Davidson,"Ted Scott (John Payne) is a band pianist whose publicity manager decides that, for good press, the band should adopt a foreign refugee. The band goes to Ellis Island to meet the girl and soon discovers that the refugee isn't a 10-year-old child, but a young woman, Karen Benson (Sonja Henie). The surprise comes right before the band is to travel to Sun Valley, Idaho for a Christmas gig. While on the ski slopes Ted soon falls for Karen's inventive schemes to win the heart of her new sponsor, much to the chagrin of his girlfriend, Vivian Dawn (Lynn Bari), a soloist with the band. Vivian promptly quits the band out of jealousy, and Karen stages an elaborate ice show as a substitute.","","",""
The Dawn Express,1942,62,Action,4.5,Albert Herman,Arthur St. Claire,Michael Whalen,William Bakewell,Jack Mulhall,Robert Frazer,"In the middle of World War II, Nazi Capt. Gemmler (Hans Heinrich von Twardowski) is in need of a powerful chemical formula to improve the energy output of ordinary gasoline. In his quest for this formula he finds two individuals that are of use: the chemist and playboy Tom Fielding (William Bakewell) and his co-worker, Robert Norton (Michael Whalen), who is engaged to Tom's sister Nancy (Anne Nagel). They are already involved in such a project for another employer. Using his secret agents, Gemmler kidnaps them.","","",""
The Falcon Takes Over,1942,65,Comedy,6.4,Irving Reis,Lynn Root,Allen Jenkins,George Sanders,William Alland,James Gleason,"\"Brutish prison escapee Moose Malloy (Ward Bond) forces \"\"Goldie\"\" Locke (Allen Jenkins) to drive him to Club 13",a posh nightclub,where Moose hopes to be reunited with his old girlfriend Velma. After bashing his way into the club and not finding Velma,he kills the club manager and forces Goldie to drive him away from the club. When Gay Lawrence (George Sanders)
Grand Central Murder,1942,73,Comedy,6.5,S. Sylvan Simon,Peter Ruric,Stephen McNally,Samuel S. Hinds,Sam Levene,Tom Conway,"\"Convicted murderer \"\"Turk\"\" (Stephen McNally) escapes from police custody",crashing through a washroom window as a train pulls into Grand Central Station in New York. He telephones his former girlfriend,Broadway star Mida King (Patricia Dane),and threatens to kill her. She leaves her show between acts and hides in a private train car on a siding at the station
The Magnificent Ambersons,1942,88,Drama,7.6,Orson Welles,Booth Tarkington,Erskine Sanford,Edwin August,Joseph Cotten,Orson Welles,"The Ambersons are by far the wealthiest family in the small midwestern city of Indianapolis at the beginning of the 20th century. Eugene Morgan is a young man who is courting Isabel Amberson, but she rejects him after he publicly embarasses her. Isabel instead marries Wilbur Minafer, a passionless man she does not love. They have a child, George, whom she spoils and who becomes the terror of the town. The townspeople long to see George get his comeuppance.","","",""
Les Visiteurs du Soir,1942,115,Drama,7.3,Marcel Carné,Jacques Prévert,Jules Berry,Jean d'Yd,Fernand Ledoux,Marcel Herrand,"In May 1485 two of the devil's envoys, Gilles (Alain Cuny) and Dominique (Arletty), arrive at the castle of Baron Hugues (Fernand Ledoux) on the night of a celebration for his daughter's engagement. The Baron's daughter, Anne (Marie Déa), is set to marry Renaud (Marcel Herrand), a warlord who prefers talking about battle more than reciting love poems. Disguised as traveling minstrels, Gilles and Dominique enter the castle and use their powers of enticement to ruin the upcoming nuptials. Gilles seduces the innocent Anne, while both the Baron and Renaud become bewitched with Dominique. But, when Gilles accidentally falls in love with Anne, the Devil (Jules Berry) arrives to ensure that any true happiness is destroyed. When Gilles and Anne are caught together in her room, Gilles is thrown into the dungeon, and Anne and Renaud's engagement is called off.","","",""
The Ape Man,1943,64,Drama,4.4,William Beaudine,Karl Brown,Emil Van Horn,Jack Mulhall,Bela Lugosi,Henry Hall,"Famed psychic and ghost hunter Agatha Brewster (Minerva Urecal) returns home to the U.S. and is met at the docks by a gaggle of press wanting to interview her. Young news reporter Jeff Carter (Wallace Ford) catches her interest though as he says he is researching a story about the disappearance of her brother, the scientist James Brewster (Bela Lugosi). Agatha was unaware that her brother was missing and agrees to arrange for Carter to visit her at her home for an interview. Agatha immediately goes to see her brother's research partner Dr George Randall (Henry Hall) where she learns that James has not really vanished but in fact has gone into a self-imposed exile as the result of a disastrous experiment. In order to try and prove his evolutionary theories Dr Brewster had injected himself with an experimental serum to turn himself into a 'missing-link' between man and ape. The serum had succeeded in transforming James into an ape-man but with no way of turning himself back into a man the scientist has retained his intelligence but is now trapped in the body of a hideous man-beast. George tells Agatha that her brother keeps himself locked in his secret laboratory at Springfield, the Brewster estate, with a gorilla in a cage as he desperately seeks a remedy to his problem.Meanwhile at the newspaper office Jeff Carter is assigned a keen, female photographer Billie Mason (Louise Currie) to accompany him to the Brewster place for the pre-arranged interview with Agatha Brewster. During the interview both Jeff and Billie hear cries that sound like a gorilla. Agatha dismisses their suggestions but Billie thinks she sees something and takes another photo of Agatha. When the duo return to the newspaper offices Billie develops the photos she took at the Brewster place and sees the ape-like face of James Brewster in the background of one of them.James secretly goes to visit his colleague George Randall to tell him that he has made a breakthrough and believes that a possible cure for his condition lies with human spinal fluids, but when he realises how James means to obtain them George refuses to help James, so James in a rage murders George's butler (George Kirby) and obtains the spinal fluid from his body. James forces his reluctant colleague to inject him with the spinal fluid. The serum does not work but James is convinced that it is merely not a large enough dose to restore his humanity. George flatly refuses to help the murderous James obtain any more spinal fluid. So, back at his lab James (who can communicate with his gorilla in guttural grunts and cries) hatches a plan to send the gorilla out to obtain specimens for him to extract the vital spinal fluid from. The two go on a murderous rampage killing and killing again so that James can build up his stores of spinal fluid.Jeff and Billie become suspicious of the odd Brewster siblings when they read the press reports of the killings all of which state that the victims were found to be clutching ape hair in their dead hands. While the two newshounds are investigating the Brewster mansion, James again visits George to try and force him to inject him with the spinal fluid he has obtained, but George angrily smashes the vial of fluids. Enraged, James kills George moments before Agatha arrives - who has rushed over to warn George of her brothers intentions. Returning to the Brewster mansion James surprises Billie and takes her down to his secret lab intending to draw her spinal fluid. However, the gorilla becomes territorial and attacks James. After killing the ape-man the gorilla goes after Billie but Agatha provides Jeff and the police with the clue to the secret entrance to the lab and the police shoot the gorilla before it can harm Billie.",murder,train,imdb
The Falcon and the Co-eds,1943,67,Drama,6.4,William Clemens,Ardel Wray,Edward Gargan,Cliff Clark,Tom Conway,George Givot,"\"The Falcon tries to solve a murder at a girl's prep school.Tom Lawrence AKA The Falcon (Tom Conway) becomes involved in a mystery when Jane Harris (Amelita Ward), the daughter of one of Tom's friends and a student at the Blue Cliff Seminary for girls, asks him to investigate the recent death of a member of staff. Jane claims that Professor Jamison did not die of natural causes, as stated on his death certificate, but was in fact murdered. When The Falcon asks Jane what evidence of murder she has she tells Tom that her roommate Marguerita Serena (Rita Corday) had foretold Jamison's death. Tom seems reluctant to get involved in the affair so Jane steals his car forcing him to follow her to Blue Cliff to retrieve it. When Tom arrives at the seminary he first meets the school's rather furtive psychology teacher Anatole Graelich (George Givot) and the Dean, Miss Keyes (Barbara Brown). Tom tells them that he is an insurance investigator looking into the sudden death of Professor Jamison and asks them about Marguerita's premonition. As Tom is speaking to Dean Keyes a phone call comes from the dead professor's cottage in the grounds of the school. The Falcon and Miss Keyes go to Professor Jamison's cottage and find the school music teacher,Mary Phoebus (Isabel Jewell), there. Mary claims that she is in the dead man's room only to look for the late Professor's poems. Tom confiscates the poems before going off to find Jane Harris and his missing motor.Tom finds Jane at the school's rehearsal hall, where he meets drama teacher Vicky Gaines (Jean Brooks). Tom watches the students rehearse for a forthcoming revue performance, but things come to an abrupt end when Marguerita refuses to use the prop fencing foil - claiming that she has had another premonition and that the foil will lead to another death. Backstage, Tom then overhears Vicky and Graelich whispering and when Vicky immediately leaves he follows her into town where she visits the funeral parlour of Eustace Herley (Ian Wolfe). Snooping around in the laboratory of the funeral parlour Tom discovers some sleeping tablets, and Herley admits that Jamison commited suicide by taking an overdose of the pills. He goes on to explain that the local coroner Dr Greely falsified the death certificate to cover up the suicide in order to protect the reputation of the seminary. When he leaves the parlour Tom offers Vicky a lift back up to Blue Cliff Seminary, and during their drive he shows her a poem Jamison had written which is dedicated to \"\"V.G.\"\" causing Vicky to confess that she feels guilty about Jamison's suicide.Soon after",police Inspector Timothy Donovan (Cliff Clark) and Detective Bates (Ed Grogan) arrive at Blue Cliff to investigate Jamison's death and Tom declared that he knows who the killer is. That evening,the school revue performance is suddenly interrupted by the screams of Marguerita,who has just discovered the body of Miss Keyes with the fencing foil next to it. Tom follows Marguerita to the cottage of Graelich where the poor girl confesses that she is afraid that she may have inherited her father's madness. When Marguerita leaves
Phantom Lady,1944,87,Drama,7.2,Robert Siodmak,Bernard C. Schoenfeld,Alan Curtis,Joseph Crehan,Thomas Gomez,Elisha Cook Jr.,"After a fight with his wife on their anniversary, Scott Henderson (Alan Curtis), a 32-year-old engineer, picks up an equally unhappy woman in a bar and they take a taxi to see a show. The woman refuses to tell him anything about herself. The star of the show, Estela Monteiro (Aurora Miranda), becomes furious when she notices that both she and the mystery woman are wearing the same unusual hat. When Henderson returns home, he finds Police Inspector Burgess (Thomas Gomez) and two of his men waiting to question him; his wife has been strangled with one of his neckties. Henderson has a solid alibi, but the bartender, taxi driver and Monteiro deny seeing the phantom lady. Henderson cannot even clearly describe the woman. He is tried and sentenced to death.","","",""
Watch on the Rhine,1943,114,Drama,7.1,Herman Shumlin,Dashiell Hammett,Donald Buka,Eric Roberts,George Coulouris,Henry Daniell,"\"It is set around the World War 2 time.The Mullers are coming across the Mexican border to start their life in America...actually, to visit Sarah's (Bette Davis) family in Washington D.C. The family is made up of Sarah, the mother; Kurt (Paul Lukas), the German father; Joshua, the eldest son; Babby, the cute, innocent little girl; and Bodo, the baby of the family who likes to use big words and tries to act intelligent.Meanwhile, Sarah's mom, Fanny (Lucille Watson) is preparing for her daughter's homecoming. She has the help of the (housekeeper? mainly friend) named Annise.The third set of people is Sarah's brother, David (Donald Woods); and the Count Tek (George Colouris) and Marthe (Geraldine Fitzgerald). David is somewhat taken by Marthe and they admire each other from afar. Tek, we find, is a slimy character. He often participates in poker games at the Nazi Embassy with high-ranking Nazi officials.When the Mullers get to Washington DC, they are overjoyed to be there. We begin to learn about Kurt's job as the rest of the family does...he is a leader of the Underground Resistance Movement. Tek becomes suspicious of them when he finds that they have a loose looking suitcase but a carefully locked briefcase. One afternoon, he breaks into the briefcase and finds money, a gun, and a seal with the letters MF. Having remembered hearing a Nazi official talk of the Underground leader Max Friedenk, he calls the Nazi Baron von Ramme to see. Tek find that Max Friedenk was actually arrested recently. However, the count is still suspicious. He calls the Embassy and asks a man how much info about a Resistance leader would be worth. \"\"If he were in the US",not so much. But if we could get him out of the country,"you could name your price...within reason.\"\"Tek is liking how this sounds",considering how Marthe and him have run up quite a bill. Besides
Cobra Woman,1944,71,Drama,5.7,Robert Siodmak,Gene Lewis,Samuel S. Hinds,Moroni Olsen,Sabu,Jon Hall,"The beautiful Tollea is abducted and taken to the Cobra Island, where the Queen is her grandmother. Hava warns the angered Ramu not to go after her, but Ramu sets sail for the forbidden island, with his young friend Kado accompanying him as a stowaway.","","",""
Double Indemnity,1944,107,Drama,8.3,Billy Wilder,Billy Wilder,Edward G. Robinson,Tom Powers,Fortunio Bonanova,Richard Gaines,"Walter Neff (Fred MacMurray), a successful insurance salesman, returns to his office building in downtown Los Angeles late one night. Visibly in pain and sporting a gunshot wound on his shoulder, he begins dictating a confession into a Dictaphone for his friend and colleague, Barton Keyes (Edward G. Robinson), a brilliant claims adjuster. The story, told primarily in flashback, ensues.","","",""
Johnny Doesn't Live Here Anymore,1944,79,Comedy,5.6,Joe May,Philip Yordan,William Terry,Alan Dinehart,Grady Sutton,Chick Chandler,"Kathie Aumont, a defense worker, journeys to Washington, D. C. to take a job and live with her friend Sally. Upon her arrival, Kathie discovers that Sally has just been married and, consequently, Kathie has no place to live. While searching for an apartment, Kathie meets Johnny Moore, who has just been inducted into the Marines. Kathie convinces Johnny to sublet his apartment to her, and they soon fall in love. After Kathie takes Johnny to meet his troop train, she returns to the apartment and finds a male visitor there. The next day, sailor Mike Burke and his pal Jack arrive at the apartment, and Kathie realizes that Johnny has given keys to all his friends. Kathie agrees to let Mike use the apartment until midnight, but he follows her instead and they have dinner together.Several months later, Johnny and Mike are home on furloughs and Kathie discovers that she has fallen in love with both. Meanwhile, Jack has lent his key to the apartment to a chief petty officer Jeff Daniels who is expecting his wife and needs a place to stay. When Johnny notices the key in the officer's possession, he and Mike follow him to the apartment to investigate. A fight ensues, and the servicemen are arrested for disturbing the peace and taken to night court. The judge dismisses the case upon ascertaining the facts, but chastises Kathie for failing to change the lock on her apartment door. Kathie is then confronted with marriage proposals from both Mike and Johnny. Unable to choose, she asks for a minute to decide. The minute stretches into 1949, and Kathie now has a home, three children, and is awaiting the arrival of her husband. Mike arrives, followed by Johnny, and finally the doorbell rings and the judge, Kathie's husband, enters.",romantic,test,imdb
Back to Bataan,1945,95,Drama,6.6,Edward Dmytryk,Ben Barzman,Richard Loo,'Ducky' Louie,John Wayne,Anthony Quinn,The film begins with the then-recent US Army Ranger raid at Cabanatuan prisoner-of-war camp. The film then flashes back to March 1942.,"","",""
Flame of Barbary Coast,1945,91,Drama,6.2,Joseph Kane,Borden Chase,Paul Fix,Manart Kippen,John Wayne,Jack Norton,"\"Naive Montana cowboy Duke Fergus (John Wayne) arrives in San Francisco and visits the notorious Barbary Coast. He becomes smitten with the lovely star attraction of the fanciest gambling hall, \"\"Flaxen\"\" Tarry (Ann Dvorak)","the \"\"Flame of the Barbary Coast\"\". He gets talked into gambling against the owner (and Flaxen's lover)",card shark Tito Morell (Joseph Schildkraut). Predictably,Fergus gets cheated and loses all his money.
Decoy,1946,76,Drama,6.8,Jack Bernhard,Nedrick Young,Philip Van Zandt,Sheldon Leonard,Robert Armstrong,Bert Roach,"The story picks up in Margot Shelby's apartment, as she is dying from a gunshot wound. Police detective Joe Portugal arrives at the scene to hear her last moments and possible confession. Margot recounts all the events that lead to Dr. Lloyd Craig shooting her shortly after arriving at her apartment. Via flash-back, we travel back to the beginning:","","",""
Notorious,1946,102,Drama,7.9,Alfred Hitchcock,Ben Hecht,Louis Calhern,Ivan Triesault,Moroni Olsen,Wally Brown,"In April 1946, Alicia Huberman (Ingrid Bergman), the American daughter of a convicted Nazi spy, is recruited by government agent T. R. Devlin (Cary Grant) to infiltrate an organization of Nazis who have moved to Brazil after World War II. When Alicia refuses to help the police, Devlin plays recordings of her fighting with her father and insisting that she loves America.","","",""
Germany Year Zero,1948,78,Drama,7.8,Roberto Rossellini,Roberto Rossellini,Karl Krüger,Ernst Pittschau,Erich Gühne,Jo Herbst,"Twelve-year-old Edmund Kohler lives in devastated, post-World War II Berlin with his ailing, bedridden father and his adult siblings, Eva and Karl-Heinz. Eva manages to obtain cigarettes by going out with soldiers of the Allied forces, but she resists her friends' advice to prostitute herself. Karl-Heinz is the older son who fought in the war and is a burden to the struggling family, refusing to register with the police and get a ration card because he is afraid of what would happen if they found out he fought to the bitter end. The Kohlers and others have been assigned to the apartment home of the Rademachers by the housing authority, much to Mr. Rademacher's irritation.","","",""
Les jeux sont faits,1947,105,Drama,7.2,Jean Delannoy,Jean-Paul Sartre,Charles Dullin,Marcel Mouloudji,Marcello Pagliero,Jacques Erwin,"In a country very similar to France under German military occupation, two people are murdered at the same moment. Ève is poisoned by her influential husband, who wants her money and her naïve younger sister, Lucette. Pierre, a worker and a leader of the resistance, is shot by an informer. Meeting in the afterlife, the two fall in love. As they were fated to do so, but prevented by others, they are granted 24 hours back on earth. Their first mission is to do a favour to a dead man who was worried about his young daughter. Then, after brief sex, they address unfinished business. Ève confronts her evil husband and tries to convince her sister of his treachery. Pierre goes to a meeting of resisters and tries to convince them that their organisation is compromised by traitors. The 24 hours are up and most of the time was spent not on enjoying and deepening their relationship, which was often edgy, but on efforts to help others. Back in the afterlife they agree to part.",romantic,train,wikipedia
The Marauders,1947,63,Drama,6.4,George Archainbaud,Charles Belden,Andy Clyde,Rand Brooks,Earle Hodgins,Harry Cording,"Avery, who wears a Confederate Army uniform even though he didn't serve in the Civil War, demands that the men who work for rancher John Rutherford avenge him after Rutherford is killed trying to remove a squatter from his land, Corey Everett.","","",""
