title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Dinner at Eight,1933,111,Drama,7.5,George Cukor,Frances Marion,Edmund Lowe,John Barrymore,Wallace Beery,Lionel Barrymore,"\"One week before her next society dinner, Millicent Jordan (Billie Burke) receives word that Lord and Lady Ferncliffe, whom she and her husband Oliver (Lionel Barrymore), a New York shipping magnate, had met in England the previous year, have accepted her invitation. Overjoyed by this social coup, Millicent is oblivious to Oliver's lack of enthusiasm about the dinner and her daughter Paula's (Madge Evans) preoccupation about the impending return of her fiancé, Ernest DeGraff (Phillips Holmes), from Europe. Millicent fusses about finding an \"\"extra man\"\" for her single female guest",former stage star Carlotta Vance (Marie Dressler),who resides in Europe.,""
Duck Soup,1933,69,Comedy,7.7,Leo McCarey,Bert Kalmar,Louis Calhern,Harpo Marx,Chico Marx,Groucho Marx,"The wealthy Mrs. Teasdale (Margaret Dumont) insists that Rufus T. Firefly (Groucho) be appointed leader of the small, bankrupt country of Freedonia before she will continue to provide much-needed financial aid. Meanwhile, neighboring Sylvania is attempting to annex the country. Sylvanian ambassador Trentino (Louis Calhern) tries to foment a revolution and to woo Mrs. Teasdale, and he tries to dig up dirt on Firefly by sending in spies Chicolini (Chico) and Pinky (Harpo).","","",""
The Kennel Murder Case,1933,73,Drama,6.9,Michael Curtiz,S.S. Van Dine,Ralph Morgan,Robert Barrat,Frank Conroy,James Lee,"Philo Vance's dog does not make it into the final of the Long Island Kennel Club's dog show. Fellow competitor Archer Coe (Robert Barrat) is disappointed, having hoped to savor a victory over Vance. Coe is found dead the next morning in his bedroom, locked from the inside. District Attorney Markham (Robert McWade) and Police Sergeant Heath (Eugene Pallette) assume it was suicide, because he was shot through the head and was found holding a pistol. Vance is not convinced. He soon finds evidence that Coe was murdered. Coroner Dr. Doremus (Etienne Girardot) determines the victim died of a stab wound.","","",""
The Secret of Madame Blanche,1933,84,Drama,6.5,Charles Brabin,Frances Goodrich,William Bakewell,Douglas Walton,Lionel Atwill,Phillips Holmes,"Sally Sanders (Irene Dunne) is an American showgirl visiting London in 1898 when she marries Leonard St. John (Phillips Holmes), much to the displeasure of his wealthy and snobbish father, Aubrey St. Johns (Lionel Atwill), who cuts off his son. The couple moves to France. When Leonard is unable to provide a living for his new bride and himself, he eventually goes home to his father asking for help. St. Johns suggests that his son divorce his wife and keep her as a mistress, while marrying within his own class. He agrees to take his son back but only if he writes to Sally ending the marriage. Leonard, seeing no alternative, agrees. However, instead Leonard provides him with a suicide note and shoots himself.","","",""
Imitation of Life,1934,111,Comedy,7.5,John M. Stahl,Fannie Hurst,Henry Armetta,Alan Hale,Warren William,Ned Sparks,"In 1947, widow Lora Meredith (Lana Turner) dreams of becoming a famous Broadway actress. Losing track of her young daughter Susie at the beach (portrayed as a child by Terry Burnham), she asks a stranger named Steve Archer (John Gavin) to help her find the girl. Susie is found and looked after by Annie Johnson (Juanita Moore), a black single mother who also has a daughter, Sarah Jane (portrayed as a child by Karin Dicker), who is about Susie's age. Sarah Jane inherited her father's fair skin and can pass for white. She does this with fierce zeal and fervor, taking advantage of her European heritage and features. In return for Annie's kindness, Lora temporarily takes in Annie and her daughter. Annie persuades Lora to let her stay and look after the household, so that the widow can pursue an acting career.","","",""
The Lawless Frontier,1934,59,Drama,5.1,Robert N. Bradbury,Robert N. Bradbury,John Wayne,George 'Gabby' Hayes,Yakima Canutt,Earl Dwire,"The movie opens with a family shooting from the window of their home, as they are robbed of their cattle. John Tobin (John Wayne) arrives home later that night and discovers his family killed and their cattle missing. Tobin sets out in search of Pandro Zanti (Earl Dwire), the local bandito, for all appearances a stereotypical Mexican outlaw, though the script is twice careful to tell us he is half white and half Apache and only pretends to be Mexican.","","",""
Sanders of the River,1935,85,Drama,5.4,Zoltan Korda,Lajos Biró,Eric Maturin,Allan Jeayes,Martin Walker,Robert Cochran,"\"Sanders (Leslie Banks) is a British colonial District Commissioner in Colonial Nigeria. He tries to rule his province fairly, including the various tribes comprising the Peoples of the River. He is regarded with respect by some and with fear by others, among whom he is referred to as \"\"Sandi\"\" and \"\"Lord Sandi\"\". He has an ally in Bosambo",a literate and educated chief (played by the American actor,Paul Robeson).,""
Werewolf of London,1935,75,Drama,6.3,Stuart Walker,John Colton,J.M. Kerrigan,Warner Oland,Clark Williams,Lawrence Grant,"Wilfred Glendon (Henry Hull) is a wealthy and world-renowned English botanist who journeys to Tibet in search of the elusive mariphasa plant. While there, he is attacked and bitten by a creature later revealed to be a werewolf, although he succeeds in acquiring a specimen of the mariphasa. Once back home in London he is approached by a fellow botanist, Dr. Yogami (Warner Oland), who claims to have met him in Tibet while also seeking the mariphasa. Yogami warns Glendon that the bite of a werewolf would cause him to become a werewolf as well, adding that the mariphasa is a temporary antidote for the disease.","","",""
Captain January,1936,77,Comedy,7.0,David Butler,Sam Hellman,Slim Summerville,Jerry Tucker,Guy Kibbee,George Irving,"\"Captain January (Baby Peggy) is a young girl who lives in a lighthouse in Maine with her guardian, Jeremiah \"\"Daddy\"\" Judkins (Hobart Bosworth). Judkins",who is the lighthouse keeper,rescued January from a shipwreck when she was an infant. The only clue to the baby's identity was a locket with a photograph of a woman around her neck,so Judkins adopted her as his own daughter.
The Walking Dead,1936,66,Drama,6.6,Michael Curtiz,Ewart Adamson,Paul Harvey,Warren Hull,Boris Karloff,Henry O'Neill,"In 1972 North Vietnam, short-timer Marines are dispatched by helicopter to conduct their last mission: to evacuate the survivors from a POW camp abandoned by the Viet Cong. The landing zone - which they expect to be cold - is actually hot (under fire) and after a short fight, only four members of the rescue mission survive. SSgt. Barkley and Hoover have a brief fight after Hoover wants to radio for an evacuation and Barkley insists they finish the mission. During their fight a mortar lands nearby, knocking them both into a swamp. Barkley saves Branche from drowning. They are joined shortly by Brooks and Evans. The soldiers defer to the ranking Marine, Sgt. Barkley, who insists that they press on to a nearby cathedral. They reach the building and kill several NVA soldiers. At morning, they are planning their next move when they are ambushed by more NVA soldiers including tree snipers. After a firefight they manage to kill the soldiers with the help of Cpl. Pippins, who appears from the brush and also begins attacking them. After subduing Pippins they look for the rest of his platoon and discover them murdered and their radio missing. They decide to tie Pippins up and bring him along as they march toward the POW camp. The group then recollect about each of their individual reasons for joining the Marines. SSgt Barkley was a preacher at a church until he came home to his bedroom seeing his wife in bed having sex with another man, Barkley shoots and kills the man and catches the train out of town. Hoover works for a meat packing place until he got fired for stealing meat. Cole tries to buy a new house, but he is turned down by the real estate agent,because of his race. Brooks tells his girlfriend that he's joining the Marine Corps to be like his grandfather, Pippins was working for Ray until he is killed by gangsters and chased into the military enlistment line without getting caught. While Cole and Barkley go ahead to survey the area, Hoover and Brooks smoke cannabis and talk about Brooks' girlfriend, who just dumped him via the mail. During their break, Pippins escapes and takes Brooks' pistol. The four men regroup and head out without Pippins. When they reach the camp, they discover a deranged Pippins holding a Vietnamese woman hostage. After killing the woman in front of them, Pippis turns on them with a gun and is killed by Sgt. Barkley. After seeing the camp is empty, the men realize they are expendable decoys. They radio in and are informed that the Marines cleared the POW camp four hours earlier, and that they have 20 minutes to reach their pickup point before the entire area is bombed. As the men go to leave bombs begin dropping on them. They escape the bombardment and head through the jungle to the landing zone, but are ambushed by more NVA soldiers. Brooks is killed, and Cole and Barkley wounded. Hoover goes back and rescues Barkley and the three men are evacuated by helicopter. During an epilogue, we are told that Cole became a career Marine who retired after 20 years of service, Sgt. Barkley took a job counseling troubled teens in Georgia, and Hoover went back home, married his girlfriend and opened up his own business.","revenge, murder",train,wikipedia
Jezebel,1938,104,Drama,7.4,William Wyler,Clements Ripley,Richard Cromwell,Henry O'Neill,George Brent,Donald Crisp,"\"The Old Guard of 1852 New Orleans protectively circles its wagons. Bankers are concerned that Yankee abolitionists could eventually change the way their accounts will be processed. The health administrator keeps evacuating people living below the ever-adjusted yellow fever quarantine line.When Julie (Bette Davis) has to move up from her own mansion below the fever line to become a guest in her Aunt Belle (Fay Bainter)'s mansion, her interested beaux include Buck Cantrell (George Brent), a southern dandy rake, and Preston \"\"Pres\"\" Dillard (Henry Fonda)",the most wooden of the old guard bankers who is on the committee to arrange that annual ball which soothes the senses of folks looking to maintain the old ways. Pres is so engaged in helping his bank react appropriately to perceived abolitionist Yankee threats that he is unable to drop by the dressmakers to approve the ball gown Julie is commissioning. Unaware of the purpose of the ball,and unaware that red is the biblical rainment of the fallen woman,- all the rest of the ladies at the ball will be wearing white frogs - Julie spitefully commissions a rather revealing red gown. Aunt Belle and the health administrator beg Pres to beat some sense into her. When Pres
Blue Montana Skies,1939,56,Drama,6.5,B. Reeves Eason,Gerald Geraghty,Al Bridge,Robert Winkler,Edmund Cobb,Glenn Strange,"\"While driving a herd of cattle in northern Montana, cowboys Gene Autry (Gene Autry), Frog Millhouse (Smiley Burnette), and Steve (Tully Marshall) cross the border into Canada. Riding alone, Steve stumbles upon a convoy of fur smugglers who stab him and leave him to die in the woods. Before dying, he manages to scrawl the initials \"\"HH\"\".","","",""
Dark Victory,1939,104,Drama,7.4,Edmund Goulding,Casey Robinson,Henry Travers,Ronald Reagan,George Brent,Humphrey Bogart,"Judith Traherne (Bette Davis) is a young, carefree, hedonistic Long Island socialite and heiress with a passion for horses, fast cars, and too much smoking and drinking. She initially ignores severe headaches and brief episodes of dizziness and double vision, but when she uncharacteristically takes a spill while riding, and then tumbles down a flight of stairs, her secretary and best friend Ann King (Geraldine Fitzgerald) insists she see the family doctor, who refers her to a specialist.","","",""
The Return of Doctor X,1939,62,Horror,5.7,Vincent Sherman,Lee Katz,Charles C. Wilson,Howard Hickman,John Litel,Humphrey Bogart,"\"Nervy \"\"New York Morning-Dispatch\"\" reporter Walter 'Wichita' Garrett [Wayne Morris]","","",""
The Ghost Breakers,1940,85,Comedy,7.0,George Marshall,Walter DeLeon,Willie Best,Tom Dugan,Bob Hope,Anthony Quinn,"\"In a Manhattan radio studio, a broadcast is being made by crime reporter Lawrence Lawrence (Bob Hope)—\"\"Larry\"\" to his friends",as well as his enemies,who are many in number among the local underworld.,""
King of the Zombies,1941,67,Comedy,5.2,Jean Yarbrough,Edmond Kelso,Dick Purcell,Henry Victor,John Archer,Mantan Moreland,"A small plane crash lands onto a small island and into a cemetary. The survivors James McCarthy and his servant Jeff (Dick Purcell and Mantan Moreland) and the pilot (John Archer) are greeted by Dr. Sangre (Henry Victor) and asked to stay in the mansion until a boat arrives.Jeff is asked to go sleep in the kitchen with the other servants while James and Bill are given a room. While down in the kitchen, Jeff discovers zombies are helping out. When he mentions this to James, no one believes him. After he is attacked by the zombies, they let him sleep in the room upstairs.That night the wife of Dr. Sangre, comes in the room through a secret door and rops an earing. Jeff happens to see her and again James and Bill don't believe him, but when he shows them the earing, they suspect foul play. They go snooping downstairs and Bill is attacked by a zombie, while James discovers the doctors neice doing her own snooping in the library, investigating a book on hypnosis.The next morning, James and Bill go to the plane in order to use the radio. They find out its gone. They spilt up and Bill goes searching for the Doctors radio, while James goes back to the mansion to talk to the niece. He discovers that both Bill and Jeff have disappeared.Jeff is hypnotised to be a zombie and later while in the kitchen, he realizes he's not. He goes back to the bedroom through the secret entrance and meets up with James. They both enter the secret entrance and they find a voodoo ritual in the process. When the doctor discovers them, an attack ensues and the Doctor is killed.The doctor was working for the Germans and was trying to get information on an admiral that had had crash landed in the same place a few weeks before. The doctor was trying to transfer the admiral's thoughts to the niece in order to get that information.",comedy,train,imdb
River's End,1940,69,Action,6.0,Ray Enright,James Oliver Curwood,Edward Pawley,Frank Wilcox,George Tobias,John Ridgely,"In remote northern Canada, Sergeant Conniston (Bickford) seeks to capture escaped convicted murderer Keith (also played by Bickford). He is accompanied by O'Toole (J. Farrell MacDonald), a guide who is constantly drunk. When he finally catches his quarry, he is shocked to find that they look exactly alike.","","",""
The Great Man's Lady,1941,90,Drama,6.6,William A. Wellman,W.L. River,Brian Donlevy,Frank M. Thomas,Joel McCrea,Lloyd Corrigan,"\"A statue is being dedicated to the late founder of Hoyt City, and reporters from around the country have gathered, speculating that \"\"the old lady's going to talk.\"\" When the anticipated \"\"old lady\"\" does not appear at the event",they rush to her home. She is centenarian Hannah Sempler (Barbara Stanwyck),who lives in an old mansion among the skyscrapers of Hoyt City. As she confronts the press who have barged in,a photographer says
Panama Hattie,1942,79,Comedy,5.9,Norman Z. McLeod,Jack McGowan,Red Skelton,Ben Blue,Dan Dailey,Rags Ragland,Act I,"","",""
Raza,1942,113,Drama,3.4,José Luis Sáenz de Heredia,Francisco Franco,Luis Arroyo,Raúl Cancio,José Nieto,Manuel Arbó,"\"The film tells the story of four siblings, Isabel, Pedro, Jose and Jaime, children of the ship captain Pedro Churruca and descendants of Cosme Damián Churruca, \"\"the most wise and courageous sailor of his time.\"\" Their father",emulating his illustrious ancestor,dies at the beginning of the film in Cuba,which is still a Spanish colony
Barbary Coast Gent,1944,87,Comedy,6.2,Roy Del Ruth,William R. Lipman,Chill Wills,Morris Ankrum,Henry O'Neill,Wallace Beery,"\"Honest Plush Brannon (Wallace Beery) is a confidence man from the Barbary Coast in San Francisco. He is engaged to Li'l Damish (Binnie Barnes) who is a saloon owner. Plush is in need of money to prove he can stand on his own. His plan to come by some money is disturbed by his ex-companion, Duke Cleat (John Carradine), who accuses Plush of doing him wrong in the past. After a quick showdown, Plush manages to shoot and wound Duke badly. Because of this, Plush is forced to leave town, and decides to take the train to Denver to find his luck. Aboard the train he meets an industrial railroad Millionaire, Bradford Bellamy I (Donald Meek) and convinces him he is about to serve the man in a blackmailing process. Bellamy I wants to throw Plush off the train, but instead they make a deal, that Plush will hold a speech in Bellamy I's name in Gold Town. Plush pretends to be Bellamy I's financial voice and is greeted as such in Gold Town. Even his old partner with whom he used to rob stage coaches, Johnny Adair (Ray Collins), believes him. Johnny's daughter, Portia (Frances Rafferty) is engaged to Bellamy I's grandson, Bradford Bellamy III (Bruce Kellogg). When Plush is attending a ceremony and is about to dedicate a cornerstone in the city, he accidentally discovers that the stone has gold in it. Plush prevents an article declaring that Bellamy III is engaging another woman, an Eastern debutante, to reach the press, and since Bellamy III have no intentions of engaging anyone but Portia, he is grateful to Plush. When the gold finding in the cornerstone is confirmed, Plush clais the ground where the stone is, and everyone in Gold Town wants to invest in his newly founded gold-mining company. Back in San Francisco, Duke has recovered from his injuries and seeks revenge. He finds out about Plush's luck, and at gun-point he forces Plush to give all his earnings to him. Broke and homeless, Plush is forced to rob a Wells Fargo payroll stagecoach. He leaves a poem at the crime scene, and after a few more robberies, he is known as the outlaw \"\"Jingle Bill\"\". The only stage coach that never gets robbed is the one Johnny drives. Plush uses his booty to start up the mining for gold in his company",and soon enough he strikes gold. In an attempt to catch the robber,Plush is forced to stage a robbery against Johnny's coach,in which Plush participates. Plush is shot and wounded by Johnny. Meanwhile
Gaslight,1944,114,Drama,7.8,George Cukor,John Van Druten,Tom Stevenson,Halliwell Hobbes,Charles Boyer,Joseph Cotten,"Why does the flame go down? Lights in the London house are from fixtures with gas flames, and when you light one light, it reduces gas supply to the other lights in the house that are close by, and the light dims. Yet no one in the house has lit any other lights! And there are also footsteps overhead, from a nailed-closed attic. Neither of the two servants sees or hears either of these signs. Paula Anton (Ingrid Bergman) thinks she is losing her mind, just as she has lost the brooch her husband Gregory (Charles Boyer) gave her.Her new marriage is falling apart; she cannot go out lest she make another embarrassing scene. Is it the house, where Paula's aunt, a famous and beautiful concert singer, was murdered when the young Paula resided there? What does her new husband, who plays the piano beautifully, do for a living? Nothing. Why does he go out every night and leave her alone to fret and worry?Who is the man who sees them at unexpected times and places, a man we soon learn is Scotland Yard detective Brian Cameron (Joseph Cotton)? Cameron is curious about the unsolved murder of Aunt Alice Alquist, who looked a great deal like Paula does now -- a murder that defied the investigators. No motive, no suspects, no clues.You now have the clues to this Oscar-winning (Best Actress) dark mystery. Introducing (first picture) Angela Lansbury (Best Supporting Actress nominee) in the role of one of the servants. Also nominated for Best Picture, Best Actor (Boyer), and three more.","insanity, suspenseful, horror, murder, atmospheric",train,imdb
Mr. Skeffington,1944,146,Drama,7.6,Vincent Sherman,Julius J. Epstein,Robert Shayne,Claude Rains,John Alexander,George Coulouris,"In 1914, spoiled Fanny Trellis (Bette Davis) is a renowned beauty, with many suitors. She loves her brother Trippy (Richard Waring) and would do anything to help him. Fanny learns that Trippy has embezzled money from his stockbroker employer Job Skeffington (Claude Rains). To save her brother from prosecution, Fanny pursues and marries the lovestruck Skeffington. Disgusted by the arrangement, in part because of his prejudice against Skeffington being Jewish, Trippy leaves home to fight in the Lafayette Escadrille in World War I.","","",""
The Fighting Sullivans,1944,112,Drama,7.5,Lloyd Bacon,Mary C. McCall Jr.,John Alvin,George Offerman Jr.,Thomas Mitchell,John Campbell,"\"The Irish-American, Catholic Sullivan brothers are introduced through a progression of baptisms: George Thomas in 1914, Francis \"\"Frank\"\" Henry in 1916","Joseph \"\"Joe\"\" Eugene in 1918","Madison \"\"Matt\"\" Abel in 1919","and Albert \"\"Al\"\" Leo in 1922 in their hometown of Waterloo"
Brief Encounter,1945,86,Drama,8.0,David Lean,Noël Coward,Wilfred Babbage,Stanley Holloway,Alfie Bass,Cyril Raymond,"In the latter months of 1938, Laura Jesson (Celia Johnson), a respectable middle-class British woman in an affectionate but rather dull marriage, tells her story while sitting at home with her husband, imagining that she is confessing her affair to him.","","",""
The Gangster,1947,84,Drama,6.5,Gordon Wiles,Daniel Fuchs,Akim Tamiroff,Sheldon Leonard,Harry Morgan,Elisha Cook Jr.,"Shubunka is a racketeer, at odds with Cornell, a rival. Shubunka has a girlfriend, Nancy Starr, a showgirl, and offers protection to a New York beachfront cafe owned by Nick Jammey.","","",""
The Woman on the Beach,1947,71,Drama,6.4,Jean Renoir,Frank Davis,Robert Ryan,Frank Darien,Glen Vernon,Walter Sande,"Scott (Robert Ryan), a mounted Coast Guard officer, suffers from recurring nightmares involving a maritime tragedy. He sees himself immersed in an eerie landscape surrounded by a shipwreck and walking over skeletons at the bottom of the sea while a ghostly blond woman beckons him from afar. He thinks he is going mad. But at the same time, he decides to propose to Eve (Nan Leslie), a young woman working at Geddes, a local shipyard catering to the Coast Guard. She accepts. Eve has a strong resemblance to the ghostly blond of his nightmares.","","",""
No Orchids for Miss Blandish,1948,92,Drama,6.0,St. John Legh Clowes,James Hadley Chase,Walter Crisham,Leslie Bradley,MacDonald Parke,Charles Goldner,"Miss Blandish (Linden Travers), a sheltered heiress, is targeted for a simple robbery by a cheap thug who ultimately involves two groups of rival gangsters, their goal being her diamond jewellery worth $100,000. The robbery is botched when Riley (Richard Nielson) kills her bridegroom and the three would-be robbers decide to kidnap Miss Blandish for ransom instead (her father is worth $100 million).","","",""
The File on Thelma Jordon,1949,100,Drama,6.9,Robert Siodmak,Ketti Frings,Basil Ruysdael,Minor Watson,Wendell Corey,Paul Kelly,"Thelma Jordon shows up late one night in the office of married assistant district attorney Cleve Marshall with a story about prowlers and burglars. Before Cleve can stop himself, he and Thelma are involved in a love affair. But Thelma is a mysterious woman, and Cleve can't help wondering if she is hiding something.","","",""
Under Capricorn,1949,117,Drama,6.2,Alfred Hitchcock,John Colton,Jack Watling,Denis O'Dea,John Ruddock,Michael Wilding,"\"It is 1831. British King William IV has appointed a new governor (Cecil Parker) for New South Wales in Australia. In full dress military redcoat and cocked hat at an arrival ceremony, he gives a brief speech that is marred by disrespectful comments from some rowdies in the crowd.A younger cousin of the governor, Charles Adare (Michael Wilding) has traveled with him from Ireland. Even before the end of the speech, Charles is approached by a local banker who offers his services. Charles admits he doesn't have a penny, yet hopes to make his fortune in Sydney. The banker says he can help anyway, so Charles agrees to meet him the next day.During the next day's appointment, a powerful local landowner named Sam Flusky (Joseph Cotten) enters the bank and the banker points him out to Charles as an example of what fortunes might be made in Australia even with a convict background. Charles asks to be introduced, as he seems to recall the last name. The banker warns him that in Australia it is not acceptable manners to ask about a person's past or convict status. Upon introduction, Flusky recognizes the name Adare, and almost immediately proposes a business deal requiring no capital when he learns that Charles is a cousin of the Governor. Flusky offers Charles a temporary loan to acquire a certain land parcel that Flusky wants but cannot purchase directly because of legal limits on land grant applications, and Charles agrees to help with the promise of a huge quick profit.Charles later tells his uncle about the plan. But when the uncle wants to know about Flusky, Attorney General Corrigan (Denis O'Dea) strongly discourages any deals, saying that Flusky is now acting within the law but is a very unsavory character with a criminal past. The Governor then orders Charles to avoid Flusky.Since he wants the easy money, Charles disobeys the uncle and accepts an invitation to dine at Flusky's home. He comes to dinner at Flusky's large and elegant home in a carriage. The driver comments on Flusky's low social prestige despite his wealth and translates a motto displayed at the entrance: \"\"Minyago Yugilla?\"\" means \"\"Why Weepest Thou?\"\" Charles walks around the house before ringing the entrance bell",overhears and witnesses things that tell him that Flusky is using him to climb in social standing because he is the Governor's relative,and also that Milly the housekeeper (Margaret Leighton) is a willful tyrant who keeps the kitchen staff under control with a whip.As other guests arrive,including Attorney General Corrigan
Three Came Home,1950,106,Drama,7.3,Jean Negulesco,Nunnally Johnson,Patric Knowles,John Burton,Howard Chuman,Sessue Hayakawa,American-born Agnes Keith (Colbert) and her British husband Harry Keith (Patric Knowles) live a cushioned colonial life in North Borneo with their young son George in the 1930s. Keith is the only American in Sandakan.,"","",""
An American in Paris,1951,114,Drama,7.2,Vincente Minnelli,Alan Jay Lerner,Gene Kelly,Robert Ames,Georges Guétary,Larry Arnold,"American World War II veteran Jerry Mulligan (Gene Kelly) is now an exuberant expatriate in Paris trying to make a reputation as a painter. His friend and neighbor, Adam Cook (Oscar Levant), is a struggling concert pianist who is a longtime associate of a French singer, Henri Baurel (Georges Guétary). At the ground-floor bar, Henri tells Adam about his cultured girlfriend. Jerry joins them later, before going out to sell his art.","","",""
The Big Night,1951,75,Drama,6.3,Joseph Losey,Stanley Ellin,Emile Meyer,John Drew Barrymore,Myron Healey,Philip Bourneuf,"\"On the New Jersey Shore in the 1950s, two Italian immigrant brothers from Abruzzo own and operate a restaurant called \"\"Paradise.\"\" One brother",Primo,is a brilliant,"perfectionist chef who chafes under their few customers' expectations of \"\"Americanized\"\" Italian food. Their uncle's offer for them to return to Rome to help with his restaurant is growing in appeal to Primo. The younger brother"
