title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
The Vampire Bat,1933,65,Drama,5.7,Frank R. Strayer,Edward T. Lowe Jr.,William V. Mong,Melvyn Douglas,Lionel Atwill,Robert Frazer,"\"When the villagers of Kleinschloss start dying of blood loss, the town fathers suspect a resurgence of vampirism, but police inspector Karl Breettschneider remains skeptical. Scientist Dr. Otto von Niemann, who cares for the victims, visits a patient who was attacked by a bat, Martha Mueller. Martha is visited by a mentally challenged man named Herman, who claims he likes bats because they are \"\"soft like cat\"\" and \"\"nice\"\". On the doctor's journey home",he meets Kringen,one of the townsfolk,who claims to have been attacked by the vampire in the form of a bat
The Mystery of Mr. X,1934,84,Comedy,6.9,Edgar Selwyn,Philip MacDonald,Charles Irwin,Ivan F. Simpson,Alec B. Francis,Henry Stephenson,"\"London police constables are being killed by a man calling himself \"\"Mr. X\"\" (Leonard Mudie). By chance",one of the murders occurs around the same time and place as a diamond robbery,leading Police Commissioner Sir Herbert Frensham (Henry Stephenson) to suspect the same man is responsible for both,much to the annoyance of the thief
The Thin Man,1934,91,Comedy,7.9,W.S. Van Dyke,Albert Hackett,William Henry,Nat Pendleton,Cesar Romero,Henry Wadsworth,"\"Famous New York detective Nick Charles met and fell in love with Nora, an heiress from an old upper-class family, decided to quit his job, moved to San Francisco and started a life of merriment, childish pranks and non-stop drinking.For one of their vacations, Nick took Nora back to New York to visit old friends, just in time to get tangled up as old friend Clyde Wynant (a thin middle-aged businessman) was discovered to be missing - thus suspected of murdering girlfriend Julia Wolf and kidnapping ex-wife Mimi's new husband Chris Jorgenson.Very much in love with his wife and having immense fun with the newfound leisure life, Nick had no intention of playing the detective. Unfortunately, everyone thought otherwise. After being chased around by reporters, shot at by a gangster (Joe Morelli), constantly harrassed by Wynant's family, and incessantly ridiculed by Nora, Nick finally decided to pick up his detective hat again - just so that people would leave him alone!Adopting the manner of a happy-go-lightly drunk, Nick found out that no one had seen Clyde for over 3 months. His lawyer MacCaulay would receive phone calls instructing him to give large sums of money to Julia, who claimed that she saw him often and was acting on his orders. But Julia was suspected to be not only cheating on Clyde, but also stealing from him, for gangster boyfriend Joe Morelli.And the Wynant family was as happy as Nick last left them. Clyde's affair with Julia gave wife Mimi good grounds for divorce and endless opportunities to pester him for money; even after her marriage to Chris Jorgenson, a penniless man living off his wife and her ex-husband's money. Clyde's son Gilbert was an eccentric bookworm, with little thoughts for his own family. His daughter Dorothy was close to him, and engaged to be married to Tommy. Dorothy was having a secret struggle with Mimi and was the first Wynant to come and ask for Nick's help.Mimi had gone to see Julia on the day she died, and was the first to find her dead. Mimi recognised the watch chain Julia held in her hand to be Clyde's, and was keeping it to blackmail him. Knowing that Mimi was devoted to Chris, Nick used Chris' disappearance and coerced her into giving up the watch chain.Lacking conclusive evidence to prove his theory, Nick pretended to take his terrier Asta for an evening walk and sneaked into Clyde's shop. He caught the bookkeeper Tanner, an ex-con once arrested by him, sneaking into the store. But Asta caught something better - a dead body buried beneath the store floor.Based on the clothes worn by the skeleton, the police deducted that the skeleton was a fat man by the name of Rosengreen, known adversary of Clyde's, and released the findings to the reporters.Now that all the suspects had let down their guard, Nick put on the real show. He hosted a dinner party, where all the guests were \"\"escorted\"\" by police cars and half of the waiters were police officers. So arrived the distressed guests: the Wynant family and Tommy",Jorgenson and the real Mrs. Jorgenson,Joe Morelli and girlfriend Marion,Tanner
Anthony Adverse,1936,141,Drama,6.3,Mervyn LeRoy,Hervey Allen,Claude Rains,Louis Hayward,Billy Mauch,Donald Woods,"In 1773, young English beauty Maria Bonnyfeather (Anita Louise) is the new bride of the cruel and devious middle-aged Spanish nobleman Marquis Don Luis (Claude Rains). However, she is pregnant by Denis Moore (Louis Hayward), the man she loved before being forced to marry Don Luis. After the marquis learns of his wife's affair, Don Luis takes her across Europe but Denis tracks them down at an inn, where Don Luis treacherously kills him in a sword duel.","","",""
Fury,1936,92,Drama,7.8,Fritz Lang,Bartlett Cormack,Bruce Cabot,Frank Albertson,Edward Ellis,Arthur Stone,"\"The film begins with Joe Wilson and Katherine Grant window-shopping together. They are looking at a bedroom set in a store window, and we learn that Joe and Katherine are engaged but cannot afford to get married. As they walk down the street Joe reaches into his pocket and pulls out a handful of peanuts. It begins to rain and Joe wonders out loud why it had to rain that night of all nights. Katherine reassures him and they kiss under a bridge as a train rolls by.Joe and Katherine are next seen at the train station where Joe's coat gets caught on a handrail and tears. Katherine fishes a needle and blue thread out of her suitcase and insists on fixing the tear for Joe before she leaves Katherine has found work in another city and is leaving to save up money for her and Joe's wedding. Just as she finishes her sewing her train arrives and Joe and Katherine walk onto the platform. Outside Joe buys Katherine a souvenir, telling Katherine that he bought it as a momentum. Katherine corrects him, telling him, It's memento darling, not momentum. Joe tells Katherine the mistake is an old habit of his from wearing braces as a kid and Katherine tells Joe that he is still a kid in many ways. Katherine has a gift for Joe too a ring that was once her mothers. The inscription inside reads From Henry to Katherine to Joe. The train whistles and as Katherine boards the train Joe promises her that he will come for her soon.Outside of the train station Joe hears a bark and discovers a small, shaggy black stray. Joe tells the dog, You look the way I feel, lonely and small. He brings the dog back home with him and names her Rainbow. Not long after arriving home Joe's two brothers Tom and Charlie come home from the movies. Tom is drunk and Charlie explains that after seeing a movie they had a few drinks with Donelli, a local crime boss. Joe urges his brothers to leave their life of crime and go straight. Charlie tells Joe not to interfere with his life and leaves.In the town of Strand Katherine has settled into her new apartment. She is looking through a stack of letters mailed to her from Joe. Joe writes that his brothers decided to leave behind their life of crime and that the three of them opened up their own gas station. Joe has been saving up money and will soon have enough for their wedding. Katherine's landlady arrives with a telegram marked special delivery. Katherine rips it open and reads that not only does Joe finally has enough money for their wedding but that he has bought a car as well and is on his way to come get Katherine.Back in Chicago Joe packs up his new car and says his goodbyes to his brothers. Halfway to Strand he stops for the night and camps out in the woods. While eating dinner over a campfire the newspaper headline reads KIDNAP RANSOM PAID. As Joe is camping out Katherine is preparing a picnic lunch for her and Joe. She tells her landlady that she is planning on meeting Joe at a local hot dog stand at 11. The next morning while driving down an old dirt road Joe is stopped by Bugs Meyers, a local police officer. Bugs notices Joe's Illinois license plate and orders him to keep his hands on the wheel. Joe assures him he doesn't have a gun, just some peanuts. Bugs asks Joe if the peanuts are whole shell and when Joe tells him that they are he orders Joe out of his car and brings him to the county jail.At the county jail the sheriff asks Joe about where he had been the night before and Joe answers him truthfully. The sheriff looks at a report from the ransom case that was in the newspapers which says that an examination of the ransom note revealed that it had been carried in a pocket along with peanuts. Suspicious of Joe, the sheriff offers him some peanuts. Joe cheerfully tells the sheriff that he loves peanuts and always carries them in his pockets. The sheriff interrogates Joe again about his whereabouts the night before and Joe asks what he is being suspected of. The sheriff hands Joe a reward flyer for the capture of any of the men associated with the kidnapping of Helen Peabody. The description of one of the kidnappers meets Joe along with his keeping peanuts in his pocket. Joe insists that he is innocent and urges the sheriff to call his brothers to clear his name. The sheriff tells him he will but first asks Joe to empty his pockets. Joe does so willingly, eager to clear his name. Among his possessions are a few dollar bills and the sheriff asks Bugs to cross reference the serial numbers on Joe's money with a list of serial numbers from the ransom money. One of Joe's $5 bills matches but Joe insists that he does not know where he got the money from and tells the sheriff that it likely came from his gas station. Bugs searches Joe's car but finds no further incriminating evidence. The sheriff puts Joe in jail and assures him he will look into Joe's case.Bugs decides to go next door to the barber shop where one of the customers is threatening a local high school teacher to get a law banning the teaching of radical ideas in schools. The teacher calmly replies that it's not possible to pass a law that takes away ones right to say what they believe because the constitution protects that right. One of the barbers, an immigrant named Sven, suggests to the customer that he read it some time. The customer changes the subject by asking Bugs about the kidnapping case and Bugs tells him he arrested a man that morning that might know something about the kidnappers. Sven wonders out loud what causes a man to kidnap a child and the other barber comments that all men have wild impulses; those who can control those impulses are sane and those who can not either wind up in a mental ward or in jail. The barber tells his customer that he often has an impulse to shave off mens adams apples. He turns his back to his customer and tells Bugs, \"\"An impulse is an impulse. It's like an itch","you gotta scratch it.\"\" When he turns back around his customer is nowhere to be found and the front door is swinging. Angry",the barber calls his wife and tells her that he lost one of his regular customers because of Bugs Meyers bringing the news that one of the kidnappers had been caught. After hanging up the phone,the barbers wife runs next door to tell her neighbor and soon the news spreads all over town.At the local bar three members from the towns city council are discussing Joe's arrest. One suggests that his conviction would be good publicity for their town. Another suggests that they go down to the jail themselves to speak to the sheriff about the case and the rest of the men agree. At the county jail the sheriff tells the city council men that he is trying to get ahold of the district attorney and that until then he can not comment on Joe's arrest. The city council men urge the sheriff to make a statement anyway because the town deserves to know about the kidnapper. The sheriff points out that they don't know if he is the kidnapper yet and the city council men leave dejected. As they walk out onto the street there is a small group of people waiting who throw rocks through the windows of the building
His Brother's Wife,1936,88,Drama,5.7,W.S. Van Dyke,Leon Gordon,Samuel S. Hinds,John Eldredge,Robert Taylor,Leonard Mudie,"\"At the Rothmore Institute in New York City, Professor Fahrenheim (Jean Hersholt) prepares to travel to the jungles of South America on a two-year project to find a cure for spotted fever, which has been ravaging the Rothmore Mines. Fahrenheim's research assistant, Chris Claybourne (Robert Taylor), agrees to accompany him, but insists on taking a few weeks off before the trip in order to have some fun. Chris ends up at a gambling club run by a crooked mobster name \"\"Fish-Eye\"\" and soon loses five thousand dollars on credit. That night",Chris meets beautiful model Rita Wilson (Barbara Stanwyck),who tags along on his gambling spree. In the coming days,the two fall in love
Romeo and Juliet,1936,125,Drama,6.5,George Cukor,William Shakespeare,Reginald Denny,Henry Kolker,John Barrymore,Conway Tearle,"The play, set in Verona, Italy, begins with a street brawl between Montague and Capulet servants who, like their masters, are sworn enemies. Prince Escalus of Verona intervenes and declares that further breach of the peace will be punishable by death. Later, Count Paris talks to Capulet about marrying his daughter Juliet, but Capulet asks Paris to wait another two years and invites him to attend a planned Capulet ball. Lady Capulet and Juliet's nurse try to persuade Juliet to accept Paris's courtship.","","",""
Theodora Goes Wild,1936,94,Comedy,7.1,Richard Boleslawski,Sidney Buchman,Henry Kolker,Melvyn Douglas,Thomas Mitchell,Thurston Hall,"Theodora Lynn (Irene Dunne) is a Sunday school teacher and former church organist in Lynnfield, Connecticut, raised by two spinster aunts, Mary (Elisabeth Risdon) and Elsie Lynn (Margaret McWade). She also happens to be, under the pen name Caroline Adams, the secret author of a bestselling book that has the straight-laced Lynnfield Literary Circle in an uproar. The book is serialized in the local newspaper, and the Literary Circle, led by outraged busybody Rebecca Perry (Spring Byington), forces the newspaper's owner Jed Waterbury (Thomas Mitchell) to stop printing the salacious installments.","","",""
Kid Galahad,1937,102,Drama,7.2,Michael Curtiz,Seton I. Miller,William Haade,Edward G. Robinson,Joe Cunningham,Harry Carey,"Willy Grogan is a small-time boxing promoter based in the Catskills resort region of Cream Valley, New York. He owns the Grogan's Gaelic Gardens inn. He is a contemptible man and is in debt and pays little attention to the woman who loves him, Dolly, a chain-smoking, love-starved woman residing at the camp. Into their midst comes Walter Gulick, a young man recently discharged from the Army who loves the peaceful setting almost as much as he loves working on old cars. Walter's simple goal is to go into business as a mechanic at a nearby garage.","","",""
International Crime,1938,62,Drama,5.4,Charles Lamont,Theodore A. Tinsley,Oscar O'Shea,Thomas E. Jackson,Wilhelm von Brincken,John St. Polis,"Lamont Cranston is an amateur criminologist and detective, who hosts a daily radio program sponsored by the Daily Classic newspaper. He has developed a friendly but occasionally terse feud with Police Commissioner Weston. Cranston complains to his managing editor, Edward Heath, about his incompetent new assistant, Phoebe Lane. Heath advises him that because she is the publisher's niece, she cannot be fired. During his radio broadcast, Phoebe gives Cranston a note that the Metropolitan Theatre is to be robbed at eight o'clock. Afterwards, he learns she got the information from a man she met in a café. Cranston goes to the theatre; Weston and his men have already arrived, but there is no crime. Across town, international banker Gerald Morton is killed and his safe is robbed.","","",""
Tarzan Finds a Son!,1939,82,Action,6.5,Richard Thorpe,Cyril Hume,Morton Lowry,Henry Stephenson,Ian Hunter,Johnny Sheffield,"\"A plane flying to Cape Town, carrying a young couple and their baby, crashes in the jungle. Everyone on the plane dies, except for the baby who is rescued by Cheeta, Tarzan's chimpanzee. Tarzan and Jane adopt the child and name him \"\"Boy\"\". Five years later",a search party comes looking for Boy,because he is the heir to a fortune worth millions. Tarzan and Jane claim the child is dead and that Boy is theirs,but Sir Thomas recognizes Boy's eyes. The younger Lancings suggest leaving Boy and taking the inheritance; when Sir Thomas objects
Angels Over Broadway,1940,79,Comedy,6.5,Ben Hecht,Ben Hecht,Eddie Foster,Harry Antrim,Ralph Theodore,Jack Roper,"Bill O'Brien is a New York con man in search of a suitable gullible person to make some money on. In a fancy nightclub he finds Charles Engle, a man ridden by guilt and on the brink of committing suicide after embezzling a large sum of money that he has spent on his high-maintenance wife.","","",""
Beyond Tomorrow,1940,84,Drama,6.5,A. Edward Sutherland,Adele Comandini,Charles Winninger,Alex Melesh,J. Anthony Hughes,C. Aubrey Smith,"Engineers George Melton (Harry Carey) and Allan Chadwick (C. Aubrey Smith) work furiously to complete a design on time, even though it is Christmas Eve. Michael O'Brien (Charles Winninger), the third partner in the firm, arrives with presents for all and kindly lets their employees leave. The three old men then go home to the mansion they share with Madame Tanya (Maria Ouspenskaya), an elderly countess dispossessed by the Russian Revolution, for a dinner with prestigious guests.","","",""
Boom Town,1940,119,Drama,7.0,Jack Conway,John Lee Mahin,Chill Wills,Frank Morgan,Lionel Atwill,Clark Gable,"\"\"\"Big John\"\" McMasters (Clark Gable) and \"\"Square John\"\" Sand (Spencer Tracy) are two down-on-their-luck oil wildcatters who join forces. Without enough money",they steal drilling equipment from a skeptical Luther Aldrich (Frank Morgan). Their well proves a bust and they have to hastily depart when Aldrich shows up with the sheriff to take back his property. The two oilmen team up and make enough money to partially pay Aldrich. To get him to back them for a second try,they cut him in for a percentage of the well. This time,they strike it rich.
Captain Caution,1940,86,Action,5.5,Richard Wallace,Kenneth Roberts,Miles Mander,Bruce Cabot,El Brendel,Robert Barrat,"In the 1840s, Captain Michael Fury (Brian Aherne) is an Irish patriot transported to New South Wales for his political involvement. He is farmed out as an servant to Arnold Trist, a cruel land owner who uses whipping to keep discipline. He is accompanied by fellow convicts Blackie, Coughy and Bertie.","","",""
The Getaway,1941,89,Drama,6.2,Edward Buzzell,Wells Root,Robert Sterling,Charles Winninger,Henry O'Neill,Dan Dailey,"\"Carter \"\"Doc\"\" McCoy",in prison in Texas,is denied parole. When his wife Carol visits him,he tells her to do whatever is necessary to make a deal with Jack Beynon
Night Plane from Chungking,1943,69,Drama,6.5,Ralph Murphy,Earl Fenton,Otto Kruger,Robert Preston,Ernst Deutsch,Allen Jung,"In 1942, during the Japanese invasion of China, due to the carelessness of one of the passengers, Albert Pasavy (Otto Kruger), draws attention from Japanese bombers overhead, to a bus travelling to India along a muddy road. The Japanese bomb the road, hitting a munitions truck carrying Chinese troops. The Chinese officer in charge, demands his wounded be put on the bus and brought to a secret air field. Among the stranded passengers met by U.S. pilot Nick Stanton (Robert Preston), are a beautiful Red Cross nurse, Ann Richards (Ellen Drew), and her traveling companion, Madame Wu (Soo Yong), who is on a secret diplomatic mission. There is also Countess Olga Karagin (Tamara Geva), who is caught spying.","","",""
Son of Fury: The Story of Benjamin Blake,1942,98,Drama,7.1,John Cromwell,Philip Dunne,Dudley Digges,Tyrone Power,George Sanders,Harry Davenport,"\"The story is set during the reign of King George III, in Bristol, England, where young Benjamin Blake (Roddy McDowall), son of the deceased Baronet of Breetholm is taken from his commoner grandfather, gunsmith Amos Kidder (Harry Davenport), and forced to serve his vengeful uncle, Sir Arthur Blake (George Sanders). Arthur inherited the title and land from his brother Godfrey, and fears that Ben may not have been born out of wedlock and might claim his inheritance. He compels the boy to become his ward and bonded servant, giving Arthur life-and-death power over the lad. Ben runs away to his grandfather, but rather than force the old man to live a life on the run, returns to Breetholm, vowing to endure whatever he must in order to one day prove himself a \"\"true Blake\"\" and recover his birthright.","","",""
This Gun for Hire,1942,81,Drama,7.4,Frank Tuttle,Albert Maltz,Robert Preston,Roger Imhof,Marc Lawrence,Olin Howland,"In wartime San Francisco, chemist and blackmailer Albert Baker (Frank Ferguson) is killed by hit man Philip Raven (Alan Ladd), who recovers a stolen chemical formula. Raven is double-crossed by his employer, Willard Gates (Laird Cregar), who pays him with marked bills and reports them to the Los Angeles Police Department as stolen from his company, Nitro Chemical Corporation of Los Angeles. Raven learns of the set up and decides to get revenge. LAPD detective lieutenant Michael Crane (Robert Preston), who is vacationing in San Francisco to visit his girlfriend, nightclub singer Ellen Graham (Veronica Lake), is immediately assigned the case. He goes after Raven, but the assassin eludes him.","","",""
The Adventures of Tartu,1943,103,Drama,6.9,Harold S. Bucquet,John Lee Mahin,Walter Rilla,Robert Donat,David Ward,Friedrich Richter,"\"In 1940, demolition expert Captain Terrence Stevenson, an Englishman born in Romania and educated in Germany, is summoned to the Foreign Office. Because Stevenson knows both Romanian and German fluently, he is asked to go on a mission disguised as Romanian chemical engineer Jan Tartu and destroy a poison gas factory in Czechoslovakia. After parachuting into Romania, \"\"Tartu","\"\" dressed as a dandy and assuming the air of a gigolo",travels toward Czechoslovakia,pretending to be sympathetic to Germany and wanted by the Romanian people because of it. Arriving in Czechoslavakia
Aerial Gunner,1943,78,Drama,5.6,William H. Pine,Maxwell Shane,William 'Billy' Benedict,Chester Morris,Dick Purcell,Jimmy Lydon,"\"Policeman Jon Davis (Richard Arlen) informs \"\"Foxy\"\" Pattis (Chester Morris) at his shooting gallery",that his criminal father has died. Foxy blames all policemen,"feeling they harassed him all his life and were responsible for his death. John Davis enlists and \"\"Foxy\"\" Pattis is drafted into the United States Army Air Forces where Foxy becomes the instructor at an aerial gunnery school. He makes life miserable for Jon","now a \"\"Flying Sergeant\"\" student"
Mission to Moscow,1943,124,Drama,5.4,Michael Curtiz,Joseph E. Davies,Helmut Dantine,Oscar Homolka,George Tobias,Henry Daniell,"The film chronicles ambassador Davies' impressions of the Soviet Union, his meetings with Stalin, and his overall opinion of the Soviet Union and its ties with the United States. It is made in faux-documentary style, beginning with Davies meeting with president Franklin D. Roosevelt to discuss his new appointment as United States ambassador to the Soviet Union. It continues to show the Davies' family's trip by boat to Moscow, with stops in Europe.","","",""
The Outlaw,1943,116,Drama,5.4,Howard Hughes,Jules Furthman,Jack Buetel,Bobby Callahan,Joe Sawyer,Ben Johnson,"\"In 1880, in Lincoln, New Mexico, newly appointed sheriff Pat Garrett (Thomas Mitchell) is pleased to see his old comrade Doc Holliday (Walter Huston) arriving on the stage coach.Doc Holliday has had his horse Red stolen and has a hunch the horse may be in Lincoln.In town, they get a lead that a horse fitting Doc's description is tied up by the dentist's office. As they head that way, Pat has to deal with a gun waving drunk at the saloon. Pat's technique is to smile and feign friendship with one hand and punch him with the other. This is a recurrent habit with Pat, throughout the rest of the film.The horse is in the possession of William Bonney, who says he bought it and is determined to keep it, despite Doc's claim that it was stolen. At the time William Bonney, known as Billy the Kid, was the most famous gunslinger of the southwest, wanted dead or alive. Billy was said to be charming, attractive and a favorite with girls.Billy (Jack Buetel) is both good looking and polite, Doc is experienced and careful, so a gunfight is avoided despite each being inflexible, as each admires the other's reputation.This does not sit well with sheriff Pat, who is unhappy that his youth is gone without having done anything notable. He was hoping to arrest Billy or take credit for having shot him dead. Frustrated, Pat orders both of them to leave Lincoln by afternoon the next day.Doc and Billy proceed together to the saloon, a classic establishment for drinking and gambling and confrontations.At the saloon, a young tough requests to talk with Billy privately, offering to help in setting a trap to assassinate Doc, but his intention is to kill Billy. Billy recognizes the deceit in the nick of time and shoots the young tough dead, in self defense.Billy and Doc calmly continue drinking and playing poker. Doc wins more money than the horse was worth, so he is even in that respect. In a surprising turnaround, Billy and Doc become friends.As Billy has practically no money left, Doc invites Billy to bunk with him for the night if he doesn't have a girl. Billy declines, choosing instead to bed down in the barn, in front of his horse.A few moments after Billy takes the gun belt off his waist, a shadow is seen at a dark corner of the barn, and shots are fired towards Billy. Billy takes off his spurs, throws them, drawing shots, makes other noises, drawing other shots, and after the sixth shot he jumps on the shadow and overpowers someone. Billy realizes that he has overpowered and subdued a female, and he warns \"\"Quit struggling","lady or the rest of your dress will get ripped\"\" as he has his way with her",in the dark shadow. When things have calmed down,we get a clear look at bosomy and sultry Rio McDonald (Jane Russell) in the hay. Billy asks why
Son of Dracula,1943,80,Drama,6.1,Robert Siodmak,Eric Taylor,Pat Moriarity,Samuel S. Hinds,Robert Paige,J. Edward Bromberg,"Kay Caldwell [Louise Allbritton] and Frank Stanley [Robert Paige] have always been in love, even since they were children. But when Kay returns from traveling in Hungary, she seems changed. First, she begins to express a morbid curiosity with the supernatural. Then, she brings back with her a gypsy fortune teller, Madame Zimba [Adeline DeWalt Reynolds]. Finally, she has invited Hungarian Count Alucard [Lon Chaney, Jr] to be a guest at Dark Oaks, the southern plantation where Kay lives with her father Colonel Caldwell [George Irving] and her sister Claire [Evelyn Ankers].On the night of Alucard's arrival, Kay throws a welcome party. But only Alucard's baggage arrives on the train; no Alucard. Madame Zimba warns Kay that Alucard is not who he says he is and that death looms over Dark Oaks. True to her word, Madame Zimba suddenly dies of a heart attack after seeing a bat. Later that evening, Colonel Caldwell also dies of a heart attack, and Alucard arrives at Dark Oaks.Days later, at the reading of the will, it is discovered that Kay inherits the plantation and Claire all the money. With no resources to care for the plantation, Kay should be worried, but she is not. In fact, she admits that this is the way she wants it. In addition, Kay does not intend anymore to marry Frank and appears to be seeing Alucard, but no one can find out where Alucard is staying or what happened to the two large boxes that arrived with his baggage. Claire and Dr. Harry Brewster [Frank Craven] wonder if Kay might be insane, and Brewster calls his Hungarian friend Professor Lazlo [J. Edward Bromberg] to inquire about the legitimacy of Count Alucard. Could he really be Count Dracula?One night Kay goes into the swamp where Alucard issues forth from a coffin buried under the water. Later that night, Kay and Alucard are married. Distraught, Frank shoots Alucard but kills Kay instead and escapes to Brewster's house. Brewster goes to Dark Oaks but finds Kay seated in bed and quite alive. Nevertheless, the next day Frank confesses to murder and, when the Sheriff goes out to Dark Oaks, they find Kay's lifeless body lying in a coffin. Frank is taken to jail, and Professor Lazlo arrives from Hungary to offer his help. As Lazlo educates Brewster about vampires, Alucard appears and confirms that he is indeed the son of Dracula. Lazlo frightens off Alucard with a crucifix, and Lazlo and Brewster set out to kill him and to cremate Kay.That night, Kay comes to Frank in his jail cell. She confesses her undying love for him, tells him that she did this for the immortality, and offers Frank the opportunity to share immortality with her, but he must first destroy Alucard. Frank escapes from jail and sets Alucard's coffin afire. The sun rises, and Alucard is destroyed. Frank then goes to Dark Oaks where he kisses Kay's body goodbye and sets her on fire, too. [Original synopsis by bj_kuehl.]","gothic, murder",train,imdb
The Invisible Man's Revenge,1944,78,Horror,5.7,Ford Beebe,Bertram Millhauser,Alan Curtis,Halliwell Hobbes,Cyril Delevanti,Leon Errol,An eager scientist (John Carradine) tests his new formula for invisibility on an escaped fugitive (Jon Hall). When the formula works the criminal runs off to terrorize a family he believes cheated him out of a fortune years earlier.,"","",""
