title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Q Planes,1939,82,Comedy,6.5,Tim Whelan,Brock Williams,David Tree,Gus McNaughton,Laurence Olivier,Hay Petrie,"In September 1938, advanced British aircraft prototypes carrying experimental and secret equipment are vanishing with their crews on test flights. No one can fathom why, not even spymaster Major Hammond (Ralph Richardson) or his sister Kay (Valerie Hobson), a newspaper reporter, who is working undercover in the works canteen used by the crews at the Barrett & Ward Aircraft Company.","","",""
Rio Grande,1938,58,Drama,6.3,Sam Nelson,Charles F. Royal,Dick Curtis,Pat Brady,Art Mix,Sons of the Pioneers,"\"Lt. Col. Kirby Yorke (John Wayne) is posted on the Texas frontier to defend settlers against attacks by marauding Apaches. Col. Yorke is under considerable stress between the Apaches using Mexico as a sanctuary from pursuit and by a serious shortage of troops of his command. The action of the movie is set in the summer of 1879 (\"\"fifteen years after the Shenandoah\"\").","","",""
If I Had My Way,1940,82,Comedy,6.0,David Butler,David Butler,Charles Winninger,Moroni Olsen,El Brendel,Allyn Joslyn,"Buzz Blackwell, Fred Johnson and Axel Swenson are construction workers in San Francisco who are helping to build the Golden Gate Bridge. They are good friends and Buzz and Axel even help Fred in raising his daughter Patricia. When Fred tragically dies in an accident, Patricia is forced to go live with her relatives in New York City whom she has never met. Buzz and Axel decide to travel with her.","","",""
How Green Was My Valley,1941,118,Drama,7.7,John Ford,Philip Dunne,Patric Knowles,Walter Pidgeon,Welsh Singers,Donald Crisp,"\"The movie begins with a monologue by an older Huw Morgan (voice by Irving Pichel): \"\"I am packing my belongings in the shawl my mother used to wear when she went to the market. And I'm going from my valley. And this time","I shall never return.\"\" The valley and its villages are now blackened by the coal mines that fill the area.","",""
In Which We Serve,1942,115,Drama,7.2,Noël Coward,Noël Coward,John Mills,Noël Coward,Michael Wilding,Bernard Miles,"\"The film opens with the narration: \"\"This is the story of a ship\"\" and the images of shipbuilding in a British dockyard. The action then moves forward in time showing the ship",HMS Torrin,engaging German transports in a night-time engagement during the Battle of Crete in 1941. However,when dawn breaks
Kings Row,1942,127,Drama,7.5,Sam Wood,Casey Robinson,Claude Rains,Ronald Reagan,Charles Coburn,Robert Cummings,"The film commences in 1890 in the small midwestern town of Kings Row, focusing on five children. They are 1) Parris Mitchell (Robert Cummings), who lives with his grandmother; 2) Cassandra Tower (Betty Field), daughter of Dr. Alexander Tower (Claude Rains); 3) the wealthy and fun-loving orphan Drake McHugh (Ronald Reagan); 4) Louise Gordon (Nancy Coleman), daughter of the sadistic town physician Dr. Henry Gordon (Charles Coburn), who has been known to perform operations without anesthetic; and 5) the tomboy Randy Monaghan (Ann Sheridan), whose father is a railroad worker.","","",""
Tortilla Flat,1942,105,Comedy,6.2,Victor Fleming,John Lee Mahin,Allen Jenkins,Frank Morgan,Akim Tamiroff,Sheldon Leonard,"Above the town of Monterey on the California coast lies the shabby district of Tortilla Flat, inhabited by a loose gang of jobless locals of Mexican-Indian-Spanish-Caucasian descent (who typically claim pure Spanish blood).","","",""
Yankee Doodle Dandy,1942,126,Drama,7.6,Michael Curtiz,Robert Buckner,Richard Whorf,James Cagney,George Tobias,Walter Huston,"In the early days of World War II, Cohan comes out of retirement to star as President Roosevelt in the Rodgers and Hart musical I'd Rather Be Right. On the first night, he is summoned to meet the President at the White House, who presents him with a Congressional Gold Medal (in fact, this happened several years previously). Cohan is overcome and chats with Roosevelt, recalling his early days on the stage. The film flashes back to his supposed birth on July 4, whilst his father is performing on the vaudeville stage.","","",""
The Ghost Ship,1943,69,Drama,6.6,Mark Robson,Donald Henderson Clarke,Harry Clay,Richard Dix,John Burford,Eddie Borden,"\"Tom Merriam (Russell Wade), a young merchant marine officer, joins the crew of the ship Altair. At first, all seems well and Merriam bonds with the captain, Will Stone (Richard Dix). The ship, already shorthanded due to the death of a crew member before it left port, loses another (\"\"the Greek\"\") when he develops appendicitis. (Taking direction over the ship's radio",the captain is to perform the appendectomy,but he is unable to make the incision. Instead,Merriam successfully removes the sailor's appendix
Old Acquaintance,1943,110,Drama,7.4,Vincent Sherman,John Van Druten,Phillip Reed,Roscoe Karns,John Loder,Gig Young,"In 1924, newly successful author Kit Marlowe returns to her home town to speak, as part of a lecture tour, and to visit her dear childhood friend Millie. Millie has married Preston Drake and is pregnant, and she surprises Kit when she discloses she has also written a book, a romance novel. Millie asks Kit to present her book to her publisher. Upon their meeting, Preston appears to be impressed by Kit Marlowe.","","",""
Her Man Gilbey,1944,77,Comedy,5.9,Harold French,Anatole de Grunwald,Michael Wilding,Paul Demel,Roland Culver,Albert Lieven,"The English aristocrat Lady Christabel Beauclerk (Margaret Rutherford) is not only a British delegate at the League of Nations in Geneva but also a fanatical bird fancier. She takes a trip there with her nephew Sir Cosmo Brandon (Roland Culver), her niece Joan Heseltine (Penelope Dudley-Ward) and their faithful butler Tom Gilbey (Michael Wilding), who is reluctant to go abroad but is convinced to go by his father and grandfather, who are also former butlers. At the League the party meet the Polish cartoonist Felix Dembowski (Albert Lieven) and the French romantic novelist François de Freycinet (Claude Dauphin), both of whom try to romance Joan - unsuccessfully, as she has a longstanding but unspoken crush on Gilbey.","","",""
Pin Up Girl,1944,84,Comedy,6.0,H. Bruce Humberstone,Robert Ellis,Dave Willock,Steve Condos,John Harvey,Joe E. Brown,"\"Lorry Jones (Betty Grable) is working as a hostess at the local USO canteen in \"\"Missoula",Missouri,"\"\" where she performs as a singer and signs photographs of herself for adoring soldiers.",""
Thirty Seconds Over Tokyo,1944,138,Drama,7.2,Mervyn LeRoy,Dalton Trumbo,Stephen McNally,Herbert Gunn,Van Johnson,Don DeFore,"In February 1942, just two months after the Pearl Harbor attack, the United States Army Air Forces plan to retaliate by bombing Tokyo and four other Japanese cities—taking advantage of the fact that US aircraft carriers can approach near enough to the Japanese mainland to make such an attack feasible.","","",""
Christmas in Connecticut,1945,101,Comedy,7.3,Peter Godfrey,Lionel Houser,Robert Shayne,Dick Elliott,Reginald Gardiner,Sydney Greenstreet,"Elizabeth Lane (Barbara Stanwyck) is a single food writer living in New York whose articles about her fictitious Connecticut farm, husband and baby are admired by housewives across the country. Her publisher, Alexander Yardley (Sydney Greenstreet), is unaware of the charade and insists that Elizabeth host a Christmas dinner for returning war hero Jefferson Jones (Dennis Morgan), who read all of her recipes while in the hospital, and is so fond of her that his nurse wrote a letter to the publisher. Facing a career-ending scandal, not only for herself, but also for her editor, Dudley Beecham (Robert Shayne), Lane is forced to comply. In desperation, Elizabeth agrees to marry her friend John Sloan (Reginald Gardiner), who has a farm in Connecticut, even though she does not love him. She also enlists the help of another friend, chef Felix Bassenak (S.Z. Sakall), who has been providing her with the recipes for her articles.","","",""
Leave Her to Heaven,1945,110,Drama,7.6,John M. Stahl,Jo Swerling,Reed Hadley,Chill Wills,Cornel Wilde,Ray Collins,"Novelist Richard Harland (Cornel Wilde) returns to his remote island home, called Back of the Moon, after two years in prison. His friend and attorney (Ray Collins), narrates how Richard meets beautiful socialite Ellen Berent (Gene Tierney) on a train. She falls in love with him mainly on the basis of his close resemblance to her recently deceased father, to whom she was obsessively attached.","","",""
Road to Utopia,1945,90,Comedy,7.1,Hal Walker,Norman Panama,Robert Benchley,Robert Barrat,George Anderson,Bob Hope,"Sal and Chester Hooton (Lamour and Hope), an old married couple, are visited by their equally old friend Duke Johnson (Crosby), and the three reminisce about their previous adventure in the Klondike. The film flashes back to the turn of the century. A man is murdered and two thugs, McGurk (Nestor Paiva) and Sperry (Robert Barrat), steal a map to a gold mine. The map and mine belonged to a man named Van Hoyden and the dying man tells Sal (Van Hoyden's daughter) the mine is in Alaska and to find a man named Ace Larson. Sal manages to get on the last boat to Alaska before McGurk and Sperry.","","",""
Saratoga Trunk,1945,135,Drama,6.4,Sam Wood,Casey Robinson,John Warburton,John Abbott,Harry Adams,Jerry Austin,"In 1875, Clio Dulaine (Ingrid Bergman), the illegitimate daughter of an aristocratic New Orleans Creole father and a light-skinned Creole woman of color who was his placée, returns from Paris to her birthplace in Rampart Street to avenge her mother's mistreatment at the hands of her father's family, the Dulaines. Years ago, Clio's mother accidentally killed Dulaine when he tried to prevent her from committing suicide, and the scandalized Dulaines then exiled Clio and her mother to Paris. Clio is accompanied by her Haitian maid, Angelique (Flora Robson), and her dwarf manservant, Cupidon (Jerry Austin).","","",""
Anmol Ghadi,1946,122,Drama,7.4,Mehboob Khan,Anwar Batalvi,Surendra,Bhudo Advani,Bibubai,Zahur Raja,"Chander and Lata were good kid friends in Jahanabad, Lata being the daughter of a rich family whereas Chander was the son of a poor, widow mother. Lata's parents didn't like Lata being friends with Chander. Renu's family gets transferred to Bombay. At the time of departure Renu gifts her watch to Chander as a memento.","","",""
