title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Adventures of Don Juan,1948,110,Action,7.0,Vincent Sherman,Herbert Dalmas,Errol Flynn,Robert Douglas,Douglas Kennedy,Romney Brent,"Late in the reign of Elizabeth I of England, Spanish noble Don Juan de Maraña (Errol Flynn) is repatriated from London to Madrid, following a diplomatic scandal caused by his dalliance with the British fiancée of a Spanish nobleman. The Spanish ambassador in London, Count de Polan (Robert Warwick), an old family friend, sends a letter of recommendation to Queen Margaret (Viveca Lindfors) of Spain.","","",""
Berlin Express,1948,87,Drama,6.8,Jacques Tourneur,Harold Medford,Robert Ryan,Otto Waldis,Robert Coote,Roman Toporow,Various people board a U.S. Army train to Berlin:,"","",""
I Remember Mama,1948,134,Drama,7.9,George Stevens,DeWitt Bodeen,Cedric Hardwicke,Philip Dorn,Oscar Homolka,Edgar Bergen,"\"Upon completing the last lines of her autobiographical novel, youthful Katrin Hanson reminisces about her family life: In 1910, in a modest San Francisco house, Katrin's Norwegian-born mother, Marta Hanson, computes the weekly budget with help from her husband Lars, daughters Katrin, Christine and Dagmar and son Nels. When the adolescent Nels declares his desire to attend high school, Marta is pleased, but realizes their \"\"little bank\"\" lacks sufficient funds to pay for his education. After each family member offers to make a monetary sacrifice so that Nels may continue his schooling",Trina,Marta's spinster sister,drops by to speak privately with Marta. To Marta's surprise
My Brother Jonathan,1948,108,Drama,7.2,Harold French,Francis Brett Young,James Robertson Justice,Finlay Currie,Michael Denison,James Hayter,"The story revolves around the life of Jonathan Dakers (Denison), a small town doctor. He is training to be a surgeon when his father dies. Due to the resulting financial problems, he cannot continue his training. He buys a share in Dr. Hammond's general practice in Wednesford, a poor foundry town.","","",""
Ruthless,1948,104,Drama,6.8,Edgar G. Ulmer,Dayton Stoddart,Zachary Scott,Raymond Burr,Dennis Hoey,Louis Hayward,Act I,"","",""
The Fall of Berlin,1950,167,Drama,5.6,Mikheil Chiaureli,Mikheil Chiaureli,Vladimir Savelev,Yuri Timoshenko,Boris Andreyev,Mikheil Gelovani,=== Part 1 ===,"","",""
The Queen of Spades,1949,95,Drama,7.1,Thorold Dickinson,Rodney Ackland,Miles Malleson,Anton Walbrook,Ivor Barnard,Ronald Howard,"As described in a film magazine, Hermann, a Russian military officer with a small fortune, is fascinated when he hears a story of Countess Fedotovna, who won her fortune by playing three certain cards, the identity of which she refuses to reveal. Hermann gains entrance to the house through a flirtation with Lizaveta, ward of the countess. He confronts the countess with a revolver and demands to know the cards she played. The countess falls to the chair, apparently dead. Remorseful, Hermann goes home. The next morning he receives a message from the countess telling him that the three cards are the trey, seven, and ace. The first two nights he plays the trey and seven and is successful. The third night he bets all of his money, feeling sure that the card will be the ace. He finds it is the queen. With the loss of his money he loses his mind.",paranormal,train,wikipedia
Armored Car Robbery,1950,67,Action,7.0,Richard Fleischer,Earl Felton,Don Haggerty,Steve Brodie,Don McGuire,Eddie Borden,"Mastermind Dave Purvis (William Talman) is a professional criminal who devises a scheme to rob an armored car on its last pickup of the day. He recruits Benny McBride, who brings Mapes & Foster to complete the gang of thieves.","","",""
Broken Arrow,1950,93,Drama,7.2,Delmer Daves,Elliott Arnold,Chris Willow Bird,Robert Adler,Basil Ruysdael,Trevor Bardette,"Major Vic Deakins (John Travolta) and Captain Riley Hale (Christian Slater), pilots in the United States Air Force, are assigned to a top secret exercise over Utah, flying a B-3 Stealth Bomber (a fictional iteration of the B-2 Spirit stealth bomber) with two B83 nuclear bombs on board. After successfully evading Air Force radar, Deakins attacks Hale and ejects him out of the plane. Deakins then releases the bombs without detonating them and reports that Hale has gone rogue. He then ejects from the plane, leaving it to crash.","","",""
Diary of a Country Priest,1951,95,Drama,7.8,Robert Bresson,Georges Bernanos,Jean Danet,Adrien Borel,Claude Laydu,Antoine Balpêtré,"An idealistic young priest arrives at Ambricourt, his new parish. He is not welcome. The girls of the catechism class laugh at him in a prank, whereby only one of them pretends to know the Scriptural basis of the Eucharist so that the rest of them can laugh at their private conversation. His colleagues criticize his diet of bread and wine, and his ascetic lifestyle. Concerned about Chantal, the daughter of the Countess, the priest visits the Countess at the family chateau, and appears to help her resume communion with God after a period of doubt. The Countess dies during the following night, and her daughter spreads false rumors that the priest's harsh words had tormented her to death. Refusing confession, Chantal had previously spoken to the priest about her hatred of her parents.","","",""
King Solomon's Mines,1950,103,Action,6.8,Compton Bennett,Helen Deutsch,Sekaryongo,Hugo Haas,Lowell Gilmore,Kimursi,"Allan Quatermain, an adventurer and white hunter based in Durban, in what is now South Africa, is approached by aristocrat Sir Henry Curtis and his friend Captain Good, seeking his help finding Sir Henry's brother, who was last seen travelling north into the unexplored interior on a quest for the fabled King Solomon's Mines. Quatermain has a mysterious map purporting to lead to the mines, but had never taken it seriously. However, he agrees to lead an expedition in return for a share of the treasure, or a stipend for his son if he is killed along the way. He has little hope they will return alive, but reasons that he has already outlived most people in his profession, so dying in this manner at least ensures that his son will be provided for. They also take along a mysterious native, Umbopa, who seems more regal, handsome and well-spoken than most porters of his class, but who is very anxious to join the party.","","",""
The Day the Earth Stood Still,1951,92,Drama,7.7,Robert Wise,Edmund H. North,Patrick Aherne,Lock Martin,Hugh Marlowe,Billy Gray,"\"When a flying saucer lands in Washington, D.C., the Army quickly surrounds it. A humanoid (Michael Rennie) emerges, announcing that he has come in peace. When he unexpectedly opens a small device, he is shot by a nervous soldier. A tall robot emerges from the saucer and quickly disintegrates the soldiers' weapons. The alien orders the robot, Gort, to stop. He explains that the now-broken device was a gift for the President, which would have enabled him \"\"to study life on the other planets\"\".","","",""
The Second Woman,1950,91,Drama,6.3,James V. Kern,Mort Briskin,Robert Young,Raymond Largay,Henry O'Neill,Morris Carnovsky,"This psychological thriller tells the story of Jeff Cohalan (Young). He is a successful architect who is tormented because his fiancée, Vivian Sheppard, was killed in a mysterious car accident on the night before their wedding. Blaming himself for her death, Cohalan spends his time alone, lamenting in the state-of-the-art cliff-top home he had designed for his bride-to-be.","","",""
Lure of the Wilderness,1952,93,Drama,6.4,Jean Negulesco,Louis Lantz,Robert Adler,Jeffrey Hunter,Tom Tully,Jack Elam,"The film is set in the 1910s in Fargo, Georgia, near a dangerous swamp. Ben Tyler and his father Zack one day go into the swamp to search for two lost trappers. During an unsuccessful journey, Ben's dog Careless disappears while running after a deer. While looking for Careless, Ben is hit in the head by someone, and when he awakens, he finds himself captured by two primitive people, the old Jim Harper and his fierce, aggressive daughter Laurie.","","",""
Singin' in the Rain,1952,103,Comedy,8.3,Stanley Donen,Betty Comden,Douglas Fowley,Gene Kelly,John Albright,Donald O'Connor,"Don Lockwood (Gene Kelly) is a popular silent film star with humble roots as a singer, dancer, and stuntman. Don barely tolerates his vain, cunning, and shallow leading lady, Lina Lamont (Jean Hagen), though their studio, Monumental Pictures, links them romantically to increase their popularity. Lina is convinced they are in love, despite Don's protestations otherwise.","","",""
Give a Girl a Break,1953,82,Comedy,6.3,Stanley Donen,Albert Hackett,Kurt Kasznar,Larry Keating,William Ching,Richard Anderson,"\"When the temperamental star of a new Broadway musical revue in rehearsals walks out, director and choreographer Ted Sturgis (Gower Champion) suggests casting an unknown for the role. When it is announced in the newspapers, throngs of hopefuls show up. They sing about their hopes in the song, \"\"Give a Girl a Break.\"\" The revue's musical composer",Leo Belney (Kurt Kasznar),champions ballerina Joanna Moss,while gofer Bob Dowdy (Bob Fosse) is enchanted by novice Suzy Doolittle (Debbie Reynolds). Then producer Felix Jordan (Larry Keating) persuades Ted's former dance partner
Young Bess,1953,112,Drama,6.6,George Sidney,Margaret Irwin,Charles Laughton,Cecil Kellaway,Rex Thompson,Rex Thompson,"Following the execution of her mother, Anne Boleyn (Elaine Stewart), for infidelity, Elizabeth I (Jean Simmons) is exiled to Hatfield House and declared illegitimate (thereby losing her place in line for the throne) by her father, King Henry VIII (Charles Laughton). She is accompanied by her loyal servants, Mr. Parry (Cecil Kellaway) and her governess Mrs. Ashley (Kay Walsh). Over the years, her position rises and falls on the whim of her father.","","",""
The Barefoot Contessa,1954,128,Drama,6.9,Joseph L. Mankiewicz,Joseph L. Mankiewicz,Marius Goring,Edmond O'Brien,Franco Interlenghi,Warren Stevens,"Down on his luck, a washed-up movie director and writer Harry Dawes (Humphrey Bogart) is reduced to working for abusive, emotionally-stunted business tycoon Kirk Edwards (Warren Stevens), who has decided that he wants to produce a film to stroke his monumental ego. Looking for a glamorous leading lady, they go to a Madrid night club to see a dancer named Maria Vargas (Ava Gardner), whom Kirk had already been told about. Maria is a blithe but proud spirit who likes to go barefoot and has a troubled home life. Maria immediately likes Harry, whose work she knows, but takes an instant disliking of Kirk. Although she flees during their meeting, Harry tracks her down to her family home and convinces her to fly away with them to America to make her first film. Thanks to his expertise and the help of sweaty, insincere publicist Oscar Muldoon (Edmond O'Brien), her film debut is a sensation. With subsequent films by this team, Maria becomes a respected actress, Harry's career shines bright once again, and their relationship becomes a healthy friendship.","","",""
