title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Vampyr,1932,75,Horror,7.4,Carl Theodor Dreyer,Sheridan Le Fanu,Georges Boidin,Jan Hieronimko,Albert Bras,Julian West,"\"NOTE: Quotes indicate text titles from silent movie.\"\"This story is about the strange adventures of young Allan Gray [Julian West]. His studies of devil worship and vampire terror of earlier centuries have made him a dreamer",for whom the boundary between the real and the unreal has become him...One afternoon,during one of his aimless journeys,"he arrived at a lonely inn close to the village of Courtempierre...\"\" where he takes a room. That evening"
The Wet Parade,1932,118,Drama,6.2,Victor Fleming,John Lee Mahin,Frederick Burton,Robert Young,Neil Hamilton,Reginald Barlow,"In the early 20th Century, with the Prohibition Era approaching, two families come undone over the evils of alcohol.","","",""
Supernatural,1933,65,Horror,6.2,Victor Halperin,Garnett Weston,Alan Dinehart,Randolph Scott,William Farnum,George Burr MacAnnan,"Roma Courtenay (Carole Lombard) is approached by phony psychic Paul Bavian (Alan Dinehart) who claims to have a message from Courtenay's recently deceased brother. After attending a staged seance, Roma suddenly becomes possessed by the malevolent spirit of the executed murderess Ruth Rogen (Vivienne Osborne), who has unfinished business, including killing Bavian, her one-time lover. Fearing that Roma is actually under the charlatan's control, her fiancé (Randolph Scott) tries to rescue her.","","",""
March of the Wooden Soldiers,1934,77,Comedy,7.1,Gus Meins,Frank Butler,Stan Laurel,Oliver Hardy,Frank Austin,Henry Brandon,"The film begins as a stage play presented by Mother Goose and her talking goose, Sylvester, about Mary, Mary, Quite Contrary and Tom, Tom, the Piper's Son, who are about to be married. The miserly and villainous Barnaby hires two crooks, dimwitted Gonzorgo and silent Roderigo. They are to throw Tom into the sea and steal Mary's sheep, depriving her of her means of support, to force her to marry Barnaby. Mary is unaware that she is the heir to a fortune, but Barnaby is aware and wants it all for himself. Gonzorgo and Roderigo decide to sell Tom to the Gypsies instead of drowning him, in order to collect a double payment.","","",""
Chu Chin Chow,1934,103,Action,6.1,Walter Forde,Oscar Asche,John Garrick,Dennis Hoey,Malcolm 'Mr. Jetsam' McEachern,Lawrence Hanray,"The wealthy merchant Kasim Baba (brother of Ali Baba) is preparing to give a lavish banquet at his home for a wealthy Chinese merchant, Chu Chin Chow, who is on his way from China. The robber chieftain, Abu Hasan, wishes to add to his riches the property of Kasim. Abu Hasan forces his captive, the beautiful Zahrat al-Kulub, to spy for him in Kasim's house, disguised as a slave girl, by holding her lover hostage. She is nearly found out several times. Zahrat sends a message to Abu Hasan, letting him know about the banquet. Hasan arrives at Kasim's palace in disguise as Chu Chin Chow, whom his gang has robbed and murdered. He tries to glean information that will enable him to rob his host.","","",""
Crimson Romance,1934,71,Action,5.6,David Howard,Milton Krims,William Bakewell,Ben Lyon,Hardie Albright,Erich von Stroheim,"In 1916, childhood best friends, Bob Wilson (Ben Lyon) and Fred von Bergen (James Bush), are test pilots working for an American company that builds bombers for the European allies. Since he is German-born and faces prejudice against his heritage, Fred loses his job and, unable to find other employment, decides to return to Germany to fight for his homeland. Although he has no special attachment to the German cause, Bob quits the aviation company and joins his friend in Germany.","","",""
Forsaking All Others,1934,83,Comedy,6.4,W.S. Van Dyke,Joseph L. Mankiewicz,Robert Montgomery,Charles Butterworth,Clark Gable,Hooper Atchley,"Ever since Jeff Williams (Clark Gable) was a child, he has been in love with Mary Clay (Joan Crawford). Returning from Madrid, Spain, he wants to propose to her firsthand. However, he comes to a halt, as he finds out that she is being married to Dillon 'Dill' Todd (Robert Montgomery) the very next day. The three had been friends since childhood, but no one besides the butler realized Jeff's feelings. So instead, he wishes all the best for the couple.","","",""
The Last Days of Pompeii,1935,96,Drama,6.4,Ernest B. Schoedsack,Ruth Rose,Louis Calhern,David Holt,Alan Hale,Wyrley Birch,"In Pompeii 79AD, Glaucus and Jone are in love with each other. Arbaces, the Egyptian High Priest, is determined to conquer her. Glaucus buys the blind slave Nydia who is mishandled by her owner.","","",""
A Midsummer Night's Dream,1935,133,Comedy,6.8,William Dieterle,William Shakespeare,Dick Powell,James Cagney,Ian Hunter,Ross Alexander,"The play consists of four interconnecting plots, connected by a celebration of the wedding of Duke Theseus of Athens and the Amazon queen, Hippolyta, which is set simultaneously in the woodland and in the realm of Fairyland, under the light of the moon.","","",""
Revolt of the Zombies,1936,65,Horror,3.4,Victor Halperin,Victor Halperin,William Crowell,Teru Shimada,Adolph Milar,George Cleveland,"\"On the Franco-Austrian Frontier during World War I, an Oriental priest, chaplain of a French colonial regiment, is condemned to life imprisonment because he possesses the power to turn men into zombies. In his prison cell, the priest prepares to burn a parchment containing the location of the secret formula. Gen. Mazovia (Roy D'Arcy) kills the priest and takes the partially burned parchment. After the war, an expedition of representatives from the Allied countries with colonial interests are sent to Cambodia to find and destroy forever the so-called \"\"Secret of the Zombies\"\". The group includes Colonel Mazovia; a student of dead languages",Armand Louque (Dean Jagger); Englishman Clifford Grayson (Robert Noland); General Duval (George Cleveland); and his daughter Claire (Dorothy Stone).,"",""
The Grand Illusion,1937,113,Drama,8.1,Jean Renoir,Charles Spaak,Erich von Stroheim,Julien Carette,Werner Florian,Pierre Fresnay,"During the First World War, two French aviators, the aristocratic Captain de Boeldieu (Pierre Fresnay) and the working-class Lieutenant Maréchal (Jean Gabin), set out on a flight to examine the site of a blurred spot found on photographs from an earlier air reconnaissance mission. They are shot down by a German aviator and aristocrat, Rittmeister von Rauffenstein (Erich von Stroheim), and both are taken prisoner by German ground forces. Upon returning to base, Rauffenstein sends a subordinate to find out if the aviators are officers and, if so, to invite them to lunch. During the meal, Rauffenstein and Boeldieu discover they have mutual acquaintances—a depiction of the familiarity, if not solidarity, within the upper classes that crosses national boundaries.","","",""
Renfrew of the Royal Mounted,1937,57,Drama,5.6,Albert Herman,Laurie York Erskine,Donald Reed,William Royle,James Newill,William Austin,"In the summer of 1937, a dangerous gang of counterfeiters are transporting illegal money from the United States into Canada concealed inside frozen trout. The Royal Canadian Mounted Police assures the United States Treasury officials that they will cooperate fully in helping to apprehend the criminals. RCMP Constable MacDonald is sent out to assist in the investigation. While riding near Deer Lake, he sees a suspicious Indian rowing a canoe. When he calls to him, the Indian flees into the woods. MacDonald investigates the strange block of ice left behind and soon discovers the counterfeit money hidden inside the frozen trout. The Indian Pierre, who works for the counterfeiters, sees what has happened and kills MacDonald with a deadly throw of a knife.","","",""
Bringing Up Baby,1938,102,Comedy,7.8,Howard Hawks,Dudley Nichols,Cary Grant,Walter Catlett,Barry Fitzgerald,George Irving,"\"David Huxley (Cary Grant) is a mild-mannered paleontologist. For the past four years, he has been trying to assemble the skeleton of a Brontosaurus but is missing one bone: the \"\"intercostal clavicle\"\". Adding to his stress is his impending marriage to the dour Alice Swallow (Virginia Walker) and the need to impress Elizabeth Random (May Robson)",who is considering a million-dollar donation to his museum.,"",""
Fast and Furious,1939,73,Comedy,6.1,Busby Berkeley,Harry Kurnitz,Lee Bowman,Cliff Clark,Bernard Nedell,Allyn Joslyn,"Five years after the first film, Dominic Toretto and his new crew, consisting of his girlfriend Letty, Tego Leo, Rico Santos, Cara Mirtha, and Han Seoul-Oh, are hijacking fuel tankers in the Dominican Republic. Dominic suspects that the police are on their trail, forcing the crew to disband and go their separate ways, with Han deciding to go to Tokyo. Realizing that he must leave, Dominic runs, leaving Letty behind to protect her from harm.","","",""
The Hunchback of Notre Dame,1939,116,Drama,7.8,William Dieterle,Sonya Levien,George Zucco,Charles Laughton,Cedric Hardwicke,Walter Hampden,"The gypsy Esmeralda captures the hearts of many men, including those of Captain Phoebus and Pierre Gringoire, but especially Quasimodo and his guardian Archdeacon Claude Frollo. Frollo is torn between his obsessive lust for Esmeralda and the rules of the Notre Dame Cathedral. He orders bandits to kidnap her, but the hunchback is captured by Phoebus and his guards, who save Esmeralda.","","",""
The Oklahoma Kid,1939,85,Action,6.4,Lloyd Bacon,Warren Duff,Lew Harvey,Edward Pawley,Harvey Stephens,Hugh Sothern,"\"President Cleveland signs the bill allowing the sale of the Cherokee Strip (actually, the Cherokee Outlet) in the future state of Oklahoma. After the money arrives by train, it is then loaded onto a stagecoach which subsequently gets robbed by Whip McCord (Humphrey Bogart) and his gang. Jim Kincaid, also known as \"\"The Oklahoma Kid\"\"",(James Cagney) sees the robbery,and then ambushes the gang and makes off with the money.,""
The Real Glory,1939,96,Action,6.5,Henry Hathaway,Jo Swerling,Vladimir Sokoloff,Broderick Crawford,Charles Waldron,David Niven,"In 1906, Alipang (Tetsu Komai) and his Muslim Moro guerrillas are terrorizing the people of the Philippine island of Mindanao, raiding villages, killing the men, and carrying off the women and children for slaves. Instead of maintaining garrisons indefinitely to protect the Filipinos, the U.S. army tests out a new tactic at Fort Mysang. The army detachment is replaced by a handful of officers – Colonel Hatch (Roy Gordon), Captains Manning (Russell Hicks) and Hartley (Reginald Owen), and Lieutenants McCool (David Niven) and Larsen (Broderick Crawford) - who are to train the native Philippine Constabulary to take over the burden. Army doctor Lieutenant Canavan (Gary Cooper) is sent along to keep them healthy. They are welcomed by a skeptical Padre Rafael (Charles Waldron).","","",""
The Fighting 69th,1940,90,Action,6.6,William Keighley,Norman Reilly Raine,Pat O'Brien,William Lundigan,Guinn 'Big Boy' Williams,James Cagney,"\"The plot centers on misfit Jerry Plunkett (James Cagney), who displays a mixture of bravado and cowardice. The chaplain, Father Francis P. Duffy (Pat O'Brien) attempts to reform Plunkett. Sgt. \"\"Big Mike\"\" Wynn (Alan Hale",Sr.) loses both his brothers in action due to Plunkett's blunders. Major Donovan ultimately orders Plunkett to be court-martialed. Plunkett is nonetheless returned to duty,as the battalion again goes into the line. Shamed and inspired by Donovan's forbearance,Plunkett redeems himself by fighting bravely. Finally he sacrifices his life to protect his comrades by covering a grenade with his body.
The Grapes of Wrath,1940,129,Drama,8.1,John Ford,Nunnally Johnson,Russell Simpson,O.Z. Whitehead,Eddie Quillan,Henry Fonda,"The narrative begins just after Tom Joad is paroled from McAlester prison, where he had been imprisoned after being convicted of homicide. On his return to his home near Sallisaw, Oklahoma, Tom meets former preacher Jim Casy, whom he remembers from his childhood, and the two travel together. When they arrive at Tom's childhood farm home, they find it deserted. Disconcerted and confused, Tom and Casy meet their old neighbor, Muley Graves, who tells them the family has gone to stay at Uncle John Joad's home nearby. Graves tells them that the banks have evicted all the farmers, but he refuses to leave the area.","","",""
Johnny Apollo,1940,94,Drama,6.9,Henry Hathaway,Philip Dunne,Tyrone Power,Marc Lawrence,Edward Arnold,Lloyd Nolan,"\"After his stockbroker father \"\"Pop\"\" Cain is sent to prison for embezzlement of funds",Bob Cain,Jr.,after having a falling out with his father
The Long Voyage Home,1940,105,Drama,6.9,John Ford,Eugene O'Neill,Wilfrid Lawson,Joe Sawyer,Ian Hunter,John Wayne,"\"The film tells the story of the crew aboard a British tramp steamer named the SS Glencairn on the long voyage home from the West Indies to Baltimore and then to England. The crew is a motley, fun-loving, hard-drinking lot. Among them is their consensus leader, a middle-aged Irishman named Driscoll (\"\"Drisk\"\") (Thomas Mitchell)",a young Swedish ex-farmer Ole Olsen (John Wayne),a spiteful steward nicknamed Cocky (Barry Fitzgerald),a brooding Lord Jim-like Englishman Smitty (Ian Hunter)
Man from Montana,1941,59,Drama,7.0,Ray Taylor,Bennett Cohen,Kenneth Brown,Johnny Mack Brown,James Blaine,Billy Lenhart,"\"As described in a film magazine, Warren Summers (Peil) and his wife (Lamb) along with their pretty relative Meta Cooper (Rich) go to the town of Green Water to purchase the Bumble Bee mine, which is owned by Duke Fairley (Hart) and Dad Petzel (Berrell). While Duke is out of town Dad sells the mine, receiving worthless stock for it. Duke then heads east to find the swindlers and to see Meta again. Meanwhile, Dad and the boys work an abandoned mine called \"\"The Worm\"\" and strike it rich. Unable to get in touch with Duke",they head east to give him the good news. They end up at the New York docks where they are shanghaied. Duke accompanies Meta across the state line so that she can deliver some stocks for Summers,and Duke is then arrested for taking a girl out of state. Returning to New York,Duke marries Meta which angers Summers and his gang. They kidnap Meta and tell Duke to meet them at a certain hour on the docks and bring a large sum of money to exchange for Meta. Duke goes to the docks but is shanghaied and put on the same boat as Dad and the boys. When they recover
'Neath Brooklyn Bridge,1942,61,Comedy,5.9,Wallace Fox,Harvey Gates,Leo Gorcey,Bobby Jordan,Marc Lawrence,Dave O'Brien,"This time around, the East Side Kids, a gang of well-meaning young rough-necks in New York, get pulled into a murder mystery. They manage to rescue a young girl by the name of Sylvia from her violent stepfather Morley's abuse. Soon after this the stepfather is killed by a gangster called McGaffey for interfering with his racketeering operation by stealing his money.","","",""
The Gay Sisters,1942,110,Drama,6.6,Irving Rapper,Lenore J. Coffee,George Brent,Donald Crisp,Donald Woods,Gene Lockhart,"Sisters Fiona (Barbara Stanwyck), Evelyn (Geraldine Fitzgerald), and Susanna Gaylord (Nancy Coleman) are orphaned when first their mother goes down with the Lusitania and then their wealthy father, Major Penn Gaylord, is killed in France in World War I. Before Penn left for France, he told Fiona, the eldest, that the Gaylords have never sold the land they have acquired.","","",""
Flesh and Fantasy,1943,94,Drama,6.9,Julien Duvivier,Ellis St. Joseph,Edward G. Robinson,Charles Winninger,Charles Boyer,Thomas Mitchell,"First segment The setting is New Orleans. Plain and embittered Henrietta (Betty Field) secretly loves law student Michael (Robert Cummings). On Mardi Gras night, a mysterious stranger (Edgar Barrier) gives her a white mask of beauty that she must return at midnight. At a party, Michael falls in love with Henrietta but has yet to see her face under the mask. Henrietta encourages Michael to follow a better life although it may mean losing him forever. Henrietta removes the mask at midnight discovering she is now beautiful and that her old, selfish attitude was really the cause of her ugliness.","","",""
For Whom the Bell Tolls,1943,170,Drama,6.8,Sam Wood,Dudley Nichols,Vladimir Sokoloff,Mikhail Rasumny,Akim Tamiroff,Fortunio Bonanova,"During the Spanish Civil War, an American language teacher, Robert Jordan (Gary Cooper), who lived in Spain during the pre-war period, fights in the International Brigades against Francisco Franco's forces. An experienced dynamiter, Jordan is ordered to travel behind enemy lines and destroy a critical bridge with the aid of a band of local anti-fascist guerrillas. The bridge must be blown up to prevent enemy troops from traveling across it to respond to an upcoming offensive against the fascists.","","",""
A Guy Named Joe,1943,120,Drama,6.9,Victor Fleming,Chandler Sprague,Van Johnson,Henry O'Neill,Don DeFore,James Gleason,"\"Pete Sandidge (Spencer Tracy) is the reckless pilot of a North American B-25 Mitchell bomber flying out of England during World War II.  He is in love with Women Airforce Service Pilot Dorinda Durston (Irene Dunne), a civilian pilot ferrying aircraft across the Atlantic.  \"\"Nails\"\" Kilpatrick (James Gleason)",Pete's commanding officer,"first transfers Pete and his crew to a base in Scotland and then offers him a transfer back to America to be a flying instructor. Dorinda has a feeling that Pete's \"\"number is up\"\" and begs him to accept. Pete agrees",but goes out on one last mission with his best friend Al Yackey (Ward Bond) to check out a German aircraft carrier. Wounded after an attack by an enemy fighter
Keep 'Em Slugging,1943,66,Comedy,6.2,Christy Cabanne,Brenda Weisberg,Norman Abbott,Samuel S. Hinds,Bobby Jordan,Shemp Howard,"\"Teenage gang leader Tommy Banning is preparing for the Summer vacation by telling his members about the importance of doing their share to help out during the war. The best way to do this, according to Tommy's advice, is to end the gang activities and instead take legitimate useful jobs. But this seems to be a greater task than they could imagine, since most gang members have criminal records for juvenile delinquency, and they fail getting regular jobs. When Tommy's sister Sheila asks her boss, Frank Moulton, at the Carruthers' department store where she works, he agrees to hire Tommy only if she goes on a date with him. Sheila has a boyfriend and won't do that, but her boyfriend Jerry Brady instead gets Tommy the job at the department store. Upon starting his new job, Tommy is smitten by a slaes girl, Suzanne Booker, and they go on a movie date together. At the cinema, some of Tommy's gang, Albert \"\"Pig\"\" Gum",String and Ape,turn up and ruin the date. Soon enough Pig,String and Ape all have jobs
Revenge of the Zombies,1943,61,Drama,4.7,Steve Sekely,Edmond Kelso,Mauritz Hugo,Barry Macollum,Mantan Moreland,Robert Lowery,"After the death of Max's (John Carradine) wife Lila (Veda Ann Borg), he holds a funeral for her. However, he has also turned her into a zombie. He is amazed when Lila show signs of free will and challenges him for control. In the excitement Dr. Keating (Barry Macollum) goes missing after entering a tomb which should not have been entered.","","",""
The Mummy's Ghost,1944,61,Horror,5.6,Reginald Le Borg,Griffin Jay,George Zucco,Frank Reicher,Emmett Vogan,Harry Shannon,"\"In Egypt, Yousef Bey (John Carradine) journeys to a remote temple in answer to a summons from Andoheb, High Priest of Arkham (George Zucco). Andoheb has called him to undertake a mission for the priesthood, but first refreshes his memory on the story of Kharis (Lon Chaney Jr.).3000 years ago, Kharis and the Princess Ananka were involved in a forbidden love affair. The princess died and because of her sin, her soul was cursed forever. Kharis was buried alive along with her. 30 years prior to the present time, an expedition located and entered the tomb of Ananka. They fought and escaped from the guardian of the tomb-the living Mummy of Kharis. The archaeologists brought Ananka's body back to the Scripps Museum in the United States. However, the priests of Arkham sent Kharis to seek vengeance against the defilers of the tomb. Every person from the expedition that entered the tomb died at the Mummy's hands. Kharis was believed to be destroyed in a fire at the residence of Stephen Banning (Dick Foran), leader of the expedition.The same story is being told to a group of skeptical college students in Mapleton Massachusetts. Professor Norman (Frank Reicher) expands on the story, explaining how Kharis was kept alive by the fluid of the leaves of the Tana bush, a plant that has long been extinct. In fact, Professor Norman himself was entrusted with a quantity of the tana leaves that investigators found in order to conduct scientific research.After the lecture ends, one of the students, Tom Hervey (Robert Lowery), meets up with his girlfriend Amina Mansori (Ramsay Ames), a beautiful woman of Egyptian descent. Amina has been researching Egyptian history, which has brought on a strange, clouded feeling in her mind.Back in Egypt, Andoheb informs Yousef Bey that Kharis still lives and that Yousef's mission is to retrieve Kharis and the body of Ananka and return them to their rightful resting place in Egypt. Yousef Bey then pledges his devotion:\"\"I swear by the mighty power of Amon-Ra",whose anger can shatter the world and by the dread horror of Set,"that I shall never forsake my trust as a Priest of Arkham. Nor shall I rest until the Princess Ananka and Kharis are safe once more in the Hills of Arkham.\"\"Andoheb explains that each night during the cycle of the full moon",Yousef Bey is to brew the fluid from 9 tana leaves and that wherever Kharis is
Strangers in the Night,1944,56,Drama,6.3,Anthony Mann,Philip MacDonald,William Terry,Audley Anderson,Jimmie Lucas,Charles Sullivan,"Sgt. Johnny Meadows is seriously wounded in battle in the South Pacific during World War Two. While recuperating, he takes comfort reading a book donated to the Red Cross by Rosemary Blake, who has written her name and address in the book. He corresponds with her, and as pen pals they fall in love. Eventually, on leave and back in the States, he heads for Rosemary’s home. While taking the train to get there, he meets a pretty woman reading the same book, and for a moment thinks he has met Rosemary. But the lovely woman is Dr. Leslie Ross, coincidentally heading for the same town where Rosemary lives, to take over a practice being left by another doctor. They start a friendly conversation, but then there is a derailment of several cars ahead of them, and the doctor treats those who are wounded, while Johnny assists where he can. More help arrives and, both exhausted, they share a cab-ride into the town they were both headed for.","","",""
Doll Face,1945,80,Comedy,5.8,Lewis Seiler,Gypsy Rose Lee,Reed Hadley,Stephen Dunne,Perry Como,Stanley Prager,"\"\"\"Doll Face\"\" Carroll is an entertainer looking to expand her reportoire. After a failed audition",where she is recognized as a burlesque performer from the Gaiety Theatre,"her manager and fiancé Mike Hannegan suggest she writes an autobiography to project a more literate image and he hires Frederick Manly Gerard as a ghostwriter. Doll Face agrees on the condition she is allowed to dedicate the book to Mike with \"\"For the love of Mike\"\".",""
