title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Bright Eyes,1934,85,Comedy,7.2,David Butler,William M. Conselman,Theodore von Eltz,James Dunn,Charles Sellon,Walter Johnson,"\"5 year-old Shirley Blake (Shirley Temple) and her mother, Mary (Lois Wilson), a maid, live in the home of her employers, the rich and mean-spirited Smythe family, Anita (Dorothy Christy), J. Wellington (Theodore von Eltz), and Joy (Jane Withers). Shirley's aviator father died in an airplane crash before the film opens, and she now spends most of her time at the Glendale, California airport with her godfather, bachelor pilot James \"\"Loop\"\" Merritt (James Dunn)",and his dog,Rags. After Christmas morning she hitches a ride to the airport. The aviators bring her aboard a ship and taxi her around the runways,where she serenades them with her rendition of On the Good Ship Lollipop
Murder on the Blackboard,1934,71,Comedy,6.7,George Archainbaud,Willis Goldbeck,Bruce Cabot,Jackie Searl,Edgar Kennedy,Tully Marshall,"Miss Withers (Edna May Oliver) discovers the dead body of her colleague, music teacher Louise Halloran (Barbara Fritchie), in a schoolroom. She summons her old friend, Inspector Oscar Piper (James Gleason), but by the time he arrives, the corpse has disappeared. Having watched the only entrance (other than a fire exit with an alarm), Miss Withers knows the killer must still be inside. When the police search the building, Detective Donahue (Edgar Kennedy) is knocked out in the basement. Meanwhile, Miss Withers notices various clues, including a tune on the blackboard in Halloran's classroom. The body is found being burned in the basement furnace. Then, the fire alarm goes off; the murderer has escaped.","","",""
Charlie Chan in Shanghai,1935,71,Drama,6.9,James Tinling,Edward T. Lowe Jr.,Keye Luke,Neil Fitzgerald,Warner Oland,Halliwell Hobbes,"Charlie Chan arrives in Shanghai at the behest of the U.S. government to help stop an opium smuggling ring. He receives a warning aboard ship not to stop in Shanghai. He is met by his Number One Son, Lee Chan, as well as Philip Nash and his fianceé, Diana Woodland. Charlie is the guest of honor at a banquet held that evening, hosted by Sir Stanley Woodland (David Torrence in an uncredited role). When Sir Stanley opens a box to give a handwritten scroll to Charlie, he is shot and killed by a gun inside the booby-trapped box. Charlie meets with Colonel Watkins, the commissioner of police, and agrees to investigate the crime. The next day, American FBI man James Andrews arrives in Shanghai, accompanied by his valet, Forrest (Gladden James in an uncredited role). That night, an assassin shoots what seems to be a sleeping Charlie Chan in bed. But Charlie, suspecting another attempt on his life, rigged a dummy and escaped death.","","",""
Mark of the Vampire,1935,60,Horror,6.2,Tod Browning,Guy Endore,Bela Lugosi,Ivan F. Simpson,Lionel Atwill,Donald Meek,"\"Sir Karell Borotyn [Holmes Herbert] has been murdered just two weeks before the wedding of daughter Irena [Elizabeth Allan] to fiance Fedor Vincenti [Henry Wadsworth]. Sir Karell's body was found with two marks on his neck and drained of blood. The superstitious villagers suspect vampirism and finger the town vampires Count Mora [Bela Lugosi] and his daughter Luna [Carroll Borland], but Police Inspector Neumann [Lionel Atwill] can't buy that. After months of investigation, however, Sir Karell's death is declared 'cause unknown', Irena goes to live in the house of guardian Baron Otto von Zinden [Jean Hersholt], and the wedding plans continue as before.One morning, Fedor stumbles in with two marks on his neck, complaining that he fell and hit his head outside of the now-deserted Borotyn castle where Mora and his daughter are supposedly living. Irena is attacked one evening by Mora's daughter, and Neumann calls in vampire expert Professor Zellen [Lionel Barrymore]. When Sir Karell's signature is found on a lease signed after his death and when Irena claims to have heard her father's voice, Neumann and Otto dig up Sir Karell's coffin and find it empty. Shortly thereafter, the maid and butler see Mora in the house and the Professor sees Mora and Sir Karell walking together in the garden, so Neumann and Otto go snooping at the castle. There, they find Mora, his daughter and Sir Karell. That night, Mora's daughter again attacks Irena. Determined to find and destroy the vampires, Neumann, Otto, and the Professor go to the castle, but Mora's daughter leads Irena there, too. Fedor follows and almost destroys the plan.The plan: The Professor (actually Chief Inspector of Prague Police) hypnotizes Otto into re-enacting Sir Karell's murder. It turns out that Otto drugged Sir Karell and murdered him because he wanted Irena for himself. Mora, his daughter Luna, and \"\"Sir Karell\"\" turn out to be actors from Luna's Bat Woman Theatre","hired by the police to ferret out Otto. [Original synopsis by bj_kuehl.]\"","cult, murder",train
The Gorgeous Hussy,1936,103,Drama,5.6,Clarence Brown,Ainsworth Morgan,Louis Calhern,Melvyn Douglas,James Stewart,Robert Taylor,"\"In 1823 Washington D.C., Major O'Neal (Gene Lockhart) and his daughter Margaret \"\"Peggy\"\" O'Neal (Joan Crawford) run an inn that is frequented by politicians. Peggy is outspoken for a woman of her time",and when Tennessee senator Andrew Jackson (Lionel Barrymore) visits,"she affectionately refers to him as \"\"Uncle Andy.\"\"",""
Reefer Madness,1936,66,Comedy,3.7,Louis J. Gasnier,Lawrence Meade,Joseph Forte,Warren McCollum,Dave O'Brien,Harry Harvey Jr.,"Parents are lectured about the dangers of their children using marijuana with a cautionary tale of what happened to once-innocent kids became addicted to the drug: their mind alterations lead to a car accident, a shooting, and an innocent boy being brought to trial.--------------------------------------------------Synopsis written by KrystelClaire:A long written essay against marijuana.Newspaper reels and first pages telling of how the police is tackling the issue of the marijuana war. In one of them, there is an advertisement telling parents to attend Alfred Carroll (Josef Forte)'s lecture at the School-Parents Association in Truman high school auditorium. He mentions that marijuana was grown in a tenement court in New York.Cut to Mae (Thelma White) who is woken up rudely by Pete Daley (Richard Alexander) who wants to lure kids into criminality. Three friends separate. Ralph (Dave O'Brien) points to some attractive young women. The girl Ralph wants most is Jimmy Harper (Warren McCullom)'s sister. Bill (Kenneth Craig) thinks she's interested as well. They go to a jazz place, where Mae sits uncomfortably as she knows that the real objective is to lure kids into drugs. The audience can see Ralph smoking like crazy in a separate room. The say goodbye to Joe (Lester Dorr), the bartender.Mary (Dorothy Short) takes Jimmy home, where Mrs Lane (Mary MacLaren) is happy to see them performing Shakespeare in a ridiculous way. When they kiss, she intervenes. Jimmy says goodbye and falls into a fountain garden. Junior (Bob Burns) laughs about Jimmy having a girlfriend.Ralph and Jimmy go partying. Mae distributes marijuana cigarettes - her husband is delighted that he already has a new kid in the bag: Jimmy. Mary encourages Jimmy to smoke. Ralphs laughs like a maniac: he knows he's succeeded. He goes to see Jack (Carleton Young), who thinks that kids are the best prey - now we would consider young adults, he doesn't mean children. Jimmy drives while high on dope. He scares Jack with his reckless driving and runs over a man.When Jimmy arrives home, it's dinner time. He is shocked, and tired, and his sister notices, but not his mother. Mr Wayne (Edward Earle) thinks that there marijuana is not as dangerous as other drugs, in spite of Mr Carroll's insistence.Jimmy's grades are much worse. Dr Carroll tries to make him confide on him, but Jimmy says that he's worried about a home problem, and just leaves. Mary doesn't play tennis. Jimmy dances at Mae's while he's high. Jimmy makes love to a girl while Ralph laughs like a maniac.The police questions Jimmy's sister if she used her car on the 29th. Mary lies to protect him. Joe gives Mary the address where Jimmy is. Mary sits to wait for Jimmy, and Mae's husband offers her a marijuana cigarette, which she smokes without realising it's not tobacco she's using. Mary starts laughing for no reason. Mary rejects Pete Daley), but Jimmy, completely doped, at first believes that they are making love. When he intervenes, there is a fight between Ralph and Jimmy. In the ensuing fight, the gun which Ralph uses goes off and kills Mary. Ralph dusts the gun off and puts it into Jimmy's hand, who's still doped. When they wake him up, they make him believe that he killed Mary.Jack prepares an alibi for himself. Carroll declares in front to the judge and jury that he's seen Jimmy very much changed, and that marijuana was to blame. The Judge (Edward LeSaint) presides. The jurors (Marin Sais, Phil Dunham) stare at the declarations in shock. Blanche (Lillian Milles) feels sorry for Jimmy, but Jack tells her to shut up.The prosecuting attorney (William Royle) blames marijuana as the cause of the murder. Jimmy is in shock. One of the jurors thinks that Jimmy may have been insane, but the foreman (Frank O'Connor) makes a case for all the opposite: they want to hang Jimmy Harper as soon as possible, even seeing a hanging rope noose in the lightbulb cord. Henry Harper (Edmund Mortimer) isn't able to console his wife.Bill wants to see Jack: he's having strong withdrawal symptoms. He chain smokes. Bill kills Jack. While Mae screams, but Bill's girlfriend laughs like a maniac.The police arrests all the gang. Blanche says that Jimmy didn't kill anybody. It was Jack, and she stayed silent.Instead of going to jail, Blanche commits suicide jumping from a window. The Judge declares Jimmy to be non-guilty. The Harpers hug Jimmy. Ralph is delirious because of marijuana.BACK TO DR CARROLL'S SPEECHHe says that anybody's children may be the next open. He points to the camera (and the audience).The end","murder, cult, violence, flashback, insanity, melodrama",val,imdb
Topper,1937,97,Comedy,7.2,Norman Z. McLeod,Jack Jevne,Roland Young,Theodore von Eltz,Cary Grant,Alan Mowbray,"\"** CONTAINS SPOILERSSophisticated, fun-loving couple, GEORGE and MARION KERBY, drive to New York for the annual board meeting of the bank at which George is a stock-holder. Arriving the night before, George and Marion - always up to a good time - go out on the town, dancing and frolicking the night away. As dawn arrives, they pull up to the bank, catching a snooze in the car's front seat, startling the PASSERSBY...another wild night for the carefree, happy Kerbys!Meanwhile, COSMO TOPPER, the bank's chairman, begins another regimented day, plucked from the shower by his efficient, sarcastic butler, WILKINS, who guides Topper through his morning routine, announcing the time at intervals. Topper goes down to breakfast, joining wife CLARA, who monitors her husband's life closely, draining it of all spontaneity. A good sport thus far, Topper tolerates her meddlesome plans with a bemused sense of husbandly duty.The board meeting goes off as scheduled, even though George Kerby arrives in the nick of time, having awoken in the car at the last minute. Bored Marion shows up in Topper's office later, gently teasing Topper, who's clearly smitten with her bold, prankish style, even though he's too restrained to admit it.Later, as George and Marion race home from the meeting, George loses control of the car, and they crash. Crawling out of the rubble, George and Marion realize they are transparent...they're becoming spirits! But George wonders why there are no \"\"trumpets","\"\" no formal prelude into heaven",and it's Marion who suspects that they might be expected to perform good deeds as a way of earning entrance through the pearly gates. Suddenly,George and Marion watch themselves as they vanish entirely
True Confession,1937,85,Comedy,6.6,Wesley Ruggles,Claude Binyon,John Barrymore,Lynne Overman,Edgar Kennedy,Irving Bacon,"\"Helen Bartlett (Carole Lombard) is the wife of the honest lawyer Ken (Fred MacMurray). She is a \"\"writer\"\" but cannot think of anything to write and instead lives in her fantasy world of telling lies. When she discovers that they are broke",she attempts to get Ken to take a case of a man who stole hams. Ken,who is scrupulously honest and will not defend a client who is guilty,finds out that the man really did steal the hams
Bulldog Drummond's Peril,1938,66,Action,5.8,James P. Hogan,Stuart Palmer,Reginald Denny,John Howard,Michael Brooke,Halliwell Hobbes,"\"The intended wedding of Captain Hugh \"\"Bulldog\"\" Drummond (John Howard) to Phyllis Clavering (Heather Angel) at her villa in Switzerland is stopped short (once again) when someone murders the Swiss policeman who is guarding their wedding presents. The killer makes off with their prize possession",a synthetic diamond,made by a secret process by Professor Bernard Goodman (Halliwell Hobbes),the father of their good friend Gwen Longworth (Nydia Westman). A guest
The Human Beast,1938,100,Drama,7.5,Jean Renoir,Émile Zola,Fernand Ledoux,Julien Carette,Gérard Landry,Jean Gabin,"\"Lantier, the \"\"human beast\"\" of the title",has a hereditary madness and has several times in his life wanted to murder women. At the beginning of the story he is an engine driver,"in control of his engine \"\"La Lison\"\". His relationship with \"\"La Lison\"\" is almost sexual and provides some degree of control over his mania.",""
Five Came Back,1939,75,Drama,7.1,John Farrow,Jerome Cady,Allen Jenkins,Kent Taylor,Patric Knowles,Chester Morris,"\"The film opens as Alice Melbourne and Judson Ellis arrive at a California Municipal Airport by taxi. Alighting from the cab they tip the driver generously, bribing him to not say anything to anyone about them. Alice and Judson check the departure sign for The Silver Queen, heading for Panama City, Panama, and seem excited and anxious.Also waiting for the same flight is Peggy Nolan, to whom a delivery of expensive flowers is made with a card thanking her for some favor. Peggy disdainfully tosses the card in the trash and gives the flowers to a woman selling cheap gardenias.Soon after, the flight gets ready to leave and we are introduced to Professor and Mrs. Spengler, an elderly couple, and Joe, the flight's co-pilot, who is immediately attracted to Alice. Mrs. Spengler is a domineering woman, but her husband seems content to be bossed around like a child.As they wait on the tarmac near the 'plane a car drives up and a well dressed man emerges with a young boy and another man. The boy is Tommy and he is being sent away with \"\"Uncle\"\" Pete until his father -- a mobster -- can follow later.As the passengers board",Bill,the pilot,receives word that they will be transporting an anarchist back to Panama
The Private Lives of Elizabeth and Essex,1939,106,Drama,7.0,Michael Curtiz,Norman Reilly Raine,Errol Flynn,Henry Stephenson,Donald Crisp,Alan Hale,"The Earl of Essex (Errol Flynn) returns in triumph to London after having dealt the Spanish a crushing naval defeat at Cadiz. In London, an aging Queen Elizabeth (Bette Davis) awaits him with love, but also with fear, because of his popularity with the commoners and his consuming ambition. His envious rivals include Sir Robert Cecil (Henry Daniell), Lord Burghley (Henry Stephenson), and Sir Walter Raleigh (Vincent Price). His only friend at court is Francis Bacon (Donald Crisp).","","",""
The Count of Monte Cristo,1942,165,Drama,6.8,Chano Urueta,Alexandre Dumas,Julio Villarreal,Rafael Baledón,Carlos López Moctezuma,Arturo de Córdova,=== Summary ===,"","",""
All Through the Night,1942,107,Action,7.1,Vincent Sherman,Leonard Spigelgass,William Demarest,Phil Silvers,Conrad Veidt,Peter Lorre,"\"Alfred \"\"Gloves\"\" Donahue (Humphrey Bogart)",a big-shot Broadway gambler,is alerted by his mother,'Ma' Donahue (Jane Darwell)
Bambi,1942,69,Drama,7.3,James Algar,Felix Salten,Tim Davis,Tim Davis,Tim Davis,Tim Davis,"1. A miracle in the woodsIn the depth of the forest, dawn was breaking. Trees grew so thickly here, that the morning first rays of sunlight could hardly break trough. The air was still and blue with mist. The faint, silvery sound of a distant waterfall was the only noise to be heard.A few drowsy birds were just beginning to greet the new day as a huge old owl swooped silently towards the hollow tree where he made his home. The world was waking up all around him. A little wood-mouse slipped out of her nest to wash her face in a dewdrop. Three baby sparrows cheeped shrilly as their mother brought them their first meal of the day: A cluster of berries. And with every second, the pale sunbeams grew brighter.The young rabbit Thumper, who was always the first of his family to arise, was waking up slowly, yawning and scratching as he did every morning.","","",""
The Mummy's Tomb,1942,61,Drama,5.5,Harold Young,Griffin Jay,George Zucco,Cliff Clark,John Hubbard,Wallace Ford,"The Mummy's Tomb picks up the story thirty years after the conclusion of the previous film. It begins with Steve Banning (Dick Foran) reciting the story of Kharis to his family and evening guests in his Mapleton, Massachusetts home. Footage from The Mummy's Hand appears as Banning tells his tale. As he concludes his tale of the successful destruction of the creature, the scene switches back to the tombs of Egypt.","","",""
"Now, Voyager",1942,117,Drama,7.9,Irving Rapper,Casey Robinson,Paul Henreid,Claude Rains,Franklin Pangborn,John Loder,"Drab Charlotte Vale (Bette Davis) is an unattractive, overweight, repressed spinster whose life is brutally dominated by her tyrannical mother (Gladys Cooper), an aristocratic Boston dowager whose verbal and emotional abuse of her daughter has contributed to the woman's complete lack of self-confidence. It is revealed that Mrs. Vale had already brought up three sons, and Charlotte was an unwanted child born to her late in life. Fearing that Charlotte is on the verge of a nervous breakdown, her sister-in-law Lisa (Ilka Chase) introduces her to psychiatrist Dr. Jaquith (Claude Rains), who recommends that she spend time in his sanitarium.","","",""
The Silver Bullet,1942,58,Drama,5.9,Joseph H. Lewis,Elizabeth Beecher,LeRoy Mason,Rex Lease,Johnny Mack Brown,Slim Whitaker,"Jane Coslaw (Follows), the narrator of the film, is the oldest sister in a dysfunctional family of four. Her narration starts in the Spring of 1976 and centers on her strained relationship with her younger, paraplegic brother Marty (Haim) and their parents Nan and Bob. Their rocky relationship changes after a series of murders in their small rural town of Tarker's Mills, Maine.","","",""
Above Suspicion,1943,90,Drama,6.5,Richard Thorpe,Keith Winter,Conrad Veidt,Richard Ainley,Felix Bressart,Reginald Owen,"\"In the spring of 1939 in England, Oxford University Professor Richard Myles (Fred MacMurray) and his new bride Frances (Joan Crawford) decide to honeymoon on the continent. Because they are American tourists and therefore \"\"above suspicion","\"\" they find themselves commissioned by the British secret service to find an apparently missing scientist who has developed a countermeasure against a new Nazi secret weapon",a magnetic sea mine. Without knowing his name,what he looks like
Happy Land,1943,73,Drama,6.7,Irving Pichel,Kathryn Scola,Minor Watson,Harry Morgan,Harry Carey,Dickie Moore,Act I,"","",""
The Life and Death of Colonel Blimp,1943,163,Drama,8.0,Michael Powell,Michael Powell,Neville Mapp,Anton Walbrook,Vincent Holman,James McKechnie,"\"Major-General Clive Wynne-Candy (Roger Livesey) is a senior commander in the Home Guard during the Second World War. Before a training exercise, he is \"\"captured\"\" in a Turkish bath by soldiers led by Lieutenant \"\"Spud\"\" Wilson","who has struck pre-emptively. He ignores Candy's outraged protests that \"\"War starts at midnight!\"\" They scuffle and fall into a bathing pool.","",""
So Proudly We Hail!,1943,126,Drama,7.4,Mark Sandrich,Allan Scott,Sonny Tufts,George Reeves,Ted Hecht,John Litel,"In 1942, an Army plane brings eight nurses from the Philippines to Australia. They are the only female survivors from the hard-hit Army base in Corregidor,and are put aboard a ship to the US. Their leader, Lt. Janet 'Davy' Davidson (Claudette Colbert), does not speak, and the doctor on board asks the nurses to tell their story so he can try to help her.In 1941, these peacetime army nurses were traveling to Hawaii for their assignment. After Pearl Harbor they are diverted to meet a convoy of ships. When one ship is torpedoed, they pick up survivors. Cold Lt. Olivia D'Arcy (Veronica Lake) is added to the nurse group, but is downright hostile. Finally she divulges that her fiancé died at Pearl Harbor, she tried and failed to kill herself, and now she just wants the Japanese dead.Lt. Joan O'Doul (Paulette Goddard) begins a flirtation with Kansas (Sonny Tufts) but refuses to get too involved. Lt. John Summers (George Reeves) and Davy keep running into each other aboard ship, clicking in a more understated way.The nurses are assigned to a hospital in Bataan, under overworked head nurse Capt. 'Ma' McGregor (Mary Servoss). When Davy finds out that Olivia was assigned to care for the Japanese prisoners, she rushes there, but finds that Olivia could not bring herself to harm them.Due to the approach of the enemy, the camp is evacuated. At the last moment Joan rushes back to get her beloved black nightgown, delaying the nurses departure and killing their escorts. The Japanese are so close that escape seems impossible, so Olivia grabs a grenade and steps grimly toward them. When she pulls the pin, sacrificing her life and killing the enemy, the nurses are able to escape.Their next hospital is little more than beds in a jungle, caring for thousands of wounded men. Malaria and dysentery are rampant and supplies are scarce. Everyone is stunned when they learn that General Douglas MacArthur has left the island and that the supply convoy was sunk.After moving to another base, Davy realizes that Joan has been overworking to try to compensate for the loss of Olivia. The Japanese bombard the hospital, killing and wounding many. Orders are received to evacuate Bataan, and everyone crowds the roads heading for the harbor at Marivèles. Everything that floats is used to escape to the island of Corregidor.In the tunnels of Corregidor, constant air raids and no supplies increase the pressure on the nurses. Desperation for supplies finally forces the assembly of a small group of men who will try to reach Mindanao. John is one of the volunteers, but he and Davy decide to marry before he goes. After his departure, secret orders are given to evacuate the nurses simply to prevent them being captured: it is obvious that Corregidor will be lost. Davy does not want to leave because she fears for John. Word comes that the volunteer mission failed, and Davy goes into speechless shock.The nurses finish telling the whole story to the doctor. He locates a letter from John, written during his mission and given to someone before pressing on. It includes the deed to his farm in American. At the time of writing he was safe, and hopes to meet her there after the war. However, he also states that even if he doesn't survive, the effort of fighting the war is worth his sacrifice, for the freedom of the United States. Hearing his words, Davy is roused from her catatonia and speaks. She lifts her face and smiles.",flashback,train,imdb
And Then There Were None,1945,97,Drama,7.4,René Clair,Agatha Christie,Roland Young,Louis Hayward,Mischa Auer,C. Aubrey Smith,"\"Ten people are gathered for a long weekend on an island off the coast of Devon, England. They are the guests of the mysterious Mr. and Mrs. U.N. Owen, whom none of the ten has ever actually met. During dinner, they notice the centerpiece of ten china Indian figurines, and they compare it to the nursery rhyme counting down from ten to none. After dinner, a recording suddenly blares through the room, accusing them each of the death of another person or persons. Judge Quincannon is accused of sentencing to death an innocent man named Edward Seton. Dr. Armstrong is accused of operating on a woman while drunk and causing her death. Lombard, an adventurer, is accused of allowing a group of native people to be massacred in Africa. Vera Claythorne is accused of the death of her sister's fiance. Nikki Starloff is accused of running over two people with his car. General Mandrake is accused of sending his wife's lover to be killed in the war. Miss Emily Brent is accused of causing the death of a young man by driving him to suicide. The Rogerses are accused of helping the old lady they took care of to die a little sooner than she should have so that they would inherit her money. The voice promises them justice. After this recording, the startled guests compare notes and discover they've been lured to the island under somewhat false pretenses, and they further discover that they are totally cut off from the mainland until the weekend is over. Prince Nikita Starloff suddenly chokes on his drink and dies. Nobody likes to suggest murder, but he doesn't seem the type to suddenly commit suicide. The hysterical Mrs. Rogers is given a sedative by Dr. Armstrong and her husband and the doctor get her to bed. But in the morning she is found dead. The eight remaining people make the connection from the two deaths to the nursery rhyme: \"\"Ten little Indian boys went out to dine; One choked his little self and then there were nine. Nine little Indian boys sat up very late; One overslept himself and then there were eight.\"\" They search the island for \"\"Mr. Owen.\"\" They find they are alone",and they figure one of their number is a murderer. They begin to compare stories and admit their levels of guilt. The next to die is the General,who is found dead of a knife wound down by the seashore (Eight little Indian boys traveling in Devon; One said he'd stay there and then there were seven). Each time one of the people is murdered,they find another statue gone from the centerpiece. They think Rogers is the most likely candidate for the murderer
A Tree Grows in Brooklyn,1945,129,Drama,8.0,Elia Kazan,Tess Slesinger,Lloyd Nolan,James Dunn,B.S. Pully,John Alexander,"The film covers several months in the life of the Nolans, an Irish American family living in the Williamsburg neighborhood of Brooklyn in 1912. The film is much shorter than the book, which covers the time from before Francie is born until after she turns 16. The film focuses on the time when Francie is around 13 years old.","","",""
Dark Alibi,1946,61,Drama,6.5,Phil Karlson,George Callahan,Benson Fong,John Eldredge,George Holmes,Mantan Moreland,"Thomas Harley, an ex-convict who served time in prison eight years ago, is wrongfully arrested for a bank robbery he didn't commit. The police have found fingerprints on the crime scene, incriminating Harley, even though he was present at the Carey Theatrical Warehouse at the time of the crime.","","",""
It's a Wonderful Life,1946,130,Drama,8.6,Frank Capra,Frances Goodrich,Frank Faylen,Henry Travers,James Stewart,Thomas Mitchell,"\"This movie is about a divine intervention by a guardian angel, to help a man in distress. It opens with a a fanciful depiction of angels in heaven discussing a problem that has come up. They are receiving prayers from mortals, like \"\"Please",God,"something's the matter with Daddy\"\". George Bailey (James Stewart) is about to kill himself",and they need to send an angel down to Earth to stop him. They select Clarence (Henry Travers)
Fear in the Night,1946,72,Drama,6.4,Maxwell Shane,Cornell Woolrich,Charles Victor,Robert Emmett Keane,Jeff York,DeForest Kelley,"Bank teller Vince Grayson (DeForest Kelley) dreams that he stabs a man in an octagonal room of mirrors and locks the body in a closet. When he wakes up, he discovers marks on his throat, a strange key and a button in his pocket, and blood on his cuff. Cliff Herlihy (Paul Kelly), his police officer brother-in-law, tries to convince him it was just a dream.","","",""
Abbott and Costello Meet Frankenstein,1948,83,Comedy,7.3,Charles Barton,Robert Lees,Bela Lugosi,Glenn Strange,Frank Ferguson,Charles Bradstreet,"\"Lawrence Talbot (Lon Chaney Jr.) makes an urgent phone call from London to a Florida railway station where Chick Young (Bud Abbott) and Wilbur Grey (Lou Costello) work as baggage clerks. Talbot tries to impart to Wilbur the danger of a shipment due to arrive for \"\"McDougal's House Of Horrors\"\"",a local wax museum. The crates purportedly contain the remains of Count Dracula (Béla Lugosi) and the Frankenstein Monster (Glenn Strange). However,before Wilbur can understand,a full moon rises and Talbot transforms into a werewolf. He proceeds to destroy his hotel room while Wilbur is on the line. Wilbur thinks the call is a prank and hangs up. Meanwhile
