title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Juarez,1939,125,Drama,6.9,William Dieterle,John Huston,Henry O'Neill,Claude Rains,Donald Crisp,Joseph Calleia,"The film focuses on the conflict between Maximilian I (Brian Aherne), a European political dupe who is installed as the puppet ruler of Mexico by the French Napoleon III (Claude Rains), and Benito Juárez (Paul Muni), the country's president.","","",""
Flash Gordon Conquers the Universe,1940,195,Action,6.6,Ford Beebe,Alex Raymond,Tom Chatterton,Frank Shannon,John Hamilton,Lee Powell,"\"A deadly plague is ravaging the Earth, known as the Purple Death because of a purple spot left on victims' foreheads. Flash Gordon and Dr. Zarkov learn that Ming the Merciless is behind the plague, when they spot one of his spaceships spreading the \"\"Death Dust\"\" in the Earth's atmosphere.","","",""
The Son of Monte Cristo,1940,102,Drama,6.2,Rowland V. Lee,George Bruce,Georges Renavent,Lionel Royce,George Sanders,Clayton Moore,"In 1865 the proletarian General Gurko Lanen (George Sanders ) becomes the behind-the-scenes dictator of the Grand Duchy of Lichtenburg located in the Balkans. Gurko suppresses the clergy and the free press and imprisons the Prime Minister Baron Von Neuhoff (Montagu Love). The rightful ruler of the Grand Duchy, the Grand Duchess Zona (Joan Bennett), hopes to get aid from Napoleon III of France and makes her escape pursued by a troop of Hussars loyal to Gurko. While on a hunting trip, the visiting Count of Monte Cristo (Louis Hayward), rescues her. The Count escorts the Grand Duchess Zona to a neutral country, but Gurko's Hussars violate international neutrality to return the Grand Duchess and her lady-in-waiting back to Lichtenburg.","","",""
Come Live with Me,1941,86,Comedy,7.0,Clarence Brown,Patterson McNutt,Edward Ashley,James Stewart,King Baggot,Ian Hunter,"Johnny Jones (Lamarr), a native of Vienna, Austria who escaped after its annexation by Nazi Germany, is having an affair with the married Barton Kendrick (Ian Hunter), a publisher. One night an officer from the Department of Immigration finds her and tells her that she will be deported because her temporary passport expired three months ago. The investigator tells her that if she can be married within a week, she can stay.","","",""
49th Parallel,1941,123,Drama,7.3,Michael Powell,Emeric Pressburger,Laurence Olivier,Basil Appleby,John Chandos,Richard George,"\"U-37, the first German submarine to reach Canada, sinks a merchant ship in the Gulf of St. Lawrence, then runs for cover in Hudson Bay. Captain Bernsdorff sends men ashore to capture a trading post - just before U-37 is destroyed by an RCAF bomber. Lieutenant Ernst Hirth, eager but inexperienced leader of the shore party, (comprising his resentful deputy Lieutenant Kuhnecke and the sailors Vogel, Kranz, Lohrmann and Jahner), follows his orders regardless. In the trading post, the Factor is updating French-Canadian trapper Johnnie Barras (just back from eleven months in the wild) on the outbreak of war when Hirth and his men burst in, injuring the Eskimo servant, Nick. After an edgy night, a radio ham from Grand Rapids, Michigan, calls up for his regular chess game with the Factor and Johnnie shouts an alarm into the microphone. Jahner shoots him, and he later dies. Knowing that a seaplane will come to the post to investigate, the Nazis plan to hijack it and fly to the neutral U.S.A. They take the plane (with much loss of life), but Jahner is shot by an Eskimo marksman as it takes off. Kuhnecke misjudges the plane's fuel reserves and dies when it crashes into a lake, still well north of the 49th parallel. The four survivors come upon a Hutterite community of émigré Germans, led by Peter. The gentle Vogel befriends the fifteen-year-old Anna and, impressed by the community's spirit, volunteers to bake its bread. Hirth takes the Hutterites for secret Nazi sympathisers and openly appeals for their help at a general meeting, where Peter angrily refuses him. While Hirth, Kranz and Lohrmann prepare to move on, Peter persuades Vogel to stay on as the baker. But Hirth returns and summarily executes him for desertion. The three Nazis reach Winnipeg, and learn that the Mounties are on their trail. They set off for Vancouver, intending to take a Japanese boat to Russia. Mounties suspect their presence at the Indian Day celebrations in Banff, and Kranz is arrested when he panics and reveals his identity. Hirth and Lohrmann proceed on foot across the Rockies and stumble into the camp of Philip Armstrong Scott, an English aesthete and academic researching the history and culture of the Blackfoot Sioux. They respond to his hospitality by burning his paintings, books and research notes and tying him up, but he breaks free and captures Lohrmann. The wounded Hirth hops the freight car of a train heading for the U.S. border and overpowers fellow stowaway Andy Brock, an AWOL Canadian soldier. The train halts at Niagara Falls and Hirth identifies himself to the U.S. customs officers, demanding to be taken to the German embassy. But Brock persuades them to classify himself and Hirth as \"\"improperly manifested freight\"\" and to return his carriage to Canada. Now disarmed","Hirth is no match for Brock's fists...\"",murder,train
The Ghost Train,1941,85,Comedy,6.2,Walter Forde,Arnold Ridley,Arthur Askey,Herbert Lomas,Richard Murdoch,Stuart Latham,"A young boy, Takeshi, is told by a mysterious woman that he will die after picking up a ticket inside a red bag. While boarding the subway train home, he is pulled outside of the train, which briefly stops when the conductor is distracted by a figure outside. The next day, Takeshi's classmate, Noriko Kimura, finds the ticket and shows it to her sister, Nana, experiencing a vision of a baby and her mother in the process. Noriko spots Takeshi while waiting for the train and tries to follow him, but ends up missing too. Nana decides to take action and contacts the train conductor, Shunichi Kuga. From the name written on the ticket, Yaeko Aonuma, she learns that the ticket has been returned to the lost-and-found multiple times and the people who did so have all died. The victims all have two distinguishing features: black marks covering their face and black eyes. Nana visits Takeshi's apartment, but flees when she sees that Takeshi has returned, but is naked, pale, has dark marks on his face and dark eyes, with his mother repeatedly babbling that he is no longer Takeshi.","","",""
Here Comes Mr. Jordan,1941,94,Comedy,7.5,Alexander Hall,Sidney Buchman,Halliwell Hobbes,Claude Rains,Robert Montgomery,John Emery,"\"On 11th May 1941, Boxer and amateur pilot Joe Pendleton (Robert Montgomery), affectionately known as \"\"the Flying Pug\"\"",flies his small aircraft to his next fight in New York City,"but crashes when a control cable severs. His soul is \"\"rescued\"\" by 7013 (Edward Everett Horton)",an officious angel who assumed that Joe could not have survived. Joe's manager
Lady for a Night,1942,87,Drama,6.0,Leigh Jason,Isabel Dawn,Ray Middleton,Leonid Kinskey,John Wayne,Montagu Love,"Social climber Jenny Blake owns of the casino steam boat Memphis Belle, together with the influential Jack Morgan. Most of the customers are from the upper layers of the city's social life, but they have little respect for Jenny and her - in their opinion - vulgar occupation. Jack is secretly in love with Jenny. To show her what it really is she aspires for he arranges for her to be queen of the high society ball at the Mardi Gras festivities. Her crowning angers many of the established members of society and she is mocked in public. However, she doesn't give up her dream.","","",""
Man Hunt,1941,105,Drama,7.2,Fritz Lang,Geoffrey Household,Roger Imhof,George Sanders,Walter Pidgeon,Frederick Worlock,"On July 29, 1939, renowned British big game hunter Captain Alan Thorndike (Walter Pidgeon) slips through the forest undetected near the Berghof, Adolf Hitler's residence near Berchtesgaden. Getting the dictator in his telescopic sight, he pulls the trigger on his unloaded rifle and gives a wave. He ponders a moment, then loads a live round, but is discovered at the last second by a guard, and the shot goes wild.","","",""
Sergeant York,1941,134,Drama,7.7,Howard Hawks,Abem Finkel,Noah Beery Jr.,George Tobias,Dickie Moore,Walter Brennan,"\"It's 1916 near Pall Mall, at Three Forks of the Wolf, in Tennessee. At the local church, Pastor Rosier Pile (Walter Brennan) is delivering his sermon. There's a disturbance outside. Alvin C. York (Gary Cooper), Ike Botkin (Ward Bond), and Buck Lipscomb (Noah Beery Jr.) are riding their horses, whooping and hollering, and shooting. They were drunk. York shoots his initials into a nearby tree.Next day, there's a sign on a building that says, \"\"Rosier Pile","General Merchandise.\"\" It's Pastor Pile's business. Inside",a traveling salesman is attempting to interest Pile in buying some hats and bloomers. The pastor says the women around there would not be interested.One man at the store has a copy of the Tennessean Dispatch newspaper,but the men aren't interested in the headline
Army Surgeon,1942,63,Drama,5.7,A. Edward Sutherland,John Twist,Eddie Acuff,Jack Briggs,Kent Taylor,Cliff Clark,Doctor Elizabeth Ainsley (Jane Wyatt) learns about an opening and lies about her occupation to be reassigned to a French army hospital to work alongside Capt. James 'Jim' Mason (James Ellison).,"","",""
I Married a Witch,1942,77,Comedy,7.1,René Clair,Robert Pirosh,Robert Benchley,Robert Greig,Cecil Kellaway,Robert Warwick,"Two witches in colonial Salem, Jennifer (Veronica Lake) and her father Daniel (Cecil Kellaway), are burned at the stake after being denounced by Puritan Jonathan Wooley (Fredric March) and their ashes buried beneath a tree to imprison their evil spirits. In revenge, Jennifer curses Wooley and all his male descendants, dooming them always to marry the wrong woman.","","",""
Random Harvest,1942,126,Drama,7.9,Mervyn LeRoy,Claudine West,Henry Travers,Philip Dorn,Rhys Williams,Bramwell Fletcher,"\"\"\"John Smith\"\" (Ronald Colman) is a British officer who was gassed and became shell shocked in the trenches during the First World War. He is confined to an asylum as an unidentified inmate because he has lost his memory and has trouble speaking. When the war ends",jubilation erupts in the nearby town of Melbridge and the gatekeepers abandon their posts to join the celebration. With no one to stop him,Smith simply wanders off.,""
Woman of the Year,1942,114,Comedy,7.1,George Stevens,Ring Lardner Jr.,Minor Watson,Dan Tobin,William Tannen,Spencer Tracy,"Tess Harding (Katharine Hepburn) and Sam Craig (Spencer Tracy) are journalists for the fictional New York Chronicle, with two drastically different backgrounds and worlds. Tess is an educated, well-travelled political affairs columnist who speaks several languages fluently. Sam is a knowledgeable and informed sports writer. Their difficulties are presented as stemming from class and emotional differences as well as from those of gender.","","",""
Titanic,1943,85,Action,6.2,Herbert Selpin,Harald Bratt,Ernst Fritz Fürbringer,Karl Schönböck,Franz Schafheitlin,Otto Wernicke,"In 1996, treasure hunter Brock Lovett and his team aboard the research vessel Akademik Mstislav Keldysh search the wreck of RMS Titanic for a necklace with a rare diamond, the Heart of the Ocean. They recover a safe containing a drawing of a young woman wearing only the necklace dated April 14, 1912, the day the ship struck the iceberg. Rose Dawson Calvert, the woman in the drawing, is brought aboard Keldysh and tells Lovett of her experiences aboard Titanic.","","",""
Bathing Beauty,1944,101,Comedy,6.4,George Sidney,Kenneth Earl,Xavier Cugat and His Orchestra,Red Skelton,Carlos Ramírez,Basil Rathbone,"In Los Angeles, popular songwriter Steve Elliott (Red Skelton) prepares to marry Caroline Brooks (Esther Williams), who has pledged to give up her job as a college swimming instructor once she has wed. Likewise, Steve plans to quit his songwriting career, even though New York producer George Adams (Basil Rathbone) has already hired him to write new songs for a water ballet show.","","",""
I'll Be Seeing You,1944,85,Drama,7.1,William Dieterle,Marion Parsonnet,Fred Aldrich,Tom Tully,Joseph Cotten,Kenny Bowers,"Social outcasts Mary Marshall (Ginger Rogers) and Sgt. Zachary Morgan (Joseph Cotten) meet while seated across from each other on a train bound for Pinehill. Zach, a victim of shell shock and, therefore, a prisoner of his own mind, has just been granted a ten-day leave from a military hospital to try to readjust to daily life. Mary, convicted for Involuntary Manslaughter, has just been given a special eight-day furlough from prison to spend the Christmas holiday with her aunt and uncle in Pinehill. Each harbors his own secret. Mary lies to Zach that she is a traveling saleslady on her way to spend the holidays with her family, while Zach tells Mary that he is going to visit his sister in Pinehill. After the train pulls into the station, the two exchange names. Mary then goes to the Marshall home, where she is reunited with her Uncle Henry (Tom Tully), Aunt Sarah (Spring Byington) and cousin Barbara (Shirley Temple).","","",""
The House on 92nd Street,1945,88,Drama,6.6,Henry Hathaway,Barré Lyndon,Harro Meller,Lloyd Nolan,Leo G. Carroll,William Eythe,"In 1939, American standout university student Bill Dietrich (William Eythe) is approached by Nazi recruiters due to his German heritage. He feigns interest, then notifies the FBI. FBI agent George Briggs (Lloyd Nolan) tells him to play along.","","",""
The Seventh Veil,1945,94,Drama,6.7,Compton Bennett,Muriel Box,Herbert Lom,James Mason,Ernest Davies,Albert Lieven,"\"Francesca Cunningham (Ann Todd) is a suicidal mental patient under the care of Dr. Larsen (Herbert Lom). Under hypnosis, Larsen leads her to describe her life events that brought her to attempt suicide. The film largely consists of a series of flashbacks in which Francesca talks about her life, removing successive \"\"veils\"\" to recover memories.","","",""
The Yearling,1946,128,Drama,7.2,Clarence Brown,Paul Osborn,Chill Wills,Henry Travers,Donn Gift,Forrest Tucker,"\"Young Jody Baxter lives with his parents, Ora and Ezra \"\"Penny\"\" Baxter",in the animal-filled central Florida backwoods in the 1870s. His parents had six other children prior to Jody,but they died in infancy which makes it difficult for Ma Baxter to bond with him. Jody loves the outdoors and loves his family. He has wanted a pet for as long as he can remember,yet his mother
Bury Me Dead,1947,68,Drama,5.8,Bernard Vorhaus,Dwight V. Babcock,Cliff Clark,John Dehner,Milton Parsons,Mark Daniels,"When the remains of a woman's body are found after a fire consumes a barn on the estate of wealthy Barbara Carlin (June Lockhart), it is assumed to be her, especially since she was wearing Barbara's diamond necklace. However, after the funeral, Barbara secretly contacts Michael Dunn (Hugh Beaumont), the family lawyer. He advises her to notify the police immediately, but she suspects someone is trying to murder her and wants to investigate first.","","",""
