title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Destry Rides Again,1939,95,Comedy,7.6,George Marshall,Felix Jackson,Billy Gilbert,Allen Jenkins,Charles Winninger,James Stewart,"Destry rides again! Thomas Jefferson Destry, Jr. (Jimmy Stewart) is the deputy sheriff without a gun. He believes the law and public opinion is the answer to outlaws and gunfights. Bottleneck is a lawless town run by bad guys and gunslingers. Kent (Brian Donlevy), a host of gunslingers, the corrupt Judge Slade (Samuel S. Hinds), crooked gamblers and dishonest saloon gal Frenchy (Marlene Dietrich) were cheating, stealing, and forcing farmers to sell them their land against their will in order to have control of all the land when the railroad comes through the territory. The outlaws kill the old sheriff because he is wise to their game. In order to keep law and order out of Bottleneck, Judge Slade appoints the town drunk and apparently incompetent Washington Dimsdale (Charles Winninger) to be the new sheriff. Charles sobers up and is shocked by the news, but steps up to the challenge. Before he was a drunk he had been deputy for Sheriff Tom Destry Sr., who was the roughest, toughest sheriff of all time. Destry Sr. used his fists and his guns to clean up the lawless town, and was Sheriff there until gutless outlaws shot him in the back. Sheriff Dimsdale wires for the younger Destry, the most crack-shot Sheriff of Bottleneck since Destry, Sr. The towns villains hear about Destrys reputation and decide to meet his stagecoach in Bottleneck, and give him a not-quite-warm welcome. When the stage arrives, to everyones surprise, Destry is carrying a birdcage and parasol because he is helping a female passenger - a sweet Bottleneck girl he fancies - debark from the stage. The entire town roars with laughter at the sight of the new deputy who appears to fall short of the lawman ideal. The new sheriff is agreeable and unconcerned about the mocking. Later, he goes to the saloon and attends unarmed: I dont believe in guns, he tells the astounded locals. This prompts more ridiculing from the outlaws. Destry then meets Frenchy, who has a cat fight with a Russians wife who has come to claim her husbands pants after Frenchy won them in a fixed poker game earlier. Destry stops the fight, pouring a bucket of water on Frenchy. Naturally, this enrages the theatrical lady, but her scrap with the new sheriff sparks a romantic interest between Destry and Frenchy. Destry then makes the Russian a deputy; Bottlenecks new triumvirate then decide to trick the outlaws to find out who killed the previous sheriff and why. They make an arrest. The outlaws and people of Bottleneck soon learn that there is more to their laughable deputy sheriff than friendly talk, especially after his friend Dimsdale gets shot in the back while guarding the new prisoner. It is revealed that Frenchy was implicit in Dimsdales death, and she deliberately distracted Destry whilst Dimsdale is murdered and the imprisoned outlaw is freed. Destry straps on his guns and goes looking for those responsible. A large brawl erupts, and Frenchy changes her allegiances once more, catching a bullet for the otherwise doomed deputy. Destry, as formidable as his father, vanquishes the outlaws and cleans up Bottleneck. The Russian finally gets his pants, Destry falls in love with a girl from the stage, Bottleneck is saved, and Destry rides again!","cult, murder, violence",train,imdb
The Flying Deuces,1939,69,Comedy,6.7,A. Edward Sutherland,Ralph Spence,Stan Laurel,Oliver Hardy,Crane Whitley,James Finlayson,"\"While on holiday in Paris, Ollie falls so much in love with Georgette, the beautiful daughter of an innkeeper, he intends to marry her. Unfortunately, she turns down his marriage proposal because there is someone else, \"\"very much so\"\". (Unbeknownst to him at the moment",a Foreign Legion officer named Francois is her husband,and has returned briefly to see her.) Ollie is heartbroken to the point of committing suicide. Just as he about to jump into a river (with Stan joining him),Francois
On Borrowed Time,1939,99,Drama,7.7,Harold S. Bucquet,Alice D.G. Miller,Henry Travers,Nat Pendleton,Cedric Hardwicke,James Burke,"Brink (Sir Cedric Hardwicke) has recently taken Pud's (Bobs Watson) parents in an auto wreck. Brink later comes for Gramps (Lionel Barrymore). Believing Brink to be an ordinary stranger, the crotchety old Gramps orders Mr. Brink off the property. Pud comes out of the house and asks who the stranger was. Gramps is surprised and relieved that someone else could see the stranger; he was not merely a dream or apparition.","","",""
You Can't Get Away with Murder,1939,79,Drama,6.3,Lewis Seiler,Robert Buckner,Henry Travers,Joe Sawyer,Harvey Stephens,John Litel,"In New York's Hell's Kitchen, young Johnny Stone (Billy Halop) goes against the advice of his sister Madge (Gale Page) and hooks up with mobster Frank Wilson (Humphrey Bogart).","","",""
Before I Hang,1940,62,Horror,6.1,Nick Grinde,Robert Hardy Andrews,Edward Van Sloan,Don Beddoe,Boris Karloff,Ben Taggart,"Dr. John Garth (Boris Karloff) is on trial for murder after performing a mercy killing on an elderly friend. In the trial, he reveals that he had been researching a cure for aging, but had not had time to perfect it before his friend's pain became unbearable. Despite his pleas for mercy, the judge sentences him to be hanged in three weeks' time.","","",""
It All Came True,1940,97,Comedy,6.6,Lewis Seiler,Louis Bromfield,Charles Judels,John Litel,Jeffrey Lynn,Felix Bressart,"\"Aspiring songwriter Tommy Taylor (Jeffrey Lynn) pins his hopes on the promises of his employer, gambler and gangster \"\"Chips\"\" Maguire (Humphrey Bogart). However",Chips uses the gun he had registered under Tommy's name to kill Monks (Herb Vigran) when he betrays Chips to the police. It turns out Chips had Tommy carry the gun for just such a situation,to provide him with a fall guy. Needing a place to hide out,Chips blackmails Tommy into taking him to the boarding house owned by his mother
Sky Bandits,1940,62,Action,5.3,Ralph Staub,Edward Halperin,Joe De Stefani,James Newill,Dave O'Brien,Dwight Frye,"Sergeant Renfrew (James Newill) of the Royal Canadian Mounted Police and Constable Kelly (Dave O'Brien) fly in search of a missing aircraft flown by Buzz Murphy (Eddie Featherston). Murphy was carrying a shipment of gold from the Yukon Mine Company. Local radio announcer Uncle Dimwittie (Dewey Robinson), has bugged the mine office, and is secretly transmitting information about gold shipments, in the guise of reading children's stories on the air.","","",""
Young Bill Hickok,1940,59,Drama,5.7,Joseph Kane,Norton S. Parker,Hal Taliaferro,George 'Gabby' Hayes,Jack Ingram,Roy Rogers,"An agent of an unspecified foreign power (John Miljan) plots to take over California during the confusion of the American Civil War. He uses Morrell and his Overland Raiders to prevent news from reaching the east. The Raiders rustle the stagecoach and Pony Express horses from the various relay stations to cut all lines of communication to and from the east. Bill Hickok is sent out to one of the relay stations in hopes that he would be able to keep the ponies from the raiders. Calamity and Gabby, horse traders for the relay stations, ride up with their Indian helpers just as Bill finishes off the last few Raiders that had attacked his post. Bill has been severely hurt so Calamity and Gabby stick around for a while.","","",""
Sunset in Wyoming,1941,65,Drama,6.5,William Morgan,Joe Blair,Stanley Blystone,Smiley Burnette,George Cleveland,Robert Kent,"The Wentworth Lumber Company has been clearcutting trees on Mount Warner without considering the consequences. After one heavy rain, the ranchers in the valley suffer flood damage to their lands, the result of recent logging activities. The ranchers approach company manager Phipps (John Dilson) and camp foreman Bull Wilson (Stanley Blystone), urging them to plant new trees to prevent the dangerous runoff. Phipps and Wilson ignore the requests, and when confrontations with the ranchers turn violent, singing cowboy and rancher Gene Autry offers to appeal directly to the lumber company's president, Asa Wentworth (George Cleveland).","","",""
The Mad Monster,1942,77,Drama,3.5,Sam Newfield,Fred Myton,George Zucco,Johnny Downs,Glenn Strange,Reginald Barlow,"The story begins on a fog-bound moonlight night in a swamp; a wolf howls. The scene shifts to the nearby laboratory of Dr. Lorenzo Cameron (George Zucco), who draws blood from a caged wolf. Secured to a table is Dr. Cameron's simpleminded but strong gardener, Petro (Glenn Strange), who is to be the doctor's subject in an experiment. Cameron injects a serum made from a wolf's blood into the cooperative Petro, who loses consciousness, grows fur and fangs and awakens after he has turned into a wolfman.","","",""
The Raven,1943,92,Drama,7.8,Henri-Georges Clouzot,Louis Chavance,Bernard Lancret,Noël Roquevert,Pierre Larquey,Pierre Fresnay,"\"In a small French town identified as \"\"anywhere","\"\" anonymous poison pen letters are sent by somebody signing as Le Corbeau (the Raven). The letters start by accusing doctor Rémy Germain of having an affair with Laura Vorzet",the pretty young wife of the elderly psychiatrist Dr. Vorzet. Germain is also accused of practicing illegal abortions. Letters are then sent to virtually all the population of the town,but keep getting back at the initial victim
Northern Pursuit,1943,93,Drama,6.6,Raoul Walsh,Frank Gruber,Tom Tully,Errol Flynn,Helmut Dantine,Warren Douglas,"After a German U-boat drops off Nazi saboteurs, RCMP Corporal Wagner (Flynn) captures the leader, Colonel Hugo von Keller (Helmut Dantine), the only survivor after an avalanche wipes out the rest of the group. When left alone with the Canadian Mountie, von Keller discovers that Wagner speaks German and is of German ancestry, and tries to persuade his captor to help him. After being taken into custody, von Keller leads a jailbreak from a prisoner of war camp, enlisting other German soldiers in his escape. Wagner, seemingly under suspicion by the RCMP of being a Nazi sympathizer, asks to be discharged from the force and is contacted by Ernst Willis (Gene Lockhart), a real enemy agent, who hires him as a wilderness guide.","","",""
Brazil,1944,91,Comedy,6.0,Joseph Santley,Richard English,Robert Livingston,Frank Puglia,Veloz,Fortunio Bonanova,"The movie is set in a fictional urban world, ruled by a “Ministry of Information”. The only recognizable ideologies are consumerism and terrorism control, leading to the desire to possess complete information about every citizen and the installation of a massive bureaucracy. Sam Lowry is an intelligent, but unambitious, low-level government clerk who frequently daydreams of saving a damsel in distress. His mother Ida is very wealthy and well-connected and obsessed with plastic surgery. When a fly gets jammed in a printer and results in the accidental incarceration and death-during-torture of Archibald Buttle (instead of Archibald Tuttle), Sam is assigned the task of rectifying the error. Visiting Buttle's widow, Sam encounters her neighbour Jill Layton. He is astonished to see that, although her hair is dark and cropped instead of blonde and long, her clothes masculine, and her demeanor gruff and walled off, she is the woman from his dreams. Jill is trying to help Mrs. Buttle determine what happened to her husband, but her efforts are obstructed by an infuriating bureaucracy. Unknown to her, she is now considered a terrorist accomplice of Tuttle for attempting to report the mistake of Buttle's arrest to a government which would rather dispose of all evidence and witnesses than admit its error. Sam finds Jill, declaring his love for her, but a wary Jill tells him that no one touches her, and she has to repeatedly throw him off her big rig truck.","","",""
Home in Indiana,1944,106,Drama,6.5,Henry Hathaway,George Agnew Chamberlain,Arthur Aylesworth,Charles Dingle,Joseph E. Bernard,Walter Brennan,"Having just been sent away to live with his uncle and aunt in Indiana, teenager Sparke Thornton (Lon McCallister) has a penchant for trouble. At first, he is not satisfied with the arrangement, and continues to express his rebellious behavior. Already on his first day, he plans on running away, but crossing a harness racing track convinces him to stay in Indiana. The owner, Godaw Boole (Charles Dingle) welcomes Sparke, and introduces him to Char Bruce (Jeanne Crain), a tomboyish girl who loves to race horses. A servant (George Reed) informs him that his uncle Thunder Bolt (Walter Brennan) was once part of harness horse racing as a respected sulky driver.","","",""
Ministry of Fear,1944,86,Drama,7.1,Fritz Lang,Seton I. Miller,Alan Napier,Erskine Sanford,Frank Baker,Dan Duryea,"In wartime England during the Blitz, Stephen Neale (Ray Milland) is released from Lembridge Asylum. While waiting for a train to London, Neale visits a village fête hosted by the Mothers of Free Nations charity. He guesses the weight of a cake for a shilling, apparently failing to guess the cake's true weight, and is urged to go to the palm reader's tent to have his fortune told by Mrs. Bellane (Aminta Dyne), an older woman. He asks her to ignore the past and tell the future, which startles her. She cryptically tells him to take another guess at the weight of the cake at 4 pounds 15½ ounces. Neale does so and wins the prize, the cake itself. Then a young blond man hurries to see Mrs. Bellane. People try to persuade Neale to give the cake to the blond man, but Neale refuses, as his initial guess was closer to the cake's true weight than the blond man's guess, by a few ounces.","","",""
The Uninvited,1944,99,Horror,7.2,Lewis Allen,Dodie Smith,Alan Napier,Donald Crisp,David Clyde,Ray Milland,"\"Roderick Fitzgerald and his sister Pamela are enjoying the last day of their holiday on the Devonshire coast in the spring of 1937. Walking on the beach with their dog Bobby, they climb a cliff and wind up in the garden of a large uninhabited house. When Bobby spies a squirrel and chases it into the house through an open window, Roderick and Pam follow, intending to save the squirrel from their dog. But the squirrel more than holds its own and escapes up the chimney after nipping Rick's hand.Once the crisis is past Pam notices how lovely the inside of the house is and decides to explore. It reminds them both of their childhood home, and they become enamored of it immediately. Pam becomes excited at the prospect of actually buying the house, and has an answer for each argument that Rick comes up with including the fact that Rick, who writes reviews of music for a newspaper, would be able to compose his own music. They decide to see about the possibility of buying the house, after Pam exclaims that \"\"Important decisions must be made quickly.\"\"Discovering from a woman in the nearby village that the house",called Windward,is for sale,they go to call on the owner
Love Letters,1945,101,Drama,7.0,William Dieterle,Ayn Rand,Reginald Denny,Cecil Kellaway,Ernest Cossart,Joseph Cotten,"\"Alan Quinton (Joseph Cotten), an American soldier in Italy during World War II, has been writing letters for his friend, Roger Morland (Robert Sully), a man who admits he \"\"never had any standards","manners or taste.\"\" Alan has never met Victoria Remington","but regards her as a \"\"pin-up girl of the spirit","\"\" to whom he can express feelings he has never expressed in person. He realizes that Victoria has fallen in love with the letters and is concerned that she will be disappointed by the real Roger. However"
Deception,1946,115,Drama,7.0,Irving Rapper,John Collier,Russell Arms,Brandon Beach,Benson Fong,Paul Henreid,"Timid accountant Jonathan McQuarry (Ewan McGregor) is an auditor working in New York. One night while working late in a boardroom he meets a charismatic lawyer, Wyatt Bose (Hugh Jackman), who befriends him over a joint. After a long conversation, Jonathan takes the subway home where he has a brief encounter with a blonde woman (Michelle Williams) while waiting for the train. Upon returning home he notices a pipe in his bedroom is leaking and leaving a stain.","","",""
The Diary of a Chambermaid,1946,86,Drama,6.6,Jean Renoir,Burgess Meredith,Hurd Hatfield,Burgess Meredith,Reginald Owen,Egon Brecher,"In Normandy at the end of the 19th Century, a beautiful and ambitious young chambermaid named Célestine (Lea Seydoux) enters the service of her new employers, the Lanlaire family, which consists of a bitter wife and her perverted husband. Monsieur Lanlaire has a reputation for molesting and impregnating his chambermaids, while Madame Lanlaire is known for her domineering attitude over her servants and often fires her chambermaids. She also meets the other servants: Marianne, the overweight and homely cook and the mysterious, older Joseph (Vincent Lindon), the groom, who shares a mutual attraction with Célestine.","","",""
The Postman Always Rings Twice,1946,113,Drama,7.4,Tay Garnett,Harry Ruskin,Cecil Kellaway,Jeff York,Leon Ames,John Alban,"Frank Chambers (John Garfield) is a hobo who stops at a rural diner for a meal and ends up working there. The diner is operated by a beautiful young woman, Cora Smith (Lana Turner), and her much older husband, Nick (Cecil Kellaway).","","",""
Tomorrow Is Forever,1946,104,Drama,7.3,Irving Pichel,Gwen Bristow,Sonny Howe,John Wengraf,George Brent,Orson Welles,"At the end of World War I, on Armistice Day, Elizabeth MacDonald (Claudette Colbert) is waiting for her husband, John Andrew MacDonald (Orson Welles), to come home. However, she receives word of his death. Her boss, Lawrence Hamilton (George Brent), takes her home, where Elizabeth faints. He discovers she is pregnant with John's child. Already a little in love with her, Larry proposes to Elizabeth and she eventually agrees. They raise John Andrew Hamilton (Richard Long) as Larry's son, and have another son, Brian (Sonny Howe).However, John is not dead but severely injured and disfigured by an explosion. He refuses to reveal his name to the Viennese doctors, not wanting to be a burden to his wife or pitied. He agrees to experimental plastic surgery and re-establishes himself as a leading chemist, Erik Kessler. He remains friends with his surgeon, Dr. Ludwig (John Wengraf).Twenty years goes by. The Nazi's kill Dr. Ludwig and his wife, Erik adopts their daughter, Margaret (Natalie Wood) and flees to England. He obtains the chief chemist job at Larry's company and arrives back in Baltimore with Margaret in tow. On a visit, Erik discovers Elizabeth marriage to Larry; his son, Drew Hamilton, and their second son, Brian. But all is not quiet on the home front. Concerned about German aggression in Europe, Drew wants to join the Canadian RAF and fight the Nazis. Elizabeth refuses her consent, refusing to lose her son to another world war, even though Drew will turn 21 in a two months. Erik also disturbs her. She suspects he is John MacDonald, which he refuses to admit. He also brings an personal Nazi experience, undermining her objections to Drew joining the RAF.Drew decides to leave with his friends and join the RAF, anyway. He leaves a letter for this father (Larry) but does not tell his mother. In panic, Elizabeth calls the factory and asks to speak with Erik when she discovers Larry is in Washington, DC, on a business trip. Erik reads Drews' letter and hurries out into the rain storm, heading to the train station to stop Drew. He takes Drew home to his mother. Elizabeth tries one more time to get Erik to admit he is John MacDonald, but he tells her to forget the past, because it is beyond their reach to change. She should live for the future and her family. She finally accepts John's death and lets Erik go. Elizabeth helps Drew repack for a Canadian winter, letting him join the RAF with her consent. Erik goes home, but the cold, soaking rain and his already weakened health leads to his death. The next morning, Larry and Elizabeth arrives to thank Erik, but takes Margaret home with them upon hearing of his death.","melodrama, flashback",train,imdb
Hard Boiled Mahoney,1947,63,Comedy,6.2,William Beaudine,Cy Endfield,William 'Billy' Benedict,Byron Foulger,Leo Gorcey,Bobby Jordan,"Sach (Huntz Hall) just lost his job as an assistant to a private detective, but he wasn't paid. Slip (Leo Gorcey) goes with him down to the detective's office to demand payment, but finds the office empty. A woman enters the office and mistakes Slip for the detective and convinces him to take on a case to find her sister after offering a $50 retainer.","","",""
Take My Life,1947,79,Drama,6.9,Ronald Neame,Winston Graham,Marius Goring,Francis L. Sullivan,Dodd Mehan,Herbert C. Walton,"\"Nicholas \"\"Nicky\"\" Talbot attends the London debut of his wife",opera singer Philippa Shelley,at Covent Garden. After her successful performance,Nicky runs into former girlfriend Elizabeth Rusman backstage
That Lady in Ermine,1948,89,Comedy,5.8,Ernst Lubitsch,Samson Raphaelson,Cesar Romero,Lester Allen,Reginald Gardiner,Harry Davenport,"In 1861, Countess Angelina, ruler of Bergamo in southeastern Europe, marries Mario, a baron she has known since childhood. When the castle is threatened by Hungarian hussars led by Colonel Teglash on their wedding night, Mario flees.","","",""
The Treasure of the Sierra Madre,1948,126,Drama,8.2,John Huston,John Huston,Alfonso Bedoya,Margarito Luna,Manuel Dondé,Arturo Soto Rangel,"Three down-and-out Americans – Curtin, Dobbs, and Howard – meet by chance in the Mexican city of Tampico and discuss how to overcome their financial distress. They then set out to discover gold in the remote Sierra Madre mountains. Once in the desert, experienced old-timer Howard quickly proves to be the toughest and most knowledgeable; he is the one who discovers the gold they are seeking. A mine is dug and much gold is extracted, but Dobbs soon becomes greedy and begins to lose both his trust and his mind, lusting to possess the entire treasure. One day, another prospector named Lacaud follows Curtin from a nearby village back to the men's camp. Although the men do not initially trust Lacaud, they decide to allow him to stay and camp with them.","","",""
Undertow,1949,71,Drama,6.6,William Castle,Arthur T. Horman,John Russell,Rock Hudson,Charles Sherlock,Scott Brady,"Miguel (Cristian Mercado) is a young fisherman of Cabo Blanco, a small village in northern Peru with specific traditions regarding death. He is married to Mariela (Tatiana Astengo), who is pregnant with their first son, but he also has a secret affair with a male painter called Santiago (Manolo Cardona).","","",""
The Sleeping City,1950,86,Drama,6.7,George Sherman,Jo Eisinger,Richard Conte,Mickey Cochran,Alex Nicol,Richard Taber,"\"An intern is shot mysteriously on an East River pier adjoining Bellevue Hospital. The chief investigating detective views this as a difficult case, so with the cooperation of the Commissioner of Hospitals he assigns a detective who had been a medical corpsman, Fred Rowan of the Confidential Squad, to go undercover as intern \"\"Fred Gilbert.\"\"","","",""
Alice in Wonderland,1951,75,Comedy,7.3,Clyde Geronimi,Lewis Carroll,Bill Thompson,Bill Thompson,Richard Haydn,Ed Wynn,"\"On the bank of a tranquil river, Alice (Kathryn Beaumont) grows bored listening to her older sister read aloud from a history book about William I of England. Alice's sister scolds her, gently but firmly, for her lack of attention. At that moment, Alice dreams of living in a world of nonsense (\"\"A World of My Own\"\"",as she explains and sings to her little kitten Dinah). Just then,Alice sees a White Rabbit (Bill Thompson) wearing a waistcoat and carrying a large pocket watch. She and Dinah follow him into a rabbit hole,where Alice suddenly falls down into a deep well
