title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
My Man Godfrey,1936,94,Comedy,7.9,Gregory La Cava,Morrie Ryskind,Pat Flaherty,Mischa Auer,Robert Light,Alan Mowbray,"\"During the Great Depression, Godfrey \"\"Smith\"\" Parke (William Powell) is living alongside other men down on their luck at a New York City dump on the East River near the 59th Street Bridge. One night","spoiled socialite Cornelia Bullock (Gail Patrick) offers him five dollars to be her \"\"forgotten man\"\" for a scavenger hunt. Annoyed",he advances on her,causing her to retreat and fall on a pile of ashes. She leaves in a fury
Born to the West,1937,49,Drama,5.6,Charles Barton,Stuart Anthony,Syd Saylor,Johnny Mack Brown,James Craig,John Bose,"\"On the vast mountainous Montana vista, to the soft strains of a \"\"ride 'em\"\" chorus",horned cattle are quietly herded until raiders divert them. Hearing shots,"Dare (Wayne) \"\"This is no time to think\"\" in a tall white hat","and hungry dark-mustached wiry side-kick lightning-rod salesman Dink Hooley (an uncredited Syd Saylor) mis-call \"\"the winning side\"\""
Springtime in the Rockies,1937,60,Drama,5.6,Joseph Kane,Gilbert Wright,Al Bridge,Smiley Burnette,George Chesebro,Gene Autry,"During the thirty-fourth week of their hit Broadway show, dancer Vicky Lane (Betty Grable) awaits the arrival of her partner, Dan Christy (John Payne), but as usual, he is late. Vicky thinks that Dan is buying her an engagement ring and is infuriated to discover that he has been on a date with socialite Marilyn Crothers.","","",""
Daredevils of the Red Circle,1939,211,Action,7.1,John English,Barry Shipman,Miles Mander,C. Montague Shaw,Ben Taggart,Corbet Morris,"\"An escaped criminal, known as Harry Crowl, but preferring to be called by his prison number 39013 (pronounced Thirty Nine - Oh - Thirteen), seeks revenge on the man who sent him to prison, millionaire philanthropist Horace Granville. He kidnaps Granville, imprisoning him within his own house, and disguises himself to take Granville's place, as the frail old man in a clean room, necessary for his health. The only other person allowed past the glass barrier being his doctor. He then sets about methodically destroying everything Granville owns. When we enter the film, he has already destroyed a number of Granville properties, and has set his sights on the Granville Amusement Centre, at which a trio of acrobats is performing. The daredevils, Gene, Bert, and Tiny escape but Gene's kid brother is badly wounded in the blaze, and later dies of his injuries. Seeking revenge they take jobs as private investigators for the man they believe to be Horace Granville. Through a series of deadly traps, and with the help of a mysterious cloaked figure, known only as \"\"The Red Circle\"\"",the daredevils begin to unravel the truth.,"",""
"Goodbye, Mr. Chips",1939,114,Drama,7.9,Sam Wood,R.C. Sherriff,John Mills,Lyn Harding,Paul Henreid,Milton Rosmer,"\"In 1870, Mr. Charles Chipping (Robert Donat), an unsophisticated, very shy young man, starts a teaching career at Brookfield, an English boys school created in 1492. Chipping is a kindhearted man who takes pity on a homesick young boy he meets on his and the boy's first train ride to Brookfield. But his shyness, the new boy's sobbing response to his efforts cause the other boys in the compartment to think the new teacher has tormented the new boy. This sets the stage for the chaos that ensues in his first classroom meeting as a Brookfield teacher. Because the school's headmaster threatens Mr. Chippings with dismissal at his failure to control the boys, the new teacher goes too far in his discipline to the point that later in the year the school loses its traditional cricket rival match because he keeps his class, and the team's star, for extra work when the match is on.Mr. Chipping is now disliked by the boys and looked upon condescendingly by his fellow instructors. This hurts him because of his deep affection for teaching and the boys he works with. But his shyness keeps him from making changes in his life for many years even after he is greeted warmly by the grown man who was that frightened new boy on his first train ride to Brookfield. A change occurs when the headmaster passes over him (despite his seniority) for a post as the head of one of the \"\"houses\"\"",the dormitories the boys live in,when the current head retires at the end of the year. Because of these two events Mr. Chipping allows his one friend,Max Staefel (Paul Henreid)
Gunga Din,1939,117,Comedy,7.2,George Stevens,Joel Sayre,Victor McLaglen,Abner Biberman,Sam Jaffe,Robert Coote,"On the Northwest Frontier of India, circa 1880, contact has been lost with a British outpost at Tantrapur in the midst of a telegraph message. Colonel Weed (Montagu Love) dispatches a detachment of 25 British Indian Army troops to investigate, led by three sergeants of the Royal Engineers, MacChesney (Victor McLaglen), Cutter (Cary Grant), and Ballantine (Douglas Fairbanks, Jr.), long-time friends and veteran campaigners. Although they are a disciplinary headache for their colonel, they are the right men to send on a dangerous mission. Accompanying the detail are six Indian camp workers, including regimental bhisti (water carrier) Gunga Din (Jaffe), who longs to throw off his lowly status and become a soldier of the Queen.","","",""
Intermezzo,1939,70,Drama,6.6,Gregory Ratoff,George O'Neil,Cecil Kellaway,John Halliday,Douglas Scott,Leslie Howard,"\"Renowned violinist Holger Brandt (Leslie Howard) finishes the final concert of his tour to ardent applause. He informs the fervid New York audience that this was the last performance of his accompanist, friend and mentor, Thomas Stenborg (John Halliday), who will now retire from touring. Holger himself will embark upon another tour after a few months' rest. He is in search of a new accompanist.Holger and Thomas return to Stockholm, where they are fondly welcomed by their respective spouses. Holger's wife, Margit (Edna Best), has been bringing up their two children, Eric (Douglas Scott) and Ann-Marie (Ann E. Todd), on her own for the past few years. Eric is now a teenager, while Ann-Marie is six. Ann-Marie has become a gifted pianist in Holger's absence under the tutelage of Miss Anita Hoffman (Ingrid Bergman), a young musician of exceptional promise. Anita is Thomas's prized pupil and is studying towards the prestigious Jenny Lind scholarship offered by a music academy in Paris.Holger is at first uninterested in Anita. However, he is forced to notice her when she plays the piano brilliantly at Ann-Marie's birthday party. Holger joins her on his violin and is stunned by their electrifying synchrony. He offers her to be his accompanist on tour but she declines, citing her need to study for the scholarship.Holger and Anita gradually fall in love. Initially, Anita feels guilty about the affair and attempts to break off her relationship with Holger by leaving Stockholm. However, Holger confesses his true feelings about Anita to Margit. This results in a separation which leaves him free to commence the next tour with Anita as his accompanist.Holger and Anita perform together to immense acclaim. At the end of the tour, they go on vacation to a picturesque seaside town in France. Anita receives a letter from her former mentor, Thomas, informing her that she has won the Jenny Lind scholarship. However, she burns the letter rather than allow her career to stand in the way of her relationship with Holger. Holger is deeply in love with Anita but she notices that he occasionally longs for the family he has left behind. He befriends a little girl named Marianne (Maria Flynn), who reminds him of his daughter Ann-Marie.Thomas Stenborg visits the couple as their mutual friend. He informs Holger that Margit is seeking divorce and urges him to sign the papers immediately to enable both of them to move on. Holger is reluctant to take this final step to uproot himself from the past. Thomas also speaks to Anita separately. He expresses his disappointment that she is neglecting her promising career and asks if she truly believes that Holger can forget his family. Anita sadly realises that she and Holger cannot build a life together based on the unhappiness of others. She has been no more than an \"\"intermezzo\"\" in his life. She leaves the next day",presumably to Paris to accept her scholarship,leaving a letter to Holger that urges him to return home.Holger is devastated but is too proud to return to Stockholm now that Anita has left him. He finally decides to return for a day when he learns that Thomas has promised Ann-Marie that her father will return by spring. Knowing that Ann-Marie wants a camera,Holger buys a camera for her as a present and goes to visit her at school. Ann-Marie is so delighted to see her father across the street that she runs into the middle of the road and is hit by a cab. Holger rushes her home to Margit and sits awake in the drawing room overnight while the doctor and Margit tend to Ann-Marie in an upstairs room. He reconciles with his son
Son of Frankenstein,1939,99,Drama,7.1,Rowland V. Lee,Mary Shelley,Perry Ivins,Bela Lugosi,Donnie Dunagan,Boris Karloff,"\"The movie opens with the Universal Pictures globe and star logo and theme song; Title and credits follow. The scene opens with a view of the small village of Frankenstein and the castle high on a hill in the background. An \"\"Eingang Verboten\"\" sign warns all to stay away from the castle",but Ygor (Bela Lugosi) stares out from a second story window. The village council meets to discuss a matter regarding the Frankenstein heir. While Inspector Krogh (Lionel Atwill) looks on,the Burgomaster (Lawrence Grant) informs the assembled,"\"\"The old Baron Frankenstein gave me this chest of papers to deliver to his son"
Abe Lincoln in Illinois,1940,110,Drama,7.3,John Cromwell,Robert E. Sherwood,Howard Da Silva,Aldrich Bowker,Minor Watson,Alan Baxter,"Abe Lincoln (Raymond Massey) leaves home for the first time, having been hired along with two of his friends by Denton Offut (Harlan Briggs) to take a load of pigs by water to New Orleans. When the boat gets stuck at a dam at the settlement of New Salem, Abe first sees and loses his heart to Ann Rutledge (Mary Howard), the beautiful daughter of the local tavern keeper. Thus, when Denton later offers him a job at the store he has decided to set up in New Salem, Abe readily accepts.","","",""
The Philadelphia Story,1940,112,Comedy,7.9,George Cukor,Donald Ogden Stewart,John Howard,Roland Young,James Stewart,John Halliday,"\"Tracy Lord (Katharine Hepburn) is the elder daughter of a wealthy Philadelphia Main Line socialite family. She was married to C.K. Dexter Haven (Cary Grant), a yacht designer and member of her social set, but divorced him two years ago, because he did not measure up to the exacting standards she sets for all her friends and family: he drank too much for her taste, and as she became critical of him, he drank more. Now she is about to marry nouveau riche \"\"man of the people\"\" George Kittredge (John Howard).","","",""
Second Chorus,1940,84,Comedy,5.7,H.C. Potter,Frank Cavett,Charles Butterworth,Artie Shaw,Don Brodie,Burgess Meredith,"\"Danny O'Neill (Fred Astaire), and Hank Taylor (Burgess Meredith) are friends and rival trumpeters with \"\"O'Neill's Perennials","\"\" a college band. Both have managed to prolong their college careers by failing seven years in a row. At a performance",Ellen Miller (Paulette Goddard) catches Danny's and Hank's eyes. She serves them a notice for her boss,a debt collector
The Shop Around the Corner,1940,99,Comedy,8.0,Ernst Lubitsch,Samson Raphaelson,Frank Morgan,James Stewart,Edwin Maxwell,William Tracy,"Matuschek's, a gift store in Budapest, is the workplace of Alfred Kralik (James Stewart) and the newly hi Ed","","",""
Meet John Doe,1941,122,Comedy,7.6,Frank Capra,Richard Connell,Edward Arnold,James Gleason,Irving Bacon,Walter Brennan,"\"When reporter ANN MITCHELL is laid off by managing editor HENRY CONNELL because of streamlining, she begs to stay on since she's supporting her MOTHER and TWO SISTERS, but it's no use. Angry, she gathers up her belongings but then, as a parting shot, types up a fake letter from \"\"John Doe\"\" stating that he's so downtrodden by the unfairness of things that he intends jumping off the building on Christmas Eve.The paper prints the letter and it causes a sensation. Everyone relates to and wants to help John Doe. Connell",desperate to get hold of the original letter is shocked when Ann tells him there was no letter. Connell,angry,"is ready to print a retraction but Ann suggests that they hire a \"\"fake John Doe\"\" to embody the pathos of the letter. She gets her job back along with a lucrative fee and contract.Several desperate MEN line up claming to have written the letter"
Shadow of the Thin Man,1941,97,Drama,7.2,W.S. Van Dyke,Irving Brecher,Alan Baxter,Sam Levene,Henry O'Neill,Richard Hall,"In the fourth Thin Man movie, Nick, Nora and Asta picked up their detective hats again to help clear a friend of a murder charge.Nick was feeling lucky one day and took Nora to the races, but what was waiting for him was not winning - it was murder.A jockey was found shot dead in a shower stall, rumoured to be the result of not co-operating with Fred Macy and Link Stephens, racketeers known for fixing races and taking illegal bets. Later that day, Nick got a visit from old friends Major Sculley and Paul. Major Sculley was the deputy director of the racing committee and was investigating Macy and Stephens with Pauls help. Nick was invited to join the sleuthing, but he turned them down.The same night, Paul sneaked into Stephens office to look for a black notebook that records all of the bets and names of people who worked for them. Whitey Barrow, a fellow journalist who was on Stephens payroll found him, knocked him unconscious; only to get himself killed. No one saw who shot Barrow, but the night watchman saw Rainbow Benny left immediately after the shooting.Nick and Nora again found themselves in the wrong place at the wrong time. But seeing that Paul and his fiancée Molly (Stephens secretary) were accused of murder, they had to play detective to save Paul and Molly.Nick quickly solved the first murder with Asta's help. The jockey's death was an accident, the gun fell and the accidental shot killing him. Nick persuaded Lieutenant Abrams to let him release false reports, claiming that the jockey and Barrow were killed by the same person; thus forcing the murderer to act. The trick worked and Nick was able to narrow the suspects down to three: Rainbow Benny, whom the night watchman saw leaving the office right after the shooting. Claire Porter, Stephen's British socialite girlfriend, who was really an ex-con. And Fred Macy, whose alibi was fa.Nick went to Barrow's apartment to look for more clues and found both Claire Porter and her diamond bracelet. She confessed that Barrow was blackmailing her, threatening to expose her past to Stephens. She could no longer come up with the money he asked for, so she gave him the bracelet.Having raised enough reasonable doubts, Nick was able to get Paul and Molly released. As he and Nora took the newly released lovers out to dinner, they ran into Rainbow Benny; but he slipped away when a fight broke out in the restaurant.At Nick's request, Major Sculley used his influences and found out where Rainbow Benny lived. Wanting to use Benny as a co-operating witness for his case against Stephens, he joined Nick and Lieutenant Abrams as they rushed to Benny's apartment. They found Benny dead, strangled to death and then staged as suicide.By now Nick had a pretty good idea who the murder might be, but could not be sure. So he had Lieutenant Abrams gather all suspects in the police station, hoping that one of them will be careless enough to make a mistake. And someone did.It turned out that Rainbow Benny had been living in fear of his life and had just moved apartments the night he was killed. So whomever knew of his latest address, would be the murderer. With the door locked and a room full of police officers, Major Sculley was trapped.Seeing that there was no escape, Major Sculley grabbed Nicks gun, wanting to take everyone down with him. Nora jumped on him to protect Nick and was overpowered by Major Sculley. This gave the police a break to get in, and after a rugby-style struggle, a relieved Lieutenant Abrams had the gun in his hands. He then found out that it wasn't even loaded!Nick had been carrying empty guns for years, ever since Nicky Jr. was old enough to play with them............",murder,test,imdb
Alias Boston Blackie,1942,67,Comedy,6.4,Lew Landers,Paul Yawitz,Paul Fix,George McKay,Walter Sande,Chester Morris,"\"In the Christmas spirit, Boston Blackie (Chester Morris) decides to entertain the inmates at his old \"\"alma mater\"\" by bringing a variety show headed by clown Roggi McKay (George McKay). Roggi drops one of his showgirls",Eve Sanders (Adele Mara),as she has already visited her prisoner brother,Joe Trilby (Larry Parks)
The Big Street,1942,88,Drama,6.4,Irving Reis,Leonard Spigelgass,Sam Levene,George Cleveland,William T. Orr,Henry Fonda,"\"The film focuses on busboy Augustus Pinkerton II (Henry Fonda), known as \"\"Little Pinks","\"\" and his relationship with heartless singer Gloria Lyons (Lucille Ball)",who is crippled in a fall after her boyfriend,New York City nightclub owner Case Ables (Barton MacLane)
To Be or Not to Be,1942,99,Comedy,8.1,Ernst Lubitsch,Melchior Lengyel,Sig Ruman,Lionel Atwill,Tom Dugan,George Lynn,"\"Before the 1939 invasion of Poland by Nazi Germany, the stars of a theater company in Warsaw are the \"\"ham\"\" actor Josef Tura (Jack Benny) and his beautiful wife","Maria (Carole Lombard). As part of the company's rehearsal of \"\"Gestapo\"\"",a play satirizing the Nazis,one of the actors
Calling Dr. Death,1943,63,Horror,6.1,Reginald Le Borg,Edward Dein,J. Carrol Naish,Holmes Herbert,David Bruce,Alec Craig,"A respected neurologist, Dr. Mark Steele (Lon Chaney, Jr.) treats his patients successfully with hypnosis, but has troubles of his own from a marriage falling apart, that he cannot treat himself in the same way. His wife Maria (Ramsay Ames) is cheating on him on a regular basis, which is something Mark is well aware of. When Maria returns home one night in the early morning hours after a rendez-vous with her lover, Mark finally tells her that he has had enough and that he wants a divorce. Maria, who is leading a very comfortable life as a doctor's wife, refuses her consent to a divorce, and laughs at him as she does so. That night Mark has a dream about strangling his wife to death.","","",""
Immortal Sergeant,1943,91,Drama,6.6,John M. Stahl,Lamar Trotti,John Banner,Morton Lowry,Bramwell Fletcher,Allyn Joslyn,"In North Africa, experienced Sergeant Kelly (Thomas Mitchell) leads out a British patrol, accompanied by Corporal Colin Spence (Henry Fonda), an unassertive Canadian. When they are attacked by Italian airplanes, they manage to shoot one down, but it crashes on one of their vehicles, killing eight men. Later, Kelly leads the six survivors on an attack of an Italian armored car, but is seriously wounded. He orders Spence to leave him behind; when Spence refuses to obey, he shoots himself.","","",""
The Man in Grey,1943,90,Drama,6.5,Leslie Arliss,Margaret Kennedy,James Mason,Raymond Lovell,Antony Scott,Stewart Granger,"In 1943, a WREN (Phyllis Calvert) and an RAF pilot (Stewart Granger) meet at an auction of Rohan family heirlooms, now all being sold off after the last of the Rohan male line was killed at Dunkirk. After the RAF pilot inadvertently casts aspersions on the Rohan family, the WREN reveals that the last male Rohan was in fact her brother. The RAF man apologises, and reveals that his family are connected to the Rohans in a way, and so they arrange to meet for lunch and at the auction the following day.","","",""
Day of Wrath,1943,110,Drama,8.1,Carl Theodor Dreyer,Carl Theodor Dreyer,Preben Lerdorff Rye,Harald Holst,Thorkild Roose,Sigurd Berg,"In a Danish village in 1623, an old woman known as Herlof's Marte is accused of witchcraft. Anne, a young woman, is married to the aged local pastor, Absalon Pedersson, who is involved with the trials of witches, and they live in a house shared with his strict, domineering mother Meret. Meret does not approve of Anne, who is much younger than her husband, being about the same age as the son from his first marriage. Anne gives Herlof's Marte refuge, but Marte is soon discovered in the house, though she is presumed to have hidden herself there without assistance. Herlof's Marte knows that Anne's mother, already dead at the time of the events depicted, had been accused of witchcraft as well, and had been spared thanks to Absalon's intervention, who aimed at marrying young Anne. Anne is thus informed by Herlof's Marte of her mother's power over people's life and death and becomes intrigued in the matter.","","",""
Lifeboat,1944,97,Drama,7.6,Alfred Hitchcock,John Steinbeck,John Hodiak,Canada Lee,William Yetter Jr.,Walter Slezak,"Several British and American civilians, service members and merchant mariners are stuck in a lifeboat in the North Atlantic after their ship and a U-boat sink each other in combat. Willi (Walter Slezak), a German survivor, is pulled aboard and denies being the U-boat's captain. During an animated debate, engine room crewman Kovac (John Hodiak) demands the German be thrown out to drown. However, the others object, with radioman Stanley (Hume Cronyn), wealthy industrialist Rittenhouse (Henry Hull) and columnist Connie Porter (Tallulah Bankhead), who speaks German, succeeding in arguing that he be allowed to stay. Porter, initially alone in the boat, had managed to bring her luggage with her, and her primary concern at first is a run in her stocking. She is thrilled at having filmed the battle between the two vessels, but her movie camera is the first in a series of her possessions to be lost overboard in a succession of incidents.","","",""
The Return of the Vampire,1943,69,Drama,6.2,Lew Landers,Griffin Jay,Miles Mander,Matt Willis,Gilbert Emery,Bela Lugosi,"The film begins with Sir Fredrick Fleet (Miles Mander): The following events are taken from the notes of Professor Walter Saunders of King’s College, Oxford...","","",""
The Bullfighters,1945,61,Comedy,6.2,Malcolm St. Clair,Scott Darling,Stan Laurel,Stan Laurel,Rory Calhoun,Oliver Hardy,"\"Private detectives Stan Laurel and Oliver Hardy travel to Mexico City in pursuit of an infamous female larcenist named Hattie Blake (Carol Andrews), who is publicly known as ”Larceny Nell”. Meanwhile, an American sports promoter, Richard K. Muldoon (Ralph Sanford) meets with publicity man ”Hot Shot” Coleman (Richard Lane), and his assistant (Irving Gump) to discuss an upcoming bullfight featuring famed Spanish matador Don Sebastian. But when Muldoon sees pictures of the bullfighter he is enraged; Don Sebastian looks exactly like Laurel. Hot Shot is confused until Muldoon tells him the story: Eight years earlier, Laurel and Hardy both testified against Muldoon in a criminal case, and Muldoon was wrongfully convicted of the crime (the details of which were never specified) and granted a twenty-year jail sentence; However, after five years the true criminal confessed to the crime and Muldoon was subsequently released. But while in prison he had lost his wife and business and had to start all over in Mexico. He still holds a grudge against Stan and Ollie and vows revenge showing a large knife: \"\"Someday our paths will cross! And when they do",I'll skin them alive! First the little one,"then the big one! I'll skin them both alive!!\"\"",""
Blithe Spirit,1945,96,Comedy,7.0,David Lean,David Lean,Noël Coward,Johnnie Schofield,Hugh Wakefield,Rex Harrison,"Seeking background material for a mystery he is working on, novelist Charles Condomine invites eccentric medium Madame Arcati to his home in Lympne, Kent, to conduct a séance. As Charles, his wife Ruth and their guests, George and Violet Bradman barely restrain themselves from laughing, Madame Arcati performs peculiar rituals and finally goes into a trance. Charles then hears the voice of his dead first wife, Elvira. When he discovers that the others cannot hear her, he passes off his odd behaviour as a joke. When Arcati recovers, she is certain that something extraordinary has occurred, but everyone denies it.","","",""
