title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Ace of Aces,1933,76,Drama,6.3,J. Walter Ruben,John Monk Saunders,Richard Dix,Joe Sawyer,Ralph Bellamy,Ralph Bellamy,"\"When the United States enters World War I, Nancy Adams (Elizabeth Allen) becomes a Red Cross nurse, while her fiancé, Rex \"\"Rocky\"\" Thorne (Richard Dix)",registered as a conscientious objector,pursues his sculpting career. She mocks his pacifism and accuses him of cowardice. Thorne,in retaliation for her rejection and determined to prove his bravery
Shock,1934,70,Drama,5.8,Roy Pomeroy,Roy Pomeroy,Douglas Walton,Clyde Cook,Reginald Sharland,David Holt,"The film revolves around Vasanth (Prashanth), a stock analyst, and his wife Malini (Meena). The two are in search for a flat in Chennai. Vassanth finds the perfect place on the 12th floor of a high-rise apartment building. However, the apartment has a horrifying past. The previous occupant of the flat, a young woman Manju who had killed her child and jumped from the balcony and died. Malini learns about this incident shortly after moving in and becomes oddly fixated with the story. Then, a series of inexplicable experiences drive Malini to near madness.","","",""
Mutiny on the Bounty,1935,132,Drama,7.6,Frank Lloyd,Talbot Jennings,Charles Laughton,Henry Stephenson,Herbert Mundin,Donald Crisp,"One night in Portsmouth, England in 1787, a press gang breaks into a local tavern and presses all of the men drinking there into naval service. One of the men inquires as to what ship they will sail on, and the press gang leader informs him that it is the HMS Bounty. Upon inquiring as to who the captain is, another of the men is told the captain is William Bligh (Charles Laughton), and attempts to escape, as Bligh is a brutal tyrant who routinely administers harsh punishment to officers and crew alike who lack discipline, cause any infraction on board the ship, or in any manner defy his authority. The Bounty leaves England several days later on a two-year voyage over the Pacific Ocean. Fletcher Christian (Clark Gable), the ship's lieutenant, is a formidable yet compassionate man who disapproves of Bligh's treatment of the crew. Roger Byam (Franchot Tone) is an idealistic midshipman who is divided between his loyalty to Bligh, owing to his family's naval tradition, and his friendship with Christian.","","",""
Mystery of Edwin Drood,1935,87,Drama,6.4,Stuart Walker,Leopold Atlas,E.E. Clive,Claude Rains,Francis L. Sullivan,Douglass Montgomery,"The film begins with John Jasper, choirmaster of Cloisterham Cathedral, in an opium den, hallucinating about strangling his nephew, Edwin Drood, in full view of his fiancée, Rosa Bud. Edwin Drood later visits Cloisterham, initially to see Rosa, before going off to his uncle's house. His arrival at the Nuns' House, the boarding school where Rosa lives, is met with much excitement by the other occupants, while Rosa appears indifferent at best. It is soon apparent that theirs is an odd relationship and Rosa shows little passion for it, something Edwin communicates to his uncle after the visit. In the same scene, the attraction Jasper seems to have for Rosa, as indicated in his earlier hallucination, is buttressed by a drawing of her enjoying pride of place on his wall, which Edwin believes he has kept because he (Edwin) was the artist.","","",""
Dodsworth,1936,101,Drama,7.7,William Wyler,Sinclair Lewis,David Niven,Gregory Gaye,Harlan Briggs,Walter Huston,"The novel is set in the period between late 1925 and late 1927. Samuel ('Sam') Dodsworth is an ambitious and innovative automobile designer, who builds his fortunes in fictional Zenith, Winnemac. In addition to his success in the business world, he had also succeeded as a young man in winning the hand of Frances 'Fran' Voelker, a beautiful young socialite. While the book provides the courtship as a backstory, the real novel begins upon his retirement. At the age of fifty and facing retirement as a result of his selling of his successful automobile company (The Revelation Motor Company) to a far larger competitor, he sets out to do what he had always wanted to experience: a leisurely trip to Europe with his wife. His forty-one-year-old wife, however, motivated by her own vanity and fear of lost youth, is dissatisfied with married life and small town Zenith, wants to live in Europe permanently as an expatriate, not just visit for a few months to allow Dodsworth to visit some manufacturing plants looking for his next challenge. Passing up advancement in his recently sold company, Dodsworth leaves for Europe with Fran, but her motivations to get to Europe become quickly known.","","",""
The Invisible Ray,1935,80,Horror,6.5,Lambert Hillyer,John Colton,Georges Renavent,Bela Lugosi,Frank Lawton,Boris Karloff,"THE INVISIBLE RAY synopsisDiane Rukh (Frances Drake) stares out the window from their home in the Carpathian Mountains upon the road below. Mother Rukh (Violet Kemble Cooper), seated in a chair, inquires whether her son Dr. Janos Rukh (Boris Karloff) is still working in his lab. Diane confirms this, saying that he is preparing for the delegation of scientists due to arrive from England. Rising from her chair with help from Diane, Mother Rukh comes to the window with her cane.","","",""
Things to Come,1936,100,Drama,6.6,William Cameron Menzies,H.G. Wells,Cedric Hardwicke,Derrick De Marney,Edward Chapman,Edward Chapman,"\"In the British city of \"\"Everytown\"\"",businessman John Cabal (Raymond Massey) cannot enjoy Christmas Day,1940,with the news everywhere of possible war. His guest
The Awful Truth,1937,90,Comedy,7.7,Leo McCarey,Viña Delmar,Robert Allen,Ralph Bellamy,Cary Grant,Robert Warwick,"Jerry Warriner (Cary Grant) returns home from a trip, which he falsely says was to Florida, to find that his wife, Lucy (Irene Dunne), is not at home. When she returns in the company of her handsome music teacher, Armand Duvalle (Alexander D'Arcy), Jerry learns that Lucy spent the night in the country with Armand, after his car, they claim, broke down unexpectedly. Lucy then discovers that Jerry did not actually go to Florida, though he went so far as to get an artificial tan and write multiple fake letters home to convince her that he did. Mutual suspicions result in divorce.","","",""
The Last Gangster,1937,81,Drama,6.7,Edward Ludwig,John Lee Mahin,Edward G. Robinson,James Stewart,Alan Baxter,Sidney Blackmer,"\"During Prohibition, gangland kingpin Joe Krozac (Edward G. Robinson) returns from Europe with a new wife, Talya (Rose Stradner), who is unaware of his criminal background. The Kile brothers have muscled in on his territory in his absence, so he orders their assassinations. Three are killed, but \"\"Acey\"\" Kile (Alan Baxter) survives. Soon after",Talya soon becomes pregnant,much to Krozac's delight.,""
Wells Fargo,1937,97,Drama,6.4,Frank Lloyd,Paul Schofield,Ralph Morgan,Bob Burns,Lloyd Nolan,Johnny Mack Brown,"In the early 1840s, Wells & Fargo employee Ramsay MacKay (Joel McCrea) comes upon a broken down carriage in the countryside and gives belle Justine Pryor (Frances Dee) and her mother (Mary Nash) a lift into Buffalo, New York, though he warns them he is in a hurry to make a delivery of fresh oysters. The ladies endure a very bumpy ride, and he arrives in time to enable his employer, Henry Wells (Henry O'Neill), to impress some bankers with the speed of his service.","","",""
Holiday,1938,95,Comedy,7.7,George Cukor,Donald Ogden Stewart,Lew Ayres,Henry Kolker,Cary Grant,Edward Everett Horton,"\"Iris Simpkins (Kate Winslet), a society columnist for The Daily Telegraph in London, has been in love with Jasper Bloom (Rufus Sewell) for over three years, despite his infidelities and the fact they have broken up some time previously. When she learns at a company Christmas party that he is engaged to be married, Iris despairs over the state of affairs in her life. Meanwhile, Amanda Woods (Cameron Diaz), a workaholic in Los Angeles who owns a company that produces movie trailers, discovers that her boyfriend, Ethan Ebbers (Edward Burns), has been cheating on her with his 24-year-old secretary. On the spur of the moment she decides to get away for the Christmas holidays and visits a home-exchange website on which Iris has listed her \"\"quaint cottage in Surrey.\"\" Amanda contacts Iris",and the two women quickly agree to swap homes for two weeks.,"",""
Spawn of the North,1938,110,Action,6.7,Henry Hathaway,Barrett Willoughby,Vladimir Sokoloff,Akim Tamiroff,Duncan Renaldo,John Barrymore,"Jim Kimmerlee owns a salmon cannery. He is pleased to see old friend Tyler Dawson, who has been away hunting seal. Also glad to see Tyler is his sweetheart, hotel owner Nicky Duval.","","",""
The Ape,1940,62,Horror,4.6,William Nigh,Adam Shirk,Billy Bletcher,Boris Karloff,Henry Hall,Harry C. Bradley,"\"Boris Karloff stars in The Ape as Doctor Bernard Adrian, a medical researcher who has retreated from the scientific world to live in the small town of Red Creek. Dr Adrian is haunted by the deaths of his wife and daughter to paralysis (polio) and since their deaths has been working towards a cure for the condition. For the last ten years he has been conducting experiments testing his serum on animals. The doctor is disliked and mistrusted by the local population who, although unaware of what he is trying to do still suspect him of unconventional medical practices and (rightly) suspect he is connected to the disappearance of local dogs. We see the townspeople gossiping about the Doctor when he goes to Quinn, the town's druggist (Harry C. Bradley) to collect medical supplies and although Adrian is kind to the local children their parents warnings about him prompt them to pelt his house with stones. In fact Dr Adrian has only one patient the beautiful, wheelchair bound Frances Clifford (Maris Wrixon) who reminds Adrian of his own daughter as Frances is afflicted by the same condition she had. Dr Adrian is determined to cure Frances and both the girl and her mother (Dorothy Vaughan) have faith in his ability - though Frances' auto-mechanic boyfriend Danny Foster (Gene O' Donnell) is frightened by Adrian's ideas. The Doctor needs one thing to complete his experimental serum so that he can test it on Frances and that is human spinal fluid, but in order to get it he would need a recently deceased subject as the removal of the spinal fluid would kill the donor.An opportunity for Dr Adrian to complete his serum soon presents itself when a travelling circus comes to Red Creek. One of the star attractions of the circus is Nabu (Ray Corrigan) a huge ape. Nabu is being horribly mistreated by his cruel trainer (Isaac Stanford Jolley) and when the creature fights back and mauls the trainer it accidentally starts a fire and in the resulting confusion the ape escapes into the surrounding countryside. The sheriff of Red Creek Jeff Halliday (Henry Hall) advises that the mortally wounded trainer be taken to Dr Adrian, but as he is tending to the man the doctor realises here is a chance to obtain the spinal fluid he needs. Adrian extracts the spinal fluid, killing the trainer in the process, and completes his serum and tests it on Frances. The experiment seems to have some effect as the girl has some feeling restored to her paralysed legs, but in his excitement at the effect Adrian drops the test-tube of serum. When Adrian returns to his home to use the remainder of the spinal fluid to make some more serum Nabu the ape breaks into the house. Adrian and the ape fight, smashing the flask containing the spinal fluid in the process, and the doctor throws acid into the face of the ape before killing the beast with a knife. Adrian instructs Jane (Gertrude Hoffman), his near silent housekeeper not to tell anyone that the creature is dead as Dr Adrian has a macabre plan.Dr Adrian skins Nabu and dresses himself up as the ape, this will allow Adrian to go out and kill the more unworthy members of society in order to save Frances - and it is Nabu who will be suspected of committing the crimes not the good doctor. Meanwhile, we see the local bank manager Henry Mason (Philo McCullough) portrayed as a real scoundrel. Quinn the druggist accuses him of usury and when his long suffering wife (Mary Field) confronts him about his philandering he tells her that if she doesn't like it then \"\"there is always the river\"\" - i.e. she can go and drown herself. Little surprise then that Mason is the first victim of the disguised Dr Adrian who kills him and extracts his spinal fluid. Again the doctor tries his serum on Frances and again she feels some benefit but as the feeling returns to her legs she is unwilling to heed Adrian's urging to get up from her chair - in part due the discouragement of her boyfriend",who seems to fear losing her if she regains the ability to walk.However,the Sheriff is becoming suspicious of Dr Adrian and orders some of the posse of men he is leading in the search for the ape to watch the doctor's house. When the doctor dons the ape suit once again and goes out into the countryside in search of another victim he is spotted by one of the Sheriff's men and mortally wounded. As Dr Adrian lies dying from his wound Frances finally gets up out of her wheelchair to go to him and she does so Dr Adrian's ape suit seems to fade from her view. Thus,"the doctor feels his murders have been justified.\""
Blackout,1940,80,Drama,6.9,Michael Powell,Emeric Pressburger,Hay Petrie,Hay Petrie,Joss Ambler,Esmond Knight,"Chris Farraday (Mark Wahlberg) is an ex-smuggler who now has a peaceful life with his wife, Kate (Kate Beckinsale), and their two sons in New Orleans. They learn that Kate's brother Andy (Caleb Landry Jones) was smuggling drugs, but dropped them into the Mississippi River during a surprise inspection by U.S. Customs and Border Protection.","","",""
The House of the Seven Gables,1940,89,Drama,7.0,Joe May,Lester Cole,Miles Mander,Alan Napier,Charles Trowbridge,Gilbert Emery,"The House of Seven Gables has been in the Pyncheon family for many generations. Colonel Jaffrey Pyncheon stole the land from Matthew Maule, who put a curse on the family. Colonel Pyncheon and many of his male descendants died by choking on their own blood during a sudden seizure.On a rainy night in 1828, the current Jaffrey Pyncheon arrives at Seven Gables. His father, Gerald, has summoned him from his legal practice in Boston. He is greeted by Hepzibah Pyncheon, a distant cousin who is engaged to his brother Clifford. When the family is assembled, Gerald gives Jaffrey the unwelcome news that Seven Gables is to be sold the next day. The family fortune is gone because of Gerald's poor management and he is deeply in debt. Clifford is in agreement that the house must be sold. He plans to use his share of the profits to marry Hepzibah and move to New York.After everyone is in bed, Jaffrey sneaks up to the attic. He opens an old trunk and rummages through the papers inside. Clifford catches him and asks what he is doing. Jaffrey is looking for a paper signed by King Charles II that gave the Pyncheon family a huge land grant in what is now Maine. Excitedly he tells Clifford that if he will change his mind and stand firm against the sale, they can search for the paper. If they find it, the government will have to reimburse them. But Clifford says that is just one of many legends about the family, including the one about half a million in gold hidden somewhere in the house. None of them are true.The next morning, Clifford avoids Jaffrey and his father. He and Hepzibah discuss their plans for the future. Then Jaffrey appears and tells Clifford their father wants to see him. Clifford learns that the sale is off. Gerald has a few securities left and Jaffrey has persuaded his father to let him invest the money. Clifford angrily says that the money will be lost and insists that the sale go ahead. The windows are open and passers-by hear the quarrel. Gerald tells Clifford that he is no longer his son and to get out. He picks up a paperweight to throw at Clifford but instead has a seizure. He collapses with blood dripping from his mouth. Jaffrey and Hepzibah rush in but it is too late. Jaffrey seizes his chance and calls Clifford a murderer because of the paperweight by Gerald's body, which has blood on it. Jaffrey is arrested and charged with murdering his father.Even though the evidence is circumstantial, Clifford is found guilty and sentenced to life in prison. Hepzibah is preparing to leave Seven Gables when Mr. Barton, the family lawyer, drops by. Jaffrey is full of plans to tear the house down board by board, hoping to find hidden gold. He is shocked at the contents of his father's will. To avoid having the house seized by creditors, Gerald had earlier signed it over to Hepzibah. His life insurance will cover the debts and leave enough money for Hepzibah to live on. She begins laughing in a maniacal sort of way and throws Jaffrey out of the house. She then closes all the shutters and closes herself away from the world.Clifford and Hepzibah exchange letters for 20 years. She and Mr. Barton are trying to have his sentence commuted. Then a young man is put in Clifford's prison cell. He is a political activist who wants to abolish slavery. Having been arrested for disturbing the peace, he is furious at being put away for ten days. Clifford introduces himself and the young man bursts out laughing. His name is Matthew Maule, a descendant of the original Maule. They strike up an instant friendship and begin making plans.Hepzibah has let Seven Gables run down. She summons Mr. Barton to tell him that she can no longer live on her income. In addition to having a lodger, one Mr. Holgrave, she intends to convert the front room into a cent shop. Mr. Barton is shocked that a gentlewoman would engage in trade. A distant cousin, Phoebe Pyncheon, is coming to stay and Hepzibah intends to let her help with the shop. Mr. Barton offers to loan her money but Hepzibah feels she has already accepted too many favors from him. Before leaving, Mr. Barton pronounces her very stubborn and obstinate.Mr. Holgrave, who is a photographer, is actually Matthew Maule. He engaged a room at Seven Gables at Clifford's request, unknown to Hepzibah.Phoebe Pyncheon proves to be an attractive, friendly young woman who takes over the running of the cent shop. Her cheerful manner draws many customers. It is clear that Mr. Holgrave is attracted to her.Mr. Barton brings news that Clifford is to be released. Hepzibah decides that instead of a grand welcome home celebration, Clifford's return should be quiet, as if he has simply returned from a long journey. She finds a dress she wore when they were young but the fabric is rotted. She fears he will find her old and unattractive.Late one rainy night, Clifford steps through the front door of Seven Gables. Hepzibah has left a lamp burning for him. His room is just as he left it. But when he puts on a coat from the closet, he discovers it is moth-eaten.After an awkward start, Clifford and Hepzibah find they are as much in love as ever. He commends her for waiting all these years in such a cold, dreary house. Hepzibah is dismayed to learn that Clifford intends to see Jaffrey. She warns him that his brother is rich and influential now. But Clifford has a score to settle.Mr. Holgrave is part of an abolitionist movement that meets in secret. Money to fund the group's activities has been entrusted to Deacon Foster until it is needed. He assures the group that the money is safely hidden. However, in his greed he loaned it to Jaffrey Pyncheon, who promised that Foster could double his investment. Time is running out and soon Foster will be required to produce the money.Jaffrey is disgusted that Hepzibah has disgraced the family name by engaging in trade. He pays her a visit but she orders him away. As he climbs into his carriage, he is approached by Deacon Foster about the money. Jaffrey assures him he will have it soon.Mr. Holgrave spreads word about town that Clifford is searching for half a million dollars in gold hidden at Seven Gables by the Pyncheon ancestors. Apparently while Clifford was in prison he studied a lot of old documents, including the original architect's plans. He has just discovered a secret staircase in the house. The newspaper runs a story on this and Jaffrey summons Holgrave to his house. Holgrave says there is no harm in looking for the gold and Clifford is tearing the house apart plank by plank. Jaffrey pretends to be disinterested but he believes the story. He begins making plans to have Clifford declared insane and sent to an asylum.Deacon Foster continues to pester Jaffrey about the money. He asks Jaffrey to replace it himself, but Jaffrey is broke. Why else would he borrow money from Foster?Jaffrey pays another visit to Seven Gables but Hester will not let him see Clifford. Jaffrey says that his brother is clearly insane since he is tearing the house apart. Hester says the newspaper story is not true. At that moment a hammering sound is heard from the basement. Jaffrey leaves after threatening to have Clifford committed. Hepzibah and Phoebe discover Mr. Holgrave swinging at a beam with a hammer. He cannot explain his actions so Hepzibah asks him to find new lodgings. This upsets Phoebe, who realizes she is in love with Holgrave.After a week Mr. Holgrave still has not left. Hepzibah decides to evict him at once. She goes to his room and begins packing his belongings. Phoebe rushes in and says if he is to leave that she will leave with him. Then Hepzibah finds a packet of letters addressed to Matthew Maule. Very fearful, she goes to Clifford and begs that they leave immediately. Clifford soothes her and admits that he and Matthew are working together to clear his name. That is the condition on which he was released from prison. Until that is accomplished, he has no civil rights and they cannot marry. Hepzibah still wants to leave but Clifford has more to tell her.Meanwhile, Deacon Foster is called to account for the money. He goes to Jaffrey's house and says he must have it at once. Jaffrey says it is gone forever, as the slave ship it financed sank off the coast of Africa. Foster is horrified to think that a slave ship was paid for with abolitionist money.Jaffrey decides it is time to get rid of Clifford once and for all. He goes to Seven Gables with a letter from the superintendent of the state insane asylum, ordering Clifford to report for an examination. Instead, Clifford hands him a paper to sign. It states that Jaffrey made a mistake in his testimony and Gerald Pyncheon's death was an accident. If Jaffrey signs it, he can have the house. Jaffrey at first refuses. Then Deacon Foster bursts in, just ahead of the men who are looking for him. Once more he begs Jaffrey for the money but Jaffrey turns him away. Foster goes into the hall and shoots himself. Jaffrey realizes the truth will come out now and he will be arrested. Hepzibah and Clifford watch in amazement as he begs them to help him. Hester calls him a murderer. Jaffrey signs the paper and implores them to hide him in the secret staircase. Clifford says there is no secret staircase and no gold. There is no Holgrave, his real name is Matthew Maule. Just as the men burst into the room, Jaffrey chokes on his own blood and falls dead to the floor.Several months later, the two couples are married at Seven Gables, which is for sale. As they prepare to leave, Mr. Barton says he sees Hepzibah and Clifford as they were when they were young. He always knew it would work out for them.",murder,val,imdb
Irene,1940,101,Comedy,6.3,Herbert Wilcox,Alice Duer Miller,Roland Young,Arthur Treacher,Alan Marshal,Ray Milland,"Upholsterer's assistant Irene O'Dare meets wealthy Don Marshall while she is measuring chairs for Mrs. Herman Vincent at her Long Island estate. Charmed by the young girl, Don anonymously purchases Madame Lucy's, an exclusive Manhattan boutique, and instructs newly hired manager Mr. Smith to offer Irene a job as a model. She soon catches the eye of socialite Bob Vincent, whose mother is hosting a ball at the family mansion. In order to promote Madame Lucy's dress line, Mr. Smith arranges for his models to be invited to the soiree.","","",""
They Drive by Night,1940,95,Drama,7.2,Raoul Walsh,Jerry Wald,Eddie Acuff,George Tobias,Alan Hale,John Litel,"Brothers Joe (George Raft) and Paul Fabrini (Humphrey Bogart) are independent truck drivers who make a meager living transporting goods. Joe convinces Paul to start their own small, one-truck business, staying one step ahead of loan shark Farnsworth (an uncredited Charles Halton), who is trying to repossess their truck.","","",""
Hold Back the Dawn,1941,116,Drama,7.3,Mitchell Leisen,Charles Brackett,Charles Boyer,Eric Feldary,Nestor Paiva,Victor Francen,"\"Georges Iscovescu (Boyer) recounts his story to a Hollywood film director at Paramount. He is a Romanian-born gigolo who arrived in a Mexican border town seeking entry to the US. He endures a waiting period to obtain a quota number of up to eight years with other hopeful immigrants in the Esperanza Hotel. After six months he is broke and unhappy. He runs into his former professional \"\"dance partner\"\" Anita Dixon (Goddard) who explains she obtained US residency by marrying an American",who she then quickly divorced.,"",""
The Lady Eve,1941,94,Comedy,7.7,Preston Sturges,Monckton Hoffe,William Demarest,Robert Greig,Eric Blore,Melville Cooper,"\"Jean Harrington (Barbara Stanwyck) is a beautiful con artist. Along with her equally larcenous father, \"\"Colonel\"\" Harrington (Charles Coburn) and his partner Gerald (Melville Cooper)",she is out to fleece rich,naive Charles Pike (Henry Fonda),"the heir to the Pike Ale fortune (\"\"The Ale That Won for Yale\"\"). Pike is a woman-shy snake expert Ophidiologist"
Seven Days' Leave,1942,87,Comedy,5.9,Tim Whelan,William Bowers,Harold Peary,Les Brown,Freddy Martin,Arnold Stang,"\"Army privates Johnny Grey, Speak Jackson and Buddy \"\"Clarky\"\" Clark were members of the Les Brown band before they joined the army. When they are granted seven days' leave before shipping out",they attend an old Les Brown concert,where Johnny renews his romance with band performer Mapy Cortes.,""
Thunder Rock,1942,90,Drama,6.5,Roy Boulting,Robert Ardrey,Frederick Valk,Frederick Cooper,James Mason,Finlay Currie,The Dramatists Play Service gives the following synopsis of Thunder Rock:,"","",""
The Ghost Rider,1943,58,Drama,6.0,Wallace Fox,Adele Buffington,Edmund Cobb,Johnny Mack Brown,Bud Osborne,Bill Hunter,"\"Over one hundred years ago , The Devil, Mephistopheles, sends his bounty hunter of the damned, the Ghost Rider, to retrieve a document known as \"\"The Contract of San Venganza\"\"",a list of a thousand corrupt souls. Seeing that the contract would give Mephistopheles the power to unleash Hell on Earth,the Rider refuses to give him the contract.,""
The Song of Bernadette,1943,156,Drama,7.6,Henry King,George Seaton,Lee J. Cobb,Charles Bickford,William Eythe,Roman Bohnen,"François Soubirous (Roman Bohnen), a former miller now unemployed, is forced to take odd jobs and live at the city jail with his wife (Anne Revere), his two sons, and his two daughters. One morning he goes to find work, and is told to take contaminated trash from the hospital and dump it in the cave at Massabielle.","","",""
Western Cyclone,1943,62,Drama,5.5,Sam Newfield,Patricia Harper,Kermit Maynard,Glenn Strange,Al St. John,Jack Ingram,"On a western land, a governor's daughter (Marjorie Manners) is kidnapped and held hostage. Billy the Kid (Buster Crabbe) and Fuzzy Q, Jones (Al St. John) try to rescue her and capture a lot of men known to work for the kidnapper and hold them for questioning. While out on the ranch, Billy and Fuzzy spot a cowboy (Kermit Maynard) who happens to be a henchman with a letter about the kidnapped girl. He refuses to tell who gave him the letter so Billy decides just to find the girl on his own and leaves Fuzzy in charge of tying up the henchman and put him with the rest. Fuzzy tells the henchman to pick up a gun on the floor and when he bends down Fuzzy kicks him and knocks him out. While Billy is looking for the girl, Fuzzy ties up the henchman and takes his boots and socks off to perform an Indian fire torture on the soles of his feet in effort to make him talk, but the man still refuses to tell him who gave him the letter and Fuzzy can't bring himself to burn the henchman. While trying to light a cigar, Fuzzy strokes a match down the sole of the man's foot causing him to burst with laughter. Having found out the henchman was ticklish, Fuzzy grabs his feet and ask him to tell him who gave him the letter. The man once again refuses so Fuzzy begins tickle torturing his bare feet. Fuzzy asked him again and the man still refuses to talk, but the more he refused the more Fuzzy would mercilessly keep tickling the soles of his feet. After enduring brutal tickling on his feet, the henchman can't take anymore and confesses. Fuzzy then tells his friends how the henchman was so ticklish that he got him to talk. Now knowing who send the letter the guys all go to try to rescue the kidnapped girl.",murder,train,wikipedia
