title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Joy of Living,1938,91,Comedy,6.3,Tay Garnett,Gene Towne,Billy Gilbert,Eric Blore,Frank Milan,Warren Hymer,"Margaret 'Maggie' Garret is the star of a new musical show, 'Glamour\"",having come up the hard way,following the family tradition of stage performance. She now earns a large salary but is devastated to learn that she is deeply in debt. She has worked extremely hard to make the show a success,but spends huge sums on a palatial home
Marie Antoinette,1938,149,Drama,7.3,W.S. Van Dyke,Claudine West,Tyrone Power,Henry Stephenson,Barnett Parker,John Barrymore,"\"Fourteen-year-old Maria Antonia (Kirsten Dunst) is the beautiful, charming, and naive archduchess of Austria, youngest of Empress Maria Theresa's (Marianne Faithfull) daughters. In 1770, the only one left unmarried among her sisters, she is sent by her mother to marry the Dauphin of France, the future Louis XVI of France (Jason Schwartzman), to seal an alliance between the two rival countries. Marie Antoinette travels to France, relinquishing all connections with her home country, including her pet Pug \"\"Mops\"\"",and meets the King Louis XV of France (Rip Torn) and her future husband,Louis Auguste. The two arrive at the Palace of Versailles,which was built by the King's great-grandfather. They are married at once
Storm Over Bengal,1938,65,Action,5.2,Sidney Salkow,Garrett Fort,Gilbert Emery,Richard Cromwell,Colin Tapley,Douglas Walton,"Two Royal Air Force officers, Flt Lt Hallett and F/O Neil Allison visit a British outpost in India. Neil is the younger brother of Army Intelligence Officer Captain Jeffrey Allison who is away on an undercover mission in the unaligned and independent Princely state of Lhanapur. The British are worried about radio broadcasts from Ramin Khan inciting the Indian people to revolt. Upon the death of the elderly Maharajah of Lhanapur, Ramin Khan schemes to usurp the throne as a base for his revolt.","","",""
When Were You Born?,1938,65,Comedy,5.8,William C. McGann,Anthony Coldeway,Olin Howland,Charles C. Wilson,Leonard Mudie,Anthony Averill,"On an ocean liner sailing from the Orient to San Francisco, Mei Lei Ming (Anna May Wong) gives fellow passenger Nita Kenton (Lola Lane) a reading. When Nita's boyfriend, importer Phillip Corey (James Stephenson), scoffs at her predictions, she informs him that he himself will die within 48 hours.","","",""
I Accuse,1938,95,Drama,7.1,Abel Gance,Abel Gance,Paul Amiot,Jean-Louis Barrault,Jean-Max,Georges Saillard,"In a Provençal village in the south of France, the villagers welcome the declaration of war with Germany in 1914 and flock to enlist. Among them is François Laurin, a man of jealous and violent temperament, who is married to Édith, the daughter of an upright veteran soldier Maria Lazare. François suspects, correctly, that Édith is conducting an affair with the poet Jean Diaz who lives in the village with his mother, and he sends Édith to stay with his parents in Lorraine - where she is subsequently captured and raped by German soldiers. François and Jean find themselves serving in the same battalion at the front, where the initial tensions between them give way to a close friendship that acknowledges that they both love Édith.","","",""
Mr. Moto's Last Warning,1938,71,Drama,6.4,Norman Foster,Philip MacDonald,John Davidson,George Sanders,Peter Lorre,Robert Coote,"The British Navy in Port Said is making plans for naval manoeuvres with the French fleet. Plans are delayed because the British Secret Service has been warned of possible sabotage. On a ship docking in Port Said is Madame Delacour (Margaret Irving), wife of the French naval admiral. Delacour, and her daughter Marie (Joan Carroll), are befriended by the charming Eric Norvel (George Sanders), the goofy Rollo Venables (Robert Coote), and someone posing as Mr. Moto (Teru Shimada). Norvel reveals his true nature when the ship docks and he lures Mr. Moto to his death. This “fake” Mr. Moto turns out to be a fellow agent of Mr. Moto (Peter Lorre) who is posing as a curio dealer Mr. Kuroki.","","",""
Nancy Drew and the Hidden Staircase,1939,60,Comedy,6.6,William Clemens,Kenneth Gamet,Frank Orth,Frankie Thomas,George Guhl,John Litel,"The elderly Turnbull sisters want to donate their mansion for a children's hospital. However, their father's will states that at least one of them has to stay in the house every night for twenty years before they can inherit the estate; there are two weeks left to go.","","",""
Only Angels Have Wings,1939,121,Drama,7.6,Howard Hawks,Jules Furthman,Richard Barthelmess,Don 'Red' Barry,Sig Ruman,Victor Kilian,"\"Geoff Carter (Grant) is a pilot and the manager of Barranca Airways, a small, barely solvent company owned by \"\"Dutchy\"\" Van Ruyter (Sig Ruman) carrying airmail from the fictional South American port town of Barranca through a high pass in the Andes Mountains. Bonnie Lee (Arthur)",a piano-playing entertainer,arrives one day. Joe Souther (Noah Beery Jr),a pilot who had been planning to have dinner with her
The Bank Dick,1940,72,Comedy,7.1,Edward F. Cline,W.C. Fields,Shemp Howard,W.C. Fields,Dick Purcell,Grady Sutton,"Hard-drinking family-man Egbert Sousé's strained relations with his family is shown by wife & mother-in-law giving him lip about his drinking, smoking, and taking money out of his younger daughter's bank. When he tries to brain his younger daughter with a concrete urn, he is interrupted by his older daughter introducing him to her fiance, Og Oggilby. He makes a crack about Og's name.","","",""
North West Mounted Police,1940,126,Drama,6.4,Cecil B. DeMille,Alan Le May,Robert Preston,Akim Tamiroff,Walter Hampden,Lynne Overman,"Texas Ranger Dusty Rivers (Gary Cooper) is sent to Canada during the 1880s in pursuit of outlaw Jacques Corbeau (George Bancroft), arriving in the midst of the Riel Rebellion. Dusty meets nurse April Logan (Madeleine Carroll) and quickly falls in love with her. However, she is already involved with Canadian Mountie Sergeant Jim Britt (Preston Foster). Dusty and April have become involved with one another, which becomes evident to Jim, to whom April wishes to remain loyal.","","",""
Santa Fe Trail,1940,110,Drama,6.2,Michael Curtiz,Robert Buckner,Errol Flynn,William Lundigan,Guinn 'Big Boy' Williams,Henry O'Neill,The movie begins in 1854 prior to the U.S. Civil War with cadets at West Point practicing cavalry maneuvers.From the beginning there is obvious friction between some of the cadets.,"","",""
Buck Privates,1941,84,Comedy,7.0,Arthur Lubin,Arthur T. Horman,Nat Pendleton,Lee Bowman,Alan Curtis,Lou Costello,"Slicker Smith and Herbie Brown (Abbott and Costello) are sidewalk peddlers who hawk neckties out of a suitcase. They are chased by a cop and duck into a movie theater, not realizing that it is now being used as an Army Recruitment Center. Believing that they are signing up for theater prizes, they end up enlisting instead.","","",""
A Date with the Falcon,1942,63,Drama,6.4,Irving Reis,Lynn Root,Allen Jenkins,Fred Aldrich,George Sanders,George Sanders,"Scientist Waldo Samson (Alec Craig) has discovered how to manufacture cheap synthetic diamonds that are nearly identical to actual diamonds, as he demonstrates to diamond industry representatives and New York Police Inspector Mike O'Hara (James Gleason). Samson only wishes to provide them for the American defense effort, but O'Hara insists on providing him with a police guard.","","",""
High Sierra,1940,100,Action,7.5,Raoul Walsh,John Huston,Henry Travers,Alan Curtis,Arthur Kennedy,Barton MacLane,"An aged gangster, Big Mac (Donald MacBride), is planning a robbery at a fashionable California resort hotel in the fictional resort town of Tropico Springs, California. He wants the experienced Roy Earle (Humphrey Bogart), just released from an eastern prison by a governor's pardon, to lead the heist and to take charge of the operation.","","",""
A Woman's Face,1941,106,Drama,7.2,George Cukor,Francis de Croisset,Richard Nichols,Melvyn Douglas,Donald Meek,Conrad Veidt,"Set in Sweden, the film is shown in flashbacks in the course of a trial in which a young woman with a half-hidden face, Anna Holm, is charged with murder. The events, as described by the witnesses, begin years before when aristocrat Torsten Barring hosts a party at a tavern. The guests include Vera, the faithless wife of noted plastic surgeon Gustaf Segert. When the tavern refuses to extend his credit, Torsten meets the proprietress Anna — whose face is badly scarred from a fire 22 years ago caused by her father. Torsten treats Anna as if she is beautiful and charming rather than scarred and unpleasant. Anna is suspicious, and Torsten implies that he may need her help in the future.","","",""
Across the Pacific,1942,97,Action,6.8,John Huston,Richard Macaulay,Frank Wilcox,Lee Tong Foo,Paul Stanton,Victor Sen Yung,"In late 1941, Captain Rick Leland (Humphrey Bogart) is court-martialed and discharged from the U.S. Coast Artillery after he is caught stealing. He tries to join the Canadian Army, but is coldly rebuffed. He subsequently boards a Japanese ship, the Genoa Maru, in Halifax, apparently to make his way to China via the Panama Canal to fight for Chiang Kai-shek.","","",""
The Ghost of Frankenstein,1942,67,Drama,6.1,Erle C. Kenton,Scott Darling,Bela Lugosi,Cedric Hardwicke,Cedric Hardwicke,Lionel Atwill,"The residents of the village of Frankenstein feel they are under a curse and blame all their troubles on Frankenstein's monster. Rumors circulate about Ygor who is still alive and supposedly trying to revive the monster. The villagers pressure the Mayor into allowing them to destroy Frankenstein's castle. Ygor (Béla Lugosi) attempts to put up some resistance, but the villagers rush the gates and begin to destroy the castle. Ygor, fleeing through the catacombs, finds the monster released from his sulfuric tomb by the explosions. The exposure to the sulfur weakened the monster but also preserved him. Unseen by the villagers, Ygor and the monster flee the castle to the surrounding countryside; there they encounter a powerful thunderstorm. The monster is struck by a bolt of lightning, but instead of being harmed by it, he seems to be rejuvenated. Ygor decides to find Ludwig, the second son of the original Frankenstein, to help the monster.","","",""
Night Monster,1942,73,Drama,6.2,Ford Beebe,Clarence Upson Young,Ralph Morgan,Bela Lugosi,Frank Reicher,Lionel Atwill,"In a small town bordering a swampy region, unexplained murders and rumors of mysterious happenings surround the swamp-based home of the reclusive but respected Curt Ingston (Morgan). Ingston uses a wheelchair, and has invited to his home the three doctors who were trying to cure him when his paralysis set in. Already in the household are his grim-humored butler Rolf; a lecherous chauffeur, Lawrie; a mannish housekeeper, Miss Judd; an Eastern mystic, Agar Singh; and Ingston's allegedly mentally-ill sister, Margaret. Outside, the gate is watched by a shrivelled old hunchback called Torque.","","",""
Doña Bárbara,1943,125,Drama,7.3,Fernando de Fuentes,Rómulo Gallegos,Charles Rooner,Antonio R. Frausto,Andrés Soler,Eduardo Arozamena,"Doña Bárbara is a wealthy landowner hardened by an experience she had as a teenager in which she was gang raped by the same men who killed her first love. She has accumulated her vast lands and cattle herds by using men, as well as illegal means, such as bribery of local officials. One of the few remaining other landowners in the area is Santos Luzardo, who has returned from abroad to take control of his family's ranch. He suspects his ranch foreman, Don Balbino, had been working for Doña Bárbara in stealing his cattle. The other men do not believe Santos will be a match for Doña Bárbara, but he demonstrates his superior horsemanship, and it seems the balance of power in the region is going to tip.","","",""
The More the Merrier,1943,104,Comedy,7.6,George Stevens,Robert Russell,Stanley Clements,Frank Sully,David Alison,Clyde Fillmore,"Retired millionaire Benjamin Dingle (Charles Coburn) arrives in Washington, D.C. as an adviser on the housing shortage and finds that his hotel suite will not be available for two days. He sees an ad for a roommate and talks the reluctant young woman, Connie Milligan (Jean Arthur), into letting him sublet half of her apartment. Then Dingle runs into Sergeant Joe Carter (Joel McCrea), who has no place to stay while he waits to be shipped overseas. Dingle generously rents him half of his half.","","",""
Days of Glory,1944,86,Drama,6.1,Jacques Tourneur,Casey Robinson,Glen Vernon,Edward L. Durst,Hugo Haas,Lowell Gilmore,"The film begins in North Africa where large numbers of indigènes (French Algerian Tirailleurs as well as Tunisian or Moroccan Goumiers) have been recruited into the French First Army of the Free French Forces, that has been formed to liberate France of the Nazi occupation in World War II.","","",""
Passage to Marseille,1944,109,Drama,6.8,Michael Curtiz,Casey Robinson,Helmut Dantine,Philip Dorn,Claude Rains,Sydney Greenstreet,"\"Titles against pictures of tramp steamer. Music includes Marseillaise and Marche Lorraine.Titlepage: \"\"This is the story of a Free French air squadron. It is also the story of France. For a nation exists",not alone in terms of maps and boundaries,but in the hearts of men. To millions of Frenchmen,France has never surrendered. And today
Hotel Berlin,1945,98,Drama,6.8,Peter Godfrey,Vicki Baum,Peter Whitney,Helmut Dantine,Peter Lorre,George Coulouris,"The lives of various desperate people intersect at the Hotel Berlin, a hotbed of Nazis, officers, spies and ordinary Germans trying to weather the inevitable defeat. Martin Richter, a leader of the German underground who has escaped from Dachau concentration camp, is hiding there, aided by some of the staff. He is hunted by Joachim Helm, who has his headquarters in the same building. Another hotel guest is Nobel laureate Johannes Koenig, Richter's friend from before the war and in Dachau.","","",""
Son of Lassie,1945,102,Drama,6.4,S. Sylvan Simon,Jeanne Bartlett,Robert Lewis,Leon Ames,Donald Crisp,Nils Asther,"In Yorkshire, England, at the estate of the Duke of Rudling (Nigel Bruce), the British Army converted the grounds into a training camp for war dogs. The camp is placed under the supervision of Sam Carraclough (Donald Crisp), the kennel caretaker, who immediately begins the process of selecting the best dogs for training, including Laddie, the young pup of the champion collie, Lassie. Joe Carraclough (Peter Lawford), now an adult, joins the Royal Air Force (RAF) during the Second World War. Departing for training school, he is forced to leave behind his dog Lassie and her pup, Laddie.","","",""
The Unseen,1945,80,Drama,5.9,Lewis Allen,Hagar Wilde,Mikhail Rasumny,Tom Tully,Norman Lloyd,Joel McCrea,"After a hotel reservation mix up, two sisters Karen and Jennifer, and their friend Vicki Thompson, meet a friendly, but shady character named Ernest Keller who is the owner of a small town museum. Ernest convinces the three women into accepting an invitation for cheap room and board at his large farmhouse outside of town where his wife Virginia also lives. Once there, Jennifer and Karen leave for the holiday parade fair which Jennifer, a news reporter, is reporting on. At the festival, Jennifer is met by her soon to be ex-boyfriend, Tony, who gets her to stay behind to talk about their relationship.","","",""
The Dark Corner,1946,99,Drama,7.1,Henry Hathaway,Jay Dratler,Reed Hadley,Mark Stevens,Eddie Heywood,Kurt Kreuger,"Ex-con turned private investigator Bradford Galt (Mark Stevens) suspects someone is following him and maybe even trying to kill him. With the assistance of his secretary Kathleen (Lucille Ball), he dives deep into a mystery in search of answers. Galt turns the tables on the man following him (William Bendix), who claims to be a private eye named Foss, hired by Galt's sworn enemy, a corrupt lawyer named Tony Jardine. In the meantime, Jardine has begun having an affair with the much-younger wife of Hardy Cathcart (Clifton Webb), a wealthy art-gallery owner. It appears that Jardine is setting up Galt to take another fall. But it turns out Foss is not a private eye but a thug named Stauffer, secretly working for Cathcart. He ambushes Galt, knocking him out with ether, then murders Jardine and places a bloody poker in Galt's hand. Kathleen has fallen in love with Galt, so she aids him in covering up the crime and in trying to find out who's behind it. Cathcart, rather than pay off Stauffer, pushes him through a window to his death. It appears Cathcart has thought of everything, but just as he is about to eliminate Galt at the art gallery, someone else arrives to ruin Cathcart's diabolical plan.",murder,test,wikipedia
Three Strangers,1946,92,Drama,7.0,Jean Negulesco,John Huston,John Alvin,Peter Whitney,Robert Shayne,Peter Lorre,"Crystal Shackleford (Geraldine Fitzgerald) lures two strangers, solicitor Jerome K. Arbutny (Sydney Greenstreet) and charming and erudite drunkard Johnny West (Peter Lorre) to her London flat on Chinese New Year in 1938 because of her belief that if three strangers make the same wish to an idol of Kwan Yin, Chinese goddess of fortune and destiny, the wish will be granted. Since money will make their dreams come true, the three go in on a sweepstakes ticket for the Grand National horse race together and agree that they will not sell the ticket if it is chosen, but will hold on to it until the race is run. Shackleford would use the money to try to win her estranged husband back, Arbutny to smooth the way for his selection to the prestigious Barrister's Club, and Johnny to buy a bar and live in it.","","",""
Angel and the Badman,1947,100,Drama,6.8,James Edward Grant,James Edward Grant,Lee Dixon,Bruce Cabot,Olin Howland,Paul Hurst,"Wounded and on the run, notorious gunman Quirt Evans (John Wayne) gallops onto a farm owned by Quaker Thomas Worth (John Halloran) and his family and collapses. When Quirt urgently insists upon sending a telegram, Thomas and his daughter Penelope (Gail Russell) drive him into town in their wagon. After wiring a claim to the land recorder's office, Quirt passes out and Penny cradles him. Ignoring the doctor's advice to rid themselves of the gunman, the compassionate Worth family tends to the delirious Quirt, and Penny becomes intrigued by his ravings of past loves.","","",""
Dick Tracy's Dilemma,1947,60,Action,5.8,John Rawlins,Robert Stephen Brode,Ian Keith,Ralph Byrd,Jack Lambert,Tony Barrett,"\"Ruthless killer Steve Michel is known to the public as \"\"The Claw\"\" for his way of killing her victims with his prosthetic hook. After his accomplices Ryan and Taylor have broken in and stolen furs from the Flawless Furs warehouse",Steve kills the guard with his hook. When the police arrive at the crime scene in the shape of Detective Dick Tracy,he talks to Humphries,who is the owner of the store; Peter Premium
