title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Tarzan Escapes,1936,89,Action,6.5,Richard Thorpe,Cyril Hume,Everett Brown,William Henry,E.E. Clive,Herbert Mundin,"\"Jane's two cousins, Eric and Rita, arrive in Africa to tell Jane about a fortune left to her back in their world and to try to convince her to return with them. They are led to Tarzan's escarpment home by Captain Fry (John Buckler), a hunter with an agenda of his own. Jane convinces Tarzan to let her go back with Eric and Rita, promising that their separation will only be temporary. But Captain Fry (unknown to the others) attempts to capture Tarzan to take him back to civilization so he can be put on public display, and actually succeeds in caging Tarzan. Fry's treachery includes making a deal with an unfriendly native tribe to give him food, canoes and protection for the journey back in exchange for his handing over Jane, Eric and Rita for \"\"ju-ju\"\" and taking away the greatest \"\"ju-ju\"\" – Tarzan. Fry's plan goes wrong when the natives capture Tarzan in his cage and all four white people are taken prisoner. Tarzan manages to escape with the help of elephants and Cheeta",and guides what's left of Fry's party through a cave passage filled with treacherous quicksands. Just before they exit the caves to safety,Tarzan forces Fry to go back the way they came as punishment for his betrayal. Fry starts to go back,then seizes a heavy branch to attack Tarzan
Winds of the Wasteland,1936,55,Drama,6.0,Mack V. Wright,Joseph F. Poland,Bob Kortman,Ed Cassidy,Merrill McCormick,Lane Chandler,"The film is set in 1861. John Blair (John Wayne) and his partner, Larry Adams (Lane Chandler) are dismayed when the arrival of telegraph ends the Pony Express. Hoping to utilize their horse-riding skills, they decide to start a stage coach transportation business. They go to Buchanan City and ask local magnate Cal Drake (Douglas Cosgrove) if he is willing to sell them a stage coach. Instead, Drake offers them a franchise from his own stage coach line - a line out to bustling Crescent City.","","",""
Knight Without Armor,1937,107,Drama,6.7,Jacques Feyder,James Hilton,Herbert Lomas,David Tree,John Clements,Robert Donat,"\"Englishman A. J. Fothergill (Robert Donat) is recruited by Colonel Forrester (Laurence Hanray) to spy on Russia for the British government because he can speak the language fluently. As \"\"Peter Ouranoff\"\"",he infiltrates a revolutionary group led by Axelstein (Basil Gill). The radicals try to blow up General Gregor Vladinoff (Herbert Lomas),the father of Alexandra (Marlene Dietrich). When the attempt fails,the would-be assassin is shot
My Favorite Wife,1940,88,Comedy,7.3,Garson Kanin,Bella Spewack,Granville Bates,Hugh O'Connell,Randolph Scott,Scotty Beckett,"After seven years, lawyer Nick Arden (Cary Grant) has his wife Ellen (Irene Dunne), missing since her ship was lost, declared legally dead so he can marry Bianca (Gail Patrick). It turns out however that Ellen was merely shipwrecked on a deserted island, and has been rescued. When she returns home, she learns that Nick has just left on his honeymoon with his second wife.","","",""
The Shadow,1937,59,Action,6.8,Charles C. Coleman,Milton Raison,Dick Curtis,Marc Lawrence,Dwight Frye,Donald Kirke,"\"In Tibet, following the First World War, an American named Lamont Cranston (Alec Baldwin), succumbing to his dark instincts, sets himself up as a warlord and opium kingpin under the alias of Yin-Ko (Mandarin Chinese for \"\"Dark Eagle\"\"). He is abducted by servants of the Tulku (Brady Tsurutani",voiced by Barry Dennen),a holy man who exhibits otherworldly powers and knows Cranston's identity. He offers Cranston a chance to redeem himself and become a force for good. Cranston refuses but is silenced by the Phurba (Frank Welker),a mystical sentient flying dagger. Ultimately
A Star Is Born,1937,111,Drama,7.3,William A. Wellman,Dorothy Parker,Owen Moore,Adolphe Menjou,Andy Devine,Edgar Kennedy,"Esther Hoffman, an aspiring singer-songwriter, meets John Norman Howard, a famous, successful and self-destructive singer/songwriter rock star, whom, after a series of coincidental meetings, she finally starts dating. Believing in her talent, John gives her a helping hand and her career begins to eclipse his.","","",""
They Won't Forget,1937,95,Drama,7.2,Mervyn LeRoy,Ward Greene,Otto Kruger,Claude Rains,Allyn Joslyn,Cy Kendall,"A southern town is rocked by scandal when teenager Mary Clay is murdered on Confederate Memorial Day. A district attorney with political ambitions, Andrew Griffin, sees the crime as way to the Senate if he can find the right scapegoat to be tried for the crime. He seeks out Robert Hale, Mary's teacher at the business school where she was killed. Even though all evidence against Hale is circumstantial, Hale happens to be from New York (Leo Frank was a Southerner from Texas, but he was Jewish and had been raised in New York), and Griffin works with reporter William Brock to create a media frenzy of prejudice and hatred against the teacher. The issue moves from innocence or guilt to the continuing bigotry and suspicion between South and North, especially given the significance of the day of the murder.","","",""
Angels with Dirty Faces,1938,97,Drama,7.9,Michael Curtiz,John Wexley,Pat O'Brien,Leo Gorcey,Bobby Jordan,James Cagney,"In 1923, Rocky Sullivan (Frankie Burke) and Jerry Connolly (William Tracy) attempted to rob a railroad car carrying fountain pens. Jerry, the faster runner, escaped from police, while Rocky was caught and sentenced to reform school.","","",""
The Little Princess,1939,93,Comedy,7.1,Walter Lang,Ethel Hill,Miles Mander,Cesar Romero,Arthur Treacher,Ian Hunter,"\"Sara's army captain father must put her in boarding school because he has been ordered to the Boer war. He brings her to the \"\"best\"\" girls' school in England",but the owner,Miss Minchin only accepts her after he emphasizes his financial and social status. He instructs Miss Minchin that he will reimburse her for additional expenses to ensure that Sara has the best of everything in his absence.The unspoiled Sara enjoys her privileged life but misses her father. Her kindness stuns the young school servant,Becky. Sara befriends Ram Dass
Of Mice and Men,1939,106,Drama,7.8,Lewis Milestone,John Steinbeck,Oscar O'Shea,Granville Bates,Charles Bickford,Noah Beery Jr.,"Two migrant field workers in California on their plantation during the Great Depression—George Milton, an intelligent but uneducated man, and Lennie Small, a bulky, strong man but mentally disabled—are in Soledad on their way to another part of California. They hope to one day attain the dream of settling down on their own piece of land. Lennie's part of the dream is merely to tend and pet rabbits on the farm, as he loves touching soft animals, although he always kills them. This dream is one of Lennie's favorite stories, which George constantly retells. They had fled from Weed after Lennie touched a young woman's dress and wouldn't let go, leading to an accusation of rape. It soon becomes clear that the two are close and George is Lennie's protector, despite his antics.","","",""
Dr. Ehrlich's Magic Bullet,1940,103,Drama,7.4,William Dieterle,John Huston,Otto Kruger,Edward G. Robinson,Sig Ruman,Henry O'Neill,"Paul Ehrlich (Edward G. Robinson) is a physician working in a German hospital. He is dismissed for his constant disregard for hospital rules, which are bound by bureaucratic red tape. The reason for his conflict is his steadily rising interest in research for selective color staining, the marking of cells and microorganisms, using certain dyes and marking agents, which, as he describes in the film, have a certain 'affinity' to that which is to be stained and nothing else. Emil von Behring (Otto Kruger), whom Dr. Ehrlich meets and befriends, while experimenting with his staining techniques, is impressed with Dr. Ehrlich's staining methods and refers to it as 'specific staining,' adding that this is one of the greatest achievements in science, especially for diagnostic purposes, based on optical microscopy. After attending a medical presentation of one Dr. Robert Koch (Albert Basserman) showing that tuberculosis is a bacterial disease, Ehrlich is able to obtain a sample of the isolated bacterium. After an intense time of research and experimentation in his own lab, paired with a portion of luck, he is able to develop a staining process for this bacterium. This result is honored by Koch and medical circles as a highly valuable contribution to diagnostics.","","",""
Pinocchio,1940,88,Comedy,7.5,Norman Ferguson,Carlo Collodi,Christian Rub,Christian Rub,Frankie Darro,Frankie Darro,"\"The story begins with an inventor named Geppetto making a robot, Pinocchio, as his son. Meanwhile, an evil mayor named Scamboli is building a technological city called \"\"Scamboville\"\" to get rid of nature. He also hates all children",except for his beloved daughter,Marlene. When Marlene expresses concerns to Scamboli about there being no space for children to have fun,"he sets out to make a kids-only theme park called \"\"Scamboland\"\"."
Mr. Bug Goes to Town,1941,78,Comedy,6.9,Dave Fleischer,Dave Fleischer,Stan Freed,Tedd Pierce,Kenny Gardner,The Royal Guards,"\"Hoppity the Grasshopper, after a period spent away, returns to an American city (Manhattan, New York). He finds that all is not as he left it, and his insect friends (who live in the \"\"Lowlands\"\" just outside of the garden of a cute bungalow belonging to down-on-his-luck songwriter Dick Dickens and his wife Mary) are now under threat from the \"\"human ones","\"\" who are trampling through the broken-down fence",using it as a shortcut.,""
Mr. & Mrs. Smith,1941,95,Comedy,6.3,Alfred Hitchcock,Norman Krasna,Jack Carson,William Tracy,Robert Montgomery,Gene Raymond,"\"DAVID and ANN SMITH have a volatile marriage, to say the least. They also have several \"\"rules\"\" concerning their marriage. One is that they will not leave their room until they've patched up after a quarrel. The latest goes on for three days. David",a lawyer,hangs up his whole STAFF while the bickering couple patch it up.Once they've made up,"they're back at the usual loving bickering. They also have a rule that once a day they can ask the other a question in which they must answer honestly. Mrs. Smith asks her beloved: \"\"If they could do it all over again"
Arabian Nights,1942,86,Action,6.1,John Rawlins,Michael Hogan,Billy Gilbert,Shemp Howard,Leif Erickson,Sabu,"The story starts at a harem in Persia, where the elderly overseer bids his young charges to read the story of Haroun al-Rashid (Hall) and his wife Sherazade (Montez), unfolding the film's plot in the process.","","",""
The Falcon's Brother,1942,63,Drama,6.4,Stanley Logan,Stuart Palmer,Keye Luke,Edward Gargan,Cliff Clark,Eddie Dunn,"\"Sleuth Gay Lawrence (George Sanders), known as \"\"The Falcon","\"\" with his assistant","\"\"Lefty\"\" (Don Barclay)",arrive at dockside to meet a Latin American cruise ship. On board is Lawrence's brother
'Gung Ho!': The Story of Carlson's Makin Island Raiders,1943,88,Drama,6.0,Ray Enright,Lucien Hubbard,Louis Jean Heydt,Alan Curtis,Walter Sande,Sam Levene,"The local auto plant in fictional Hadleyville, Pennsylvania, which supplied most of the town's jobs, has been closed for nine months. The former foreman Hunt Stevenson (Michael Keaton) goes to Tokyo to try to convince the Assan Motors Corporation to reopen the plant. The Japanese company agrees and, upon their arrival in the U.S., they take advantage of the desperate work force to institute many changes. The workers are not permitted a union, are paid lower wages, are moved around within the factory so that each worker learns every job, and are held to seemingly impossible standards of efficiency and quality. Adding to the strain in the relationship, the Americans find humor in the demand that they do calisthenics as a group each morning and that the Japanese executives eat their lunches with chopsticks and bathe together in the river near the factory. The workers also display a poor work ethic and lackadaisical attitude toward quality control.","","",""
The Ox-Bow Incident,1942,75,Drama,8.0,William A. Wellman,Lamar Trotti,Dana Andrews,William Eythe,Harry Morgan,Frank Conroy,"\"The Ox-Bow Incident takes place in Nevada in 1885 and begins with Art Croft (Harry Morgan) and Gil Carter (Henry Fonda) riding into the town of Bridger's Wells. They go into Darby's Saloon and find that the atmosphere is subdued, in part because of the recent incidents of cattle-rustling (the stealing of livestock) in the vicinity. Everyone wants to catch the thieves.Gil learns that his former girlfriend left town at the start of the spring and drinks heavily to drown his sorrows. Art and Gil are possible rustler suspects simply because they are not often seen in town. The townspeople are wary of them, and a fight breaks out between Gil and a local rancher named Farnley. Immediately after the fight, another man races into town on horseback, goes into the saloon and announces that a rancher named Larry Kinkaid has been murdered. The townspeople immediately form a posse to pursue the murderers, who they believe to be the cattle rustlers. The posse is told by the local judge that they must bring the presumed rustlers back alive for trial, and that their deputization by a deputy is illegal, but little heed is taken of this. Art and Gil join the posse as well, as much to avoid being its target as to participate. Davies (Harry Davenport), who is vehemently opposed to forming the posse because of its capacity for \"\"mob rule","\"\" also joins. Among the other people in the posse are \"\"Major\"\" Tetley (Frank Conroy) and his son",Gerald (William Eythe). The major informs the posse that three men with cattle bearing Kinkaid's brand have just entered Bridger's Pass,and therefore shouldn't be too difficult to catch.On their journey
Salute to the Marines,1943,101,Drama,6.4,S. Sylvan Simon,Robert Hardy Andrews,Keye Luke,Dick Curtis,William Lundigan,Wallace Beery,"Having being stationed in the Philippines for years as a member of the United States Marine Corps, NCO Sgt. Maj. William Bailey (Beery) is retired after serving for 30 years. This happens several months prior to the Japanese bombing of Pearl Harbor and their laying siege to the South Pacific.","","",""
House of Frankenstein,1944,71,Horror,6.2,Erle C. Kenton,Edward T. Lowe Jr.,George Zucco,Boris Karloff,Sig Ruman,Lionel Atwill,"\"It's some 20 years after the Frankenstein monster and the wolfman met their demise in \"\"Frankenstein Meets the Wolfman\"\" (1943)",but Dr Neimann [Boris Karloff] and his hunchback assistant Daniel [J Carroll Naish],currently locked in jail,still plan for a way to cure Daniel's deformity by Dr Frankenstein's operation. When lightning destroys the jail wall
None Shall Escape,1944,85,Drama,7.0,André De Toth,Lester Cole,Henry Travers,Richard Hale,Erik Rolf,Kurt Kreuger,"The film centres on the trial of Wilhelm Grimm as a war criminal. Each character witness provides a flashback scene to a previous part of Grimm's life. In the trial, it is revealed that Grimm (Alexander Knox), who fought for Germany in the First World War and lost a leg in battle, returns after the war to the small German village of Litzbark (now in newly independent Poland) where he had been a teacher. Despite the recent hostilities, he is welcomed back into the community and resumes his teaching. He also resumes his relationship with Marja Pacierkowski, a local Polish girl to whom he had become engaged before the war.","","",""
To Each His Own,1946,122,Drama,7.6,Mitchell Leisen,Charles Brackett,John Lund,John Lund,Phillip Terry,Roland Culver,"\"In World War II London, fire wardens Josephine \"\"Jody\"\" Norris (Olivia de Havilland) and Lord Desham (Roland Culver) keep a lonely vigil. When Jody saves Desham's life",they become better acquainted. With a bit of coaxing,the ageing spinster tells the story of her life,leading to a flashback.
Brute Force,1947,98,Drama,7.6,Jules Dassin,Richard Brooks,Charles Bickford,Sam Levene,Burt Lancaster,John Hoyt,"On a dark, rainy morning at Westgate Prison, prisoners crammed into a small cell watch through the window as Joe Collins (Burt Lancaster) returns from his term in solitary confinement. Joe is angry and talks about escape. The beleaguered warden is under pressure to improve discipline. His chief of security, Capt. Munsey (Hume Cronyn), is a sadist who manipulates prisoners to inform on one another and create trouble so he can inflict punishment. The often drunk prison doctor (Art Smith) warns that the prison is a powder keg and will explode if they are not careful. He denounces Munsey's approach and complains that the public and government officials fail to understand the need for rehabilitation.","","",""
The Fugitive,1947,104,Drama,6.3,John Ford,Dudley Nichols,Pedro Armendáriz,J. Carrol Naish,Robert Armstrong,Fortunio Bonanova,"Dr. Richard Kimble, a prominent Chicago vascular surgeon, arrives home to find his wife Helen fatally wounded by a one-armed man. Kimble struggles with the killer but he escapes. The lack of evidence of a break-in, Helen's lucrative life insurance policy, and a misunderstood 9-1-1 call result in Kimble's conviction of first-degree murder. Being transported to death row by bus, his fellow prisoners attempt an escape. The pandemonium sends the bus down a ravine and into the path of an oncoming train. Kimble escapes the collision and flees. Deputy U.S. Marshal Samuel Gerard and his colleagues Renfro, Biggs, Newman and Poole arrive at the crash site and begin the search for Kimble. Kimble sneaks into a hospital to treat his wounds and alter his appearance. He eludes the authorities, but Gerard corners him at the edge of a storm drain over a dam. Kimble leaps into the raging water and escapes.","","",""
Bodyguard,1948,62,Drama,6.5,Richard Fleischer,Fred Niblo Jr.,Erville Alderson,Steve Brodie,Frank Fenton,Charles Cane,"Bodyguard revolves around young Jayakrishnan (Dileep), who has a very strange habit; he adulates anyone with a trace of heroism. Whenever he develops an admiration towards a person, he prefers to move with that person as a sort of bodyguard. He starts admiring Ashokan (Thiagarajan), a former liquor tycoon and leading businessman. Jayakrishnan wants to be Ashokan's bodyguard, but Ashokan does not need a bodyguard. Later, Jayakrishnan approaches Ashokan with a recommendation from someone he cannot refuse. He achieves his luck after saving Ashokan from danger.","","",""
Hamlet,1948,154,Drama,7.6,Laurence Olivier,William Shakespeare,Laurence Olivier,Esmond Knight,Harcourt Williams,Patrick Troughton,=== Act I ===,"","",""
Mexican Hayride,1948,77,Comedy,6.2,Charles Barton,Oscar Brodney,Frank Fenton,John Hubbard,Lou Costello,Tom Powers,"Joe Bascomb (Lou Costello) chases con man Harry Lambert (Bud Abbott) to Mexico City, after Harry apparently swindled him (and some friends) in an oil stock scam back in the United States. Joe's ex-girlfriend, Mary (Virginia Grey) has hired Harry as her agent, and is going by the name 'Montana', passing herself off as a toreador. When Joe encounters Harry at a bullring arena, he also sees Mary, who is in the ring. As part of 'Amigo Americana Week', she is about to toss her hat into the crowd where the lucky recipient will be proclaimed 'goodwill ambassador'. Mary is supposed to toss the hat to Gus Adamson (Frank Fenton), another con man whom Harry has arranged to be chosen, but Mary instead throws the hat in anger at Joe. It turns out that Joe, now the 'goodwill ambassador', is also being pursued by American authorities for partaking in the oil stock scam; he uses an alias, 'Humphrey Fish', while in Mexico.","","",""
My Dear Secretary,1948,94,Comedy,5.7,Charles Martin,Charles Martin,Grady Sutton,Kirk Douglas,Alan Mowbray,Rudy Vallee,"\"Stephanie \"\"Steve\"\" Gaylord (Laraine Day) attends some writing classes. It's the last day and her teacher",Owen Waterbury (Kirk Douglas) offers the class some inspiring words. The professor also talk of his own aspirations,which consist of writing a work of high literature,well-written and meaningful
All the King's Men,1949,110,Drama,7.4,Robert Rossen,Robert Penn Warren,Broderick Crawford,Shepperd Strudwick,Raymond Greenleaf,John Derek,"\"All the King's Men portrays the dramatic political rise and governorship of Willie Stark, a cynical populist in the American South during the 1930s. The novel is narrated by Jack Burden, a political reporter who comes to work as Governor Stark's right-hand man. The trajectory of Stark's career is interwoven with Jack Burden's life story and philosophical reflections: \"\"the story of Willie Stark and the story of Jack Burden are",in one sense,"one story.\"\"",""
The Asphalt Jungle,1950,112,Drama,7.8,John Huston,Ben Maddow,Louis Calhern,Marc Lawrence,Anthony Caruso,Sam Jaffe,"\"When criminal mastermind Erwin \"\"Doc\"\" Riedenschneider (Sam Jaffe) is released from prison after seven years",he goes to see a bookie named Cobby (Marc Lawrence) in an unnamed Midwest river city (almost certainly Cincinnati),who arranges a meeting with Alonzo Emmerich (Louis Calhern),a lawyer. Emmerich listens to Doc's plan to steal jewelry worth half a million dollars or more. Doc needs $50
In a Lonely Place,1950,94,Drama,7.9,Nicholas Ray,Andrew Solt,Carl Benton Reid,Morris Ankrum,Frank Lovejoy,William Ching,"\"Dixon \"\"Dix\"\" Steele (Humphrey Bogart) is a down-on-his-luck Hollywood screenwriter who has not had a hit","\"\"since before the war.\"\" While driving to meet his agent",Mel Lippman (Art Smith),at a nightclub
A Lady Without Passport,1950,74,Drama,6.1,Joseph H. Lewis,Howard Dimsdale,Trevor Bardette,John Hodiak,James Craig,George Macready,"After World War II, immigrants in Cuba who are refused visas for various reasons try to sneak into the U.S. illegally with the help of a human smuggling ring run by Palinov (George Macready), a Levantine café owner. Following the death of one immigrant, U.S. Immigration operative Pete Karczag (John Hodiak) is sent to Havana, where he poses as a Hungarian in need of Palinov's services. During his dangerous undercover investigation, Pete meets Marianne Lorress (Hedy Lamarr), a penniless Austrian refugee of the Buchenwald concentration camp who is waiting to be smuggled into the United States by Palinov. He decides to use her to obtain the place and time of Palinov's next operation.","","",""
Tripoli,1950,95,Action,5.7,Will Price,Will Price,Howard Da Silva,Alan Napier,Phillip Reed,Lowell Gilmore,"The USS Essex is maintaining a blockade of the port of Tripoli. General William Eaton (Herbert Heyes) comes on board to recruit a commando squad for a secret mission. Lt. Presley O'Bannon (John Payne) and Lt. Tripp (Lowell Gilmore) are selected for a raid on Derna, with the aid of native forces. Hamet Karamanly (Phillip Reed), former pasha of Derna supplies men in exchange for being restored to his throne. Countess Sheila D’Areneau (Maureen O'Hara) stays with the Pasha and everyone presumes she is his mistress, while she angles into persuading him to marry her. O'Bannon recruits a native force. O'Bannon and Countess D’Arneau meet and are attracted to each other, but both refuse to admit it to themselves.","","",""
