title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
The Public Enemy,1931,83,Drama,7.6,William A. Wellman,Kubec Glasmon,Murray Kinnell,Edward Woods,Robert Emmett O'Connor,James Cagney,"\"As youngsters in 1900's Chicago, Tom Powers (James Cagney) and his lifelong friend Matt Doyle (Edward Woods) engage in petty theft, selling their loot to \"\"Putty Nose\"\" (Murray Kinnell). Putty Nose persuades them to join his gang on a fur warehouse robbery",assuring them he will take care of them if anything goes wrong. When Tom is startled by a stuffed bear,he shoots it,alerting the police
Grand Hotel,1932,112,Drama,7.3,Edmund Goulding,Vicki Baum,John Barrymore,Lewis Stone,Wallace Beery,Ferdinand Gottschalk,"\"Doctor Otternschlag (Lewis Stone), a disfigured veteran of World War I and a permanent resident of the Grand Hotel in Berlin, wryly observes, \"\"People coming","going. Nothing ever happens\"\"",after which a great deal transpires. Baron Felix von Geigern (John Barrymore),who squandered his fortune and supports himself as a card player and occasional jewel thief
Design for Living,1933,91,Comedy,7.4,Ernst Lubitsch,Noël Coward,Cosmo Kyrle Bellew,Edward Everett Horton,Franklin Pangborn,Lionel Belmore,=== Act I ===,"","",""
Girl Missing,1933,69,Comedy,6.6,Robert Florey,Carl Erickson,Ben Lyon,Edward Ellis,Ferdinand Gottschalk,Guy Kibbee,"Kay Curtis (Glenda Farrell) and June Dale (Mary Brian) are two showgirls living in the Palm Beach hotel. When June refuses one of her wealthy male friend's sexual advances, he chooses to let June and Kay pay for their own hotel bills. They decide to ask Daisy Bradford (Peggy Shannon), who is engaged to millionaire Henry Gibson (Ben Lyon), for help paying the bills because Daisy used to be a fellow showgirl. However, Daisy pretends not to know them. Kay tries to win some money gambling, but ends up losing all their money instead. When they run into Daisy's former boyfriend Raymond Fox (Lyle Talbot) in the hotel, he offers them some money to leave town, but June and Kay accidentally miss the train.","","",""
Hell Below,1933,101,Drama,6.6,Jack Conway,Laird Doyle,Robert Young,Jimmy Durante,David Newell,John Lee Mahin,"When the commander of the United States Navy submarine AL-14 is wounded on its last cruise, Lieutenant Thomas Knowlton (Robert Montgomery), the second in command, hopes to be promoted and take his place. However, Lieutenant Commander T. J. Toler (Walter Huston) shows up and takes over.","","",""
Go Into Your Dance,1935,89,Drama,6.1,Archie Mayo,Earl Baldwin,Al Jolson,Akim Tamiroff,Phil Regan,Barton MacLane,"Broadway star Al Howard (Al Jolson) has a habit of walking out on hit shows. His sister Molly (Glenda Farrell) promises his agent he will never do it again, but he is banned from Broadway. Molly tracks Al down in Mexico, where he is on a binge and tells him she is done taking care of him. When Molly runs into Dorothy Wayne (Ruby Keeler) a friend who is a dancer, she begs Dorothy to form a team with Al, because she can get Al a job if he has a partner. At first Molly is reluctant but finally agreed.","","",""
The Nitwits,1935,81,Comedy,6.0,George Stevens,Fred Guiol,Arthur Aylesworth,Willie Best,Charles C. Wilson,Erik Rhodes,"Johnnie (Bert Wheeler) is a would-be songwriter; Newton (Robert Woolsey) is a would-be inventor. Both work at a cigar stand in the lobby of an office building. Johnnie wants to sell a song to Winfield Lake, a song publisher who also owns the building. Lake's secretary, Mary (Betty Grable), is Johnnie's sweetheart. When Lake turns up dead, circumstances conspire to make Mary and Newton think that Johnnie is the killer. They conspire again to implicate Mary, who goes to jail. But who really shot Lake? Who is the Black Widow, the blackmailer who had threatened him? The other characters in this wacky murder mystery are: Lake's suspicious wife, a self-satisfied private detective, a seemingly slow-witted janitor (Willie Best), Lake's auditor, a songwriter who thinks Lake is stealing from him and another who thinks everyone is stealing from him. It's up to Newton and his truth machine to reveal the real killer.And it does. When Newton accidentally zaps William Darrell (Fred Keating), the private detective, with it, he declares that he is the Black Widow. But Newton thinks the machine is malfunctioning and dismisses the confession. Only later does Darrell end up in custody, after a wacky chase through the office building at night.All ends happily for Johnnie and Mary, even after she gets zapped with the truth machine herself and reveals that she'd like to have ten children.",murder,test,imdb
The Passing of the Third Floor Back,1935,90,Comedy,6.9,Berthold Viertel,Jerome K. Jerome,Ronald Ward,Jack Livesey,Frank Cellier,Conrad Veidt,"The film focuses on a run-down boarding house in London, home to an assorted group of residents. Many of them cling precariously to their social positions with only one figure, the wealthy self-made businessman Mr Wright, being truly successful. The house is owned by the grasping Mrs Sharpe, who mistreats the maid, Stasia, a rehabilitated juvenile delinquent. The various members of the household are miserable and openly sneering and rude towards each other, the one exception being the respect shown by all to the powerful Mr Wright. In the case of one couple, Major Tomkin and his wife, this involves pressuring their daughter Vivian to marry Wright in spite of her obvious horror at the idea.","","",""
Modern Times,1936,87,Comedy,8.5,Charles Chaplin,Charles Chaplin,Chester Conklin,Charles Chaplin,Stanley Blystone,Henry Bergman,"\"Modern Times portrays Chaplin as a factory worker employed on an assembly line. There, he is subjected to such indignities as being force-fed by a malfunctioning \"\"feeding machine\"\" and an accelerating assembly line where he screws nuts at an ever-increasing rate onto pieces of machinery. He finally suffers a nervous breakdown and runs amok",throwing the factory into chaos. He is sent to a hospital. Following his recovery,the now unemployed factory worker is mistakenly arrested as an instigator in a Communist demonstration. In jail,he accidentally ingests smuggled cocaine
The Old Corral,1936,57,Drama,5.7,Joseph Kane,Bernard McConville,Cornelius Keefe,Sons of the Pioneers,Smiley Burnette,Gene Autry,"After witnessing nightclub owner Tony Pearl murdered by gangster Mike Scarlotti (John Bradford), blues singer Eleanor Spenser (Irene Manning) flees Chicago and heads West on a bus. Soon her picture appears in newspapers across the country. The bus makes a stop in Turquoise City, New Mexico, where Martin Simms (Cornelius Keefe), the crooked owner of the Blue Moon saloon, befriends Eleanor. After seeing her picture in the newspapers, Simms, who is hoping to collect a reward from Scarlotti, sends the gangster a telegram revealing Eleanor's whereabouts.","","",""
The Singing Vagabond,1935,56,Drama,6.0,Carl Pierson,Oliver Drake,Henry Roquemore,Niles Welch,Smiley Burnette,Allan Sears,"\"At a St. Louis opera house in 1860, a singer in blackface named Jerry Barton, known as \"\"King of the Minstrels\"\"",comes backstage and asks his sweetheart,Lettie Morgan (Ann Rutherford),to elope. Lettie's Aunt Hortense
Where the Buffalo Roam,1938,61,Drama,5.6,Albert Herman,Robert Emmett Tansey,Bob Terry,Ed Cassidy,Horace Murphy,'Snub' Pollard,"The film opens in the Rocky Mountains on the Colorado ranch of Dr. Hunter S. Thompson, a journalist furiously trying to finish a story about his former attorney and friend, Carl Lazlo, Esq. Thompson then flashes back to a series of exploits involving the author and his attorney.","","",""
The Hound of the Baskervilles,1939,80,Horror,7.4,Sidney Lanfield,Ernest Pascal,Morton Lowry,Lionel Atwill,Nigel Bruce,John Carradine,"\"The first of two of the Twentieth Century-Fox Rathbone/Bruce Sherlock Holmes movies opens with the 20th Century Fox logo and theme, followed by title and credits shown over a panning shot of the moors. That transitions to a note, \"\"1889 In all England there is no district more dismal than that vast expanse of primitive wasteland","the moors of Dartmoor in Devonshire.\"\" We see Baskerville Hall",it is late evening and a man runs through the countryside back to the house. A hound bays,and Sir Charles (Ian MacLaren) running
Andy Hardy Meets Debutante,1940,88,Comedy,6.6,George B. Seitz,Annalee Whitmore,Mickey Rooney,George P. Breakston,Lewis Stone,Addison Richards,"Andy Hardy (Mickey Rooney) from Carvel becomes infatuated with a well-known young socialite, Daphne Fowler (Diana Lewis), from New York City. Even though he hasn’t met the woman in person, he drops her name to his friends and tells them that they are very well acquainted. He even lets his friends believe he is romantically involved with Miss Fowler.","","",""
Christmas in July,1940,67,Comedy,7.4,Preston Sturges,Preston Sturges,William Demarest,Dick Powell,Harry Rosenthal,Raymond Walburn,"Dr. Maxford (Raymond Walburn) is thoroughly exasperated. He is supposed to announce on national radio the winners of a slogan contest for his Maxford House Coffee; the first prize is $25,000. Maxford's jury is deadlocked by the stubborn Mr. Bildocker (William Demarest). As a result, the program ends without an announcement.","","",""
The Great Dictator,1940,125,Comedy,8.4,Charles Chaplin,Charles Chaplin,Charles Chaplin,Charles Chaplin,Carter DeHaven,Jack Oakie,"\"During a battle in the last months of World War I, the protagonist, an unnamed soldier (known only in the credits as A Jewish Barber), is fighting for the Central Powers in the army of the fictional nation of Tomainia, comically blundering through the trenches in combat scenes. Upon hearing a fatigued pilot pleading for help, the Barber attempts to rescue the exhausted officer, Commander Schultz. The two board Schultz's nearby airplane and fly off, barely escaping enemy ground fire. Schultz reveals that he is carrying important dispatches that could win the war. However, the plane loses fuel and crashes in a marsh. They both survive, but the Barber suffers from memory loss. As medics arrive, Commander Schultz gives them the dispatches, but is told that the war has just ended and Tomainia lost.Years later, as the Barber is released from the hospital, Adenoid Hynkel (also played by Chaplin), the ruthless dictator of Tomainia, has undertaken to persecute Jews throughout his country, aided by Secretary of the Interior and Minister of Propaganda Garbitsch and Minister of War Herring. The symbol of Hynkel's fascist regime is the \"\"double cross\"\"",and at times,when he's excited or angry,Hynkel speaks in a macaronic parody of the German language. During his first speech
The Invisible Man Returns,1940,81,Drama,6.5,Joe May,H.G. Wells,Alan Napier,John Sutton,Cecil Kellaway,Cedric Hardwicke,"Sir Geoffrey Radcliffe (Vincent Price) is sentenced to death for the murder of his brother Michael, a crime he did not commit. Dr. Frank Griffin, the brother of the original invisible man (named John instead of Jack), injects the prisoner with an invisibility drug. As Radcliffe's execution nears, he suddenly vanishes from his cell. Detective Sampson (Cecil Kellaway) from the Scotland Yard guesses the truth while Radcliffe searches for the real murderer before the drug causes him to go insane.","","",""
Dumbo,1941,64,Drama,7.2,Samuel Armstrong,Joe Grant,Billy Bletcher,Billy Bletcher,Eddie Holden,Eddie Holden,"As a circus train makes it's way to the first of many show stops, a stork arrives with a baby for one elephant, named Mrs Jumbo. The other female pachyderms are charmed by the little baby, until he sneezes, revealing that he has a pair of oversized ears. Their words take on a different tune as they make fun of the little baby, giving him the ridiculing name of Dumbo. Dumbo's Mother just ignores their taunts and still cares for her child.At the circus' first venue, the elephants are put on exhibition for a number of people. However, one young boy makes fun of Dumbo, and also ends up pulling on his ears. This causes Mrs Jumbo to protect her son, but her actions cause the Ringmaster and the other circus people to claim her to be a mad elephant, and she is locked away.After this incident, none of the other elephants show any compassion or want to help Dumbo after his Mother is taken away. The only one who comes to his aid in friendship is a little mouse named Timothy. Dumbo is at first scared of Timothy (as he is a mouse), but Timothy's words of wanting to help get Dumbo's Mother released makes him realize the little mouse also means well. Timothy feels that Dumbo just needs to prove himself, and while the Ringmaster is asleep, whispers the idea for an elaborate performance by the elephants.The elephants climb on top of each other, and the plan is for Dumbo to be launched to the top, holding a little flag. However, Dumbo trips over his ears, and ends up toppling the stacked elephants, which causes the circus tent to collapse.After this, Dumbo is given the rather embarrassing role of being painted as a clown, and put into a rather degrading circus act. Dumbo just feels even worse, but Timothy manages to take him to see his Mother, which cheers him up a little. Later on in the evening, Dumbo develops the hiccups, and Timothy finds a tub of water in the clown's tent. However, one of the clowns has knocked some liquor into it, and Dumbo and Timothy end up getting tipsy, and soon start hallucinating, seeing pink elephants.The next day, Dumbo and Timothy find themselves up a tree, and badgered by a gang of crows. Timothy is at a loss as to how they got up in the tree, until he hits on the obvious reason: Dumbo's ears act like wings, making him a flying elephant! However, the idea of this is ridiculed by the crows, who laugh and sing a mocking song about Dumbo.This causes Timothy to lose his temper, and he relates to the crows everything that Dumbo has been through. The crows then change their tune, and give Dumbo a 'magic feather,' to give him the confidence to fly. Sure enough, Dumbo can fly, and Timothy plans to have him surprise the audience that night when they do their performance with the clowns.Dumbo goes through his performance, but on his freefall to the ground, loses the magic feather. With Dumbo in a panic, Timothy pleads that he can fly even without the feather. In the nick of time, Dumbo manages to fly, and ridicules the clowns, before pelting the other elephants who made fun of him with peanuts.In the aftermath, it is shown that Dumbo's fame spreads, and he soon becomes famous. The last scene shows Dumbo's mother having been released, in the rear of a special train car, as Dumbo lands in her arms.","psychedelic, cute",val,imdb
The Palm Beach Story,1942,88,Comedy,7.5,Preston Sturges,Preston Sturges,Arthur Stuart Hull,Torben Meyer,Victor Potel,Joel McCrea,"\"This story begins with the wedding of Gerry (Claudette Colbert) and Tom Jeffers (Joel McCrea), and the wedding follows with the caption, \"\"And they lived happily ever after... or did they?\"\" Time then flashes forward about four years to the Jeffers apartment where the Wienie King (Robert Dudley) is touring the Jeffers apartment as a likely rental because the Jeffers aren't able to make their bills. While the Wienie King and his wife tour the apartment",an embarrassed Gerry hides in closets and the bathroom,ducking away from touring eyes. The Wienie King happens upon Gerry hiding in the bathtub behind a shower curtain and takes an immediate liking to her so much that he decides not to take her apartment and gives Gerry $700 to pay her bills.Meantime,Tom is meeting with a hopeful investor to discuss his idea of building an airport that stretches over the city. The investor doesn't seem very keen on Tom's idea. When Tom gets home and finds out that Gerry has taken money from a stranger
Bataan,1943,114,Drama,6.9,Tay Garnett,Robert Hardy Andrews,Lee Bowman,George Murphy,Lloyd Nolan,Robert Taylor,"\"The film opens with long lines of tired and grim soldiers and civilians moving through a congested town away from the advancing Japanese (who are not shown but the hopelessness of the situation hangs heavy). Sergeant Bill Dane (Robert Taylor) of the 31st Infantry and his companion Corporal Jake Feingold (Thomas Mitchell) are seen manning a defensive position. They casually discuss the possibility that they will be ordered to retreat again back toward the presumed safety of Bataan.Their commander orders them to report to a Captain Lassister for a special assignment. The town then suffers a violent Japanese air attack with civilians and soldiers caught in the open and killed. Dane and Feingold reach Lassiter. A pretty American nurse boards the last ambulance out while casting a long, soulful look back at Lassier (Lee Bowman). Lassiter puts Dane in charge of a group of 13 men, all of whom had been separated from their commands, with orders to hold a a strategic bridge after the last refugees cross. Lassiter makes it clear they are to demolish the bridge, stop the \"\"Japs\"\"",and hold until MacArthur can consolidate in Bataan. They are given such equipment and supplies as is available and left alone.After the army and some civilians cross the bridge,Dane,Feingold
In Old Oklahoma,1943,102,Drama,6.4,Albert S. Rogell,Thomson Burtis,Albert Dekker,Paul Fix,John Wayne,Sidney Blackmer,Eastern school teacher Catherine Allen becomes notorious in 1906 when it is learned that she has authored a romance novel. She decides to move West and begin a new life.,"","",""
The Lady and the Monster,1944,86,Horror,5.6,George Sherman,Dane Lussier,William Henry,Erich von Stroheim,Charles Cane,Sidney Blackmer,"\"The film is about the attempts to keep alive the brain of a multimillionaire after his death, only to create a telepathic monster. The man then takes over the medical assistant's mind, and the \"\"lady\"\" of the title has to fight it.","","",""
"Murder, My Sweet",1944,95,Drama,7.5,Edward Dmytryk,John Paxton,Miles Mander,Otto Kruger,Mike Mazurki,Douglas Walton,"Marlowe is in a police station, a bandage over his eyes. He explains what happened in a flashback.Moose Malloy comes in to Marlowe's office. He's just got out of prison and wants Marlowe to find his ex-girlfriend, who he's not seen in eight years. Malloy takes him to a place called Florian's, where his ex used to work. They go into the bar. The bar goes quiet as they walk in. The boss comes over and warns them that he wants no trouble. Malloy walks over to a girl in the bar but the boss warns him not to bother the customers. The man throws the boss across the room. Marlowe tries to intervene, but Moose doesn't remember him. The take a couple of bottles from the bar and leave. Malloy tells Marlowe that they were to be married. Her name was Velma Valento.Marlowe traces the wife of the previous owner of Florian's. She appears to be very drunk. She gives him a file of clippings but tries to hide a picture of Valento. Marlowe takes it. Mrs. Florian tells him she's never heard of Moose Malloy and demands that he leave. He does, but then watches her through the window as she makes a phone call, apparently not as drunk as she seemed.Marlowe returns to his office to find Lindsay Marriott waiting in his office. He hires Marlowe to accompany him to a rendezvous to make a business transaction, exchanging a jade necklace for cash. Arriving at the spot, Marlowe gets out to look around. Gun drawn, he walks some distance into the bushes. Finding nothing but a deer, he returns to the car, where he is coldcocked by a blackjack.When he awakens, a woman asks if he is all right, then, apparently recognizing him, runs. Marriott has been killed and dumped in the back seat.Cut to a police station where Marlowe is being interrogated about the murder. They argue and then Marlowe is released, but tell Marlowe they think Jules Amthor is mixed up in this.This time, returning to his office, a woman is waiting. She tells him her name is Miss Allison, but he grabs her purse and finds she is actually Ann Grayle. She tries to storm out but he's locked the door. She tells him the jade belonged to her father.They go to visit her father in a palatial mansion. His wife, a stunning blonde, is also there. He explains that the necklace had been taken from his wife at gunpoint, and retires. Mrs. Gayle tells Marlowe that Marriot had been assigned to buy it back. As they talk, Amthor is shown in. They arrange an interview.Cut to Marlowe's home. Mrs. Grayle walks in behind a laundry boy and gives him a retainer. They go to a nightclub. Miss Grayle is there and talks to Marlowe privately. She offers him more money to make him go away. Moose is there too. He asks Marlowe to come and meet someone, and Miss Grayle disappears before he can make excuses. Moose takes him to a highrise and takes his gun. The person he is meeting turns out to be Amthor. He claims to be a psychic healer that the police are after. Marlowe accuses him of blackmailing women. Amthor thinks Marlowe has the necklace, which he wants. Moose causes a ruckus, wanting Marlowe to tell him where Velma is. They fight and Marlowe is kncked out and drugged, causing hallucinations.He wakes up on a cot. After shaking off the effects of the drug, he escapes, and confronts a doctor, who tells him he's been out for three days. Moose finds him and gets him a cab. Marlowe goes to see Ann. She asks him what happened, and he remembers that she was the girl at the rendezvous.The police come in and Marlowe gives them the story.Marlowe and Ann go back to the mansion and talk to her father. The police have been there, interested in his beach house. Mr. Grayle asks Marlowe to drop the case for money. Marlowe agrees, but tells Ann he's going to the beach house anyway.At the beach house, they find Mrs. Grayle. Ann, angry, leaves to tell her father. Marlowe accuses Mrs. Grayle of having Amthor shake him down for the necklace. She tells him Amthor is blackmailing her after she went to him for treatment. She was supposed to give him the jade, but it was stolen before she could give it to him. She thinks it was Marriot. She asks him to help her kill Amthor to stop him from blackmailing her further, and Marlowe agrees. They plan to lure Amthor to the beach house where Mrs. Gayle will shoot him.Marlowe goes to Amthor's place to set up the plot, but finds Amthor dead with his neck snapped, obviously by Moose. He returns to the office, where Moose finds him. Marlowe tells him the picture was a fake, but that he can take Moose to her. They agree to meet the next day.Marlowe takes him to the beach house and tells him to wait outside for a signal. He goes in to meet Mrs. Gayle, who still thinks the original plan is in place. She gives Marlowe the jade necklace, which she has had all along. She had told Marriot it had been stolen to throw them off the trail. Marlowe accuses her of killing Marriot, and tells her that Moose is waiting outside. She is actually Velma Valento. She had been supporting Marriott, Amthor, and Mrs. Florian with her blackmail money, but Moose's return had fouled the plan, and they were attempting to get rid of Marlowe before he could discover the plot.Mrs. Gayle pulls a gun on him. Ann and her father show up. Mrs. Gayle tells Mr. Gayle to take the gun. He does, but then shoots her. Moose hears the shot and comes upstairs, to see Velma's dead body. He attacks Mr. Gayle. Marlowe dives for Grayle's gun just as he fires, is blinded by the powder, and blacks out.Cut to the police station. Marlowe is wearing a bandage over his eyes. They explain that Gayle and Moose killed each other struggling for the gun. An officer leads him to a cab and he talks about Ann the whole way, without realizing that Ann was there all along. She gets in the cab with him and he realizes it's her. The end.","cult, mystery, murder, atmospheric, flashback",train,imdb
My Name Is Julia Ross,1945,65,Drama,7.0,Joseph H. Lewis,Muriel Roy Bolton,Olaf Hytten,George Macready,Roland Varno,Leyland Hodgson,"In London, Julia Ross (Nina Foch) goes to a new employment agency, desperate for work. When Mrs. Sparkes (Anita Sharp-Bolster) learns that she has no near relations, she recommends Julia for a job as a live-in personal secretary to a wealthy widow, Mrs. Hughes (May Whitty). Mrs. Hughes approves and insists that she move that very night into her house. Two days later, Julia awakes as a prisoner at an isolated seaside estate in Cornwall.","","",""
"Objective, Burma!",1945,142,Action,7.3,Raoul Walsh,Ranald MacDougall,John Alvin,Erville Alderson,Mark Stevens,William Prince,"A group of United States Army paratroopers led by Captain Nelson (Errol Flynn) are dropped into Burma to locate and destroy a camouflaged Japanese Army radar station that is detecting Allied aircraft flying into China. For their mission, they are assigned Gurkha guides, a Chinese Army Captain and an older war correspondent (Henry Hull) whose character is used to explain various procedures to the audience.","","",""
The Spanish Main,1945,100,Drama,6.3,Frank Borzage,George Worthing Yates,J.M. Kerrigan,Paul Henreid,John Emery,Walter Slezak,"Captain Van Horn's (Paul Henreid) pirate ship captures a Spanish galleon with a beautiful contessa aboard. The contessa (Maureen O'Hara) is travelling from Spain to be married to the evil viceroy of Cartegena, a man she has never met. The contessa is taken to the pirate hideout as a hostage. As the captain and contessa interact they fall in love. The contessa is soon challenged by Anne Bonney (Binnie Barnes) who is the captain's former lover and also a pirate. As things progress, Anne Bonney conspires with Van Horn's pirate enemies to have the contessa returned to Cartagena to get her out of the picture and away from her lover Van Horn. As the intruige unfolds Bonney, Van Horn and his crew are betrayed by the other pirates and taken prisoner by the viceroy. The contessa then risks her life to help the captives break out of prison. A battle ensues between the escaping pirates and the prison garrison. As Van Horn fights to protect the contessa, Anne Bonney is fatally wounded in a sword duel while protecting Van Horn's back. As she is dying, Anne Bonney gives her blessing to Van Horn and the contessa. Van Horn, the contessa, and the pirate crew go on to win the battle, escape and sail into the sunset to resume their pirate life on the Spanish Main.","intrigue, action, violence",test,imdb
