title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Mr. Smith Goes to Washington,1939,129,Comedy,8.1,Frank Capra,Sidney Buchman,Edward Arnold,James Stewart,Claude Rains,Thomas Mitchell,"\"The governor of an unnamed western state, Hubert \"\"Happy\"\" Hopper (Guy Kibbee)",has to pick a replacement for recently deceased U.S. Senator Sam Foley. His corrupt political boss,Jim Taylor (Edward Arnold),pressures Hopper to choose his handpicked stooge
Dr. Cyclops,1940,77,Drama,6.4,Ernest B. Schoedsack,Tom Kilpatrick,Albert Dekker,Paul Fix,Frank Reicher,Victor Kilian,"Biologists Dr. Mary Robinson (Janice Logan) and Dr. Bullfinch (Charles Halton) are summoned by Dr. Alexander Thorkel (Albert Dekker) to his remote laboratory in the Peruvian jungle. They are accompanied by mineralogist Dr. Bill Stockton (Thomas Coley), a friend of Mary's and a last minute substitute for another scientist, and Steve Baker (Victor Kilian), who wants to make sure his hired mules are well cared for (and suspects Thorkel may have discovered a rich mine). When they arrive, Thorkel asks the scientists to describe a specimen in his microscope, since his eyesight is too poor for him to do so himself. Bill identifies iron crystal contamination, much to Thorkel's satisfaction. Then, to their astonishment, Thorkel thanks them for their services and wants them to leave.","","",""
Go West,1940,80,Comedy,6.8,Edward Buzzell,Irving Brecher,Harpo Marx,George Lessey,Chico Marx,Groucho Marx,"\"A drifter identified only as \"\"Friendless\"\" (Keaton) sells the last of his possessions",keeping only a few trinkets and a picture of his mother. Unable to find a job in the city,he goes west and manages to get a job at a cattle ranch despite having no experience. Meanwhile,a neglected cow named Brown Eyes fails to give milk and is sent out to the field along with the other cattle.
All That Money Can Buy,1941,107,Drama,7.6,William Dieterle,Stephen Vincent Benet,Edward Arnold,George Cleveland,Walter Huston,Lindy Wade,"\"Farmer Jabez Stone, from the small town of Cross Corners, New Hampshire, is plagued with unending bad luck, causing him to finally swear \"\"it's enough to make a man want to sell his soul to the devil!\"\" Stone is visited the next day by a stranger","who later identifies himself as \"\"Mr. Scratch","\"\" and makes such an offer in exchange for seven years of prosperity. Stone agrees.",""
Moon Over Miami,1941,91,Comedy,6.7,Walter Lang,Vincent Lawrence,George Lessey,Jack Haley,Robert Cummings,Don Ameche,"After the main title and opening credits, the audience enters Texas Tommys drive-in greasy-spoon on Texas State Highway 73 (Texas Tommys slogan is Service with a Song) where the carhop sisters, Kay and Barbara Latimer, sing What Can I Do for You? A much anticipated letter from a lawyer arrives. Together with their Aunt Sue, the drive-ins cook, the sisters open the letter to discover they have inherited $55,000. They are ecstatic until they learn that their share after court cost, lawyer fees, and taxes is only $4,287.96. Terribly disappointed, they decide to invest the money by heading to Miami, the millionaires playground, to look for husbands.","","",""
The Wagons Roll at Night,1941,84,Drama,6.3,Ray Enright,Fred Niblo Jr.,Cliff Clark,Sig Ruman,Charley Foy,Eddie Albert,"From a traveling carnival managed by Nick Coster (Humphrey Bogart), an aggressive lion named Caesar escapes, but is cornered in a grocery store by clerk Matt Varney (Eddie Albert). Seeing that Matt has become an instant celebrity with the town's residents, Nick hires the farm boy to work with his current lion tamer, Hoffman the Great (Sig Ruman), who drinks alcohol before his shows. When Hoffman is passed out after being inebriated and is unable to perform, Nick convinces Matt that he is ready to run the show. After a successful performance in the lion cage, Nick replaces Hoffman with Matt as his lion tamer.","","",""
Casablanca,1942,102,Drama,8.5,Michael Curtiz,Julius J. Epstein,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,"\"In the early years of World War II, December 1941, the Moroccan coastal city of Casablanca attracts people from all over the world, particularly Nazi-occupied Europe. Many are transients trying to get out of Europe; a few are just trying to make a buck. Most of them -- gamblers and refugees, Nazis, resistance fighters, and plain old crooks -- find their way to Rick's Café Américain, a swank nightclub owned by American expatriate Rick Blaine (Humphrey Bogart). Though we learn later that Rick once harbored enough idealism to put himself at risk to fight fascism, he's now embittered and cynical, professing to be neutral and detached: \"\"I stick my neck out for nobody.\"\"Ugarte (Peter Lorre) comes to Rick's with letters of transit he obtained by killing two German couriers. The papers allow the bearer to travel freely around German-controlled Europe",including to neutral Lisbon,Portugal; from Lisbon,it's relatively easy to get to the United States. They are almost priceless to any of the refugees stranded in Casablanca. Ugarte plans to make his fortune by selling them to the highest bidder
Keeper of the Flame,1942,100,Drama,6.7,George Cukor,I.A.R. Wylie,Percy Kilbride,Stephen McNally,Richard Whorf,Frank Craven,"When national hero Robert Forrest is killed in an riding accident, the entire United States goes into deep mourning. Admirer and renowned journalist Stephen O'Malley (Spencer Tracy) returns from Europe to write a biography of the great man. Among the throngs covering the funeral, he finds his old friends and fellow reporters, Jane Harding (Audrey Christie) and Freddie Ridges (Stephen McNally). They remain after the rest of the press leave.","","",""
Carnival of Sinners,1943,80,Horror,7.3,Maurice Tourneur,Jean-Paul Le Chanois,André Gabriello,Palau,Noël Roquevert,Pierre Larquey,"The guests at an isolated hotel cut off by an avalanche are surprised when Roland Brissot, a man missing his left hand, shows up, carrying only a small casket. He asks the innkeeper if there is a cemetery adjoining the ruins of a nearby abbey and is disappointed when the answer is no. Then two shots ring out. The police arrive, looking for a little man carrying a coffin. The news frightens Brissot. While he is called to the telephone, his casket is stolen during a temporary blackout. Disconsolate, he gives in to the curiosity of the other guests and tells his story. A flashback ensues.","","",""
The Pride of the Yankees,1942,128,Drama,7.6,Sam Wood,Jo Swerling,Dan Duryea,Babe Ruth,Bill Dickey,Walter Brennan,"Lou Gehrig (Cooper) is a young Columbia University student whose old-fashioned mother (Elsa Janssen) wants him to study hard and become an engineer. But the young man has a gift for baseball. A sportswriter (Brennan) befriends Gehrig and persuades a scout to come see him play. Before long Gehrig signs with the team he has always revered, the New York Yankees. With the help of his father (Ludwig Stössel), he endeavors to keep his career change a secret from his mother.","","",""
Background to Danger,1943,80,Drama,6.4,Raoul Walsh,W.R. Burnett,Rafael Alcayde,Kurt Katch,Sydney Greenstreet,Peter Lorre,"In 1942, Nazi Germany attempts to bring neutral Turkey into the war on its side by staging an assassination attempt on Franz von Papen, its own ambassador to the country. Much to the annoyance of Colonel Robinson (Sydney Greenstreet), von Papen survives and the Russians that his agent provocateur was trying to frame have solid alibis, forcing him to turn to another scheme to inflame Turkey's traditional rivalry with Russia.","","",""
Heaven Can Wait,1943,112,Comedy,7.4,Ernst Lubitsch,Samson Raphaelson,Louis Calhern,Allyn Joslyn,Charles Coburn,Laird Cregar,"Joe Pendleton, a backup quarterback for the American football team Los Angeles Rams, is looking forward to leading his team to the Super Bowl. While riding his bicycle through the older west side of tunnel one on Kanan-Dume road in Malibu, he collides with a truck. An over-anxious guardian angel, known only as The Escort, on his first assignment plucks Joe out of his body early, in the mistaken belief that his death is imminent, and Pendleton arrives in the afterlife.","","",""
The Leopard Man,1943,66,Horror,6.7,Jacques Tourneur,Ardel Wray,Abner Biberman,Ed Agresti,Ben Bard,Dennis O'Keefe,"\"The story, set in New Mexico, begins as Jerry Manning hires a leopard as a publicity stunt for his night-club performing girlfriend, Kiki. Her rival at the club, Clo-Clo, not wanting to be upstaged, startles the animal and it escapes the club into the dark night. The owner of the leopard, a solo sideshow performer named Charlie How-Come—billed as \"\"The Leopard Man\"\"—begins pestering Manning for money for replacement of the leopard.","","",""
The Adventures of Baron Munchausen,1943,110,Comedy,7.0,Josef von Báky,Gottfried August Bürger,Andrews Engelmann,Hans Albers,Hans Brausewetter,Walter Lieck,"The film opens at an 18th-century ball, where Baron Hieronymus von Münchhausen is propositioned by a young woman who is engaged to another man. He graciously rejects her advance, and as she leaves, she asks him to turn on the light. The camera follows his hand to a modern light switch, and the young woman drives off in an automobile. The next day, the Baron, out of his costume and in modern dress, regales two of his guests with stories of the famous Baron Münchhausen, to whom his guests think he is distantly related.","","",""
A Canterbury Tale,1944,124,Comedy,7.3,Michael Powell,Michael Powell,Dennis Price,Hay Petrie,Esmond Knight,Esmond Knight,"\"The story concerns three young people: British Army Sergeant Peter Gibbs (Dennis Price), U.S. Army Sergeant Bob Johnson (played by real-life Sergeant John Sweet), and a \"\"Land Girl\"\"",Miss Alison Smith (Sheila Sim). The group arrive at the railway station in the fictitious small Kent town of Chillingbourne (filmed in Chilham,Fordwich,Wickhambreaux and other villages in the area)
Story of G.I. Joe,1945,108,Drama,7.2,William A. Wellman,Leopold Atlas,William 'Billy' Benedict,William Murphy,Wally Cassell,Freddie Steele,"The untested infantrymen of C Company, 18th Infantry, U.S. Army, board trucks to travel to the front for the first time. Lt. Bill Walker (Robert Mitchum) allows war correspondent Ernie Pyle (Burgess Meredith), himself a rookie to combat, to hitch a ride with the company. Ernie surprises Walker and the rest of the men by deciding to go with them all the way to the front lines. Just getting to the front through the rain and mud is an arduous task, but the diminutive, forty-two-year-old Ernie manages to keep up.","","",""
The Time of Their Lives,1946,82,Comedy,7.5,Charles Barton,Val Burton,Jess Barker,John Shelton,Lou Costello,Donald MacBride,"The time is 1780, and Horatio Prim (Lou Costello) is a master tinker. He travels to the Kings Point estate of Tom Danbury (Jess Barker) with a letter of commendation from Gen. George Washington. He plans to present this letter to Danbury, hoping it will persuade the wealthy man to let Horatio marry Nora O'Leary (Anne Gillis), Danbury's housemaid. Unfortunately, Horatio has a romantic rival in Cuthbert Greenway (Bud Abbott), Danbury's butler, who is very fond of Nora and intends to prevent Horatio from presenting his letter, which Nora has taken for safekeeping.","","",""
Fun and Fancy Free,1947,73,Comedy,6.4,Jack Kinney,Homer Brightman,Billy Gilbert,Clarence Nash,Clarence Nash,The Starlighters,=== Bongo ===,"","",""
Bicycle Thieves,1948,89,Drama,8.3,Vittorio De Sica,Cesare Zavattini,Vittorio Antonucci,Michele Sakara,Giulio Chiari,Fausto Guerzoni,"\"The film tells the story of Antonio Ricci, an unemployed man in the depressed post-World War II economy of Italy. With no money and a wife and two children to support, he is desperate for work. He is delighted to at last get a good job hanging up posters, but on the sole condition that he has a bicycle which must be used for work. He is told unequivocally: \"\"No bicycle","no job.\"\" His wife Maria pawns their bedsheets in order to get money to redeem his bicycle from the pawnbroker.Early on in the film",Ricci's coveted bicycle is stolen by a bold young thief who snatches it when he is hanging up a poster.Antonio thinks that the police will take the theft very seriously,but they are not really interested in the petty theft of a bike. The only option is for Antonio and his friends to walk the streets of Rome themselves
Macbeth,1948,107,Drama,7.4,Orson Welles,William Shakespeare,Alan Napier,Erskine Sanford,John Dierkes,Orson Welles,=== Act I ===,"","",""
Mr. Peabody and the Mermaid,1948,89,Comedy,6.4,Irving Pichel,Nunnally Johnson,Clinton Sundberg,Lumsden Hare,Art Smith,Frederick Clarke,"The film stars William Powell as Arthur Peabody, who is undergoing a midlife crisis as he approaches his 50th birthday. Much of the story is shown in flashback as Peabody tells his skeptical doctor the source of his malaise.","","",""
Music Man,1948,66,Comedy,7.0,Will Jason,Sam Mintz,Phil Brito,Norman Leavitt,Alan Hale Jr.,Freddie Stewart,=== Act I ===,"","",""
The Judge,1949,69,Drama,6.0,Elmer Clifton,Anson Bond,Paul Guilfoyle,Joseph Forte,John Hamilton,Jonathan Hale,"Hank Palmer (Robert Downey Jr.) is a successful defense attorney in Chicago who has been estranged from his family in a small town in Indiana for some time. While in court, he receives a call telling him his mother has died. As he leaves to fly to his hometown of Carlinville, it is revealed that Hank is going through a divorce (due to his wife's infidelity) and custody battle for his young daughter.","","",""
A Letter to Three Wives,1949,103,Comedy,7.7,Joseph L. Mankiewicz,Vera Caspary,Paul Douglas,Hobart Cavanaugh,Jeffrey Lynn,Kirk Douglas,"Just as they are about to take a group of underprivileged children on a riverboat ride and picnic, Deborah Bishop (Jeanne Crain), Rita Phipps (Ann Sothern), and Lora Mae Hollingsway (Linda Darnell) receive a message from Addie Ross informing them that she has run off with one of their husbands. She, however, leaves them in suspense as to which one. All three marriages are shown in flashback to be strained.","","",""
The Jackie Robinson Story,1950,77,Drama,6.4,Alfred E. Green,Arthur Mann,Minor Watson,Ben Lessy,Billy Wayne,Joel Fluellen,"The film begins with Robinson as a boy. He is given a worn-out baseball glove by a stranger impressed by his fielding skills. As a young man, he becomes a multi-sport star at UCLA, but as he nears graduation, he worries about his future. His older brother Mack was also an outstanding college athlete and graduate, but the only job he could get was that of a lowly street cleaner.","","",""
"Walk Softly, Stranger",1950,81,Drama,6.5,Robert Stevenson,Frank Fenton,Jack Paar,Howard Petrie,Frank Puglia,Joseph Cotten,"When a man calling himself Chris Hale arrives at the doorstep of her Ashton, Ohio house, asking to see his childhood home, widow Mrs. Brentman gladly invites him in. The unemployed Chris then accepts Mrs. Brentman's offer of a room and takes a job in the shipping department of the Corelli shoe factory. One night, Chris wanders into the Ashton country club and meets Elaine Corelli, his boss's beautiful but paralyzed daughter. Speaking of the days when he used to deliver newspapers to her door and adored her from afar, Chris amuses and fascinates the once-vibrant Elaine. The next day, Chris is called in to see Elaine's father A. J., who tells him that Elaine was so taken with him that she asked that he be given a better job in sales. Chris declines the offer, but assures Corelli, who is devoted to his daughter, that he will explain his decision to Elaine. As promised, Chris, a confessed gambler and drifter, shows up at the Corelli home to talk with Elaine. Although Chris's explanations are vague, his self-deprecating humor relaxes Elaine, who is finally able to joke about the skiing accident that left her paralyzed.","","",""
Bird of Paradise,1951,100,Drama,6.2,Delmer Daves,Richard Walton Tully,Otto Waldis,Jack Elam,Maurice Schwartz,Prince Leilani,"As a yacht sails into an island chain in the South Pacific, a large number of natives in pontoon boats sail out to greet them. The natives dive for the trinkets the yacht's crew throws them. A shark arrives, scaring most of the natives away. Attempting to catch a shark by throwing it bait that has been tied to a harpoon-sized hook, Johnny Baker (Joel McCrea) accidentally steps into a loop that tightens around his ankle. The shark takes the bait, and the rope grows tighter, causing the rope to yank the young man overboard. Luana (Dolores del Río), the daughter of the chief, saves his life by leaping into the water and cutting the rope.","","",""
Flight to Mars,1951,72,Drama,5.1,Lesley Selander,Arthur Strawn,Morris Ankrum,William Bailey,Robert Barrat,Cameron Mitchell,"The first expedition to Mars, led by physicist Dr. Lane (John Litel), includes Professor Jackson (Richard Gaines), engineer Jim Barker (Arthur Franz), and his assistant Carol Stadwick (Virginia Huston). Journalist Steve Abbott (Cameron Mitchell) is also aboard to cover the historic mission. A final interview with his crew mates before launch makes him realize that there are grave risks for them all.","","",""
The House on Telegraph Hill,1951,93,Drama,6.9,Robert Wise,Elick Moll,Kei Thin Chung,William Lundigan,John Burton,Gordon Gebert,"Polish woman Viktoria Kowalska (Valentina Cortese) has lost her home and her husband in the German occupation of Poland, and has been imprisoned in the concentration camp at Belsen. She befriends another prisoner, Karin Dernakova (Natasha Lytess), who dreams of reuniting with her young son Christopher (Gordon Gebert), who was sent to live in San Francisco with a wealthy Aunt. Karin dies shortly before the camp can be liberated, and Viktoria, seeing a way to a better life, uses Karin's papers to assume her identity. After the camp is liberated, she is interviewed by Major Marc Bennett (William Lundigan), who gets her a place in a camp for persons displaced by the war. She writes to Karin's Aunt Sophia in San Francisco, but receives a cable from Sophia's lawyers that she has died.","","",""
I Was a Communist for the F.B.I.,1951,83,Drama,6.1,Gordon Douglas,Crane Wilbur,Richard Webb,Philip Carey,Frank Lovejoy,Paul Picerni,"Matt Cvetic (Frank Lovejoy), who works in a Pittsburgh steel mill, has been infiltrating the Communist Party for the FBI in Pittsburgh for nine years. During this time he has been unable to tell his family about his dual role, so they believe he is a Communist and despise him.","","",""
The Gambler and the Lady,1952,72,Drama,5.9,Patrick Jenkins,Sam Newfield,Enzo Coticchia,Meredith Edwards,Anthony Ireland,Eric Pohlmann,"An American gambler, Forster (Clark), aspires to find acceptance amongst the British nobility after falling in love with the aristocratic Lady Susan Willens (Chance), a prominent blueblood who has actually been pursuing him. To start a relationship with her, he dumps his girlfriend (Byron), a singer in one of his nightclubs who becomes murderously jealous. He must also deal with mobsters who try to take over his nightclubs. Swindled by an upper-class con-man (Ireland) into voluntarily selling out to the mobsters anyway all his valuable assets including the gambling-casino nightclubs, a racehorse and a boxer, in order to invest in a gold-mining scam that is eventually unmasked as a fraud.","","",""
