title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Stagecoach,1939,96,Drama,7.8,John Ford,Ernest Haycox,Andy Devine,Berton Churchill,John Wayne,Donald Meek,"\"In 1880, a motley group of strangers boards the east-bound stagecoach from Tonto, Arizona Territory to Lordsburg, New Mexico Territory. These travelers are unremarkable and ordinary at first glance. Among them are Dallas (Claire Trevor), a prostitute who is being driven out of town by the moralistic \"\"Law and Order League\"\"; an alcoholic doctor",Doc Boone (Thomas Mitchell); pregnant Lucy Mallory (Louise Platt),who is traveling to meet her cavalry officer husband; and whiskey salesman Samuel Peacock (Donald Meek).,""
Boys of the City,1940,68,Comedy,5.6,Joseph H. Lewis,William Lively,Frankie Burke,Leo Gorcey,Bobby Jordan,Dave O'Brien,"To escape the heat of the city and a court sentence for malicious mischief, the East Side kids agree to visit a summer camp in the Adirondacks. En route, their car breaks down and they are reluctantly given accommodations in the home of Judge Malcolm Parker (Forrest Taylor).","","",""
The Carson City Kid,1940,57,Drama,6.0,Joseph Kane,Robert Yost,Francis McDonald,Noah Beery Jr.,Hal Taliaferro,George 'Gabby' Hayes,"\"Roy Rogers (Roy Rogers, and not playing \"\"himself\"\" but playing a character named Roy Rogers)",posing as The Carson City Kid,is seeking vengeance on Morgan Reynolds,the man who killed his brother. To find Reynolds in the gold towns
Foreign Correspondent,1940,120,Action,7.4,Alfred Hitchcock,Charles Bennett,Herbert Marshall,Robert Benchley,George Sanders,Harry Davenport,"In mid-August 1939, just before the outbreak of World War II, the editor of the New York Globe, Mr. Powers (Harry Davenport), is concerned about the crisis in Europe, the growing power of Adolf Hitler and Nazi Germany, and the inability of celebrated foreign correspondents to get answers about whether war will ensue. After searching for a good, tough crime reporter for a fresh viewpoint, he appoints Johnny Jones (Joel McCrea) as a foreign correspondent, under the pen name Huntley Haverstock.","","",""
Murder by Invitation,1941,67,Comedy,5.8,Phil Rosen,George Bricker,Gavin Gordon,J. Arthur Young,George Guhl,Herb Vigran,"\"The relatives of Cassandra \"\"Cassie\"\" Denham",an old unmarried lady living in New York who is reputedly good for three million dollars,try to make a judge declare her unable to take care of herself financially. The attempt fails,and in charge of handing in the petition is Cassie's nephew Garson Denham
Sullivan's Travels,1941,90,Comedy,7.9,Preston Sturges,Preston Sturges,Byron Foulger,William Demarest,Robert Greig,Eric Blore,"\"John L. Sullivan (Joel McCrea) is a popular young Hollywood director of profitable but shallow comedies (e.g. Ants in Your Plants). Sullivan is dissatisfied despite his success and tells his studio boss, Mr. Lebrand (Robert Warwick) that he wants his next project to be a serious exploration of the plight of the downtrodden. He asks to make his next film an adaptation of O Brother, Where Art Thou?, a socially conscious novel. Lebrand wants him to direct another lucrative comedy instead, but the idealistic Sullivan refuses to give in. He wants to \"\"know trouble\"\" first hand",and plans to travel as a tramp so he can return and make a film that truly depicts the sorrows of humanity. His butler (Robert Greig) and valet (Eric Blore) openly question the wisdom of his plan.,"",""
Cat People,1942,73,Horror,7.2,Jacques Tourneur,DeWitt Bodeen,Dynamite,Tom Conway,Eddie Dew,Jack Holt,"While sketching a panther at the zoo, Serbian fashion artist Irena Dubrovna [Simone Simon] meets American Oliver Reed [Kent Smith]. She invites him to her apartment for tea. A few months later, they are married.Irena is a strange and lonely woman with no friends. She has a fascination with panthers, but animals don't seem to like her very much. When Oliver brings her a Siamese kitten as a gift, for example, the cat hisses at Irena, so they return to the pet store and exchange it for a bird. While in the pet store, Irena's presence sets all the animals to caterwauling. Several weeks later, the bird dies in fear when Irena reaches for it in its cage.Irena is haunted by a tale from her country that tells how the people of her village were witches, devil worshippers, and, under strong emotions like jealousy or anger, could change into panthers. She refers to them as the 'cat people.' Oliver takes it as a folktale, but Irena takes it for real, so real that she refuses to sleep with her husband because she believes that she might kill him.Oliver suggests that Irena see a psychiatrist, so she goes to see Dr Louis Judd [Tom Conway], who was recommended to Oliver by his co-worker, Alice Moore [Jane Randolph]. When Irena returns home after the first session, she finds Oliver and Alice seated on the couch, talking about her. Irena gets angry when Oliver reveals that he has told Alice about her problem.About a week later, Oliver runs into Dr Judd and learns that Irena has stopped seeing him. Concerned about Irena's belief in these folktales, Oliver again confides in Alice. Alice lets on that she's secretly in love with Oliver, and Oliver admits that he isn't so sure anymore that he really loves Irena. When Oliver gets home from work that evening, he and Irena quarrel about her not keeping her appointments with Dr Judd, so Oliver goes back to the office, stopping first at the snack shop around the corner. Irena calls the office, but when Alice answers the phone, she hangs up. When Alice learns from the cleaning lady that Oliver is in the snack shop, she decides to join him. Irena walks down to the office, passing the snack shop along the way and sees Oliver and Alice in there together. When they leave the shop, Irena follows Alice, scaring her badly.One afternoon, Oliver, Irena, and Alice go to the museum. Oliver and Alice are interested in seeing the scale models of boats, and they suggest that Irena look at some other displays on the next floor rather than being bored by boats. They plan to meet in about an hour, but Irena does not show. After leaving the museum, Alice goes to the gymnasium for a late swim. Irena follows her. The place is empty, save for the desk clerk and cleaning lady. As Alice gets into her swimsuit, she hears what sounds like a growl. Scared, Alice dives into the deep end of the pool and treads water in place. The growling gets louder. It's in the pool room with her. Alice starts to scream. Suddenly the light goes on, revealing Irena standing there. Irena asks if Alice knows where Oliver is, and then leaves. When Alice gets out of the water, she finds that her robe has been torn to ribbons.Alice goes to see Dr Judd. She tells him about being followed twice by something inhuman, which she believes may be Irena's cat form. Judd thinks it's all in her imagination. Irena consults Dr Judd, too. She tells him about the incidents with Alice, but he tells her that she is on the border of insanity and he could have her put away. He advises her to forget all this cat people stuff and lead a normal life. When Oliver comes home that evening, Irena is setting the table for a romantic dinner. She tells him that she's no longer afraid, but Oliver says that it's too late. 'I love Alice,' he admits. Irena tells him to leave. The next afternoon, Oliver and Alice have lunch with Dr Judd to discuss how to proceed with Irena. Dr Judd recommends an annulment so that they can marry, but Oliver and Alice opt to have Irena committed to a mental hospital where she can get the help she needs. They arrange for a meeting with Irena at 6 pm at her apartment.It is now 7:30 pm, and Irena hasn't shown, so the three of them leave, Oliver and Alice intending to return to the office. Dr Judd walks out with them but then asks for the key to the apartment so that he can retrieve his cane, which he conveniently 'forgot'. What he really does is to leave the door unlocked. Oliver and Alice are working when the telephone rings. Alice answers, but the caller hangs up. Alice is scared and wants to leave. They turn out the lights and go to the door, but it is locked. Then they hear a growl and see a panther in the room with them. Oliver grabs a cross and tries talking to Irena, pleading with her to leave them alone. Oliver and Alice manage to get out of the building but not before smelling Irena's perfume.Dr Judd has gone back to Irena's apartment. When she comes in, he tries to kiss her. Irena turns into a panther and kills him, but not before he stabs her with his cane. Irena goes to the zoo and unlocks the panther's cage with a key she stole from the zookeeper several days ago. The panther leaps at her, knocking her over and killing her. Oliver and Alice find Irena lying dead on the ground outside the panther's cage.'She never lied to us,' Oliver says to Alice.","","",""
Crossroads,1942,83,Drama,6.7,Jack Conway,Guy Trosper,Sig Ruman,Enrique Acosta,Felix Bressart,Philip Merivale,"\"Lucy (Britney Spears), Kit (Zoë Saldana), and Mimi (Taryn Manning) are three friends who live in a small Georgia town. While as young children, they bury a \"\"wish box\"\" and vow to dig it up on the night of their high school graduation",also pledging to stay best friends forever. However,as they grow up,their friendship fades due to their different approaches of high school: Lucy becomes the introverted valedictorian
The Moon and Sixpence,1942,89,Drama,6.7,Albert Lewin,W. Somerset Maugham,Herbert Marshall,Eric Blore,George Sanders,Fernando Alvarado,"Geoffrey Wolfe (Herbert Marshall), a writer similar to Maugham, tells the story of Charles Strickland (George Sanders). A mediocre, seemingly unassuming London stockbroker, Strickland suddenly gives up his career, wife of 17 years (an uncredited Molly Lamont), and children and moves to Paris. Mrs. Strickland asks Wolfe to bring him back. To Wolfe's surprise, Strickland has not run away with another woman (as he had been told), but because Strickland feels compelled to become a painter. He exhibits no remorse or shame about abandoning his family and refuses to return to his old life, whereupon his wife divorces him. Despite his strong disapproval of Strickland's callous behavior, Wolfe is intrigued.","","",""
The Falcon Strikes Back,1943,66,Drama,6.4,Edward Dmytryk,Edward Dein,Richard Loo,Tom Conway,Cliff Edwards,Edgar Kennedy,"\"The famous detective is framed for murder by crooks running a war bonds racket.Tom Lawrence (Tom Conway) the debonair sleuth known as The Falcon is suffering from a hangover when a young lady Mia Bruger (Rita Corday) bursts into his bedroom begging for his help locating her missing brother. Tom agrees to accompany Mia to a cocktail bar her brother frequents - but when he enters he gets knocked out. Tom wakes in the backseat of his car, which is parked at the side of a country road. But when Tom drives back towards the city he is soon pulled over by a police officer on a motorcycle. The cop (Ralph Dunn) promptly arrests The Falcon for the murder of a bank official. Tom is turned over to Inspector Timothy Donovan (Cliff Clark), he interrogates The Falcon regarding the theft of a quarter of a million dollars in Government War Bonds and the murder of the bank official. He tells Tom that six people witnessed his car leaving the scene of the crime, but Tom tells him that he was with his fiancée - reporter Marcia Brooks (Jane Randolph). When questioned however, Marcia refutes Tom's story.Donovan agrees to go with Tom to the cocktail bar where he was knocked out, but when they enter they find that the 'bar' is now the headquarters of a knitting society. Donovan has now had enough of The Falcon's stories and arrests him, but Marcia and Tom's sidekick Goldie Locke (Cliff Edwards) have followed the Inspector to the bar and The Falcon is able to jump into her car and speed off. Tom sends Marcia to infiltrate the knitting circle back at the bar and she discovers that the leader of the group a Mrs Geraldine Lipton (Wynne Gibson) resides in a resort hotel out in the countryside. When she reports this information back to The Falcon, he and Goldie drive out there to investigate.The Falcon and Goldie frame the hotel detective for theft to get him fired and then quickly persuade the hotel manager Gwynne Gregory (Harriet Hilliard) to replace him with Goldie. Down by the swimming pool Tom spots Mia talking to Rickey Davis (Erford Gage) a criminal that The Falcon helped send to prison years ago. Rickey is posing as a nurse to an invalid, Bruno Steffen (Andre Charlot), who is staying at the hotel. When Tom tries to speak to Mia she pretends she doesn't know him and then dives into the pool to avoid him. As soon as Mia hits the water a shot rings out and Mia is killed. Tom immediately searches the hotel rooms that overlook the pool but the only person he finds is the puppeteer Smiley Dugan (Edgar Kennedy) performing his puppet show. Tom then enters the office of Gwynne, where he finds she is arguing with Rickey. Tom finds a spent cartridge on the rug and covertly takes Gwynne's cigarette case and slips it to Marcia - asking her to go and get it fingerprinted. Tom follows Gwynne when she goes on a cycle ride, but they are both nearly knocked down by a car which Tom discovers belongs to Steffen. This prompts him to break into Steffen's room in search of the missing bonds, but he is bizarrely interrupted by Smiley who begins to rant and rave about waste and extravagance.Smiley alerts Donovan to the The Falcon's presence at the hotel and the Inspector goes there to arrest Tom - only to discover that he cannot do so as it is outside his jurisdiction. Marcia returns with the results of the fingerprint test and reveals that the cigarette case belongs to a notorious thief known as \"\"The Duchess\"\". Tom hatches a plan and phones his houseboy Jerry (Richard Loo) and gets him to come to the hotel posing as the Chinese Trade Commissioner. In this guise Jerry learns from Steffen that he is going to buy some War Bonds from Gwynne. Tom confronts her about the cigarette case but she denies it is hers and just at that moment Mrs Lipton enters and claims the cigarette case is hers. Tom announces that Lipton is \"\"The Duchess\"\" and accuses her of stealing the bonds",but Donovan returns with a warrant for the arrest of The Falcon. He promptly arrests Tom,Marcia,Goldie and Jerry but once again The Falcon manages to give the police the slip and returns to the hotel.There he overhears Lipton and Rickey trying to blackmail Gwynne into selling the bonds to Steffen
Arsenic and Old Lace,1944,118,Comedy,7.9,Frank Capra,Julius J. Epstein,Jack Carson,John Alexander,Peter Lorre,Raymond Massey,"\"New York drama critic Mortimer Brewster (Cary Grant), despite being the acclaimed author of The Bachelors Bible (and Marriage, a Fraud and a Failure, and Mind over Matrimony) has finally agreed to marry his sweetheart, Elaine Harper (Priscilla Lane). Mortimer is a bit embarrassed by his change of heart and tries to remain incognito at the city clerk's office. Elaine and her father, the Rev. Dr. Harper (Grant Mitchell), live across the graveyard from the house in Brooklyn where Mortimer grew up. After the ceremony but before going on honeymoon to Niagara Falls, Mortimer and Elaine take a taxi to the old Brewster house, now occupied only by Mortimer's two maiden aunts, Aunt Abby (Josephine Hull) and Aunt Martha (Jean Adair), and by Mortimer's younger brother Teddy (John Alexander), to tell them the news.Before the happy couple arrives, Aunt Abby is entertaining the Rev. Harper to tea whilst Teddy plays the piano. Police Sergeant Brophy (Edward McNamara) and Officer O'Hara (Jack Carson), to whom Brophy is handing over his beat, call at the house to collect repaired toys for a charity. It becomes apparent that Teddy is delusional, believing he is President Theodore 'Teddy' Roosevelt, a condition all regard as a harmless eccentricity -- apart from his habit of blowing his bugle, which disturbs the neighbors. Arrangements have been made by Mortimer for Teddy to enter Happydale Sanatorium once the aunts have passed on.Aunt Martha comes home, the Rev. Harper leaves, and there are mysterious references to Teddy having \"\"to dig a new lock for the Panama Canal\"\" and \"\"looking in the window seat.\"\" Before this is explained",Mortimer and Elaine arrive with their news -- Elaine goes to her father's house -- and there is also a reference to Mortimer's other brother,Jonathan (Raymond Massey). Left alone for a few minutes,Mortimer pokes around and finds a fresh corpse in the window seat. He immediately suspects Teddy is responsible
Lady in the Death House,1944,56,Drama,5.3,Steve Sekely,Frederick C. Davis,Forrest Taylor,John Maxwell,Lionel Atwill,Sam Flint,"\"Mary Kirk Logan is led from her cell to the electric chair, to be \"\"killed by the hand of the man I love.\"\"","","",""
Meet Me in St. Louis,1944,113,Comedy,7.5,Vincente Minnelli,Irving Brecher,Henry H. Daniels Jr.,Leon Ames,Harry Davenport,Tom Drake,"The backdrop for Meet Me in St. Louis is St. Louis, Missouri in the year leading up to the 1904 World's Fair.","","",""
The Ladies of the Bois de Boulogne,1945,86,Drama,7.2,Robert Bresson,Robert Bresson,Jean Marchat,Marcel Rouzé,Paul Bernard,Bernard Lajarrige,"Hélène and Jean have pledged their love to each other, but are not engaged to marry. Their love affair allows dalliances with others, but they have promised to put each other first above all others. Hélène has been warned by a friend that Jean's love for her has cooled and fears this is correct. She tricks him into confessing, by pretending her own feelings for him have cooled to a friendship. She hides her shock and dismay when he enthusiastically accepts her as now just a friend instead of a lover. After he leaves her apartment, it is clear that she is devastated. But instead of mourning her love, she decides to exact a cruel revenge on him.","","",""
