title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
The Petrified Forest,1936,82,Drama,7.5,Archie Mayo,Charles Kenyon,Eddie Acuff,Paul Harvey,Joe Sawyer,Humphrey Bogart,"In the midst of the Great Depression, Alan Squier (Howard), once a respected British writer, now a disillusioned, penniless drifter, wanders into a roadside diner in the remote town of Black Mesa, Arizona, at the edge of the Petrified Forest. The diner is run by Jason Maple (Porter Hall), his daughter Gabrielle (Davis), and Gramp, Jason's father (Charley Grapewin), who regales anyone who will listen with stories of his adventures in the Old West with such characters as Billy the Kid.","","",""
Lost Horizon,1937,132,Drama,7.6,Frank Capra,Robert Riskin,John Howard,Sam Jaffe,Norman Ainsley,Thomas Mitchell,"It is 1935. Before returning to England to become the new Foreign Secretary, writer, soldier, and diplomat Robert Conway (Ronald Colman) has one last task in China: to rescue 90 white Westerners in the city of Baskul. He flies out with the last few evacuees, just ahead of armed revolutionaries.","","",""
Navy Blue and Gold,1937,94,Drama,6.6,Sam Wood,Rowland Brown,Samuel S. Hinds,Robert Young,James Stewart,Frank Albertson,"\"After each is accepted for admission to Navy, three midshipmen, Dick Gates, Roger Ash and \"\"Truck\"\" Cross",become roommates. Dick is the scion of a wealthy family,Roger a former star football player for another university,and Truck a sailor appointed from the fleet. With a common love of football
On the Avenue,1937,89,Comedy,6.7,Roy Del Ruth,Gene Markey,Jimmy Ritz,Dick Powell,Al Ritz,Harry Ritz,"\"Gary Blake (Dick Powell) stars in a new show, On the Avenue, with Mona Merrick (Alice Faye). The show contains a satire on The Richest Girl in the World, Mimi Carraway (Madeleine Carroll). Mimi and her father (George Barbier) are in the audience on opening night and they feel insulted. She goes backstage and tries to get Gary to take the skit out of the show. He refuses and calls her a \"\"bad sport\"\".","","",""
Charlie Chan at Treasure Island,1939,74,Action,7.2,Norman Foster,John Francis Larkin,Cesar Romero,Douglas Fowley,Victor Sen Yung,Wally Vernon,"\"Charlie and Jimmy Chan are traveling by plane to San Francisco. Jimmy befriends insurance executive Thomas Gregory. Charlie's friend, novelist Paul Essex, dies aboard the aircraft after receiving a radiogram warning him not to ignore \"\"Zodiac\"\". His briefcase mysteriously disappears. Charlie meets with Deputy Police Chief J.J. Kilvaine",and runs into reporter and old friend Peter Lewis. Charlie also meets noted local magician Fred Rhadini,and discusses Essex's death with the three men. Rhadini tells Charlie about Dr. Zodiac,a psychic preying on the rich in San Francisco. Charlie
Gone with the Wind,1939,238,Drama,8.2,Victor Fleming,Margaret Mitchell,George Reeves,Oscar Polk,Thomas Mitchell,Clark Gable,"\"The film opens in Tara, a cotton plantation owned by the proud Gerald O'Hara (Thomas Mitchell), a self-made man of Irish descent, in the Confederate State of Georgia near Atlanta. The date is April 1861. He and his wife, Ellen (Barbara O'Neil), have three beautiful daughters; Suellen (Evelyn Keyes), Carreen (Ann Rutherford), and the headstrong 16-year-old Scarlett (Vivien Leigh). Scarlett spends her days having fun, tormenting the household servants, and flirting, especially with twins Brent and Stuart Carleton (Fred Crane, George Reeves). The brothers anticipate the next ball and hope Scarlett will choose one of them to attend the ball. The Carletons speculate the impending war between the North and the South. Scarlett finds the latter topic boring and is certain that there will be no war. She runs off to meet her father who is riding home through the fields. He returns home with some news.Neighbor John Wilkes (Howard C. Hickman) hosts a barbecue party at his Twelve Oaks plantation. Scarlett pines for Wilkes' son, Ashley (Leslie Howard), a lanky, soft-spoken young man of refined bearing, though he doesn't reciprocate her feelings. Scarlett continues to flirt with other boys despite her willful obsession for Ashley. All the young women go inside for an afternoon nap while the men meet in the parlor for cigars and brandy. Most of them boast of how the South will surely win the war but one gentleman, Rhett Butler (Clark Gable), a visitor from Charleston, South Carolina, disagrees. He states that the South cannot win a protracted war purely through the exhibition of pride and notes how the North is better equipped and industrially superior, able to produce weapons of war quickly. Charles Hamilton (Rand Brooks) is offended by Rhett's opinion and openly tells him so, even going so far as to suggest a duel. Rhett, knowing full well that he's a much better shot than Charles and that this argument is not worth his life, leaves. Charles brands Rhett a coward but Ashley assures him that Rhett would have killed him in the duel.While the other girls are sleeping, Scarlett slips away from the nap room to speak to Ashley in the parlor. She declares her love for him but Ashley tells her that he intends to marry his cousin Melanie Hamilton (Olivia de Havilland), Charles' sister. Scarlett is infuriated and berates Ashley for making her think he was in love with her. She maintains that Melanie is too fair and can't compete with Scarlett's looks, despite the fact that Melanie is admired for her kindness and altruism. Ashley then walks out of the parlor. In her anger, Scarlett throws a vase at the wall, breaking it to pieces. Rhett Butler suddenly pops up from the couch where he'd been resting and jokingly asks whether the war has begun. Scarlett is outraged and defends Ashley when Rhett mocks him. When Scarlett leaves, Rhett laughs to himself: Scarlett has announced that she would hate Ashley forever, but she defended him five seconds afterwards!The start of the war is finally announced and all the young gentlemen rush to enlist. Charles Hamilton is betrothed to Ashley's sister, India (Alicia Rhett) but, when Scarlett flirts with him to get a rise out of Ashley, he proposes to her instead. Still angry at Ashley for rejecting her, Scarlett agrees. They quickly marry before Charles leaves for the front lines. Scarlett offers herself to Ashley but he denies her again, kissing her lightly on the cheek. Just a few months later, news comes of Charles' death from illness while stationed at the front.Wishing for her widowed daughter to cheer up (though Scarlett is sullen for the wrong reasons), Ellen suggests that she go to Atlanta to live with Melanie and her Aunt Pittypat (Laura Hope Crews). Scarlett agrees to go, but only because it will give her the chance to see Ashley again. Her nurse, Mammy (Hattie McDaniel), believes this decision is not in Scarlett's best interest and tells her so.In 1862, Scarlett attends a fundraising ball for the Confederate Army in Atlanta where she, as a recent widow, is not supposed to enjoy herself and must remain off to the side wearing a black gown. She dances surreptitiously behind the counter of her charity stall, receiving looks of disapproval as the people around her whisper rumors of her supposed mourning. Rhett Butler is also in attendance, now known as an arms smuggler to benefit the Southern cause despite his cynical attitude towards the war's aims. His motivation is simply to make a profit and his skills in smuggling allowed him to obtain the ball decorations and make it past Southern blockades. Melanie, by now having married Ashley, offers her wedding ring as a war contribution, a generous move that Scarlett feels obliged to follow. This incites Rhett to sarcastically praise her consideration. An auction is then held for the men to bid on a dance with a girl of their choosing. Rhett wins the auction and chooses Scarlett, causing consternation in the crowd because of Scarlett's position as a widow. However, she accepts Rhett's invitation to dance and, while they do, Rhett tells her that he someday wants to hear her say that she loves him. Scarlett confidently proclaims that will never happen as long as she lives.Another year later, Christmas of 1863 arrives and Ashley returns home from the war front on furlough. Still in love with him, Scarlett once again attempts to woo him but with no success. Just before Ashley's departure day, Scarlett manages to see him alone and gives him a present, tearfully confessing that she only married Charles to hurt him. Ashley makes Scarlett promise to take care of Melanie before they share one passionate kiss. Ashley leaves once more to rejoin the war effort.Eight months pass, during which the war drags on and the situation in the South worsens. Food becomes scarce and nearly every family has lost loved ones to battle. Scarlett and Melanie, now pregnant with Ashley's child, volunteer as nurses caring for wounded soldiers. Scarlett despises her new role, doubled upon her responsibilities as the sole person to manage Aunt Pittypat's home since Pittypat is incompetent and Melanie grows weaker due to her difficult pregnancy. Scarlett faces the harsh realities of war as she listens to a dying soldier (Cliff Edwards) reminisce about his brother Jeff and witnesses another (Eric Linden) suffer a leg amputation without anesthetic. The useless Aunt Pittypat leaves the city, finding the noise of artillery annoying, and renders Scarlett to care for the weakened Melanie with no one but the house servant, Prissy (Butterfly McQueen), to help.When Melanie goes into labor, Scarlett, intent on keeping her promise to Ashley, employs the help of Dr. Meade (Harry Davenport) who had previously been watching Melanie's progress. However, he is unable to leave the train station where he is tending to hundreds of wounded and dying Confederate soldiers. When Prissy, who had claimed to know all there is to childbirth, admits that she knows nothing, Scarlett takes control, fueled by her anger. Though Melanie's labor is long and complicated, she eventually gives birth to a son (Patrick Curtis) but is left severely weak.Scarlett sends Prissy to find the one man who can get them all safely out of Atlanta before the approaching Union troops take siege: Rhett Butler. Prissy finds him enjoying himself at a local brothel run by Belle Watling (Ona Munson). Though Rhett mocks Prissy, he agrees to assist Scarlett who insists on returning home to Tara. Rhett steals a horse and cart and fetches Scarlett, Melanie, her baby, and Prissy, taking them through Atlanta as the city burns in wake of the Union advance. Once safely outside the city, Rhett leaves them to continue to Tara alone, telling Scarlett that he is to enlist in the Confederate army because he believes only in lost causes 'when they are really lost'. Scarlett begs him not to go and he professes his love for her, claiming to have never loved anyone else so fiercely. Scarlett rebuffs his advances but he kisses her, paying for it with a slap across the face. Rhett gives her his pistol and walks off, leaving Scarlett in tears.The women continue on their journey to Tara alone, traveling mostly by night to avoid enemy Federal troops. When Melanie can no longer lactate for the baby, they resolve to milk a stray cow for sustenance. They pass the Wilkes' plantation which has befallen the same fate as many others, having burned to the ground. Melanie tries to stand but collapses upon seeing the scorched crosses marking the graves of her entire family. Under moonlight and just as their horse dies of exhaustion, they arrive at Tara to find it still standing but derelict, having been used as headquarters for Northern troops. The fields are untended and the grounds have been pillaged but Scarlett finds that her father, sisters, and two of their servants, Mammy and Pork (Oscar Polk), remain, the rest of the servants/slaves having either run away or forced into the Union army. Scarlett discovers that her mother recently passed away from typhoid fever, leaving her already disturbed father practically insane. With barely any food, no livestock to speak of, and no money, Scarlett wanders into the fields to clear her head. She pulls a dried up carrot out of the ground to bite into it, only to throw up immediately afterwards. Resolving not to give up, she stands defiantly, saying, \"\"As God is my witness","I'll never be hungry again!\"\"IntermissionMonths pass and the war enters its final stages. General Sherman marches his Northern armies through Georgia in his so-called 'March to the Sea'",leaving destruction in his path. Scarlett and her sisters have been forced to make the best of things,performing manual labor themselves to keep Tara running and in repair. Melanie remains weakened from childbirth and is reduced to staying in bed for the most part. At the moment when Scarlett is scolding her for getting out of bed again
Thunder Afloat,1939,95,Action,6.3,George B. Seitz,Wells Root,Chester Morris,Henry Victor,Wallace Beery,Addison Richards,"In a New England port town, Pop Thorson (Wallace Beery) and Rocky Blake (Chester Morris) are rival tugboat owners. Thorson's boat has sunk in the shallow water while docked, and he is certain Blake sabotaged it to keep Thorson from winning a lucrative contract to move barges of military supplies. Thorson is a widower who built his own tugboat and lives on it with his adult daughter Susan (Virginia Grey). She loves her father, but also likes Blake (who denies the sabotage) and does not want the two men to fight.","","",""
The Devil Bat,1940,68,Horror,5.4,Jean Yarbrough,John T. Neville,Edmund Mortimer,Bela Lugosi,Donald Kerr,Alan Baldwin,"Dr Paul Carruthers [Bela Lugosi] appears to all of Heathville as a kindly doctor and research scientist for Heath-Morton Cosmetics, Ltd. But in his secret laboratory, Carruthers is actually conducting personal experiments--one of which is a formula for an oriental shaving lotion; another is the creation of a giant bat who hates the smell of the lotion. Bitter because founding fathers Martin Heath [Edward Mortimer] and Henry Morton [Guy Usher] got rich on his formulas while he himself is awarded with menial bonuses, Carruthers plans to sic his giant bat on their families.First to go is Roy Heath [John Ellis]. Investigative reporter Johnny Layton [Dave O'Brien] and cameraman 'One Shot' McGuire [Donald Kerr] of the Chicago Register are sent to snoop for a story. The only clues are the victim's neck wounds that look like they were made by the beak and talons of a bird, a peculiar faint odor about the wounds, and some mouse or bat hairs. That afternoon, Layton and McGuire have tea with Carruthers and Martin's daughter Mary [Suzanne Kaaren], and Layton and Mary become smitten with each other. Mary invites Layton to come back to the estate that evening.That evening, Johnny sees Martin's son Tommy [Alan Baldwin] attacked in the garden by a giant bat. When Don Morton [Gene O'Donnell], son of the other founding father, Henry Morton, is subsequently killed in the same way, Layton finds a bottle of shaving lotion of the same scent discovered on all the bodies. In an attempt to provide a picture of the 'devil bat', McGuire photographs a fake bat which is proven fraudulent by a scientist on a talk radio program. Layton and McGuire are fired by their paper, but they stay in Heathville to get to the bottom of the story. They trace the lotion to Carruthers and interview him in an attempt to expose him, but he readily admits to creating the formula. He even gives Layton a bottle to try. That night, Layton and McGuire are dive-bombed by the giant bat, which Layton kills. The size of the bat has scientists marvelled, and Layton and McGuire are exonerated and rehired.Carruthers creates a new devil bat and sics it on Henry Morton. That night a giant bat attempts to get into Mary's bedroom, and it is learned that someone has switched her perfume with formula. While Carruthers tends Mary, Layton visits his laboratory. He waits for Carruthers to return and follows him into his secret lab where Carruthers releases the devil bat. Layton asks Carruthers for a bottle of the lotion and informs him that he intends to sit in the garden and hopefully attract the bat with it. Layton even invites Carruthers to watch, but he splashes lotion on Carruthers and the bat ultimately kills Carruthers. [Original synopsis by bj_kuehl.]","revenge, cult, murder",train,imdb
Shooting High,1940,65,Drama,5.8,Alfred E. Green,Lou Breslow,Jack Carson,Hamilton MacFadden,Hobart Cavanaugh,Frank M. Thomas,"The Carsons and the Pritchards have been feuding in the town of Carson's Corners for generations. The budding romance between Will Carson (Gene Autry) and Marjorie Pritchard (Marjorie Weaver) is now being threatened by the long-standing feud. Margorie's father, Calvin Pritchard (Frank M. Thomas), is the bank president and mayor of Carson's Corners. Calvin pretends to support Will's courtship of his daughter because he needs to acquire a piece of Carson property for a proposed highway through the area. When Will learns of Calvin's true motives, he accuses Marjorie of scheming with her father to steal Carson land.","","",""
The Bride Came C.O.D.,1941,92,Comedy,6.9,William Keighley,Kenneth Earl,Jack Carson,James Cagney,Harry Davenport,George Tobias,"Pilot Steve Collins (James Cagney) agrees to help bandleader Alan Brice (Jack Carson) and heiress Joan Winfield (Bette Davis) elope. Steve then contacts her father Lucius (Eugene Pallette), offering to prevent the marriage and deliver her to him in return for enough money to get out of debt.","","",""
Footsteps in the Dark,1941,96,Comedy,6.7,Lloyd Bacon,Lester Cole,Allen Jenkins,Errol Flynn,Ralph Bellamy,Alan Hale,"Francis Warren (Errol Flynn) appears to have a normal life handling investments, but secretly he writes lurid detective novels under the pseudonym F.X. Pettijohn. His other career is unknown to wife Rita (Brenda Marshall) or to anyone but Inspector Mason (Alan Hale), who mocks the books, insisting that true crime is much more difficult to solve. A man named Leopold Fissue (Noel Madison) turns up, wanting Francis to help him turn uncut diamonds into cash. Fissue's body is then found murdered on a yacht. The trail leads Francis to burlesque dancer Blondie White (Lee Patrick), who becomes his prime suspect. But her dentist, Dr. Davis (Ralph Bellamy), gives her a solid alibi. Rita becomes sure that Francis is having an affair. Blondie turns up dead, though, after asking Francis to retrieve a satchel from a locker. Rita thinks Francis must have killed Blondie, while her husband believes just the opposite to be true. The diamonds are in the suitcase. Francis concludes that only one man could be behind all this—Davis, the dentist, who promptly tries to kill Francis before the police can figure things out.","suspenseful, mystery, murder",train,wikipedia
Edge of Darkness,1943,119,Drama,7.2,Lewis Milestone,Robert Rossen,Errol Flynn,Helmut Dantine,Charles Dingle,Morris Carnovsky,=== One: Compassionate Leave ===,"","",""
Holiday Inn,1942,100,Comedy,7.3,Mark Sandrich,Claude Binyon,Bing Crosby,Irving Bacon,Fred Astaire,John Gallaudet,"Jim Hardy (Bing Crosby), Ted Hanover (Fred Astaire), and Lila Dixon (Virginia Dale) have a musical act popular in the New York City nightlife scene. On Christmas Eve, Jim prepares to give his last performance as part of the act before marrying Lila and retiring with her to a farm in Connecticut. At the last minute, Lila decides she is not ready to stop performing, and that she has fallen in love with Ted. She tells Jim that she will stay on as Ted's dancing partner. While heartbroken, Jim follows through with his plan and bids the act goodbye.","","",""
Invisible Agent,1942,81,Action,6.0,Edwin L. Marin,Curt Siodmak,Keye Luke,J. Edward Bromberg,Cedric Hardwicke,Peter Lorre,"The grandson of Dr. Jack Griffin, the original Invisible Man, has emigrated to the United States and now runs a print shop in Manhattan under the assumed name of Frank Raymond (Jon Hall). In his shop he is confronted by four armed men who reveal that they know his true identity. One of the men, Conrad Stauffer (Cedric Hardwicke), is a lieutenant general of the S.S., while a second, Baron Ikito (Peter Lorre), is Japanese. They offer to pay for the invisibility formula and threaten amputation if it is not revealed. Griffin manages to escape with the formula in his hands.","","",""
Kid Glove Killer,1942,74,Drama,6.8,Fred Zinnemann,Allen Rivkin,Samuel S. Hinds,Lee Bowman,Cliff Clark,Van Heflin,Ambitious young attorney Gerald I. Latimer helps mayoral candidate Daniels and district attorney candidate Turnely to be elected; the pair had vowed to rid the city of its pernicious criminal rackets.,"","",""
The Seventh Cross,1944,112,Drama,7.4,Fred Zinnemann,Helen Deutsch,Herbert Rudley,Hume Cronyn,Alexander Granach,Spencer Tracy,"The year is 1936. Seven prisoners escape from the fictitious Westhofen concentration camp near Worms, Germany near the Rhine. They represent a cross-section of German society: a writer, a circus performer, a schoolmaster, a farmer, a Jewish grocery clerk, and two prisoners who are apparently political activists. One is George Heisler (Spencer Tracy) and the other his mentor Wallau (Ray Collins), the leader of the group.","","",""
Scarlet Street,1945,102,Drama,7.7,Fritz Lang,Georges de La Fouchardière,Vladimir Sokoloff,Jess Barker,Samuel S. Hinds,Charles Kemper,SHORT VERSION:,"","",""
Boston Blackie and the Law,1946,69,Comedy,6.3,D. Ross Lederman,Harry Essex,Eugene Borden,Kernan Cripps,Frank Sully,Chester Morris,"When Boston Blackie performs magic tricks at a Thanksgiving Day party for the inmates of a women's prison, Dinah Moran (Constance Dowling) volunteers to enter a booth. She disappears after he draws the curtain, but as a former magician's assistant, uses the opportunity to escape. Police Inspector Farraday (Richard Lane) takes Blackie into custody as an accomplice, but Blackie easily gets away himself.","","",""
Great Expectations,1946,118,Drama,7.8,David Lean,Charles Dickens,John Mills,Bernard Miles,Finlay Currie,Francis L. Sullivan,"\"An orphan, Phillip \"\"Pip\"\" Pirrip (Anthony Wager)",lives with his shrewish older sister and her kind-hearted blacksmith husband,Joe Gargery (Bernard Miles). One day,Pip runs into an escaped convict
They Made Me a Killer,1946,64,Drama,5.9,William C. Thomas,Daniel Mainwaring,Paul Harvey,Edmund MacDonald,Frank Albertson,Ralph Sanford,"Tom Durling quits his job and drives across country after his brother is killed in an accident. He gives an attractive girl a ride and he's forced at gun point to be the driver in a bank robbery. During the crime, Steve Reynolds, another innocent man is involved and killed in the escape. After a high-speed chase, the car crashes and Durling is knocked unconscious while the bandits get away. The police arrest Durling but refuse to believe that he wasn't one of the robbers.","","",""
Born to Kill,1947,92,Drama,7.2,Robert Wise,Eve Greene,Walter Slezak,Phillip Terry,Elisha Cook Jr.,Tony Barrett,"\"Helen Brent (Claire Trevor) has just received a Reno divorce in Nevada. That night, she discovers one of her neighbors, Laury Palmer, and Palmer's gentleman caller both murdered in Palmer's home. The killer is Palmer's other boyfriend, Sam Wilde (Lawrence Tierney), an insanely jealous man who won't abide anyone \"\"cutting in\"\" on him.","","",""
Miracle on 34th Street,1947,96,Comedy,7.9,George Seaton,George Seaton,Jack Albertson,William Frawley,Philip Tonge,Edmund Gwenn,"Kris Kringle (Edmund Gwenn) is indignant to find that the man assigned to play Santa in the annual Macy's Thanksgiving Day Parade (Percy Helton) is intoxicated. When he complains to event director Doris Walker (Maureen O'Hara), she persuades Kris to take his place. He does so well, he is hired to play Santa at Macy's flagship New York City store on 34th Street.","","",""
Road to Rio,1947,100,Comedy,6.9,Norman Z. McLeod,Edmund Beloin,Frank Faylen,Frank Puglia,Robert Barrat,Bob Hope,"Scat Sweeney and Hot Lips Barton, two out-of-work musicians, travel the United States trying to find work and stay away from girls. After running from state to state, each time running because of a girl, they try their luck in Louisiana.","","",""
Call Northside 777,1948,112,Drama,7.4,Henry Hathaway,Jerome Cady,Richard Conte,Lee J. Cobb,Moroni Olsen,James Stewart,"In Chicago in 1932, during Prohibition, a policeman is murdered inside a speakeasy. Frank Wiecek (Richard Conte) and another man are quickly arrested, and are later sentenced to serve 99 years imprisonment each for the killing. Eleven years later, Wiecek's mother (Kasia Orzazewski) puts an ad in the newspaper offering a $5,000 reward for information about the true killers of the police officer.","","",""
The Dude Goes West,1948,86,Comedy,6.8,Kurt Neumann,Mary Loos,Eddie Albert,Douglas Fowley,Harry Hayden,Tom Tyler,"A gunsmith and a marksman, Daniel Bone closes up his Brooklyn, New York business and travels west, where he feels he belongs. On a train, he encounters passenger Liza Crockett, then sees her purse being stolen by a man Dan confronts, disarms and throws off the train.","","",""
The Street with No Name,1948,91,Action,7.0,William Keighley,Harry Kleiner,Richard Widmark,Mark Stevens,Donald Buka,Lloyd Nolan,The opening credits include the following foreword:,"","",""
The Threat,1949,66,Drama,6.7,Felix E. Feist,Dick Irving Hyland,Robert Shayne,Michael McHale,Don McGuire,Frank Conroy,"\"Detective Ray Williams (Michael O'Shea) is recuperating from a broken rib as his wife Ann (Julie Bishop) tries to persuade him to get a desk job, especially with the new baby on the way. However, a call from the police inspector (Robert Shayne) informs him that homicidal criminal \"\"Red\"\" Kluger (who Williams apprehended) has busted out of Folsom Prison. As Williams is going to leave in his police car",he is kidnapped by Kluger (Charles McGraw) and his men. District attorney Barker MacDonald (Frank Conroy) is also kidnapped by his men. Lastly,nightclub singer Carol (Virginia Grey),who apparently ratted him out is kidnapped. She however claims it was Tony
Tokyo Joe,1949,88,Drama,6.3,Stuart Heisler,Steve Fisher,Gordon Jones,Teru Shimada,Rhys Williams,Hideo Mori,"\"After World War II, ex-serviceman Joe Barrett (Humphrey Bogart) returns to Tokyo to see if there is anything left of his pre-war bar and gambling joint (\"\"Tokyo Joe's\"\") after all the bombing. Amazingly",it is more or less intact and being run by his old friend Ito (Teru Shimada). Joe is shocked to learn from Ito that his wife Trina (Florence Marly),who he thought had died in the war,is still alive. She has divorced Joe and is now married to Mark Landis (Alexander Knox)
