title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Remember Last Night?,1935,81,Comedy,6.7,James Whale,Harry Clork,Reginald Denny,Gregory Ratoff,Robert Young,Edward Arnold,"To celebrate their six-month anniversary, Long Island socialites Tony and Carlotta Milburn arrange a wild drinking party with friends, culminating in a stop at the restaurant owned by Faronea. They are unaware that Faronea is conspiring with Baptiste Bouclier, the chauffeur of party host Vic Huling, to kidnap Vic. The next morning the Milburns awake hung over to find Vic dead from a gunshot through the heart and his wife Bette missing. Tony calls his friend, district attorney Danny Harrison to investigate. Bette arrives with Billy Arliss at whose home she had slept. Because of their excessive drinking, no one can remember anything about what had happened the night before. As circumstantial evidence mounts against Tony, he calls in hypnotist Professor Karl Jones to help everyone try to recover their memories. Just as the professor is about to reveal the murderer, he is murdered.","","",""
Tumbling Tumbleweeds,1935,61,Drama,6.3,Joseph Kane,Alan Ludwig,Eugene Jackson,Frankie Marvin,Smiley Burnette,George 'Gabby' Hayes,"\"Gene Autry (Gene Autry) returns to his home after a five-year absence as a singing cowboy with a group of strolling players that includes Smiley (Smiley Burnette) and Eightball (Eugene Jackson), who sell Dr. Parker's Painless Panacea. Gene's father, a cattle barron and one of the original \"\"nesters\"\" in the West",was recently murdered during a conflict with his landlord.,"",""
Wife vs. Secretary,1936,88,Comedy,7.0,Clarence Brown,Norman Krasna,Gilbert Emery,James Stewart,Tom Dugan,Hobart Cavanaugh,"\"Magazine publisher Van Stanhope (Clark Gable) and his wife, Linda, (Myrna Loy) are celebrating their third wedding anniversary. They are very much in love and Van gives Linda a diamond bracelet. However, Van's secretary, the beautiful Helen \"\"Whitey\"\" Wilson (Jean Harlow)",is thought by Van's mother (May Robson) to be a temptation to Van. Linda refuses to listen to all of her friends and Van's mother as she trusts Van. In truth,she has all the reason in the world to trust him,as his relationship with Whitey is strictly business.
"Think Fast, Mr. Moto",1937,70,Drama,6.7,Norman Foster,Howard Ellis Smith,Murray Kinnell,Thomas Beck,Sig Ruman,J. Carrol Naish,"The film opens with Mr. Moto in disguise as a street salesmen and selling goods to passers-by. He sees a man leaving a shop with a tattoo of the British Flag on his arm. Moto enters the shop to sell a rare diamond to the owner. However, Moto sees a body stuffed into a wicker basket in the store, and using his mastery of judo takes down the shopkeeper. Later, he reserves a berth on a freighter headed for Shanghai. Also on the freighter is Bob Hitchings Jr., son of the owner of the freighter. Before leaving, Hitchings Sr. gives his son a confidential letter for the head of the Shanghai branch of the company. Hitchings and Moto become friends (Moto notices the letter), and Moto helps Hitchings cure a hangover. Hitchings complains to Moto that he has not met any beautiful women on board. After a stop in Honolulu, a beautiful woman named Gloria Danton boards the ship, and she and Hitchings fall in love. But Gloria is a spy for Nicolas Marloff, who runs a smuggling operation out of Shanghai. She periodically sends him notes and leaves without saying goodbye to Hitchings. Moto finds a steward looking for Hitchings’s letter, and confronts him, knowing he was the person who killed the man in the wicker basket, as he wears the tattoo. Moto throws the man overboard and takes the letter.","","",""
"All This, and Heaven Too",1940,141,Drama,7.4,Anatole Litvak,Rachel Field,Walter Hampden,Charles Boyer,Harry Davenport,George Coulouris,"Mademoiselle Henriette Deluzy-Desportes (Bette Davis), a French woman, starts teaching at an American girls school. She is confronted by the tales and gossip about her that circulate among her pupils and, thus provoked, she decides to tell them her life story.","","",""
Haunted Honeymoon,1940,83,Comedy,6.2,Arthur B. Woods,Monckton Hoffe,Seymour Hicks,Frank Pettingell,Robert Montgomery,Aubrey Mallalieu,"\"Larry Abbot (Wilder) and Vickie Pearle (Radner) are performers on radio's \"\"Manhattan Mystery Theater\"\" who decide to get married. Larry has been plagued with on-air panic attacks and speech impediments since proposing marriage. Vickie thinks it is just pre-wedding jitters",but his affliction could get them both fired.,"",""
Strike Up the Band,1940,120,Comedy,6.8,Busby Berkeley,John Monks Jr.,Mickey Rooney,William Tracy,Francis Pierlot,Larry Nunn,"\"Jimmy Connors (Mickey Rooney), a student at Riverwood High School, also plays the drums in the school band, but dreams of playing in a dance band. He and his \"\"pal\"\" Mary Holden (Judy Garland) sell the school principal the idea of forming the band and putting on a dance. The principal is initially doubtful",but then agrees to buy the first ticket. The event is a success and the school's debt for the instruments in paid off.,"",""
Blues in the Night,1941,88,Drama,6.7,Anatole Litvak,Edwin Gilbert,Howard Da Silva,Peter Whitney,Richard Whorf,Jack Carson,"While playing in a bar in St. Louis, jazz pianist Jigger Pine meets aspiring clarinetist Nickie Haroyen who tries to convince him to put together a jazz band. After a drunk patron starts a fight, Nickie and Jigger are thrown in jail with Jigger's drummer and bassist. They hear a prisoner singing a blues song and are inspired to set out for New Orleans where they hope to learn how to perfect an authentic bluesy sound. There they meet fast-talking trumpeter Leo and his wife Character who is a talented singer. Together, the quintet rides the rails, honing their technique in dive bars across the country.","","",""
The Little Foxes,1941,116,Drama,7.9,William Wyler,Lillian Hellman,Carl Benton Reid,John Marriott,Dan Duryea,Charles Dingle,"The play's focus is Southerner Regina Hubbard Giddens, who struggles for wealth and freedom within the confines of an early 20th-century society where fathers considered only sons as their legal heirs. As a result of this practice, while her two avaricious brothers Benjamin and Oscar have wielded the family inheritance into two independently substantial fortunes, she's had to rely upon her manipulation of her cautious, timid, browbeaten husband, Horace. He's no businessman, just her financial support; although he's pliable enough for her ambition, that ambition has driven him into becoming merely the sickly, wheelchair-bound tool of her insatiable greed.","","",""
The Man Who Came to Dinner,1941,112,Comedy,7.5,William Keighley,Julius J. Epstein,Jimmy Durante,Monty Woolley,Reginald Gardiner,Grant Mitchell,"The play is set in the small town of Mesalia, Ohio in the weeks leading to Christmas in the late 1930s. The exposition reveals that the famously outlandish New York City radio wit Sheridan Whiteside ('Sherry' to his friends) is invited to dine at the house of the well-to-do factory owner Ernest W. Stanley and his family. But before Whiteside can enter the house, he slips on a patch of ice outside the Stanleys' front door and injures his hip. Confined to the Stanleys' home, Whiteside is looked after by several professionals: Dr. Bradley, the absent-minded town physician, Miss Preen, his frantic nurse, and Maggie Cutler, his faithful secretary.","","",""
Flying Tigers,1942,102,Action,6.7,David Miller,Kenneth Gamet,Edmund MacDonald,Gordon Jones,Tom Neal,Bill Shirley,"Jim Gordon (John Wayne in his first war film) leads the Flying Tigers, a squadron of freelance American pilots who fly Curtiss P-40B fighters against Japanese aircraft in the skies over China. The pilots are a mixed bunch, motivated by money (they receive a bounty for each aircraft shot down), or just the thrill of aerial combat.","","",""
Hurricane Smith,1941,68,Action,5.2,Bernard Vorhaus,Charles G. Booth,Charles Trowbridge,Casey Johnson,J. Edward Bromberg,Frank Darien,"\"Billy \"\"Hurricane\"\" Smith (Carl Weathers) is a construction worker in Marshall",Texas. Mourning his mother's death,Billy goes to Australia to find his missing sister. His search takes him to the swank pad of a pimp,Shanks (David Argue)
The Jungle Book,1942,108,Action,6.7,Zoltan Korda,Laurence Stallings,Frank Puglia,Sabu,Ralph Byrd,Joseph Calleia,"\"Mowgli is a \"\"man cub\"\" raised by the Indian wolf Raksha and her pack",led by Akela,in an Indian jungle ever since he was brought to them as a baby by the black panther Bagheera. Bagheera trains Mowgli to learn the ways of the wolves,but the boy faces certain challenges and falls behind his wolf siblings while Akela disapproves of him using human tricks like building tools instead of learning the ways of the pack.
Sherlock Holmes and the Secret Weapon,1942,68,Drama,6.5,Roy William Neill,Edward T. Lowe Jr.,Rudolph Anders,Lionel Atwill,Dennis Hoey,William Post Jr.,"\"At a cafe in Switzerland, two Gestapo agents plot with a man disguised as an old bookseller to abduct Dr. Franz Tobel (William Post Jr.), the inventor of a new bomb sight. However, the bookseller is really Holmes (Basil Rathbone), who sends the Nazis after decoys while he and Tobel drive to a rendezvous with an RAF plane that takes them to London. They go to 221B Baker Street, where Watson (Nigel Bruce) pulls a gun on them, but Mrs. Hudson (Mary Gordon) recognizes Holmes's voice. Holmes leaves to make arrangements with government representative Sir Reginald Bailey (Holmes Herbert), and Tobel sneaks out while Watson is asleep. He goes to see his sweetheart, Charlotte Eberli (Kaaren Verne), and gives her a message which, if anything happens to him, she's to give to Holmes. The message is in a version of the stick-figure code from the Holmes story \"\"The Adventure of the Dancing Men\"\". On his way back from Charlotte's",Tobel is struck on the head,but a policeman rescues him. Back at 221B,Holmes deduces that Tobel has been with a girl
I Walked with a Zombie,1943,69,Drama,7.0,Jacques Tourneur,Curt Siodmak,Sir Lancelot,Tom Conway,James Ellison,James Bell,"\"Betsy Connell (Frances Dee), a Canadian nurse, relates in a voiceover how she once \"\"walked with a zombie.\"\"","","",""
Isle of Forgotten Sins,1943,82,Action,4.6,Edgar G. Ulmer,Edgar G. Ulmer,Frank Fenton,Rick Vallin,John Carradine,Sidney Toler,"\"=== At the \"\"Isle of Forgotten Sins\"\" ===","","",""
Minesweeper,1943,67,Action,5.1,William Berke,Edward T. Lowe Jr.,Guinn 'Big Boy' Williams,Frank Fenton,Ralph Sanford,Douglas Fowley,"\"Lt. Richard Houston (Richard Arlen) is an officer in the U.S. Navy who deserted during peacetime service to escape gambling debts, and took up life as a hobo. The Japanese attack on Pearl Harbor spurs him to rejoin the Navy under the assumed name of Jim \"\"Tennessee\"\" Smith. Houston is assigned to serve aboard a minesweeper",where he carries out numerous successful efforts to defuse mines in the San Diego harbor while struggling to keep his identity secret.,"",""
The Seventh Victim,1943,71,Drama,6.7,Mark Robson,Charles O'Neal,Chef Milani,Tom Conway,Hugh Beaumont,Ben Bard,"\"The film opens with the quote from John Donne: \"\"I run to death","and death meets me as fast / and all my pleasures are like yesterday.\"\"","",""
Bluebeard,1944,72,Horror,5.9,Edgar G. Ulmer,Arnold Lipp,Henry Kolker,George Pembroke,Nils Asther,Emmett Lynn,The film is based on the fairy tale of Bluebeard written by Charles Perrault who also wrote Cinderella.,"","",""
The Best Years of Our Lives,1946,170,Drama,8.1,William Wyler,Robert E. Sherwood,Dana Andrews,Harold Russell,Hoagy Carmichael,Fredric March,"After World War II, Fred Derry (Dana Andrews), Homer Parrish (Harold Russell), and Al Stephenson (Fredric March) meet while flying home to Boone City (a fictional city patterned after Cincinnati, Ohio). Fred was a decorated Army Air Forces captain and bombardier in Europe. Homer lost both hands from burns suffered when his aircraft carrier was sunk, and now uses mechanical hook prostheses. Al served as an infantry platoon sergeant in the Pacific. All three have trouble adjusting to civilian life.","","",""
Jane Eyre,1943,97,Drama,7.5,Robert Stevenson,Charlotte Brontë,John Sutton,Aubrey Mather,Orson Welles,Henry Daniell,"\"The movie begins in Gateshead Hall, where a ten-year-old orphan named Jane Eyre is living with her mother's brother's family. The brother, surnamed Reed, dies shortly after adopting Jane. His wife, Mrs. Sarah Reed, and their three children (John, Eliza and Georgiana) neglect and abuse Jane, for they resent Mr. Reed's preference for the little orphan in their midst. In addition, they dislike Jane's plain looks and quiet yet passionate character. Thus, the novel begins with young John Reed bullying Jane, who retaliates with unwonted violence. Jane is blamed for the ensuing fight, and Mrs. Reed has two of the servants drag her off and lock her up in the red-room, the unused chamber where Mr. Reed had died. Still locked in that night, Jane sees a light and panics, thinking that her uncle's ghost has come. Her scream rouses the house, but Mrs. Reed just locks up Jane for longer. Then Jane has a fit and passes out. A doctor, Mr. Lloyd, comes to Gateshead Hall and suggests that Jane go to school.Mr. Brocklehurst is a cold, cruel, self-righteous, and highly hypocritical clergyman who runs a charity school called Lowood. He accepts Jane as a pupil in his school. Jane is infuriated, however, when Mrs. Reed tells him, falsely, that Jane is a liar. After Brocklehurst departs, Jane bluntly tells Mrs. Reed how she hates the Reed family. Mrs. Reed, so shocked that she is scarcely capable of responding, leaves the drawing room in haste.Jane finds life at Lowood to be grim. Miss Maria Temple, the youthful superintendent, is just and kind, but another teacher, Miss Scatcherd, is sour and abusive. Mr. Brocklehurst, visiting the school for an inspection, has Jane placed on a tall stool before the entire assemblage. He then tells them that \"\"...this girl",this child,the native of a Christian land,"worse than many a little heathen who says its prayers to Brahma and kneels before Juggernautthis girl isa liar!\"\"Later that day"
The Mask of Dimitrios,1944,95,Drama,7.2,Jean Negulesco,Frank Gruber,Zachary Scott,Kurt Katch,Sydney Greenstreet,Peter Lorre,"The year is 1938. Dutch mystery writer Cornelius Leyden (Peter Lorre) is visiting Istanbul. A fan of his, Colonel Haki (Kurt Katch) of the Turkish police, believes Leyden would be interested in the story of Dimitrios Makropoulos (Zachary Scott), whose body was just washed up on the beach. Leyden is so fascinated by what Haki tells of the dead arch-criminal that he becomes determined to learn more.","","",""
The Miracle of Morgan's Creek,1943,98,Comedy,7.6,Preston Sturges,Preston Sturges,Al Bridge,William Demarest,Eddie Bracken,Julius Tannen,"\"Trudy Kockenlocker (Betty Hutton) is a small-town girl with a soft spot for soldiers. She wakes up one morning after a wild farewell party for a group of them to find that while drunk the night before, she married a soldier whose name she can't remember, except that \"\"it had a z in it. Like Ratzkywatzky [...] or was it Zitzkywitzky?\"\" She believes they both used fake names and she doesn't know how to get in touch with him or even what he looks like.","","",""
Conflict,1945,86,Drama,7.1,Curtis Bernhardt,Arthur T. Horman,Patrick O'Moore,Charles Drake,Edwin Stanley,Sydney Greenstreet,"\"Pat Glendon (Wayne) is a former lumberjack turned bare-knuckle boxer who travels the countryside as part of gambling scam operated by Gus \"\"Knockout\"\" Carrigan for a New York City syndicate. Glendon arrives ahead of the travelling boxing exhibition",building the confidence of the locals who in turn bet on Glendon to win,only to have him throw the fight.,""
Hangover Square,1945,77,Drama,7.4,John Brahm,Barré Lyndon,Alan Napier,J.W. Austin,George Sanders,Radford Allen,"\"Set against the backdrop of the days preceding Britain declaring war on Germany, the main character is George Harvey Bone, a lonely borderline alcoholic who suffers from a split personality. He is obsessed with gaining the affections of Netta, a failed actress and one of George's circle of \"\"friends\"\" with whom he drinks. Netta is repelled by George but",being greedy and manipulative,she and a mutual acquaintance,Peter
Incendiary Blonde,1945,113,Drama,6.7,George Marshall,Claude Binyon,Albert Dekker,Bill Goodwin,Maurice Rocco,Maurice Rocco,"\"A tomboy named Mary Louise \"\"Texas\"\" Guinan lands a job with a Wild West show after proving she can ride a bucking bronco. The rodeo's new owner is Romero \"\"Bill\"\" Kilgannon",who doubles Texas's pay after the attention she gets from saving a toddler's life from a runaway wagon at a show.,"",""
Johnny in the Clouds,1945,87,Drama,7.3,Anthony Asquith,Terence Rattigan,John Mills,Felix Aylmer,Bonar Colleano,Basil Radford,"\"Pilot Officer Peter Penrose (John Mills) is posted in the summer of 1940 as a pilot to (the fictional) No. 720 Squadron, at a new airfield, RAF Station Halfpenny Field. He is a very green \"\"15-hour sprog\"\" Bristol Blenheim pilot and is assigned to B Flight",under Flight Lieutenant David Archdale (Michael Redgrave).,"",""
The Secret of the Whistler,1946,65,Drama,6.3,George Sherman,Richard H. Landau,Michael Duane,Richard Dix,Fred Amsel,Ray Walker,"Ralph Harrison (Richard Dix) is married to Edith (Mary Currier), a rich woman who has been suffering heart attacks. Upset by her condition, he finds consoling companionship with an artist’s model, the unscrupulous gold-digger Kay (Leslie Brooks).","","",""
The Strange Love of Martha Ivers,1946,116,Drama,7.4,Lewis Milestone,Robert Rossen,Frank Orth,Van Heflin,Kirk Douglas,Roman Bohnen,"On a rainy night in 1928 in a Pennsylvania factory town called Iverstown, thirteen-year-old Martha Ivers (Janis Wilson) tries to run away from the guardianship of her wealthy, domineering aunt with her friend, the street-smart, poor Sam Masterson (Darryl Hickman), but is caught and brought home. Sam comes for her, but Martha's aunt hears her calling to him. While Sam slips out unnoticed, Mrs. Ivers starts beating Martha's cat with her cane. Martha wrestles it away from her and strikes her brutally, causing her to fall down the stairs and die. The event is witnessed by Walter O'Neil (Mickey Kuhn), the son of Martha's tutor (Roman Bohnen). Martha lies about the incident to Walter's father, and Walter backs her up.","","",""
Red Light,1949,83,Drama,6.3,Roy Del Ruth,Don 'Red' Barry,Raymond Burr,Stanley Clements,Harry Morgan,Ken Murray,"Bookkeeper Nick Cherney is sent to jail for embezzling from Johnny Torno's trucking company. In a California prison, he sees a newsreel showing Johnny welcoming home his brother Jess, a heroic Catholic chaplain just returned from a World War II prisoner-of-war camp. Just before his release four years later (and to give himself a clever alibi), Nick hires Rocky, an inmate who has just finished his sentence, to murder Jess.","","",""
White Heat,1949,114,Action,8.1,Raoul Walsh,Ivan Goff,Steve Cochran,James Cagney,Wally Cassell,John Archer,"\"Cody Jarrett (James Cagney) is the ruthless, deranged leader of a criminal gang. Although married to Verna (Virginia Mayo), Jarrett is overly attached to his equally crooked and determined mother, 'Ma' Jarrett (Margaret Wycherly), who is his only real confidant. When he has one of his splitting headaches she consoles him, sits him on her lap and gives him a drink with the toast \"\"Top of the world\"\". Jarrett's father died in an institution. He himself is described as someone who when \"\"he was a kid",he used to fake headaches to get his mother's attention away from the rest of the family. It worked. As he grew up,the fancied headaches became real,"until now they tear him to pieces.\"\"Jarrett and his gang carry out a major robbery involving the hijacking of a train and the deaths of several people"
711 Ocean Drive,1950,102,Action,6.8,Joseph M. Newman,Richard English,Otto Kruger,Fred Aldrich,Howard St. John,Don Porter,"Knowing how much telephone repairman Mal Granger (Edmond O'Brien) likes to bet on the horses, small-time bookmaker Chippie Evans (Sammy White) proposes a scheme in which Granger's technical expertise would provide gangster Vince Walters (Barry Kelley) with race results in advance.","","",""
Champagne for Caesar,1950,99,Comedy,7.4,Richard Whorf,Hans Jacoby,Byron Foulger,George Fisher,Art Linkletter,Ronald Colman,"Beauregard Bottomley (Ronald Colman) is an unemployed PhD physicist who lives in Los Angeles with his piano-instructor sister Gwenn (Barbara Britton) and the alcohol-guzzling parrot of the film's title, Caesar (Mel Blanc, voice). Beauregard and Gwenn live in a bungalow court, surrounded by books. Beauregard is an omnivorous reader, knowledgeable on any subject -- except, as he admits, how to hold a job. Beauregard learns of a job opportunity at the Milady Soap Company. He meets the eccentric owner, Burnbridge Waters (Vincent Price), for an interview. Waters disapproves of Beauregard's humour and turns him down for the job, humiliating him in the process.","","",""
D.O.A.,1949,83,Drama,7.2,Rudolph Maté,Russell Rouse,Luther Adler,Jess Kirkpatrick,William Ching,Edmond O'Brien,"\"Frank Bigelow (Edmond O'Brien) begins his tale by walking into a Los Angeles police station and telling a detective \"\"I want to report a murder... mine.\"\" Oddly",the police almost seem to have been expecting him and already know who he is since there has been an APB on him since yesterday.A flashback begins with Bigelow in his hometown of Banning,California where he is an accountant and notary public. He decides to take a one-week vacation in San Francisco,but this does not sit well with Paula Gibson (Pamela Britton)
The Kangaroo Kid,1950,72,Drama,5.8,Lesley Selander,Anthony Scott Veitch,Alan Gifford,Grant Taylor,Jock Mahoney,Frank Ransome,"\"In the 1880s, the Remington detective agency sends Tex Kinnane to Australia to track down a notorious gold robber and murderer called John Spengler. In Sydney, Tex makes friends with Baldy Muldoon and travels with him to the small town of Gold Star, where Baldy's wife runs the local saloon. Tex adopts a baby kangaroo and earns the name \"\"Kangaroo Kid\"\". He is hired as a stage coach driver and befriends barmaid Stella Grey",who offers to look after his kangaroo.,"",""
Last Holiday,1950,88,Comedy,7.3,Henry Cass,J.B. Priestley,Brian Worth,Sidney James,Alec Guinness,Bernard Lee,"George Bird (Guinness), an ordinary, unassuming salesman of agricultural implements, visits a physician for a routine check-up and is told he has Lampington's Disease, a newly identified condition which allows him only a few weeks to live. He accepts the doctor’s advice to take his savings and enjoy himself in the little time left to him. A bachelor with no family or friends, Bird decides to spend his last days at an up-market residential hotel among its elite clientele.","","",""
Summer Interlude,1951,96,Drama,7.5,Ingmar Bergman,Ingmar Bergman,Stig Olin,Birger Malmsten,Georg Funkquist,Alf Kjellin,Marie (Nilsson) is a successful but emotionally distant prima ballerina in her late twenties. During a problem-filled dress rehearsal day for a production of the ballet Swan Lake she is unexpectedly sent the diary of her first love; a college boy called Henrik (Malmsten) whom she met and fell in love with while visiting her Aunt Elizabeth and Uncle Erland's house on a summer vacation thirteen years before. With the cancellation of the dress rehearsal until the evening Marie takes a boat across to the island where she conducted her relationship with Henrik and remembers their playful and carefree relationship.,"","",""
Baiju Bawra,1952,165,Drama,7.4,Vijay Bhatt,R.S. Choudhury,Surendra,Brij Mohan Vyas,Radhakrishan,Bharat Bhushan,"Tansen is known to be the greatest classical vocalist ever to have existed in India, and was one of the nine jewels (Navaratnas) of Emperor Akbar's court. Nobody could sing in the city unless he or she could sing better than Tansen. If this was not the case, he or she was executed. Baiju Bawra is the story of an unknown singer, Baiju, who is on a mission to defeat Tansen in a musical duel to avenge the death of his father.","","",""
Le Plaisir,1952,97,Comedy,7.6,Max Ophüls,Guy de Maupassant,Pierre Brasseur,Jean Servais,Jean Servais,Jean Gabin,=== Le Masque ===,"","",""
Umberto D.,1952,89,Drama,8.2,Vittorio De Sica,Cesare Zavattini,Pasquale Campagnola,Riccardo Ferri,Carlo Battisti,Alberto Albani Barbieri,"Police disperse an organized street demonstration of elderly men demanding a raise in their meager pensions. One of the marchers is Umberto D. Ferrari, a retired government worker.","","",""
Affair with a Stranger,1953,87,Comedy,5.7,Roy Rowland,Richard Flournoy,Nicholas Joy,Wally Vernon,Dabbs Greer,Victor Mature,"\"Successful playwright, Bill Blakeley (Victor Mature) phones his wife, Carol (ex model, Carolyn Parker) (Jean Simmons) to find out why she has not arrived in Philadelphia (from New York) to see the opening of his newest play. She seems ambivalent about her non-appearance and he loses his temper at her apparent lack of interest.This is exactly the opportunity for which the leading actress in the play, Janet Boothe (Monica Lewis), has been waiting. She moves in on him with all the agility of a well-oiled viper and, before Blakeley realises it, the pair have a dinner date arranged for that evening. Also, without Blakeley knowing it, Boothe has been on the phone to gossip columnist, Lucy Lawson (Henny Backus), to pass on the scoop that Blakeley and his wife are about to divorce - with her as the interloper.Within minutes of the call, the news becomes the highlight of Lawsons nightly gossip report and, soon after, it hits the newspapers. Tongues are set wagging all over New York, resulting in a series of flash-backs based on conversations between of some the couples oldest friends and, in doing so, unveils the history of their relationship from the day they first met.\"\"It was New Years Eve","1948 or was it 49 ...\"\" begins the story of Pop (George Cleveland)",an elderly newspaper seller in Times Square,at whose stand the pair met. He explains to one of his regulars how Blakeley was then just an unknown who fell for Carolyn the moment he saw her.
